RAM 1737/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [9%@307,8%@307,3%@307,1%@307] EMC_FREQ 6%@1600 GR3D_FREQ 63%@921 APE 25 PLL@27.5C CPU@33.5C PMIC@50C GPU@31C AO@41.5C thermal@32.75C POM_5V_IN 5788/5788 POM_5V_GPU 3962/3962 POM_5V_CPU 123/123
RAM 1737/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,7%@204,2%@204,0%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31C AO@42C thermal@32.75C POM_5V_IN 5664/5726 POM_5V_GPU 3921/3941 POM_5V_CPU 123/123
RAM 1737/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,5%@204,2%@204,0%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@34C PMIC@50C GPU@31.5C AO@42C thermal@33.25C POM_5V_IN 5788/5746 POM_5V_GPU 3962/3948 POM_5V_CPU 123/123
RAM 1737/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,5%@204,1%@204,5%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31.5C AO@42.5C thermal@33.5C POM_5V_IN 5820/5765 POM_5V_GPU 3997/3960 POM_5V_CPU 123/123
RAM 1737/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,3%@204,6%@204,2%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@34.5C PMIC@50C GPU@31.5C AO@42.5C thermal@33.5C POM_5V_IN 5788/5769 POM_5V_GPU 3921/3952 POM_5V_CPU 165/131
RAM 1737/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,4%@204,2%@204,2%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31C AO@42C thermal@32.75C POM_5V_IN 5672/5753 POM_5V_GPU 3880/3940 POM_5V_CPU 123/130
RAM 1737/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,4%@204,4%@204,3%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31C AO@42.5C thermal@33.25C POM_5V_IN 5829/5764 POM_5V_GPU 4004/3949 POM_5V_CPU 123/129
RAM 1737/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,3%@204,5%@204,1%@204] EMC_FREQ 12%@1600 GR3D_FREQ 81%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31C AO@42.5C thermal@33.25C POM_5V_IN 5788/5767 POM_5V_GPU 3921/3946 POM_5V_CPU 123/128
RAM 1736/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,4%@204,3%@204,5%@204] EMC_FREQ 12%@1600 GR3D_FREQ 65%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31C AO@42.5C thermal@33C POM_5V_IN 5788/5769 POM_5V_GPU 3962/3947 POM_5V_CPU 123/127
RAM 1736/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,4%@102,2%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31C AO@42.5C thermal@33.5C POM_5V_IN 5746/5767 POM_5V_GPU 3921/3945 POM_5V_CPU 123/127
RAM 1736/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,3%@102,2%@102,7%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@34C PMIC@50C GPU@31.5C AO@42.5C thermal@33.25C POM_5V_IN 5746/5765 POM_5V_GPU 3962/3946 POM_5V_CPU 123/126
RAM 1736/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,3%@307,0%@307,6%@307] EMC_FREQ 12%@1600 GR3D_FREQ 90%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31.5C AO@42.5C thermal@33.5C POM_5V_IN 5705/5760 POM_5V_GPU 3880/3941 POM_5V_CPU 123/126
RAM 1736/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,3%@204,1%@204,4%@204] EMC_FREQ 12%@1600 GR3D_FREQ 76%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@32C AO@42.5C thermal@33.25C POM_5V_IN 5746/5759 POM_5V_GPU 3921/3939 POM_5V_CPU 123/126
RAM 1736/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,5%@102,5%@102,3%@102] EMC_FREQ 13%@1600 GR3D_FREQ 86%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31.5C AO@42.5C thermal@33C POM_5V_IN 5829/5764 POM_5V_GPU 3997/3943 POM_5V_CPU 123/126
RAM 1736/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,8%@204,4%@204,1%@204] EMC_FREQ 13%@1600 GR3D_FREQ 98%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31.5C AO@42.5C thermal@33.5C POM_5V_IN 5746/5762 POM_5V_GPU 3921/3942 POM_5V_CPU 123/125
RAM 1736/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@102,1%@204,3%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31.5C AO@42.5C thermal@33.5C POM_5V_IN 5705/5759 POM_5V_GPU 3880/3938 POM_5V_CPU 123/125
RAM 1736/3964MB (lfb 68x4MB) SWAP 466/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,6%@204,1%@204,3%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@34.5C PMIC@50C GPU@32C AO@43C thermal@33.25C POM_5V_IN 5788/5760 POM_5V_GPU 3956/3939 POM_5V_CPU 123/125
