RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,4%@204,1%@204,0%@204] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42.5C thermal@30.25C POM_5V_IN 7012/7012 POM_5V_GPU 4680/4680 POM_5V_CPU 122/122
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [3%@403,4%@403,7%@403,1%@403] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31C AO@43C thermal@31.25C POM_5V_IN 7315/7163 POM_5V_GPU 4828/4754 POM_5V_CPU 243/182
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,2%@204,0%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@31C AO@42.5C thermal@32C POM_5V_IN 7204/7177 POM_5V_GPU 4836/4781 POM_5V_CPU 122/162
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,2%@102,5%@102,0%@102] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@42.5C thermal@32.5C POM_5V_IN 6706/7059 POM_5V_GPU 4450/4698 POM_5V_CPU 122/152
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,4%@102,3%@102,1%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@30C AO@38.5C thermal@32.25C POM_5V_IN 4847/6616 POM_5V_GPU 2591/4277 POM_5V_CPU 125/146
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,1%@102,3%@102,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@31C AO@42C thermal@32.25C POM_5V_IN 6941/6670 POM_5V_GPU 4525/4318 POM_5V_CPU 122/142
RAM 2427/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,1%@102,5%@102,0%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31C AO@42.5C thermal@32.5C POM_5V_IN 7093/6731 POM_5V_GPU 4721/4375 POM_5V_CPU 162/145
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,2%@102,3%@102,0%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31C AO@42.5C thermal@32.5C POM_5V_IN 7012/6766 POM_5V_GPU 4721/4419 POM_5V_CPU 122/142
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,0%@102,6%@102,0%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31C AO@42C thermal@32.75C POM_5V_IN 6131/6695 POM_5V_GPU 3903/4361 POM_5V_CPU 123/140
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,2%@102,4%@102,1%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@33C PMIC@50C GPU@30.5C AO@40C thermal@32.75C POM_5V_IN 6378/6663 POM_5V_GPU 3791/4304 POM_5V_CPU 123/138
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,1%@204,6%@204,0%@204] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31.5C AO@43C thermal@32.5C POM_5V_IN 7052/6699 POM_5V_GPU 4762/4346 POM_5V_CPU 122/137
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,2%@204,4%@204,1%@204] EMC_FREQ 35%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@32.75C POM_5V_IN 7204/6741 POM_5V_GPU 4836/4387 POM_5V_CPU 162/139
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,1%@102,5%@102,1%@204] EMC_FREQ 35%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 7012/6762 POM_5V_GPU 4680/4409 POM_5V_CPU 122/137
RAM 2425/3964MB (lfb 45x4MB) SWAP 465/1982MB (cached 29MB) IRAM 0/252kB(lfb 252kB) CPU [1%@518,1%@518,6%@518,1%@518] EMC_FREQ 34%@1600 GR3D_FREQ 58%@921 APE 25 PLL@27.5C CPU@32.5C PMIC@50C GPU@30C AO@40C thermal@32.5C POM_5V_IN 4646/6610 POM_5V_GPU 2545/4276 POM_5V_CPU 166/139
