RAM 2565/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,9%@204,18%@204,8%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@41.5C thermal@31.5C POM_5V_IN 6971/6971 POM_5V_GPU 4199/4199 POM_5V_CPU 163/163
RAM 2565/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,3%@102,3%@204,29%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.5C POM_5V_IN 6255/6613 POM_5V_GPU 3369/3784 POM_5V_CPU 164/163
RAM 2565/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [12%@102,4%@102,6%@102,29%@102] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30C AO@41C thermal@31.5C POM_5V_IN 6982/6736 POM_5V_GPU 4239/3935 POM_5V_CPU 163/163
RAM 2565/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,6%@102,6%@102,20%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32.5C PMIC@50C GPU@29.5C AO@41C thermal@30.5C POM_5V_IN 6818/6756 POM_5V_GPU 3995/3950 POM_5V_CPU 163/163
RAM 2556/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,3%@102,6%@102,21%@102] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@30C AO@38.5C thermal@30.5C POM_5V_IN 5903/6585 POM_5V_GPU 3059/3772 POM_5V_CPU 124/155
RAM 2556/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,5%@204,5%@102,27%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@30.25C POM_5V_IN 6440/6561 POM_5V_GPU 4055/3819 POM_5V_CPU 123/150
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@102,6%@102,2%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@31.5C PMIC@50C GPU@30C AO@38C thermal@30.5C POM_5V_IN 4806/6310 POM_5V_GPU 2549/3637 POM_5V_CPU 125/146
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,0%@102,5%@102,4%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@41C thermal@31C POM_5V_IN 6604/6347 POM_5V_GPU 4096/3695 POM_5V_CPU 123/143
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,3%@102,2%@204,4%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@29.5C AO@37.5C thermal@32C POM_5V_IN 4036/6090 POM_5V_GPU 2018/3508 POM_5V_CPU 167/146
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,0%@102,5%@102,2%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30C AO@42C thermal@31.75C POM_5V_IN 6594/6140 POM_5V_GPU 4334/3591 POM_5V_CPU 122/143
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,1%@102,7%@102,0%@102] EMC_FREQ 31%@1600 GR3D_FREQ 51%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@29C AO@40C thermal@32.25C POM_5V_IN 4999/6037 POM_5V_GPU 2912/3529 POM_5V_CPU 124/141
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,2%@204,5%@204,2%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@31.75C POM_5V_IN 6481/6074 POM_5V_GPU 4177/3583 POM_5V_CPU 122/140
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,1%@204,6%@204,1%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@32.25C POM_5V_IN 5664/6042 POM_5V_GPU 3390/3568 POM_5V_CPU 124/139
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,1%@102,4%@102,2%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@31.5C POM_5V_IN 6594/6081 POM_5V_GPU 4259/3617 POM_5V_CPU 123/137
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@102,6%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@31C POM_5V_IN 6286/6095 POM_5V_GPU 3979/3642 POM_5V_CPU 123/136
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@204,5%@204,2%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30.5C AO@39.5C thermal@31C POM_5V_IN 5672/6069 POM_5V_GPU 3312/3621 POM_5V_CPU 124/136
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,2%@204,4%@204,5%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@30.5C POM_5V_IN 6481/6093 POM_5V_GPU 4014/3644 POM_5V_CPU 122/135
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,1%@102,5%@102,2%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@32.5C PMIC@50C GPU@30C AO@38.5C thermal@30.5C POM_5V_IN 4806/6021 POM_5V_GPU 2549/3583 POM_5V_CPU 125/134
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,2%@204,3%@204,1%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@30.5C AO@41.5C thermal@31.5C POM_5V_IN 6553/6049 POM_5V_GPU 4259/3619 POM_5V_CPU 122/134
RAM 2557/3964MB (lfb 48x4MB) SWAP 475/1982MB (cached 27MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,2%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@29.5C AO@37.5C thermal@32.75C POM_5V_IN 4485/5971 POM_5V_GPU 2263/3551 POM_5V_CPU 125/133
