RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [6%@614,3%@614,3%@614,2%@614] EMC_FREQ 6%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 6327/6327 POM_5V_GPU 4389/4389 POM_5V_CPU 164/164
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,2%@204,0%@204,1%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@30.5C AO@43.5C thermal@33C POM_5V_IN 6409/6368 POM_5V_GPU 4471/4430 POM_5V_CPU 164/164
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,1%@204,1%@204,0%@204] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31C AO@44C thermal@32.75C POM_5V_IN 6481/6405 POM_5V_GPU 4546/4468 POM_5V_CPU 164/164
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [7%@518,1%@518,1%@518,0%@518] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35.5C PMIC@50C GPU@31C AO@43.5C thermal@33C POM_5V_IN 6522/6434 POM_5V_GPU 4587/4498 POM_5V_CPU 163/163
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,1%@102,2%@204,2%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31C AO@44C thermal@33.25C POM_5V_IN 6594/6466 POM_5V_GPU 4662/4531 POM_5V_CPU 163/163
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,3%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@32C AO@44C thermal@33.25C POM_5V_IN 6635/6494 POM_5V_GPU 4703/4559 POM_5V_CPU 163/163
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,4%@102,1%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@44C thermal@33.25C POM_5V_IN 6676/6520 POM_5V_GPU 4784/4591 POM_5V_CPU 122/157
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,0%@102,4%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@44.5C thermal@33.25C POM_5V_IN 6717/6545 POM_5V_GPU 4784/4615 POM_5V_CPU 122/153
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,0%@102,3%@102,2%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@44C thermal@33.5C POM_5V_IN 6676/6559 POM_5V_GPU 4743/4629 POM_5V_CPU 122/149
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,3%@204,5%@204,0%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@44C thermal@32.75C POM_5V_IN 6676/6571 POM_5V_GPU 4743/4641 POM_5V_CPU 122/146
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,1%@204,4%@204,0%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@44C thermal@33.5C POM_5V_IN 6676/6580 POM_5V_GPU 4743/4650 POM_5V_CPU 163/148
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,1%@204,1%@204,2%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@34C PMIC@50C GPU@32C AO@42.5C thermal@33.25C POM_5V_IN 5788/6514 POM_5V_GPU 3921/4589 POM_5V_CPU 123/146
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,0%@102,4%@102,0%@204] EMC_FREQ 12%@1600 GR3D_FREQ 94%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@32C AO@43.5C thermal@33.5C POM_5V_IN 6368/6503 POM_5V_GPU 4430/4577 POM_5V_CPU 123/144
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,2%@204,4%@204,0%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@33.25C POM_5V_IN 6286/6487 POM_5V_GPU 4389/4563 POM_5V_CPU 164/145
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,1%@102,1%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@44.5C thermal@33.5C POM_5V_IN 6563/6492 POM_5V_GPU 4669/4570 POM_5V_CPU 122/144
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,1%@102,3%@102,0%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@44C thermal@33.75C POM_5V_IN 6635/6501 POM_5V_GPU 4743/4581 POM_5V_CPU 122/142
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,1%@204,6%@204,0%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31.5C AO@44C thermal@33.25C POM_5V_IN 6676/6512 POM_5V_GPU 4743/4591 POM_5V_CPU 122/141
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,0%@102,2%@102,0%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@31.5C AO@44.5C thermal@33.25C POM_5V_IN 6676/6521 POM_5V_GPU 4784/4601 POM_5V_CPU 122/140
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,1%@204,3%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31.5C AO@44.5C thermal@33.75C POM_5V_IN 6676/6529 POM_5V_GPU 4784/4611 POM_5V_CPU 122/139
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,5%@102,3%@102,0%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@31.5C AO@44.5C thermal@33.75C POM_5V_IN 6676/6536 POM_5V_GPU 4784/4620 POM_5V_CPU 122/138
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@102,4%@102,0%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@31.5C AO@44.5C thermal@33.5C POM_5V_IN 6635/6541 POM_5V_GPU 4743/4625 POM_5V_CPU 122/137
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,3%@102,4%@102,1%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@32C AO@42.5C thermal@34C POM_5V_IN 6255/6528 POM_5V_GPU 4080/4601 POM_5V_CPU 123/137
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,1%@204,1%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 68%@921 APE 25 PLL@28.5C CPU@35C PMIC@50C GPU@32C AO@43.5C thermal@33.75C POM_5V_IN 5985/6504 POM_5V_GPU 4121/4580 POM_5V_CPU 123/136
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,1%@102,3%@102,0%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31C AO@44C thermal@34C POM_5V_IN 6172/6490 POM_5V_GPU 4314/4569 POM_5V_CPU 123/136
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,4%@307,13%@307,4%@307] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@31.5C AO@44C thermal@34C POM_5V_IN 6788/6502 POM_5V_GPU 4450/4564 POM_5V_CPU 163/137
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,1%@102,24%@102,3%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@32C AO@44C thermal@33.25C POM_5V_IN 6859/6516 POM_5V_GPU 4606/4566 POM_5V_CPU 163/138
RAM 1732/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,2%@102,26%@204,5%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@32C AO@44.5C thermal@34C POM_5V_IN 7012/6534 POM_5V_GPU 4680/4570 POM_5V_CPU 162/139
