RAM 2075/3964MB (lfb 62x4MB) SWAP 468/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [12%@307,1%@307,2%@307,1%@307] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33C PMIC@50C GPU@31C AO@41C thermal@32.5C POM_5V_IN 5432/5432 POM_5V_GPU 3354/3354 POM_5V_CPU 165/165
RAM 2075/3964MB (lfb 62x4MB) SWAP 468/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,3%@102,1%@204,0%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@33C PMIC@50C GPU@31C AO@40.5C thermal@31.5C POM_5V_IN 6109/5770 POM_5V_GPU 3632/3493 POM_5V_CPU 124/144
RAM 2075/3964MB (lfb 62x4MB) SWAP 468/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [15%@102,1%@102,2%@102,1%@102] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33.5C PMIC@50C GPU@31C AO@41.5C thermal@32.75C POM_5V_IN 6645/6062 POM_5V_GPU 4102/3696 POM_5V_CPU 123/137
RAM 2075/3964MB (lfb 62x4MB) SWAP 468/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,0%@102,2%@102,1%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@34.5C PMIC@50C GPU@31.5C AO@43C thermal@32.75C POM_5V_IN 6900/6271 POM_5V_GPU 4606/3923 POM_5V_CPU 122/133
RAM 2075/3964MB (lfb 62x4MB) SWAP 468/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [16%@102,2%@102,5%@102,0%@102] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31C AO@43C thermal@32.25C POM_5V_IN 6818/6380 POM_5V_GPU 4532/4045 POM_5V_CPU 122/131
RAM 2075/3964MB (lfb 62x4MB) SWAP 468/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [17%@102,5%@102,3%@102,1%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31.5C AO@43C thermal@32.75C POM_5V_IN 6788/6448 POM_5V_GPU 4491/4119 POM_5V_CPU 122/129
RAM 2075/3964MB (lfb 62x4MB) SWAP 468/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [15%@102,2%@102,3%@204,1%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@34.5C PMIC@50C GPU@31C AO@43C thermal@32.5C POM_5V_IN 6706/6485 POM_5V_GPU 4450/4166 POM_5V_CPU 122/128
RAM 2075/3964MB (lfb 62x4MB) SWAP 468/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [13%@614,2%@614,4%@204,1%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@33C POM_5V_IN 6440/6479 POM_5V_GPU 4218/4173 POM_5V_CPU 163/132
RAM 2075/3964MB (lfb 62x4MB) SWAP 468/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [12%@102,2%@102,5%@102,1%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@34C PMIC@50C GPU@31C AO@42.5C thermal@32.25C POM_5V_IN 6213/6450 POM_5V_GPU 4020/4156 POM_5V_CPU 164/136
RAM 2075/3964MB (lfb 62x4MB) SWAP 468/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [12%@307,2%@307,3%@307,0%@307] EMC_FREQ 32%@1600 GR3D_FREQ 65%@921 APE 25 PLL@28C CPU@33.5C PMIC@50C GPU@31C AO@41.5C thermal@33C POM_5V_IN 5714/6376 POM_5V_GPU 3508/4091 POM_5V_CPU 165/139
RAM 2075/3964MB (lfb 62x4MB) SWAP 468/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,6%@102,6%@204,2%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@33.5C PMIC@50C GPU@31C AO@40.5C thermal@32.5C POM_5V_IN 5681/6313 POM_5V_GPU 3234/4013 POM_5V_CPU 124/137
