RAM 2186/3964MB (lfb 56x4MB) SWAP 467/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [4%@518,6%@518,4%@518,2%@518] EMC_FREQ 14%@1600 GR3D_FREQ 64%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@29.5C AO@39C thermal@31.75C POM_5V_IN 5200/5200 POM_5V_GPU 2699/2699 POM_5V_CPU 207/207
RAM 2186/3964MB (lfb 56x4MB) SWAP 467/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,5%@204,2%@204,1%@204] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@30C AO@38.5C thermal@32.25C POM_5V_IN 5241/5220 POM_5V_GPU 2533/2616 POM_5V_CPU 166/186
RAM 2186/3964MB (lfb 56x4MB) SWAP 467/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,8%@102,5%@102,0%@102] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@30C AO@38.5C thermal@30.5C POM_5V_IN 5366/5269 POM_5V_GPU 2537/2589 POM_5V_CPU 166/179
RAM 2186/3964MB (lfb 56x4MB) SWAP 467/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,3%@102,6%@102,1%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@30C AO@38.5C thermal@32.5C POM_5V_IN 5324/5282 POM_5V_GPU 2537/2576 POM_5V_CPU 166/176
RAM 2186/3964MB (lfb 56x4MB) SWAP 467/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@102,2%@102,2%@102] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@30C AO@38.5C thermal@32.75C POM_5V_IN 5366/5299 POM_5V_GPU 2533/2567 POM_5V_CPU 124/165
RAM 2186/3964MB (lfb 56x4MB) SWAP 467/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,2%@204,5%@204,1%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@31.5C PMIC@50C GPU@30C AO@39C thermal@32.25C POM_5V_IN 5324/5303 POM_5V_GPU 2616/2575 POM_5V_CPU 166/165
RAM 2186/3964MB (lfb 56x4MB) SWAP 467/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,4%@204,4%@204,0%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@30C AO@38.5C thermal@32C POM_5V_IN 5283/5300 POM_5V_GPU 2575/2575 POM_5V_CPU 166/165
RAM 2186/3964MB (lfb 56x4MB) SWAP 467/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,2%@102,6%@102,2%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@32C PMIC@50C GPU@30C AO@38.5C thermal@32.75C POM_5V_IN 5524/5328 POM_5V_GPU 2616/2580 POM_5V_CPU 124/160
RAM 2186/3964MB (lfb 56x4MB) SWAP 467/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,3%@102,0%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@32C PMIC@50C GPU@30.5C AO@39C thermal@32.75C POM_5V_IN 5557/5353 POM_5V_GPU 2616/2584 POM_5V_CPU 165/161
RAM 2186/3964MB (lfb 56x4MB) SWAP 467/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@102,5%@204,2%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@31.5C PMIC@50C GPU@30C AO@39C thermal@32.75C POM_5V_IN 5366/5355 POM_5V_GPU 2537/2579 POM_5V_CPU 124/157
RAM 2186/3964MB (lfb 56x4MB) SWAP 467/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@102,6%@204,1%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@31.5C PMIC@50C GPU@30C AO@39C thermal@30.75C POM_5V_IN 5324/5352 POM_5V_GPU 2616/2583 POM_5V_CPU 166/158
