RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,4%@102,1%@102,4%@102] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@32C AO@43.5C thermal@33.25C POM_5V_IN 7753/7753 POM_5V_GPU 4991/4991 POM_5V_CPU 120/120
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [1%@204,6%@204,3%@204,1%@204] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@32C AO@43C thermal@33.5C POM_5V_IN 7890/7821 POM_5V_GPU 5112/5051 POM_5V_CPU 120/120
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,1%@204,1%@204,2%@204] EMC_FREQ 41%@1600 GR3D_FREQ 85%@921 APE 25 PLL@28C CPU@33.5C PMIC@50C GPU@31.5C AO@42.5C thermal@33.25C POM_5V_IN 6778/7473 POM_5V_GPU 4273/4792 POM_5V_CPU 122/120
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,2%@204,0%@204,3%@204] EMC_FREQ 45%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@32C AO@43.5C thermal@33.5C POM_5V_IN 7822/7560 POM_5V_GPU 5072/4862 POM_5V_CPU 120/120
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,3%@204,4%@204,2%@204] EMC_FREQ 49%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35C PMIC@50C GPU@32C AO@43.5C thermal@33.5C POM_5V_IN 7930/7634 POM_5V_GPU 5112/4912 POM_5V_CPU 120/120
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,0%@102,3%@102,3%@102] EMC_FREQ 51%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@34.5C PMIC@50C GPU@32C AO@43C thermal@33C POM_5V_IN 7303/7579 POM_5V_GPU 4699/4876 POM_5V_CPU 121/120
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,5%@102,4%@102,2%@102] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@32C AO@44C thermal@33C POM_5V_IN 7902/7625 POM_5V_GPU 5112/4910 POM_5V_CPU 161/126
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,3%@102,5%@102,4%@102] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35C PMIC@50C GPU@32C AO@42.5C thermal@33.5C POM_5V_IN 7806/7648 POM_5V_GPU 4739/4888 POM_5V_CPU 162/130
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,0%@204,2%@204,3%@307] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@32C AO@43.5C thermal@34C POM_5V_IN 7644/7647 POM_5V_GPU 4878/4887 POM_5V_CPU 201/138
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [9%@307,2%@307,1%@307,2%@307] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@32.5C AO@43.5C thermal@34C POM_5V_IN 7902/7673 POM_5V_GPU 5072/4906 POM_5V_CPU 161/140
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,1%@307,3%@307,2%@307] EMC_FREQ 55%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@34.5C PMIC@50C GPU@32.5C AO@42C thermal@33.75C POM_5V_IN 7535/7660 POM_5V_GPU 4544/4873 POM_5V_CPU 162/142
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [4%@614,4%@614,7%@614,3%@614] EMC_FREQ 55%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32C AO@44C thermal@34C POM_5V_IN 7862/7677 POM_5V_GPU 4951/4879 POM_5V_CPU 241/150
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,1%@307,4%@307,3%@307] EMC_FREQ 55%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32.5C AO@44C thermal@34C POM_5V_IN 7970/7699 POM_5V_GPU 5104/4896 POM_5V_CPU 161/151
RAM 1778/3964MB (lfb 90x4MB) SWAP 439/1982MB (cached 25MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,2%@307,3%@307,3%@307] EMC_FREQ 55%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35C PMIC@50C GPU@32.5C AO@42.5C thermal@34C POM_5V_IN 7245/7667 POM_5V_GPU 4355/4858 POM_5V_CPU 163/152
