RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,3%@102,0%@102,0%@102] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@31.25C POM_5V_IN 6982/6982 POM_5V_GPU 4932/4932 POM_5V_CPU 122/122
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,4%@204,0%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@33C POM_5V_IN 6747/6864 POM_5V_GPU 4695/4813 POM_5V_CPU 163/142
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,6%@204,1%@204,3%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@44C thermal@33C POM_5V_IN 7012/6913 POM_5V_GPU 4884/4837 POM_5V_CPU 163/149
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,3%@307,1%@307,0%@307] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35.5C PMIC@50C GPU@31.5C AO@44C thermal@33C POM_5V_IN 6900/6910 POM_5V_GPU 4892/4850 POM_5V_CPU 163/152
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [3%@518,1%@518,3%@518,2%@518] EMC_FREQ 15%@1600 GR3D_FREQ 67%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31C AO@43.5C thermal@33C POM_5V_IN 6245/6777 POM_5V_GPU 4225/4725 POM_5V_CPU 164/155
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [2%@307,1%@307,6%@307,1%@307] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@36C PMIC@50C GPU@31C AO@44.5C thermal@33C POM_5V_IN 7012/6816 POM_5V_GPU 4925/4758 POM_5V_CPU 163/156
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,3%@307,3%@307,0%@307] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@44C thermal@33.25C POM_5V_IN 6747/6806 POM_5V_GPU 4736/4755 POM_5V_CPU 163/157
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,2%@307,4%@307,4%@307] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@44.5C thermal@33.25C POM_5V_IN 6982/6828 POM_5V_GPU 4851/4767 POM_5V_CPU 163/158
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,3%@307,3%@307,1%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@44C thermal@33C POM_5V_IN 7134/6862 POM_5V_GPU 4925/4785 POM_5V_CPU 162/158
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [3%@518,0%@518,4%@518,4%@518] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@34.5C PMIC@50C GPU@31C AO@43.5C thermal@33C POM_5V_IN 6245/6800 POM_5V_GPU 4184/4724 POM_5V_CPU 164/159
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [1%@614,4%@614,2%@614,2%@614] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31.5C AO@44.5C thermal@33C POM_5V_IN 6941/6813 POM_5V_GPU 4932/4743 POM_5V_CPU 163/159
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [1%@307,1%@307,4%@307,6%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31C AO@44C thermal@33C POM_5V_IN 6747/6807 POM_5V_GPU 4695/4739 POM_5V_CPU 163/159
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [2%@307,1%@307,1%@307,4%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@32C AO@44C thermal@33C POM_5V_IN 6971/6820 POM_5V_GPU 4892/4751 POM_5V_CPU 163/159
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,1%@307,1%@307,3%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@31.5C AO@44.5C thermal@33.25C POM_5V_IN 7012/6834 POM_5V_GPU 4884/4760 POM_5V_CPU 163/160
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [2%@614,1%@614,3%@614,5%@614] EMC_FREQ 15%@1600 GR3D_FREQ 65%@921 APE 25 PLL@28.5C CPU@35C PMIC@50C GPU@31C AO@43C thermal@33.5C POM_5V_IN 6213/6792 POM_5V_GPU 4190/4722 POM_5V_CPU 164/160
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [1%@307,0%@307,2%@307,2%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@31.5C AO@45C thermal@33.25C POM_5V_IN 6971/6803 POM_5V_GPU 4932/4735 POM_5V_CPU 163/160
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [1%@307,2%@307,3%@307,3%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31.5C AO@44C thermal@33C POM_5V_IN 6818/6804 POM_5V_GPU 4688/4733 POM_5V_CPU 163/160
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,5%@307,3%@307,4%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@31.5C AO@44.5C thermal@33C POM_5V_IN 7052/6818 POM_5V_GPU 4884/4741 POM_5V_CPU 162/160
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [2%@307,1%@307,2%@307,5%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@32C AO@44.5C thermal@33C POM_5V_IN 6971/6826 POM_5V_GPU 4884/4748 POM_5V_CPU 163/160
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [2%@518,1%@518,1%@518,5%@518] EMC_FREQ 16%@1600 GR3D_FREQ 80%@921 APE 25 PLL@28.5C CPU@35C PMIC@50C GPU@31.5C AO@43.5C thermal@33C POM_5V_IN 6099/6790 POM_5V_GPU 4074/4715 POM_5V_CPU 164/161
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [1%@614,2%@614,3%@614,4%@614] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@32C AO@45C thermal@33.25C POM_5V_IN 7093/6804 POM_5V_GPU 4925/4725 POM_5V_CPU 162/161
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [2%@307,1%@307,2%@307,5%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31.5C AO@44C thermal@33C POM_5V_IN 6747/6801 POM_5V_GPU 4654/4721 POM_5V_CPU 163/161
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,3%@307,2%@307,3%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31.5C AO@44.5C thermal@32.75C POM_5V_IN 6900/6806 POM_5V_GPU 4892/4729 POM_5V_CPU 163/161
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [11%@307,2%@307,6%@307,4%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32C AO@44.5C thermal@33.75C POM_5V_IN 7355/6829 POM_5V_GPU 4909/4736 POM_5V_CPU 162/161
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [23%@614,2%@614,2%@614,6%@614] EMC_FREQ 16%@1600 GR3D_FREQ 73%@921 APE 25 PLL@28.5C CPU@35C PMIC@50C GPU@31.5C AO@43.5C thermal@33C POM_5V_IN 6440/6813 POM_5V_GPU 4014/4707 POM_5V_CPU 204/163
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [23%@307,2%@307,2%@307,4%@307] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@32C AO@45C thermal@33C POM_5V_IN 7384/6835 POM_5V_GPU 4901/4715 POM_5V_CPU 202/164
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [9%@614,1%@614,1%@614,3%@614] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@32C AO@44.5C thermal@32.75C POM_5V_IN 6829/6835 POM_5V_GPU 4695/4714 POM_5V_CPU 163/164
RAM 1745/3964MB (lfb 71x4MB) SWAP 470/1982MB (cached 28MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,3%@307,3%@307,6%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32C AO@44.5C thermal@33.25C POM_5V_IN 6941/6838 POM_5V_GPU 4892/4720 POM_5V_CPU 163/164
