Model Name,Layers,Total Parameters,Total MACs,Network Type,Input Size,Avrg_RAM,Avrg_SWAP,Avrg_IRAM,Avrg_CPU,Avrg_GPU,Avrg_EMC_FREQ,Avrg_APE,Avrg_PMIC,Avrg_AO,Avrg_THERMAL,Avrg_POM_5V_IN,Avrg_POM_5V_GPU,Avrg_POM_5V_CPU,Avrg_PLL,Avrg_GPU_TEMP,Avrg_CPU_TEMP,Total_POM_5V_IN,Total_POM_5V_GPU,Total_POM_5V_CPU,num_inferences,average_latency(ms),GPU_energy_per_inference,CPU_energy_per_inference
convnet_L5_F256_K3x3_3_K6x6_2_W20,5,6408202,1433940490,ConvNet,20,1568.0,217.0,0.0,11.89406779661017,78.01694915254237,14.66101694915254,25.0,50.0,42.53125,32.94827586206897,5798.830508474576,3762.0,169.8135593220339,28.0,31.0,35.0,342131.0,221958.0,10019.0,2490.0,22.6049733161926,89.13975903614458,4.0236947791164654
convnet_L5_F256_K3x3_3_K6x6_2_W30,5,7381002,3857195530,ConvNet,30,1575.1186440677966,217.0,0.0,6.97457627118644,87.38983050847457,16.440677966101696,25.0,50.0,43.26470588235294,33.25,6351.983050847458,4339.203389830508,146.5084745762712,27.875,31.5,34.903225806451616,374767.0,256013.0,8644.0,1285.0,46.2748765945434,199.231906614786,6.726848249027237
convnet_L5_F256_K3x3_3_K6x6_2_W40,5,8865802,7462248970,ConvNet,40,1583.9655172413793,217.0,0.0,4.478448275862069,92.48275862068964,18.24137931034483,25.0,50.0,43.5,33.333333333333336,6558.5,4513.741379310345,124.48275862068964,28.217391304347824,31.548387096774192,35.111111111111114,380393.0,261797.0,7220.0,693.0,86.54300451278681,377.7734487734488,10.418470418470418
convnet_L5_F256_K3x3_3_K6x6_2_W50,5,10862602,12249100810,ConvNet,50,1591.0,217.0,0.0,3.3706896551724137,94.93103448275862,18.448275862068964,25.0,50.0,43.94,33.74375,6817.413793103448,4741.120689655172,122.79310344827586,28.61764705882353,31.77272727272728,35.73076923076923,395410.0,274985.0,7122.0,457.0,131.5521764755249,601.7177242888403,15.584245076586432
convnet_L5_F256_K3x3_3_K6x6_2_W60,5,13371402,18217751050,ConvNet,60,1603.033898305085,217.0,0.0,2.5762711864406778,93.03389830508476,19.59322033898305,25.0,50.0,43.94827586206897,33.87765957446808,6787.728813559322,4670.593220338983,128.4406779661017,28.75757575757576,32.111111111111114,35.714285714285715,400476.0,275565.0,7578.0,316.0,189.6017050743103,872.0411392405064,23.981012658227847
convnet_L5_F256_K3x3_3_K6x6_2_W70,5,16392202,25368199690,ConvNet,70,1622.033898305085,217.0,0.0,2.0084745762711864,96.49152542372882,17.728813559322035,25.0,50.0,44.86111111111112,34.30487804878049,6970.881355932203,4910.966101694915,126.8135593220339,28.9375,32.666666666666664,36.51515151515152,411282.0,289747.0,7482.0,234.0,255.29717922210688,1238.2350427350427,31.97435897435897
convnet_L5_F256_K3x3_3_K6x6_2_W80,5,19925002,33700446730,ConvNet,80,1635.0,217.0,0.0,1.7923728813559323,98.44067796610167,20.372881355932204,25.0,50.0,42.86111111111112,34.51162790697674,6560.169491525424,3947.5593220338974,131.72881355932202,29.0,32.48148148148148,35.096774193548384,387050.0,232906.0,7772.0,177.0,339.1405725479126,1315.8531073446327,43.909604519774014
convnet_L5_F256_K3x3_3_K6x6_2_W90,5,23969802,43214492170,ConvNet,90,1655.050847457627,217.0,0.0,2.0635593220338984,97.38983050847456,20.983050847457623,25.0,50.0,44.96153846153846,34.58536585365854,7161.966101694915,4961.440677966101,123.66101694915254,29.0,32.71875,36.6,422556.0,292725.0,7296.0,137.0,438.19016456604,2136.6788321167883,53.25547445255474
convnet_L5_F256_K3x3_3_K7x7_2_W20,5,7979018,1523875850,ConvNet,20,1575.0,217.0,0.0,12.280701754385966,79.7719298245614,24.35087719298245,25.0,50.0,42.76315789473684,33.484375,6267.2807017543855,3970.491228070176,166.05263157894737,28.90909090909091,31.97297297297297,35.0,357235.0,226318.0,9465.0,2666.0,23.4671306610107,84.89047261815453,3.55026256564141
convnet_L5_F256_K3x3_3_K7x7_2_W30,5,8849418,4417546250,ConvNet,30,1580.033898305085,217.0,0.0,6.080508474576271,87.30508474576271,13.71186440677966,25.0,50.0,43.53846153846154,33.625,6429.322033898305,4490.525423728814,143.4406779661017,28.08333333333333,31.774193548387096,35.5,379330.0,264941.0,8463.0,1105.0,54.84001874923701,239.7656108597285,7.658823529411765
convnet_L5_F256_K3x3_3_K7x7_2_W40,5,10231818,8833802250,ConvNet,40,1589.0,217.0,0.0,4.228070175438597,96.87719298245614,14.578947368421051,25.0,50.0,43.88461538461539,33.653225806451616,6733.859649122807,4733.754385964912,125.66666666666669,28.5,31.77142857142857,35.78787878787879,383830.0,269824.0,7163.0,616.0,96.6888666152954,438.0259740259741,11.628246753246753
convnet_L5_F256_K3x3_3_K7x7_2_W50,5,12126218,14772643850,ConvNet,50,1597.0701754385964,217.0,0.0,2.986842105263158,96.87719298245614,16.49122807017544,25.0,50.0,44.19565217391305,33.77564102564103,6749.315789473684,4714.771929824561,122.08771929824562,28.580645161290324,31.884615384615383,35.56666666666667,384711.0,268742.0,6959.0,386.0,154.7778439521789,696.2227979274611,18.028497409326423
convnet_L5_F256_K3x3_3_K7x7_2_W60,5,14532618,22234071050,ConvNet,60,1609.0,217.0,0.0,2.385593220338983,95.94915254237289,17.338983050847457,25.0,50.0,44.25,34.06617647058823,6891.779661016949,4805.64406779661,125.38983050847456,28.41935483870968,32.0,36.354838709677416,406615.0,283533.0,7398.0,258.0,232.1047043800354,1098.9651162790697,28.67441860465116
convnet_L5_F256_K3x3_3_K7x7_2_W70,5,17451018,31218083850,ConvNet,70,1625.0,217.0,0.0,2.0635593220338984,97.0,16.694915254237287,25.0,50.0,44.18421052631579,34.13586956521739,6733.474576271186,4655.779661016949,135.89830508474577,28.71875,32.13793103448276,36.19230769230769,397275.0,274691.0,8018.0,186.0,323.20425271987915,1476.8333333333333,43.10752688172043
convnet_L5_F256_K3x3_3_K7x7_2_W80,5,20881418,41724682250,ConvNet,80,1641.0169491525423,217.0,0.0,1.6779661016949152,96.79661016949152,18.0,25.0,50.0,45.0,34.40277777777778,7019.271186440678,4961.745762711865,124.61016949152544,28.85185185185185,32.67741935483871,36.5625,414137.0,292743.0,7352.0,142.0,422.7875280380249,2061.5704225352115,51.77464788732394
convnet_L5_F256_K4x4_3_K5x5_2_W20,5,5963530,1592967434,ConvNet,20,1561.0,217.0,0.0,12.148305084745765,79.67796610169492,10.423728813559322,25.0,50.0,42.72727272727273,33.125,5696.949152542373,3817.322033898305,168.33898305084745,28.0,31.363636363636363,35.0,336120.0,225222.0,9932.0,2663.0,25.3174400329589,84.57453999248968,3.729628238828389
convnet_L5_F256_K4x4_3_K5x5_2_W30,5,6987530,3977300234,ConvNet,30,1566.0,217.0,0.0,6.797413793103448,89.93103448275862,12.56896551724138,25.0,50.0,43.3,33.13297872340426,6304.258620689655,4325.689655172414,142.68965517241378,27.96153846153846,31.392857142857142,34.96774193548387,365647.0,250890.0,8276.0,1193.0,49.4538593292236,210.30176026823136,6.937133277451802
convnet_L5_F256_K4x4_3_K5x5_2_W40,5,8523530,7439649034,ConvNet,40,1574.0,217.0,0.0,4.482758620689655,93.98275862068964,11.70689655172414,25.0,50.0,43.56666666666667,33.28409090909091,6439.0344827586205,4539.293103448276,126.74137931034484,27.916666666666668,31.457142857142856,35.333333333333336,373464.0,263279.0,7351.0,697.0,85.168752670288,377.7317073170732,10.546628407460544
convnet_L5_F256_K4x4_3_K5x5_2_W50,5,10571530,11980013834,ConvNet,50,1583.0169491525423,217.0,0.0,3.152542372881356,93.05084745762711,12.677966101694915,25.0,50.0,43.57692307692308,33.406976744186046,6481.186440677966,4529.169491525424,130.9322033898305,28.0,31.55555555555556,35.57142857142857,382390.0,267221.0,7725.0,457.0,130.51913738250732,584.7286652078775,16.90371991247265
convnet_L5_F256_K4x4_3_K5x5_2_W60,5,13131530,17598394634,ConvNet,60,1599.0677966101696,217.0,0.0,2.51271186440678,94.30508474576273,13.101694915254235,25.0,50.0,43.91379310344828,33.4125,6596.677966101695,4639.525423728814,127.94915254237289,28.32,31.742857142857144,35.542857142857144,389204.0,273732.0,7549.0,312.0,192.0978999137878,877.3461538461538,24.19551282051282
convnet_L5_F256_K4x4_3_K5x5_2_W70,5,16203530,24294791434,ConvNet,70,1610.0,217.0,0.0,2.1864406779661016,96.77966101694916,13.559322033898304,25.0,50.0,43.810344827586206,33.59375,6624.661016949152,4633.016949152542,126.40677966101696,28.26086956521739,31.77777777777778,35.76470588235294,390855.0,273348.0,7458.0,228.0,263.1973528861999,1198.8947368421052,32.71052631578947
convnet_L5_F256_K4x4_3_K5x5_2_W80,5,19787530,32069204234,ConvNet,80,1629.5,217.0,0.0,1.8571428571428568,97.57142857142856,13.625,25.0,50.0,43.59090909090909,33.925,6581.339285714285,4509.696428571428,125.375,28.6,32.0,35.27272727272727,368555.0,252543.0,7021.0,176.0,340.9476947784424,1434.903409090909,39.89204545454545
convnet_L5_F256_K4x4_3_K5x5_2_W90,5,23883530,40921633034,ConvNet,90,1648.8305084745762,217.0,0.0,1.9872881355932204,96.6271186440678,11.440677966101696,25.0,50.0,44.61538461538461,34.12820512820513,6660.135593220339,4699.796610169492,132.84745762711864,28.766666666666666,32.083333333333336,36.16666666666666,392948.0,277288.0,7838.0,141.0,425.2437877655029,1966.581560283688,55.5886524822695
convnet_L5_F256_K4x4_3_K6x6_2_W20,5,7958282,2819372298,ConvNet,20,1572.0,217.0,0.0,7.5905172413793105,89.62068965517241,10.327586206896552,25.0,50.0,42.77272727272727,33.08108108108108,5848.275862068966,3961.396551724138,151.10344827586206,28.0,31.2,34.86842105263158,339200.0,229761.0,8764.0,1426.0,42.7120947837829,161.12272089761572,6.145862552594671
convnet_L5_F256_K4x4_3_K6x6_2_W30,5,9289482,6277563658,ConvNet,30,1574.542372881356,217.0,0.0,4.826271186440678,93.79661016949152,11.457627118644067,25.0,50.0,42.93333333333333,33.15816326530612,6240.474576271186,4290.576271186441,140.61016949152545,27.967741935483872,31.363636363636363,35.088235294117645,368188.0,253144.0,8296.0,761.0,78.4959053993225,332.64651773981603,10.901445466491458
convnet_L5_F256_K4x4_3_K6x6_2_W40,5,11132682,11102129418,ConvNet,40,1583.0,217.0,0.0,3.220338983050848,95.79661016949152,12.627118644067796,25.0,50.0,43.46428571428572,33.38513513513514,6442.457627118644,4469.525423728814,124.59322033898304,28.041666666666668,31.566666666666663,35.61764705882353,380105.0,263702.0,7351.0,465.0,128.5720610618591,567.1010752688172,15.808602150537634
convnet_L5_F256_K4x4_3_K6x6_2_W50,5,13487882,17293069578,ConvNet,50,1595.7931034482758,217.0,0.0,2.6293103448275863,96.13793103448276,9.43103448275862,25.0,50.0,44.23529411764706,33.94318181818182,6602.051724137931,4747.982758620689,124.34482758620688,28.5,31.75862068965517,36.088235294117645,382919.0,275383.0,7212.0,315.0,189.8611879348755,874.2317460317461,22.895238095238096
convnet_L5_F256_K4x4_3_K6x6_2_W60,5,16355082,24850384138,ConvNet,60,1607.0,217.0,0.0,1.923728813559322,96.83050847457628,13.05084745762712,25.0,50.0,44.07142857142857,33.67763157894737,6567.983050847458,4605.8983050847455,122.96610169491524,28.655172413793103,31.86111111111111,35.833333333333336,387511.0,271748.0,7255.0,218.0,275.22452354431147,1246.5504587155965,33.27981651376147
convnet_L5_F256_K4x4_3_K6x6_2_W70,5,19734282,33774073098,ConvNet,70,1627.0677966101696,217.0,0.0,1.847457627118644,97.0677966101695,12.694915254237287,25.0,50.0,43.88461538461539,33.89772727272727,6599.847457627118,4623.169491525424,130.79661016949152,28.692307692307693,31.866666666666667,35.88461538461539,389391.0,272767.0,7717.0,164.0,366.1508655548096,1663.2134146341464,47.05487804878049
convnet_L5_F256_K4x4_3_K6x6_2_W80,5,23625482,44064136458,ConvNet,80,1643.0,217.0,0.0,1.8189655172413792,97.93103448275862,13.741379310344827,25.0,50.0,44.693548387096776,34.1125,6865.775862068966,4829.5344827586205,123.44827586206895,28.692307692307693,32.38461538461539,36.5,398215.0,280113.0,7160.0,127.0,471.3866233825683,2205.6141732283463,56.37795275590551
convnet_L5_F256_K4x4_3_K7x7_2_W20,5,8843018,1791839498,ConvNet,20,1572.864406779661,217.0,0.0,9.830508474576272,83.35593220338983,20.322033898305083,25.0,50.0,43.05555555555556,33.43888888888889,6319.677966101695,4120.3050847457625,165.25423728813558,28.95238095238096,31.96969696969697,35.03333333333333,372861.0,243098.0,9750.0,2066.0,27.9116034507751,117.66602129719264,4.719264278799613
convnet_L5_F256_K4x4_3_K7x7_2_W30,5,9662218,5080302858,ConvNet,30,1577.9830508474577,217.0,0.0,5.885593220338983,87.96610169491525,9.745762711864408,25.0,50.0,43.92857142857143,33.68125,6324.389830508475,4465.71186440678,145.38983050847455,28.24137931034483,31.714285714285715,35.67741935483871,373139.0,263477.0,8578.0,968.0,62.1553111076354,272.1869834710744,8.861570247933884
convnet_L5_F256_K4x4_3_K7x7_2_W40,5,10993418,10075927818,ConvNet,40,1583.0,217.0,0.0,3.6610169491525424,91.96610169491524,10.796610169491526,25.0,50.0,43.93589743589744,33.91891891891892,6335.610169491525,4408.779661016949,129.88135593220338,28.64864864864865,32.054054054054056,35.5945945945946,373801.0,260118.0,7663.0,532.0,112.7410364151001,488.9436090225564,14.404135338345863
convnet_L5_F256_K4x4_3_K7x7_2_W50,5,12836618,16778714378,ConvNet,50,1591.0,217.0,0.0,2.610169491525424,96.08474576271186,10.745762711864408,25.0,50.0,44.7,34.214285714285715,6767.8983050847455,4843.508474576272,128.25423728813558,28.75675675675676,32.16,36.47058823529412,399306.0,285767.0,7567.0,327.0,183.5689783096313,873.9051987767584,23.140672782874617
convnet_L5_F256_K4x4_3_K7x7_2_W60,5,15191818,25188662538,ConvNet,60,1604.0,217.0,0.0,2.0338983050847457,96.94915254237289,12.0,25.0,50.0,44.785714285714285,34.22872340425532,6770.762711864407,4790.220338983051,128.3050847457627,28.84375,32.285714285714285,36.34782608695652,399475.0,282623.0,7570.0,219.0,273.8931107521057,1290.5159817351598,34.5662100456621
convnet_L5_F256_K4x4_3_K7x7_2_W70,5,18059018,35305772298,ConvNet,70,1618.948275862069,217.0,0.0,1.3793103448275863,98.74137931034484,12.413793103448276,25.0,50.0,44.25,34.36046511627907,6568.379310344828,4586.172413793103,123.74137931034484,28.83333333333333,32.21052631578947,36.27586206896552,380966.0,265998.0,7177.0,157.0,382.9987907409668,1694.2547770700637,45.71337579617835
convnet_L5_F256_K4x4_3_K7x7_2_W80,5,21438218,47130043658,ConvNet,80,1633.0,217.0,0.0,1.4491525423728813,98.33898305084746,12.694915254237287,25.0,50.0,45.0925925925926,34.391891891891895,6837.220338983051,4888.593220338983,122.79661016949152,28.939393939393938,32.7,36.766666666666666,403396.0,288427.0,7245.0,120.0,500.4251098632813,2403.5583333333334,60.375
convnet_L5_F256_K5x5_3_K6x6_2_W20,5,8179722,1155128842,ConvNet,20,1573.0,217.0,0.0,12.046610169491526,77.28813559322033,24.05084745762712,25.0,50.0,42.91666666666666,33.536458333333336,6207.847457627118,3953.576271186441,173.54237288135593,29.0,32.0,35.24390243902439,366263.0,233261.0,10239.0,3190.0,19.6338057518005,73.12257053291536,3.209717868338558
convnet_L5_F256_K5x5_3_K6x6_2_W30,5,8845322,3832397322,ConvNet,30,1572.0,217.0,0.0,6.698275862068965,91.36206896551724,10.086206896551724,25.0,50.0,43.5,33.814516129032256,6278.310344827586,4370.224137931034,145.5344827586207,28.11764705882353,31.91176470588235,35.705882352941174,364142.0,253473.0,8441.0,1187.0,49.9304413795471,213.5408593091828,7.111204717775905
convnet_L5_F256_K5x5_3_K6x6_2_W40,5,10022922,8113352202,ConvNet,40,1583.0169491525423,217.0,0.0,4.135593220338983,92.57627118644068,10.745762711864408,25.0,50.0,43.88461538461539,33.955128205128204,6544.389830508475,4631.220338983051,132.76271186440678,28.166666666666668,31.95238095238096,35.93103448275862,386119.0,273242.0,7833.0,626.0,95.87182283401488,436.4888178913738,12.512779552715656
convnet_L5_F256_K5x5_3_K6x6_2_W50,5,11712522,13997993482,ConvNet,50,1591.0,217.0,0.0,3.0296610169491527,94.57627118644068,11.677966101694915,25.0,50.0,44.293103448275865,33.97435897435897,6616.406779661017,4704.016949152542,124.94915254237289,28.5,31.933333333333334,36.11111111111112,390368.0,277537.0,7372.0,388.0,154.45109605789182,715.3015463917526,19.0
convnet_L5_F256_K5x5_3_K6x6_2_W60,5,13914122,21486321162,ConvNet,60,1598.7966101694915,217.0,0.0,2.385593220338983,96.32203389830508,10.694915254237287,25.0,50.0,44.6875,34.155,6756.9152542372885,4841.457627118644,123.49152542372882,28.82608695652174,32.111111111111114,36.60606060606061,398658.0,285646.0,7286.0,263.0,227.6162242889404,1086.106463878327,27.70342205323194
convnet_L5_F256_K5x5_3_K6x6_2_W70,5,16627722,30578335242,ConvNet,70,1617.1016949152545,217.0,0.0,2.0508474576271185,97.33898305084746,12.694915254237287,25.0,50.0,44.833333333333336,34.19444444444444,6752.457627118644,4788.457627118644,122.08474576271186,28.88571428571429,32.285714285714285,36.47826086956522,398395.0,282519.0,7203.0,182.0,329.9122190475464,1552.3021978021975,39.57692307692308
convnet_L5_F256_K5x5_3_K6x6_2_W80,5,19853322,41274035722,ConvNet,80,1631.0,217.0,0.0,1.6440677966101696,96.77966101694916,12.64406779661017,25.0,50.0,44.88709677419355,34.325,6730.881355932203,4764.067796610169,126.33898305084746,28.818181818181817,32.34615384615385,36.6551724137931,397122.0,281080.0,7454.0,138.0,435.0237250328064,2036.8115942028985,54.01449275362319
