Model Name,Layers,Total Parameters,Convolution Parameters,Total MACs,Network Type,Input Size,Avrg_RAM,Avrg_SWAP,Avrg_IRAM,Avrg_CPU,Avrg_GPU,Avrg_EMC_FREQ,Avrg_APE,Avrg_PMIC,Avrg_AO,Avrg_THERMAL,Avrg_POM_5V_IN,Avrg_POM_5V_GPU,Avrg_POM_5V_CPU,Avrg_PLL,Avrg_GPU_TEMP,Avrg_CPU_TEMP,Total_POM_5V_IN,Total_POM_5V_GPU,Total_POM_5V_CPU,num_inferences,average_latency(ms),GPU_energy_per_inference,CPU_energy_per_inference
convnet_L5_F384_K3x3_W20_DWS,5,2144296,608286,244850410,dws,20,1626.050847457627,92.0,0.0,13.72457627118644,84.0677966101695,29.779661016949152,25.0,50.0,35.47435897435897,27.598837209302324,5354.677966101695,2885.338983050848,293.59322033898303,23.9,26.26923076923077,29.03125,315926.0,170235.0,17322.0,7455,10.2313494682312,22.835010060362173,2.3235412474849095
convnet_L5_F384_K3x3_W30_DWS,5,4064296,608286,550913410,dws,30,1636.6440677966102,92.0,0.0,12.351694915254235,81.76271186440678,34.0,25.0,50.0,35.59090909090909,27.543478260869566,5486.881355932203,2965.5593220338983,225.54237288135596,23.83783783783784,26.166666666666668,29.0,323726.0,174968.0,13307.0,3790,21.944720745086602,46.16569920844327,3.511081794195251
convnet_L5_F384_K3x3_W40_DWS,5,6752296,608286,979401610,dws,40,1651.949152542373,92.0,0.0,10.546610169491526,84.7457627118644,36.3728813559322,25.0,50.0,36.04838709677419,27.51219512195122,5500.847457627118,3050.423728813559,186.271186440678,23.77777777777778,26.41379310344828,28.93103448275862,324550.0,179975.0,10990.0,2343,24.66721534729,76.81391378574477,4.690567648314127
convnet_L5_F384_K3x3_W50_DWS,5,10208296,608286,1530315010,dws,50,1664.033898305085,92.0,0.0,9.533898305084746,85.05084745762711,33.08474576271186,25.0,50.0,35.77586206896552,27.556818181818183,5382.322033898305,2968.576271186441,164.3050847457627,23.694444444444443,26.375,28.90322580645161,317557.0,175146.0,9694.0,1534,40.7170677185058,114.17601043024771,6.319426336375489
convnet_L5_F384_K3x3_W60_DWS,5,14432296,608286,2203653610,dws,60,1685.2413793103449,92.0,0.0,7.5344827586206895,89.8103448275862,38.6551724137931,25.0,50.0,36.40625,27.75,5689.672413793103,3166.6724137931037,143.81034482758622,23.79310344827586,26.685714285714287,28.966666666666665,330001.0,183667.0,8341.0,1097,55.837416648864696,167.42661804922517,7.6034639927073835
convnet_L5_F384_K3x3_W70_DWS,5,19424296,608286,2999417410,dws,70,1705.033898305085,92.0,0.0,6.61864406779661,92.77966101694916,40.61016949152543,25.0,50.0,35.833333333333336,27.875,5554.8983050847455,2953.6610169491523,140.9322033898305,23.863636363636363,26.513513513513512,28.857142857142858,327739.0,174266.0,8315.0,827,70.588583946228,210.72067714631197,10.05441354292624
convnet_L5_F384_K3x3_W80_DWS,5,25184296,608286,3917606410,dws,80,1736.7543859649122,92.0,0.0,5.675438596491228,91.73684210526316,40.719298245614034,25.0,50.0,36.44736842105263,28.0,5849.701754385965,3290.9473684210525,136.859649122807,23.857142857142858,26.63157894736842,29.38235294117647,333433.0,187584.0,7801.0,657,90.9641218185424,285.5159817351598,11.873668188736682
convnet_L5_F384_K3x3_W90_DWS,5,31712296,608286,4958220610,dws,90,1798.2372881355932,92.0,0.0,4.919491525423729,93.94915254237289,41.72881355932204,25.0,50.0,36.65151515151515,27.97,5974.64406779661,3361.0508474576272,129.98305084745763,24.03703703703704,26.64516129032258,29.176470588235293,352504.0,198302.0,7669.0,518,115.9938073158264,382.82239382239385,14.805019305019306
convnet_L5_F384_K3x3_W100_DWS,5,39008296,608286,6121260010,dws,100,1862.232142857143,92.0,0.0,4.415178571428571,94.23214285714286,27.160714285714285,25.0,50.0,36.333333333333336,27.884615384615383,5690.303571428572,3426.8214285714284,127.125,23.766666666666666,26.580645161290324,29.375,318657.0,191902.0,7119.0,463,129.67975854873652,414.475161987041,15.375809935205183
convnet_L5_F384_K4x4_W10_DWS,5,1483069,619059,114362149,dws,10,1625.135593220339,92.0,0.0,15.96186440677966,80.94915254237289,20.305084745762716,25.0,50.0,34.72727272727273,26.98125,4865.559322033899,2607.762711864407,322.3728813559322,23.03333333333333,25.94117647058824,28.1,287068.0,153858.0,19020.0,10970,8.8468623161315,14.025341841385597,1.7338195077484047
convnet_L5_F384_K4x4_W20_DWS,5,3019069,619059,344870629,dws,20,1631.0,92.0,0.0,13.148305084745765,82.35593220338983,27.10169491525424,25.0,50.0,35.27777777777778,27.227777777777774,5123.372881355932,2776.627118644068,244.9322033898305,23.483870967741936,26.0,28.57575757575757,302279.0,163821.0,14451.0,4676,13.3691763877868,35.03443113772455,3.0904619332763046
convnet_L5_F384_K4x4_W30_DWS,5,5323069,619059,699958909,dws,30,1640.8983050847455,92.0,0.0,9.694915254237287,82.7457627118644,28.71186440677966,25.0,50.0,35.63513513513514,27.41860465116279,5228.796610169492,2889.983050847457,197.0169491525424,23.83333333333333,26.17142857142857,28.78787878787879,308499.0,170509.0,11624.0,2560,23.2043313980102,66.605078125,4.540625
convnet_L5_F384_K4x4_W40_DWS,5,8395069,619059,1179626989,dws,40,1656.0,92.0,0.0,9.847457627118644,85.91525423728814,29.966101694915253,25.0,50.0,35.44117647058823,27.44148936170213,5306.627118644068,2956.64406779661,164.61016949152545,23.58333333333333,26.07692307692308,28.548387096774192,313091.0,174442.0,9712.0,1562,39.242179393768296,111.6786171574904,6.217669654289373
convnet_L5_F384_K4x4_W50_DWS,5,12235069,619059,1783874869,dws,50,1673.6842105263158,92.0,0.0,7.675438596491228,88.14035087719299,31.894736842105264,25.0,50.0,35.77586206896552,27.363636363636363,5460.438596491228,3088.333333333333,148.3684210526316,23.41935483870968,26.161290322580644,28.823529411764707,311245.0,176035.0,8457.0,1100,53.8322710990905,160.03181818181818,7.6881818181818184
convnet_L5_F384_K4x4_W60_DWS,5,16843069,619059,2512702549,dws,60,1692.5454545454545,92.0,0.0,6.322727272727272,89.72727272727273,33.2,25.0,50.0,36.08064516129032,27.625,5574.981818181818,3187.8,139.5090909090909,23.65714285714286,26.4375,29.13888888888889,306624.0,175329.0,7673.0,796,74.4754242897033,220.26256281407035,9.639447236180905
convnet_L5_F384_K4x4_W70_DWS,5,22219069,619059,3366110029,dws,70,1720.0,92.0,0.0,5.473214285714286,92.92857142857144,33.964285714285715,25.0,50.0,36.07692307692308,27.642857142857142,5643.732142857143,3219.25,131.01785714285714,23.633333333333333,26.5,29.074074074074076,316049.0,180278.0,7337.0,610,98.489453792572,295.5377049180328,12.027868852459017
convnet_L5_F384_K4x4_W80_DWS,5,28363069,619059,4344097309,dws,80,1771.0,92.0,0.0,4.887931034482759,92.53448275862068,34.87931034482759,25.0,50.0,35.94736842105263,27.41145833333333,5744.793103448276,3276.293103448276,124.86206896551724,23.677419354838708,26.392857142857142,28.806451612903224,333198.0,190025.0,7242.0,483,123.5494303703308,393.4265010351967,14.993788819875776
convnet_L5_F384_K4x4_W90_DWS,5,35275069,619059,5446664389,dws,90,1832.0,93.0,0.0,4.577586206896552,95.5,34.89655172413793,25.0,50.0,36.07142857142857,27.658653846153847,5739.293103448276,3296.9827586206898,125.53448275862068,23.62857142857143,26.5625,29.0,332879.0,191225.0,7281.0,388,153.4481883049011,492.8479381443299,18.765463917525775
convnet_L5_F384_K4x4_W100_DWS,5,42955069,619059,6673811269,dws,100,1896.0,92.0,0.0,3.8559322033898304,96.08474576271186,23.220338983050848,25.0,50.0,36.44444444444444,27.82558139534884,5500.016949152542,3351.728813559322,126.47457627118644,23.677419354838708,26.5,29.256410256410252,324501.0,197752.0,7462.0,341,175.173237323761,579.9178885630498,21.882697947214076
convnet_L5_F384_K5x5_W20_DWS,5,2168920,632910,254700010,dws,20,1630.0,93.0,0.0,13.313559322033898,84.27118644067797,21.28813559322034,25.0,50.0,35.92307692307692,27.464285714285715,5097.559322033899,2859.0338983050847,270.91525423728814,23.529411764705884,26.096774193548388,28.73809523809524,300756.0,168683.0,15984.0,5865,10.966448783874501,28.760954816709294,2.725319693094629
convnet_L5_F384_K5x5_W30_DWS,5,4088920,632910,573075010,dws,30,1637.0,93.0,0.0,10.245762711864408,87.88135593220339,26.94915254237288,25.0,50.0,35.98148148148148,27.553571428571427,5382.3050847457625,3029.2203389830506,203.135593220339,23.5,26.387096774193548,28.75,317556.0,178724.0,11985.0,2877,22.2385668754577,62.12165450121655,4.1657977059436915
convnet_L5_F384_K5x5_W40_DWS,5,6776920,632910,1018800010,dws,40,1649.5254237288136,93.0,0.0,10.516949152542374,85.23728813559322,27.71186440677966,25.0,50.0,36.13333333333333,27.515625,5288.610169491525,3015.542372881356,166.135593220339,23.90625,26.405405405405407,28.86111111111111,312028.0,177917.0,9802.0,1729,33.9489197731018,102.90167727009832,5.669172932330827
convnet_L5_F384_K5x5_W50_DWS,5,10232920,632910,1591875010,dws,50,1666.2372881355932,93.0,0.0,8.652542372881356,91.44067796610167,19.8135593220339,25.0,50.0,36.36111111111112,27.73170731707317,5243.237288135593,3169.542372881356,157.8135593220339,23.789473684210527,26.454545454545453,29.195121951219512,309351.0,187003.0,9311.0,1241,47.9311823844909,150.6873489121676,7.502820306204674
convnet_L5_F384_K5x5_W60_DWS,5,14456920,632910,2292300010,dws,60,1687.033898305085,93.0,0.0,6.834745762711864,89.49152542372882,26.91525423728813,25.0,50.0,36.18421052631579,27.5472972972973,5319.983050847458,3077.64406779661,146.5084745762712,23.78125,26.5,28.88235294117647,313879.0,181581.0,8644.0,833,74.5076775550842,217.984393757503,10.376950780312125
convnet_L5_F384_K5x5_W70_DWS,5,19448920,632910,3120075010,dws,70,1710.25,93.0,0.0,5.508928571428571,95.03571428571428,31.821428571428573,25.0,50.0,36.608108108108105,27.84042553191489,5688.535714285715,3317.4464285714284,130.98214285714286,23.814814814814813,26.70967741935484,28.96875,318558.0,185777.0,7335.0,629,95.19607305526729,295.3529411764706,11.661367249602543
convnet_L5_F384_K5x5_W80_DWS,5,25208920,632910,4075200010,dws,80,1739.0,93.0,0.0,5.103448275862069,93.75862068965516,31.91379310344828,25.0,50.0,36.693548387096776,27.99468085106383,5730.362068965517,3371.258620689656,126.3103448275862,23.742857142857144,26.875,29.193548387096776,332361.0,195533.0,7326.0,495,119.6637415885925,395.01616161616164,14.8
convnet_L5_F384_K5x5_W90_DWS,5,31736920,632910,5157675010,dws,90,1798.0,93.0,0.0,4.271186440677966,91.76271186440678,21.42372881355932,25.0,50.0,35.63636363636363,27.979166666666668,4705.762711864407,2684.898305084746,133.0677966101695,23.83333333333333,26.666666666666668,28.513513513513512,277640.0,158409.0,7851.0,414,144.30955648422238,382.6304347826087,18.963768115942027
convnet_L5_F384_K5x5_W100_DWS,5,39032920,632910,6367500010,dws,100,1864.9827586206895,93.0,0.0,3.672413793103448,94.8103448275862,20.48275862068965,25.0,50.0,36.333333333333336,27.940217391304348,5496.896551724138,3446.3793103448274,123.6896551724138,23.52777777777778,26.58823529411765,29.258064516129032,318820.0,199890.0,7174.0,336,178.2466101646423,594.9107142857143,21.351190476190474
convnet_L5_F448_K2x2_W10_DWS,5,3615385,815375,354159985,dws,10,1633.406779661017,95.0,0.0,12.491525423728811,84.54237288135593,32.25423728813559,25.0,50.0,35.3,27.369791666666668,5202.152542372882,2722.254237288136,249.4067796610169,23.6875,26.33333333333333,28.33333333333333,306927.0,160613.0,14715.0,4995,11.6812181472778,32.154754754754755,2.945945945945946
convnet_L5_F448_K2x2_W20_DWS,5,6303385,815375,772418185,dws,20,1644.966101694915,95.0,0.0,10.427966101694915,86.72881355932203,34.644067796610166,25.0,50.0,35.88461538461539,27.35,5393.406779661017,2931.1525423728813,197.38983050847455,23.928571428571427,26.685714285714287,28.6,318211.0,172938.0,11646.0,2600,23.198232650756797,66.51461538461538,4.479230769230769
convnet_L5_F448_K2x2_W30_DWS,5,9887385,815375,1354647385,dws,30,1659.0,95.0,0.0,10.77542372881356,87.0677966101695,23.322033898305083,25.0,50.0,36.196969696969695,27.61309523809524,5176.932203389831,2987.593220338983,170.05084745762713,23.766666666666666,26.27027027027027,28.97297297297297,305439.0,176268.0,10033.0,1717,33.3723258972167,102.66045428072219,5.843331391962725
convnet_L5_F448_K2x2_W40_DWS,5,14367385,815375,2100847585,dws,40,1680.0,95.0,0.0,7.567796610169491,87.50847457627118,37.13559322033898,25.0,50.0,36.196969696969695,27.75,5590.35593220339,3104.254237288136,146.3050847457627,23.75,26.58974358974359,28.86111111111111,329831.0,183151.0,8632.0,1080,55.8909201622009,169.58425925925926,7.992592592592593
convnet_L5_F448_K2x2_W50_DWS,5,19743385,815375,3011018785,dws,50,1701.5593220338983,95.0,0.0,6.021186440677966,93.35593220338984,38.45762711864407,25.0,50.0,36.35714285714285,27.982558139534884,5774.966101694915,3241.576271186441,134.27118644067798,23.84375,26.58620689655172,29.18918918918919,340723.0,191253.0,7922.0,784,77.0200037956237,243.9451530612245,10.104591836734693
convnet_L5_F448_K2x2_W60_DWS,5,26015385,815375,4085160985,dws,60,1731.2413793103449,95.0,0.0,5.745689655172414,96.24137931034484,26.17241379310345,25.0,50.0,36.28125,28.13586956521739,5211.120689655172,3071.5172413793102,131.74137931034485,23.59375,26.942857142857143,29.15625,302245.0,178148.0,7641.0,650,92.46162414550781,274.07384615384615,11.755384615384616
convnet_L5_F448_K2x2_W70_DWS,5,33183385,815375,5323274185,dws,70,1782.9322033898304,95.0,0.0,4.9491525423728815,94.47457627118644,39.72881355932204,25.0,50.0,36.3235294117647,28.142045454545453,5849.050847457627,3244.0169491525426,140.864406779661,23.814814814814813,26.85185185185185,29.214285714285715,345094.0,191397.0,8311.0,466,128.4844017028808,410.72317596566523,17.834763948497855
convnet_L5_F448_K2x2_W80_DWS,5,41247385,815375,6725358385,dws,80,1852.033898305085,95.0,0.0,4.072033898305085,94.84745762711864,39.77966101694916,25.0,50.0,36.40243902439025,27.82894736842105,5820.389830508475,3264.7796610169494,131.03389830508473,23.68,26.75675675675676,29.029411764705884,343403.0,192622.0,7731.0,373,160.285964012146,516.4128686327077,20.726541554959784
convnet_L5_F448_K2x2_W90_DWS,5,50207385,815375,8291413585,dws,90,1931.706896551724,95.0,0.0,4.1594827586206895,96.5,39.8448275862069,25.0,50.0,36.75,28.0,5938.844827586207,3335.086206896552,123.75862068965516,24.09523809523809,27.166666666666668,29.21875,344453.0,193435.0,7178.0,304,196.8003153800964,636.2993421052631,23.611842105263158
convnet_L5_F448_K2x2_W100_DWS,5,60063385,815375,10021439785,dws,100,2017.135593220339,95.0,0.0,2.9110169491525424,94.89830508474576,37.88135593220339,25.0,50.0,35.75925925925926,27.101190476190474,5765.372881355932,3218.9491525423728,125.57627118644068,23.344827586206897,26.107142857142858,28.64516129032258,340157.0,189918.0,7409.0,241,248.5345149040222,788.0414937759336,30.74273858921162
convnet_L5_F448_K3x3_W20_DWS,5,2616360,824350,331532010,dws,20,1632.966101694915,95.0,0.0,13.677966101694915,84.67796610169492,30.0,25.0,50.0,36.44594594594594,28.22826086956522,5506.847457627118,3045.5593220338983,279.6271186440678,24.26315789473684,26.975,29.64,324904.0,179688.0,16498.0,6117,13.061590194702099,29.375183913683177,2.6970737289521005
convnet_L5_F448_K3x3_W30_DWS,5,4856360,824350,745947010,dws,30,1642.3898305084747,95.0,0.0,11.71186440677966,85.2542372881356,34.08474576271186,25.0,50.0,36.28125,28.048076923076923,5627.881355932203,3154.593220338983,202.2372881355932,24.185185185185187,26.869565217391305,29.55555555555556,332045.0,186121.0,11932.0,3048,20.3392624855041,61.06332020997375,3.9146981627296586
convnet_L5_F448_K3x3_W40_DWS,5,7992360,824350,1326128010,dws,40,1656.0,95.0,0.0,10.898305084745765,84.03389830508475,24.389830508474574,25.0,50.0,36.5625,28.18452380952381,5412.661016949152,3224.322033898305,177.74576271186442,24.0,26.88888888888889,29.30555555555556,319347.0,190235.0,10487.0,2027,29.3872237205505,93.85051800690675,5.173655648741983
convnet_L5_F448_K3x3_W50_DWS,5,12024360,824350,2072075010,dws,50,1673.5172413793102,95.0,0.0,8.573275862068966,89.87931034482759,38.01724137931034,25.0,50.0,36.41891891891892,28.194444444444443,5856.120689655172,3285.758620689656,157.27586206896552,24.08,27.1,29.28125,339655.0,190574.0,9122.0,1229,50.017976760864194,155.06427990235963,7.422294548413344
convnet_L5_F448_K3x3_W60_DWS,5,16952360,824350,2983788010,dws,60,1698.5254237288136,95.0,0.0,6.923728813559322,87.88135593220339,39.30508474576271,25.0,50.0,36.76923076923077,28.446428571428573,5896.966101694915,3343.0169491525426,145.47457627118644,24.1875,27.28125,29.696969696969692,347921.0,197238.0,8583.0,899,66.7955541610717,219.39710789766409,9.547274749721913
convnet_L5_F448_K3x3_W70_DWS,5,22776360,824350,4061267010,dws,70,1722.0,95.0,0.0,5.672413793103448,91.82758620689656,40.293103448275865,25.0,50.0,36.37096774193548,28.46590909090909,5930.103448275862,3371.1724137931037,131.6206896551724,23.94736842105263,27.310344827586206,29.580645161290324,343946.0,195528.0,7634.0,661,91.52572870254511,295.80635400907715,11.549167927382753
convnet_L5_F448_K3x3_W80_DWS,5,29496360,824350,5304512010,dws,80,1750.0350877192982,95.0,0.0,5.078947368421052,90.33333333333331,41.26315789473684,25.0,50.0,36.94117647058823,28.575,5912.473684210527,3370.1403508771928,133.2280701754386,24.323529411764707,27.416666666666668,29.692307692307693,337011.0,192098.0,7594.0,534,111.272428035736,359.73408239700376,14.220973782771535
convnet_L5_F448_K3x3_W90_DWS,5,37112360,824350,6713523010,dws,90,1820.0,95.0,0.0,4.233050847457627,95.69491525423727,29.016949152542374,25.0,50.0,37.29166666666666,28.7948717948718,5850.9152542372885,3570.593220338983,128.25423728813558,24.3125,27.678571428571427,29.96153846153846,345204.0,210665.0,7567.0,453,132.694616317749,465.04415011037526,16.70419426048565
convnet_L5_F448_K3x3_W100_DWS,5,45624360,824350,8288300010,dws,100,1894.0,95.0,0.0,4.25,94.44827586206895,41.689655172413794,25.0,50.0,37.08064516129032,28.406976744186046,6125.948275862069,3499.8793103448274,123.43103448275862,24.185185185185187,27.1875,29.53846153846154,355305.0,202993.0,7159.0,344,173.644151687622,590.0959302325581,20.811046511627907
convnet_L5_F448_K4x4_W10_DWS,5,1844925,836915,154466725,dws,10,1630.0,95.0,0.0,16.076271186440678,82.1864406779661,22.35593220338983,25.0,50.0,35.473684210526315,27.554054054054053,5040.881355932203,2702.491525423729,310.10169491525426,24.0,26.633333333333333,28.90909090909091,297412.0,159447.0,18296.0,8776,9.3250226974487,18.168527803099362,2.0847766636280767
convnet_L5_F448_K4x4_W20_DWS,5,3636925,836915,465825125,dws,20,1640.8983050847455,95.0,0.0,12.940677966101696,82.0,27.54237288135593,25.0,50.0,35.638888888888886,27.581521739130437,5221.610169491525,2865.9491525423728,226.7457627118644,23.88888888888889,26.346153846153847,28.9,308075.0,169091.0,13378.0,3705,16.4723467826843,45.63859649122807,3.6107962213225373
convnet_L5_F448_K4x4_W30_DWS,5,6324925,836915,945462525,dws,30,1647.0,95.0,0.0,10.30084745762712,81.54237288135593,29.74576271186441,25.0,50.0,35.75,27.78205128205128,5248.338983050848,2917.610169491525,180.20338983050848,23.870967741935484,26.47222222222222,29.0,309652.0,172139.0,10632.0,2017,28.524386882781897,85.34407535944472,5.271194843827467
convnet_L5_F448_K4x4_W40_DWS,5,9908925,836915,1593378925,dws,40,1661.4237288135594,95.0,0.0,8.860169491525424,86.64406779661017,31.91525423728813,25.0,50.0,35.90625,27.977272727272727,5561.610169491525,3113.4745762711864,167.79661016949152,23.9,26.61904761904762,29.43243243243243,328135.0,183695.0,9900.0,1292,47.1962690353393,142.17879256965944,7.662538699690402
convnet_L5_F448_K4x4_W50_DWS,5,14388925,836915,2409574325,dws,50,1683.2857142857142,95.0,0.0,6.816964285714286,92.28571428571428,33.232142857142854,25.0,50.0,36.5,28.047619047619047,5647.25,3243.589285714286,137.69642857142858,23.94117647058824,26.785714285714285,29.484848484848484,316246.0,181641.0,7711.0,901,65.41484832763669,201.59933407325195,8.55826859045505
convnet_L5_F448_K4x4_W60_DWS,5,19764925,836915,3394048725,dws,60,1707.0169491525423,95.0,0.0,5.911016949152542,91.135593220339,23.271186440677965,25.0,50.0,36.68918918918919,28.29255319148936,5283.457627118644,3153.169491525424,146.16949152542372,23.91304347826087,26.933333333333334,29.294117647058822,311724.0,186037.0,8624.0,707,86.1189746856689,263.1357850070721,12.198019801980198
convnet_L5_F448_K4x4_W70_DWS,5,26036925,836915,4546802125,dws,70,1734.0892857142858,95.0,0.0,4.883928571428571,95.875,34.660714285714285,25.0,50.0,36.67857142857143,28.242857142857144,5754.357142857143,3296.178571428572,127.28571428571428,24.05263157894737,27.0,29.48,322244.0,184586.0,7128.0,498,119.1841292381286,370.6546184738956,14.313253012048193
convnet_L5_F448_K4x4_W80_DWS,5,33204925,836915,5867834525,dws,80,1785.9830508474577,95.0,0.0,4.838983050847458,93.16949152542372,24.322033898305083,25.0,50.0,37.16666666666666,28.33974358974359,5706.254237288135,3488.6610169491523,138.89830508474577,24.227272727272727,27.5,30.161290322580644,336669.0,205831.0,8195.0,428,140.168490409851,480.91355140186914,19.147196261682243
convnet_L5_F448_K4x4_W90_DWS,5,41268925,836915,7357145925,dws,90,1862.0,95.0,0.0,3.8947368421052633,95.50877192982456,24.42105263157895,25.0,50.0,37.01515151515152,28.45394736842105,5651.263157894737,3471.2105263157896,129.3859649122807,23.94736842105263,27.11111111111111,30.0,322122.0,197859.0,7375.0,342,174.7788143157959,578.5350877192982,21.564327485380115
convnet_L5_F448_K4x4_W100_DWS,5,50228925,836915,9014736325,dws,100,1941.1206896551723,95.0,0.0,3.5732758620689653,96.63793103448276,24.310344827586206,25.0,50.0,36.97222222222222,28.341463414634145,5698.206896551724,3505.689655172414,127.1206896551724,23.814814814814813,26.96969696969697,29.83870967741936,330496.0,203330.0,7373.0,280,213.3619880676269,726.1785714285714,26.332142857142856
convnet_L5_F448_K5x5_W20_DWS,5,2645080,853070,343020010,dws,20,1631.0,95.0,0.0,13.690677966101696,80.54237288135593,22.76271186440678,25.0,50.0,36.11290322580645,28.32,5112.71186440678,2878.2203389830506,250.10169491525423,24.17391304347826,27.0,29.58333333333333,301650.0,169815.0,14756.0,4541,12.8737926483154,37.395948029068485,3.2495045144241357
convnet_L5_F448_K5x5_W30_DWS,5,4885080,853070,771795010,dws,30,1641.728813559322,95.0,0.0,10.822033898305085,81.01694915254237,26.25423728813559,25.0,50.0,36.5,28.416666666666668,5243.271186440678,2993.1186440677966,183.0169491525424,24.0,27.0,29.666666666666668,309353.0,176594.0,10798.0,2269,25.6301283836364,77.82899955927722,4.758924636403702
convnet_L5_F448_K5x5_W40_DWS,5,8021080,853070,1372080010,dws,40,1656.1016949152545,95.0,0.0,9.690677966101696,80.98305084745763,19.372881355932204,25.0,50.0,36.86666666666667,28.51136363636364,5322.322033898305,3238.71186440678,167.0,24.08,27.03448275862069,29.96969696969697,314017.0,191084.0,9853.0,1522,38.9448237419128,125.54796320630749,6.473718791064389
convnet_L5_F448_K5x5_W50_DWS,5,12053080,853070,2143875010,dws,50,1678.372881355932,95.0,0.0,7.745762711864407,88.16949152542372,21.322033898305083,25.0,50.0,37.04166666666666,28.365853658536587,5420.338983050848,3332.762711864407,154.35593220338984,24.310344827586206,27.0,30.060606060606062,319800.0,196633.0,9107.0,1026,58.1675338745117,191.65009746588694,8.876218323586745
convnet_L5_F448_K5x5_W60_DWS,5,16981080,853070,3087180010,dws,60,1696.8275862068965,95.0,0.0,6.086206896551724,91.98275862068964,30.96551724137931,25.0,50.0,37.1551724137931,28.575,5754.931034482759,3398.9655172413795,142.01724137931035,24.41379310344828,27.53125,30.142857142857142,333786.0,197140.0,8237.0,689,85.9737229347229,286.12481857764874,11.95500725689405
convnet_L5_F448_K5x5_W70_DWS,5,22805080,853070,4201995010,dws,70,1720.9830508474577,95.0,0.0,5.127118644067797,92.47457627118644,31.966101694915253,25.0,50.0,37.1,28.963414634146343,5746.728813559322,3379.7966101694915,127.7457627118644,24.558823529411764,27.516129032258064,30.44,339057.0,199408.0,7537.0,507,117.3786306381225,393.30966469428006,14.865877712031558
convnet_L5_F448_K5x5_W80_DWS,5,29525080,853070,5488320010,dws,80,1756.0,95.0,0.0,4.844827586206897,96.41379310344828,32.08620689655172,25.0,50.0,37.34615384615385,29.01063829787234,5835.379310344828,3427.7758620689656,128.25862068965515,24.76,27.689655172413797,30.24,338452.0,198811.0,7439.0,406,146.5840744972229,489.68226600985224,18.322660098522167
convnet_L5_F448_K5x5_W90_DWS,5,37141080,853070,6946155010,dws,90,1825.1016949152545,95.0,0.0,4.114406779661017,96.03389830508476,22.440677966101696,25.0,50.0,37.11538461538461,29.01630434782609,5681.237288135593,3519.169491525424,134.05084745762713,24.58620689655172,27.451612903225808,30.16,335193.0,207631.0,7909.0,339,176.8961572647094,612.4808259587021,23.330383480825958
convnet_L5_F448_K5x5_W100_DWS,5,45653080,853070,8575500010,dws,100,1904.1186440677968,95.0,0.0,3.207627118644068,97.32203389830508,21.6271186440678,25.0,50.0,37.0,28.405405405405407,5495.508474576272,3412.0169491525426,130.89830508474577,24.33333333333333,27.272727272727277,30.0,324235.0,201309.0,7723.0,275,217.6508641242981,732.0327272727272,28.083636363636362
convnet_L5_F512_K2x2_W10_DWS,5,4262937,1062927,461311473,dws,10,1637.0,113.0,0.0,13.266949152542374,79.96610169491525,28.033898305084747,25.0,50.0,35.75714285714286,27.86805555555556,4991.745762711865,2643.898305084746,233.3728813559322,24.0,26.88571428571429,29.08333333333333,294513.0,155990.0,13769.0,4087,13.530213832855202,38.16735992170296,3.3689747981404454
convnet_L5_F512_K2x2_W20_DWS,5,7334937,1062927,1006166793,dws,20,1650.0,113.0,0.0,10.186440677966102,81.77966101694915,17.45762711864407,25.0,50.0,36.53846153846154,28.05978260869565,4977.779661016949,2941.4745762711864,184.10169491525423,23.96969696969697,27.0,29.26315789473684,293689.0,173547.0,10862.0,2398,26.143534183502098,72.37155963302752,4.529608006672227
convnet_L5_F512_K2x2_W30_DWS,5,11430937,1062927,1764631513,dws,30,1666.0,113.0,0.0,8.860169491525424,84.10169491525424,30.966101694915253,25.0,50.0,36.20967741935484,28.13125,5367.423728813559,3015.864406779661,162.32203389830508,23.923076923076923,26.96875,29.484848484848484,316678.0,177936.0,9577.0,1334,44.6219491958618,133.38530734632684,7.179160419790105
convnet_L5_F512_K2x2_W40_DWS,5,16550937,1062927,2736705633,dws,40,1690.0169491525423,113.0,0.0,6.902542372881356,90.32203389830508,33.91525423728814,25.0,50.0,36.86363636363637,28.21511627906977,5645.627118644068,3216.9491525423728,139.57627118644066,24.08,27.214285714285715,29.724137931034484,333092.0,189800.0,8235.0,921,64.8111844062805,206.0803474484256,8.941368078175897
convnet_L5_F512_K2x2_W50_DWS,5,22694937,1062927,3922389153,dws,50,1716.0,113.0,0.0,5.637931034482759,91.34482758620688,34.89655172413793,25.0,50.0,36.68518518518518,28.453488372093023,5701.310344827586,3246.206896551724,127.0,24.346153846153847,27.13888888888889,29.766666666666666,330676.0,188280.0,7366.0,662,89.9550747871398,284.4108761329305,11.126888217522659
convnet_L5_F512_K2x2_W60_DWS,5,29862937,1062927,5321682073,dws,60,1752.0,113.0,0.0,5.129310344827586,98.22413793103448,38.63793103448276,25.0,50.0,37.59090909090909,28.760416666666668,5837.568965517241,3317.051724137931,130.20689655172413,24.5,27.677419354838708,30.181818181818183,338579.0,192389.0,7552.0,500,119.2021322250366,384.778,15.104
