Model Name,Layers,Total Parameters,Total MACs,Network Type,Input Size,Avrg_RAM,Avrg_SWAP,Avrg_IRAM,Avrg_CPU,Avrg_GPU,Avrg_EMC_FREQ,Avrg_APE,Avrg_PLL,Avrg_CPU_TEMP,Avrg_PMIC,Avrg_AO,Avrg_POM_5V_IN,Avrg_POM_5V_GPU,Avrg_POM_5V_CPU,Avrg_THERMAL,Avrg_GPU_TEMP,Total_POM_5V_IN,Total_POM_5V_GPU,Total_POM_5V_CPU,num_inferences,average_latency(ms),GPU_energy_per_inference,CPU_energy_per_inference
convnet_L4_F224_K2x2_W85,4,21681866,5373442826,ConvNet,85,1995.0,324.0,0.0,5.758474576271187,92.28813559322032,29.06779661016949,25.0,24.0,30.096774193548388,50.0,37.285714285714285,5772.71186440678,3458.694915254237,141.71186440677965,28.53804347826087,27.15625,340590.0,204063.0,8361.0,549.0,108.6125445365905,371.69945355191254,15.229508196721312
convnet_L4_F224_K2x2_W90,4,23910666,5959993546,ConvNet,90,2006.0,324.0,0.0,4.983050847457627,94.27118644067797,29.45762711864407,25.0,24.3,30.2,50.0,37.3974358974359,5834.101694915255,3507.6610169491523,140.32203389830508,28.71078431372549,27.35483870967742,344212.0,206952.0,8279.0,500.0,119.7307324409484,413.904,16.558
convnet_L4_F224_K2x2_W95,4,26251466,6576941066,ConvNet,95,2018.0169491525423,324.0,0.0,4.995762711864407,93.94915254237289,19.372881355932204,25.0,24.03846153846154,30.448275862068964,50.0,37.69512195121951,5643.745762711865,3605.796610169492,136.42372881355934,29.02173913043478,27.764705882352946,332981.0,212742.0,8049.0,487.0,121.9990730285644,436.84188911704314,16.527720739219713
convnet_L4_F224_K2x2_W100,4,28704266,7224285386,ConvNet,100,2032.0,324.0,0.0,4.669491525423729,94.16949152542372,30.372881355932204,25.0,25.1,31.38235294117647,50.0,38.63333333333333,5919.610169491525,3604.542372881356,129.05084745762713,29.622222222222224,28.192307692307693,349257.0,212668.0,7614.0,424.0,140.6130003929138,501.57547169811323,17.95754716981132
convnet_L4_F224_K3x3_W40,4,4945706,2182297610,ConvNet,40,1680.0169491525423,324.0,0.0,11.008474576271189,83.03389830508475,46.76271186440678,25.0,25.6,31.535714285714285,50.0,38.642857142857146,6346.932203389831,3710.1186440677966,163.135593220339,30.087209302325583,28.85185185185185,374469.0,218897.0,9625.0,2428.0,23.277752399444502,90.15527182866556,3.964168039538715
convnet_L4_F224_K3x3_W45,4,5897706,2761970410,ConvNet,45,1688.033898305085,324.0,0.0,10.728813559322036,78.35593220338983,40.6271186440678,25.0,25.40740740740741,31.5,50.0,38.97058823529412,6224.779661016949,3754.762711864407,169.05084745762713,30.14880952380953,28.678571428571427,367262.0,221531.0,9974.0,2179.0,27.777247428894,101.66636071592474,4.577329050022946
convnet_L4_F224_K3x3_W50,4,6961706,3409840010,ConvNet,50,1693.1694915254238,324.0,0.0,7.830508474576271,86.40677966101696,49.49152542372882,25.0,25.594594594594597,31.620689655172413,50.0,38.93333333333333,6422.9152542372885,3742.237288135593,142.35593220338984,30.15625,28.785714285714285,378952.0,220792.0,8399.0,1482.0,41.3906931877136,148.98245614035088,5.6673414304993255
convnet_L4_F224_K3x3_W55,4,8137706,4125906410,ConvNet,55,1699.0,324.0,0.0,7.766949152542373,85.98305084745763,43.96610169491525,25.0,25.82758620689655,32.04,50.0,39.66666666666666,6581.423728813559,4048.9661016949153,139.10169491525423,30.3375,28.91304347826087,388304.0,238889.0,8207.0,1507.0,38.953740596771205,158.51957531519577,5.44591904445919
convnet_L4_F224_K3x3_W60,4,9425706,4910169610,ConvNet,60,1703.4406779661017,324.0,0.0,7.228813559322034,87.33898305084746,53.20338983050848,25.0,25.89655172413793,32.114285714285714,50.0,39.58571428571429,6780.084745762712,4000.898305084746,153.0,30.577380952380956,29.142857142857142,400025.0,236053.0,9027.0,1262.0,49.328367710113504,187.04675118858955,7.152931854199683
convnet_L4_F224_K3x3_W65,4,10825706,5762629610,ConvNet,65,1709.5172413793102,324.0,0.0,5.719827586206897,89.12068965517241,45.27586206896552,25.0,25.892857142857142,32.04,50.0,39.52857142857143,6465.172413793103,3949.8275862068967,126.82758620689656,30.35810810810811,28.964285714285715,374980.0,229090.0,7356.0,1001.0,62.160873413085895,228.86113886113887,7.348651348651349
convnet_L4_F224_K3x3_W70,4,12337706,6683286410,ConvNet,70,1719.6440677966102,324.0,0.0,5.466101694915254,89.16949152542372,53.45762711864407,25.0,26.0,32.03333333333333,50.0,39.16666666666666,6830.203389830508,4028.1186440677966,133.15254237288136,30.475,28.925925925925927,402982.0,237659.0,7856.0,916.0,65.29602766036979,259.45305676855895,8.576419213973798
convnet_L4_F224_K3x3_W75,4,13961706,7672140010,ConvNet,75,1728.0,324.0,0.0,5.434210526315789,97.21052631578948,46.31578947368421,25.0,25.91304347826087,32.63157894736842,50.0,39.64705882352941,6872.070175438596,4175.508771929824,129.5438596491228,30.877777777777776,29.424242424242426,391708.0,238004.0,7384.0,881.0,67.54166603088379,270.15209988649264,8.381384790011351
convnet_L4_F224_K3x3_W80,4,15697706,8729190410,ConvNet,80,1735.3859649122808,324.0,0.0,4.771929824561403,93.47368421052632,57.98245614035088,25.0,26.2,32.208333333333336,50.0,39.64814814814815,7061.80701754386,4152.526315789473,132.47368421052633,30.916666666666668,29.548387096774192,402523.0,236694.0,7551.0,807.0,74.3640708923339,293.30111524163567,9.356877323420074
convnet_L4_F224_K3x3_W85,4,17545706,9854437610,ConvNet,85,1744.033898305085,324.0,0.0,4.326271186440678,92.83050847457628,55.1864406779661,25.0,26.55555555555556,32.94285714285714,50.0,40.42307692307692,7084.254237288135,4200.6949152542375,139.4406779661017,30.95408163265306,29.82608695652174,417971.0,247841.0,8227.0,644.0,92.40155458450309,384.84627329192546,12.774844720496894
convnet_L4_F224_K3x3_W90,4,19505706,11047881610,ConvNet,90,1754.033898305085,324.0,0.0,3.6864406779661016,94.32203389830508,55.10169491525424,25.0,26.75,32.857142857142854,50.0,40.0625,6867.389830508475,3935.6949152542375,139.864406779661,31.460227272727277,29.928571428571427,405176.0,232206.0,8252.0,585.0,101.62403106689449,396.93333333333334,14.105982905982906
convnet_L4_F224_K3x3_W95,4,21577706,12309522410,ConvNet,95,1772.966101694915,324.0,0.0,5.567796610169491,93.59322033898304,56.13559322033898,25.0,26.869565217391305,33.285714285714285,50.0,40.8,7116.0,4165.847457627118,181.1864406779661,31.475490196078432,30.264705882352946,419844.0,245785.0,10690.0,568.0,105.0019264221191,432.72007042253523,18.820422535211268
convnet_L4_F224_K3x3_W100,4,23761706,13639360010,ConvNet,100,1774.0,324.0,0.0,3.810344827586207,97.51724137931036,48.43103448275862,25.0,25.321428571428573,31.92,50.0,39.078947368421055,6879.724137931034,4188.741379310345,124.01724137931036,30.22222222222222,28.608695652173918,399024.0,242947.0,7193.0,500.0,118.9580225944519,485.894,14.386
convnet_L4_F224_K4x4_W30,4,5009546,2638275146,ConvNet,30,1673.0169491525423,324.0,0.0,7.694915254237288,85.94915254237289,12.66101694915254,25.0,26.0,33.02325581395349,50.0,41.15217391304348,5810.745762711865,3885.1186440677966,150.74576271186442,31.30434782608696,29.954545454545453,342834.0,229222.0,8894.0,1494.0,39.6702432632446,153.42838018741634,5.953145917001339
convnet_L4_F224_K4x4_W35,4,5827146,3498007306,ConvNet,35,1680.0,324.0,0.0,6.677966101694915,93.33898305084746,12.66101694915254,25.0,25.83333333333333,32.86206896551724,50.0,40.76470588235294,6106.135593220339,4170.3050847457625,129.98305084745763,30.94736842105263,29.357142857142858,360262.0,246048.0,7669.0,1185.0,53.1757235527038,207.63544303797468,6.471729957805907
convnet_L4_F224_K4x4_W40,4,6756746,4478856266,ConvNet,40,1680.0169491525423,324.0,0.0,5.52542372881356,92.0677966101695,13.677966101694915,25.0,25.916666666666668,32.81481481481482,50.0,40.65151515151515,6055.881355932203,4125.101694915255,132.15254237288136,30.95,29.33333333333333,357297.0,243381.0,7797.0,948.0,62.204344272613504,256.7310126582278,8.224683544303797
convnet_L4_F224_K4x4_W45,4,7798346,5580822026,ConvNet,45,1687.033898305085,324.0,0.0,4.830508474576271,91.38983050847456,13.610169491525424,25.0,25.87804878048781,32.6,50.0,40.90625,6165.8983050847455,4236.423728813559,140.8135593220339,30.943181818181817,29.428571428571427,363788.0,249949.0,8308.0,778.0,75.5135869979858,321.27120822622106,10.67866323907455
convnet_L4_F224_K4x4_W50,4,8951946,6803904586,ConvNet,50,1690.084745762712,324.0,0.0,4.165254237288136,92.01694915254237,10.745762711864408,25.0,25.91304347826087,33.35294117647059,50.0,41.3125,6389.050847457627,4509.966101694915,132.71186440677965,31.5125,29.914285714285715,376954.0,266088.0,7830.0,670.0,89.2943859100341,397.1462686567164,11.686567164179104
convnet_L4_F224_K4x4_W55,4,10217546,8148103946,ConvNet,55,1698.0,324.0,0.0,3.559322033898305,93.72881355932203,15.542372881355933,25.0,26.03030303030303,33.10344827586207,50.0,41.1,6384.372881355932,4389.338983050848,124.83050847457628,31.459183673469383,29.966666666666665,376678.0,258971.0,7365.0,549.0,108.7475848197937,471.71402550091074,13.415300546448087
convnet_L4_F224_K4x4_W60,4,11595146,9613420106,ConvNet,60,1708.033898305085,324.0,0.0,3.3771186440677967,92.50847457627118,10.728813559322036,25.0,25.89655172413793,33.25714285714286,50.0,41.34615384615385,6189.881355932203,4330.6949152542375,133.76271186440678,31.442307692307693,29.75757575757576,365203.0,255511.0,7892.0,483.0,124.0111231803894,529.008281573499,16.339544513457557
convnet_L4_F224_K4x4_W65,4,13084746,11199853066,ConvNet,65,1711.0,324.0,0.0,3.2584745762711864,95.84745762711864,16.52542372881356,25.0,26.23333333333333,33.588235294117645,50.0,41.73333333333333,6667.406779661017,4648.6949152542375,132.67796610169492,31.704545454545453,30.107142857142858,393377.0,274273.0,7828.0,404.0,147.8559517860412,678.8935643564356,19.376237623762375
convnet_L4_F224_K4x4_W70,4,14686346,12907402826,ConvNet,70,1721.033898305085,324.0,0.0,3.046610169491525,93.67796610169492,15.52542372881356,25.0,26.13636363636364,33.3421052631579,50.0,41.66129032258065,6355.474576271186,4359.423728813559,134.74576271186442,31.71153846153846,29.933333333333334,374973.0,257206.0,7950.0,358.0,166.83330535888672,718.4525139664804,22.206703910614525
convnet_L4_F224_K4x4_W75,4,16399946,14736069386,ConvNet,75,1728.0,324.0,0.0,2.685344827586207,95.46551724137932,17.637931034482758,25.0,26.37037037037037,33.766666666666666,50.0,41.87037037037037,6714.517241379311,4658.103448275862,124.3793103448276,31.904761904761905,30.16,389442.0,270170.0,7214.0,311.0,192.13784694671628,868.7138263665595,23.19614147909968
convnet_L4_F224_K4x4_W80,4,18225546,16685852746,ConvNet,80,1734.6440677966102,324.0,0.0,2.6737288135593222,96.91525423728814,16.949152542372882,25.0,26.625,33.96551724137931,50.0,42.078947368421055,6678.966101694915,4663.576271186441,125.03389830508476,31.97959183673469,30.28125,394059.0,275151.0,7377.0,278.0,214.5401120185852,989.7517985611511,26.535971223021583
convnet_L4_F224_K4x4_W85,4,20163146,18756752906,ConvNet,85,1747.6101694915253,324.0,0.0,2.5084745762711864,94.72881355932203,17.610169491525422,25.0,26.9,34.291666666666664,50.0,41.770270270270274,6585.067796610169,4536.389830508475,133.79661016949152,32.214285714285715,30.566666666666663,388519.0,267647.0,7894.0,247.0,242.8597402572631,1083.591093117409,31.959514170040485
convnet_L4_F224_K4x4_W90,4,22212746,20948769866,ConvNet,90,1757.0,324.0,0.0,2.542372881355932,97.8135593220339,16.593220338983052,25.0,26.89655172413793,33.96666666666667,50.0,42.03125,6473.661016949152,4447.576271186441,127.52542372881356,32.01829268292683,30.185185185185187,381946.0,262407.0,7524.0,222.0,269.815731048584,1182.0135135135135,33.891891891891895
convnet_L4_F224_K4x4_W95,4,24374346,23261903626,ConvNet,95,1767.0,324.0,0.0,2.4533898305084745,96.6271186440678,12.610169491525424,25.0,26.870967741935484,33.5,50.0,41.25862068965517,6020.627118644068,4099.033898305085,145.71186440677965,32.083333333333336,30.157894736842103,355217.0,241843.0,8597.0,207.0,289.6428179740906,1168.3236714975844,41.531400966183575
convnet_L4_F224_K4x4_W100,4,26647946,25696154186,ConvNet,100,1779.2372881355932,324.0,0.0,2.3135593220338984,98.44067796610167,19.88135593220339,25.0,26.83333333333333,34.205882352941174,50.0,42.93333333333333,6888.338983050848,4790.118644067797,126.2542372881356,32.25,30.696969696969692,406412.0,282617.0,7449.0,182.0,329.0290188789367,1552.8406593406594,40.92857142857143
convnet_L4_F256_K1x1_W95,4,27357450,2050752778,ConvNet,95,2022.051724137931,324.0,0.0,6.797413793103448,93.34482758620688,44.810344827586206,25.0,25.444444444444443,30.08333333333333,50.0,36.92857142857143,5320.6551724137935,2579.586206896552,154.08620689655172,29.089285714285715,28.0,308598.0,149616.0,8937.0,744.0,81.81721925735471,201.09677419354838,12.012096774193548
convnet_L4_F256_K2x2_W45,4,9107978,2316183562,ConvNet,45,1936.050847457627,324.0,0.0,9.241525423728811,81.52542372881356,26.847457627118644,25.0,25.0,30.625,50.0,38.23684210526316,5453.983050847458,3236.169491525424,169.54237288135593,29.5,28.4,321785.0,190934.0,10003.0,1217.0,49.221875667572,156.88907148726378,8.219391947411667
convnet_L4_F256_K2x2_W55,4,12282378,3251781642,ConvNet,55,1953.0,324.0,0.0,8.392241379310345,82.46551724137932,17.5,25.0,25.0,31.071428571428573,50.0,38.7,5448.948275862069,3433.0689655172414,163.3448275862069,29.694444444444443,28.16,316039.0,199118.0,9474.0,1027.0,62.0896100997924,193.88315481986368,9.224926971762414
convnet_L4_F256_K2x2_W65,4,15968778,4345997322,ConvNet,65,1968.728813559322,324.0,0.0,6.88135593220339,88.40677966101696,28.610169491525426,25.0,25.03448275862069,31.36,50.0,38.71212121212121,5873.949152542373,3559.423728813559,148.5593220338983,29.85326086956522,28.40740740740741,346563.0,210006.0,8765.0,747.0,80.6190299987792,281.13253012048193,11.733601070950469
convnet_L4_F256_K2x2_W75,4,20167178,5598830602,ConvNet,75,1989.0,324.0,0.0,6.004237288135593,90.01694915254237,29.406779661016948,25.0,25.45,31.26315789473684,50.0,38.78,5785.830508474576,3474.762711864407,147.83050847457628,29.91875,28.4,341364.0,205011.0,8722.0,594.0,99.7821545600891,345.1363636363636,14.683501683501683
convnet_L4_F256_K2x2_W85,4,24877578,7010281482,ConvNet,85,2017.0,324.0,0.0,5.737288135593221,91.94915254237289,19.508474576271187,25.0,25.40740740740741,31.727272727272727,50.0,39.426829268292686,5856.35593220339,3776.4406779661017,142.32203389830508,30.11627906976744,28.59259259259259,345525.0,222810.0,8397.0,521.0,115.24377107620231,427.65834932821497,16.11708253358925
convnet_L4_F256_K2x2_W95,4,30099978,8580349962,ConvNet,95,2033.0,324.0,0.0,4.957627118644068,94.03389830508476,20.42372881355932,25.0,25.0,31.444444444444443,50.0,39.207317073170735,5927.661016949152,3805.203389830509,135.23728813559322,29.801136363636363,28.466666666666665,349732.0,224507.0,7979.0,432.0,137.9380512237548,519.6921296296297,18.46990740740741
convnet_L4_F256_K3x3_W35,4,4913418,2180460810,ConvNet,35,1687.0169491525423,324.0,0.0,9.71186440677966,80.33898305084746,44.86440677966102,25.0,25.483870967741936,31.545454545454547,50.0,38.84615384615385,6261.4915254237285,3655.64406779661,157.03389830508473,29.94736842105263,28.714285714285715,369428.0,215683.0,9265.0,2110.0,29.0136551856994,102.21943127962085,4.390995260663507
convnet_L4_F256_K3x3_W45,4,6961418,3604435210,ConvNet,45,1697.915254237288,324.0,0.0,8.733050847457626,83.69491525423729,48.86440677966102,25.0,25.8,32.0,50.0,39.52941176470589,6584.457627118644,3923.152542372881,145.05084745762713,30.325,28.933333333333334,388483.0,231466.0,8558.0,1694.0,33.590388298034604,136.6387249114522,5.0519480519480515
convnet_L4_F256_K3x3_W55,4,9521418,5384403210,ConvNet,55,1707.135593220339,324.0,0.0,6.360169491525424,89.55932203389831,51.79661016949152,25.0,25.884615384615383,32.333333333333336,50.0,40.01851851851852,6868.71186440678,4124.542372881356,134.4406779661017,30.75,29.33333333333333,405254.0,243348.0,7932.0,1158.0,51.1458086967468,210.14507772020724,6.849740932642487
convnet_L4_F256_K3x3_W65,4,12593418,7520364810,ConvNet,65,1726.0,324.0,0.0,4.870689655172414,94.1206896551724,52.310344827586206,25.0,25.870967741935484,32.04347826086956,50.0,39.53333333333333,6736.844827586207,3983.7758620689656,125.70689655172414,30.62878787878788,29.24,390737.0,231059.0,7291.0,770.0,76.9137120246887,300.0766233766234,9.46883116883117
convnet_L4_F256_K3x3_W75,4,16177418,10012320010,ConvNet,75,1740.0,324.0,0.0,4.508620689655173,95.17241379310344,53.293103448275865,25.0,26.0,32.61290322580645,50.0,39.97058823529412,7034.448275862069,4210.362068965517,135.1206896551724,30.95625,29.73333333333333,407998.0,244201.0,7837.0,664.0,89.1276335716247,367.7725903614458,11.802710843373495
convnet_L4_F256_K3x3_W85,4,20273418,12860268810,ConvNet,85,1756.7413793103449,324.0,0.0,3.8836206896551726,93.58620689655172,54.810344827586206,25.0,26.363636363636363,32.72,50.0,40.30645161290322,7074.896551724138,4227.551724137931,139.75862068965515,31.14673913043478,29.741935483870968,410344.0,245198.0,8106.0,518.0,117.8739714622497,473.35521235521236,15.64864864864865
convnet_L4_F256_K3x3_W95,4,24881418,16064211210,ConvNet,95,1781.0,324.0,0.0,4.016949152542373,92.96610169491524,47.54237288135593,25.0,26.33333333333333,33.3448275862069,50.0,40.871428571428574,7103.050847457627,4439.135593220339,127.89830508474576,31.391666666666666,29.741935483870968,419080.0,261909.0,7546.0,487.0,122.0043230056762,537.8008213552362,15.494866529774127
convnet_L4_F256_K4x4_W25,4,5312010,2479583242,ConvNet,25,1672.542372881356,324.0,0.0,9.02542372881356,86.22033898305085,13.52542372881356,25.0,25.8125,32.17391304347826,50.0,40.0,5791.762711864407,3850.288135593221,145.38983050847455,30.62962962962963,29.0,341714.0,227167.0,8578.0,1717.0,36.865699291229205,132.30460104834012,4.995923121723937
convnet_L4_F256_K4x4_W35,4,7052810,4565788682,ConvNet,35,1683.0344827586207,324.0,0.0,6.125,88.17241379310344,10.655172413793103,25.0,25.0,32.285714285714285,50.0,40.14102564102564,6045.810344827586,4194.120689655172,125.15517241379312,30.431372549019606,28.741935483870968,350657.0,243259.0,7259.0,1084.0,54.9057984352111,224.40867158671585,6.696494464944649
convnet_L4_F256_K4x4_W45,4,9305610,7284314122,ConvNet,45,1690.2203389830509,324.0,0.0,4.423728813559322,89.94915254237289,10.728813559322036,25.0,25.05,32.458333333333336,50.0,40.46774193548387,6109.389830508475,4245.152542372882,134.47457627118644,30.63095238095238,28.785714285714285,360454.0,250464.0,7934.0,713.0,84.6503376960754,351.28190743338007,11.127629733520337
convnet_L4_F256_K4x4_W55,4,12070410,10635159562,ConvNet,55,1707.1694915254238,324.0,0.0,3.48728813559322,95.69491525423727,11.71186440677966,25.0,25.424242424242426,33.12,50.0,40.84375,6392.0,4485.796610169492,130.25423728813558,30.93367346938776,28.94736842105263,377128.0,264662.0,7685.0,493.0,120.6880950927734,536.8397565922921,15.588235294117647
convnet_L4_F256_K4x4_W65,4,15347210,14618325002,ConvNet,65,1719.0,324.0,0.0,2.98728813559322,86.45762711864407,15.508474576271189,25.0,25.57575757575757,32.68181818181818,50.0,40.24358974358975,6061.050847457627,4006.9661016949153,130.76271186440678,30.97159090909091,28.857142857142858,357602.0,236411.0,7715.0,355.0,167.8157353401184,665.9464788732395,21.732394366197184
convnet_L4_F256_K4x4_W75,4,19136010,19233810442,ConvNet,75,1738.0,324.0,0.0,2.9267241379310347,98.65517241379312,15.60344827586207,25.0,25.75,33.416666666666664,50.0,41.351851851851855,6459.327586206897,4428.982758620689,123.29310344827586,31.26875,29.633333333333333,374641.0,256881.0,7151.0,276.0,218.4980940818786,930.7282608695652,25.909420289855074
convnet_L4_F256_K4x4_W85,4,23436810,24481615882,ConvNet,85,1757.9830508474577,324.0,0.0,2.6313559322033897,97.79661016949152,15.745762711864408,25.0,26.25,33.464285714285715,50.0,41.16666666666666,6472.71186440678,4451.881355932203,126.72881355932203,31.625,29.73333333333333,381890.0,262661.0,7477.0,218.0,274.5033383369445,1204.866972477064,34.29816513761468
convnet_L4_F256_K4x4_W95,4,28249610,30361741322,ConvNet,95,1786.6140350877192,324.0,0.0,2.1973684210526314,98.33333333333331,16.017543859649123,25.0,26.545454545454547,33.27777777777778,50.0,41.46153846153846,6460.421052631579,4382.508771929824,126.19298245614036,31.932926829268293,29.875,368244.0,249803.0,7193.0,177.0,339.7264432907104,1411.316384180791,40.63841807909605
convnet_L4_F320_K1x1_W75,4,22354250,2052293450,ConvNet,75,2000.0,324.0,0.0,8.474576271186441,87.7457627118644,29.135593220338983,25.0,25.0,30.3953488372093,50.0,36.8448275862069,5067.542372881356,2760.7966101694915,164.61016949152545,29.05625,28.0,298985.0,162887.0,9712.0,933.0,63.627004623413,174.58413719185424,10.409431939978564
convnet_L4_F320_K1x1_W80,4,25090250,2313360650,ConvNet,80,2007.7413793103449,324.0,0.0,7.267241379310345,96.60344827586206,46.39655172413793,25.0,25.125,29.96969696969697,50.0,36.148648648648646,5289.068965517241,2487.9310344827586,157.08620689655172,29.069444444444443,27.82926829268293,306766.0,144300.0,9111.0,767.0,77.93486595153799,188.135593220339,11.878748370273794
convnet_L4_F320_K1x1_W85,4,27986250,2590059850,ConvNet,85,2026.0,324.0,0.0,6.809322033898305,90.7457627118644,45.50847457627118,25.0,25.227272727272727,30.323529411764707,50.0,36.62903225806452,5478.6949152542375,2755.491525423729,150.4915254237288,29.068181818181817,28.0,323243.0,162574.0,8879.0,672.0,87.9924941062927,241.92559523809524,13.212797619047619
convnet_L4_F320_K1x1_W90,4,31042250,2882391050,ConvNet,90,2038.0,324.0,0.0,6.444915254237288,90.22033898305084,45.3728813559322,25.0,25.607142857142858,30.615384615384617,50.0,36.96153846153846,5469.0,2753.830508474576,145.6271186440678,29.157894736842103,28.0,322671.0,162476.0,8592.0,630.0,98.6905884742736,257.8984126984127,13.638095238095238
convnet_L4_F320_K1x1_W95,4,34258250,3190354250,ConvNet,95,2052.5593220338983,324.0,0.0,5.923728813559322,90.1186440677966,29.033898305084747,25.0,25.0,30.4,50.0,37.14516129032258,5113.525423728814,2824.0677966101694,139.23728813559322,29.15909090909091,28.0,301698.0,166620.0,8215.0,638.0,92.8250217437744,261.15987460815046,12.876175548589341
convnet_L4_F320_K1x1_W100,4,37634250,3513949450,ConvNet,100,2064.5593220338983,324.0,0.0,5.563559322033898,89.52542372881356,30.79661016949153,25.0,25.857142857142858,30.653846153846157,50.0,37.5,5163.4915254237285,2837.1186440677966,139.864406779661,29.46875,28.181818181818183,304646.0,167390.0,8252.0,542.0,111.2182116508483,308.8376383763838,15.22509225092251
convnet_L4_F320_K2x2_W35,4,8302730,2401269770,ConvNet,35,1933.0,324.0,0.0,8.944915254237289,81.8135593220339,24.220338983050848,25.0,26.153846153846157,32.24,50.0,39.1,5495.983050847458,3292.610169491525,167.16949152542372,30.577380952380956,29.2,324263.0,194264.0,9863.0,1194.0,48.7501072883605,162.70016750418762,8.260469011725293
convnet_L4_F320_K2x2_W40,4,9886730,2976376970,ConvNet,40,1940.0,324.0,0.0,8.330508474576272,84.30508474576271,26.271186440677965,25.0,26.08,32.25,50.0,39.20967741935484,5795.050847457627,3562.4576271186443,163.11864406779662,30.71511627906977,29.384615384615383,341908.0,210185.0,9624.0,1032.0,57.2971725463867,203.66763565891472,9.325581395348838
convnet_L4_F320_K2x2_W45,4,11630730,3613340170,ConvNet,45,1947.2372881355927,324.0,0.0,7.817796610169491,88.69491525423729,27.0,25.0,26.33333333333333,32.1875,50.0,39.25862068965517,5725.576271186441,3429.4576271186443,156.3728813559322,30.81875,29.32258064516129,337809.0,202338.0,9226.0,888.0,68.5596323013305,227.8581081081081,10.38963963963964
convnet_L4_F320_K2x2_W50,4,13534730,4312159370,ConvNet,50,1953.0,311.0,0.0,6.431034482758621,91.72413793103448,26.310344827586206,25.0,26.24242424242424,32.416666666666664,50.0,38.98275862068966,5755.672413793103,3440.120689655173,141.93103448275863,30.651315789473685,29.33333333333333,333829.0,199527.0,8232.0,705.0,85.6436276435852,283.01702127659576,11.676595744680851
convnet_L4_F320_K2x2_W55,4,15598730,5072834570,ConvNet,55,1968.0,311.0,0.0,7.237068965517241,87.65517241379311,18.24137931034483,25.0,26.53333333333333,33.035714285714285,50.0,39.94444444444444,5812.310344827586,3747.362068965517,155.29310344827587,31.282894736842103,29.85185185185185,337114.0,217347.0,9007.0,737.0,81.4594054222107,294.9077340569878,12.221166892808684
convnet_L4_F320_K2x2_W60,4,17822730,5895365770,ConvNet,60,1972.2372881355927,311.0,0.0,6.203389830508475,94.03389830508476,28.10169491525424,25.0,26.678571428571427,33.25,50.0,40.26315789473684,6122.813559322034,3793.898305084746,143.94915254237287,31.337209302325583,29.727272727272727,361246.0,223840.0,8493.0,615.0,96.9480419158935,363.9674796747967,13.809756097560976
convnet_L4_F320_K2x2_W65,4,20206730,6779752970,ConvNet,65,1983.0169491525423,311.0,0.0,5.165254237288136,92.33898305084746,28.11864406779661,25.0,27.0,33.25806451612903,50.0,40.44444444444444,6024.745762711865,3732.762711864407,140.5084745762712,31.648936170212767,30.08333333333333,355460.0,220233.0,8290.0,537.0,112.8590703010559,410.1173184357542,15.437616387337057
convnet_L4_F320_K2x2_W70,4,22750730,7725996170,ConvNet,70,1997.0,311.0,0.0,5.322033898305085,91.67796610169492,19.1864406779661,25.0,26.83870967741936,33.42857142857143,50.0,40.6875,5962.220338983051,3922.203389830509,146.08474576271186,31.704545454545453,30.05263157894737,351771.0,231410.0,8619.0,506.0,118.0490016937255,457.3320158102767,17.033596837944664
convnet_L4_F320_K2x2_W75,4,25454730,8734095370,ConvNet,75,2007.4745762711864,311.0,0.0,4.601694915254237,92.59322033898304,28.440677966101696,25.0,26.83333333333333,33.869565217391305,50.0,40.672413793103445,6100.661016949152,3816.406779661017,139.72881355932202,31.65625,30.23076923076923,359939.0,225168.0,8244.0,423.0,141.4669370651245,532.3120567375887,19.48936170212766
convnet_L4_F320_K2x2_W80,4,28318730,9804050570,ConvNet,80,2020.084745762712,311.0,0.0,4.135593220338983,93.10169491525424,27.491525423728813,25.0,26.90322580645161,33.02857142857143,50.0,40.16666666666666,5874.508474576272,3583.169491525424,136.72881355932202,31.357843137254903,29.93103448275862,346596.0,211407.0,8067.0,284.0,210.1618576049804,744.3908450704225,28.404929577464788
convnet_L4_F320_K2x2_W85,4,31342730,10935861770,ConvNet,85,2033.135593220339,311.0,0.0,3.6991525423728815,95.77966101694916,24.220338983050848,25.0,26.973684210526315,31.82758620689655,50.0,38.329268292682926,4817.983050847458,2642.745762711864,145.16949152542372,31.67567567567568,30.0,284261.0,155922.0,8565.0,236.0,254.72036600112907,660.6864406779661,36.29237288135593
convnet_L4_F320_K2x2_W90,4,34526730,12129528970,ConvNet,90,2048.0,311.0,0.0,3.73728813559322,97.03389830508476,24.25423728813559,25.0,26.875,33.21212121212121,50.0,40.66129032258065,6096.728813559322,3841.677966101695,133.52542372881356,31.50625,30.26923076923077,359707.0,226659.0,7878.0,215.0,279.4532370567322,1054.2279069767442,36.64186046511628
convnet_L4_F320_K2x2_W95,4,37870730,13385052170,ConvNet,95,2062.0338983050847,311.0,0.0,2.5720338983050848,94.98305084745763,21.406779661016948,25.0,26.89655172413793,33.0,50.0,40.01851851851852,5676.728813559322,3572.8474576271187,130.01694915254237,31.380681818181817,30.0,334927.0,210798.0,7671.0,195.0,308.1354689598083,1081.0153846153846,39.33846153846154
