Model Name,Layers,Total Parameters,Total MACs,Network Type,Input Size,Avrg_RAM,Avrg_SWAP,Avrg_IRAM,Avrg_CPU,Avrg_GPU,Avrg_EMC_FREQ,Avrg_APE,Avrg_PMIC,Avrg_AO,Avrg_THERMAL,Avrg_POM_5V_IN,Avrg_POM_5V_GPU,Avrg_POM_5V_CPU,Avrg_CPU_TEMP,Avrg_GPU_TEMP,Avrg_PLL,Total_POM_5V_IN,Total_POM_5V_GPU,Total_POM_5V_CPU,num_inferences,average_latency(ms),GPU_energy_per_inference,CPU_energy_per_inference
convnet_L3_F512_K3x3_W70,3,29821962,23221452810,ConvNet,70,1825.3389830508477,443.0,0.0,3.097457627118644,96.89830508474576,58.1864406779661,25.0,50.0,42.13636363636363,31.888297872340427,7522.8983050847455,4611.322033898305,123.59322033898304,34.303030303030305,31.22222222222222,27.5,443851.0,272068.0,7292.0,322,186.51742935180658,844.9316770186335,22.645962732919255
convnet_L3_F512_K3x3_W80,3,37501962,30330060810,ConvNet,80,1856.0,443.0,0.0,2.3220338983050848,97.20338983050848,57.40677966101695,25.0,50.0,42.06666666666667,32.51086956521739,7469.254237288135,4652.593220338983,122.44067796610167,34.62068965517241,31.151515151515152,27.7027027027027,440686.0,274503.0,7224.0,283,211.15671634674072,969.9752650176679,25.526501766784452
convnet_L3_F512_K3x3_W90,3,46205962,38386483210,ConvNet,90,1895.949152542373,443.0,0.0,2.7584745762711864,95.54237288135592,52.271186440677965,25.0,50.0,42.138888888888886,32.75,7459.949152542373,4679.0,134.45762711864407,34.535714285714285,31.3125,27.545454545454547,440137.0,276061.0,7933.0,208,287.53105163574213,1327.2163461538462,38.13942307692308
convnet_L3_F512_K3x3_W100,3,55933962,47390720010,ConvNet,100,1953.915254237288,444.0,0.0,2.8347457627118646,97.89830508474576,54.03389830508475,25.0,50.0,41.27777777777778,31.88125,7427.966101694915,4610.525423728814,132.5084745762712,33.73684210526316,30.2,26.57692307692308,438250.0,272021.0,7818.0,161,371.4321184158325,1689.5714285714287,48.559006211180126
convnet_L3_F1024_K1x1_W70,3,61249546,11890479114,ConvNet,70,2171.915254237288,451.0,0.0,4.038135593220339,95.0677966101695,30.203389830508478,25.0,50.0,38.64705882352941,29.796875,5945.423728813559,3580.271186440678,147.47457627118644,31.307692307692307,28.454545454545453,25.12903225806452,350780.0,211236.0,8701.0,281,213.08542490005487,751.729537366548,30.964412811387902
convnet_L3_F1024_K1x1_W80,3,77838346,15272095754,ConvNet,80,2316.593220338983,451.0,0.0,3.76271186440678,96.55932203389833,30.25423728813559,25.0,50.0,38.7,29.70744680851064,5921.576271186441,3577.135593220339,137.9322033898305,31.23076923076923,28.074074074074076,25.043478260869566,349373.0,211051.0,8138.0,220,272.115740776062,959.3227272727273,36.99090909090909
convnet_L3_F1024_K1x1_W90,3,96475146,19076419594,ConvNet,90,2480.966101694916,450.0,0.0,2.4703389830508478,94.28813559322032,30.305084745762716,25.0,50.0,39.41891891891892,29.404255319148938,5876.508474576272,3706.0508474576272,136.38983050847455,31.615384615384617,27.857142857142858,24.59259259259259,346714.0,218657.0,8047.0,177,339.29372549057007,1235.3502824858756,45.463276836158194
convnet_L3_F1024_K1x1_W100,3,117159946,23303450634,ConvNet,100,2680.35593220339,378.0,0.0,2.796610169491525,96.22033898305084,31.220338983050848,25.0,50.0,38.71212121212121,30.136904761904763,5660.135593220339,3360.813559322034,131.22033898305085,31.30555555555556,28.5,25.55555555555556,333948.0,198288.0,7742.0,147,408.3250474929809,1348.8979591836735,52.666666666666664
convnet_L3_F1024_K3x3_W30,3,28121098,17023795210,ConvNet,30,2020.9830508474577,448.0,0.0,3.1822033898305087,95.08474576271186,54.1864406779661,25.0,50.0,43.148648648648646,32.614285714285714,7755.847457627118,4988.508474576272,125.83050847457628,34.794117647058826,30.96296296296296,27.36842105263158,457595.0,294322.0,7424.0,508,118.2350206375122,579.3740157480315,14.614173228346457
convnet_L3_F1024_K3x3_W40,3,35289098,30264524810,ConvNet,40,2085.0338983050847,447.0,0.0,2.76271186440678,95.71186440677968,54.16949152542373,25.0,50.0,43.2,32.9875,7886.694915254237,5091.016949152542,138.67796610169492,34.93939393939394,31.166666666666668,27.5,465315.0,300370.0,8182.0,283,211.8951272964477,1061.3780918727916,28.91166077738516
convnet_L3_F1024_K3x3_W50,3,44505098,47288320010,ConvNet,50,2163.1525423728813,447.0,0.0,2.580508474576271,96.864406779661,56.54237288135593,25.0,50.0,42.25,32.797872340425535,7683.169491525424,4801.050847457627,158.3050847457627,34.6,31.307692307692307,27.5625,453307.0,283262.0,9340.0,152,394.45451974868774,1863.5657894736842,61.44736842105263
convnet_L4_F512_K3x3_W40,4,15285770,11358208010,ConvNet,40,1770.0,458.0,0.0,4.728813559322034,92.8135593220339,58.898305084745765,25.0,50.0,42.15625,32.46195652173913,7690.728813559322,4788.423728813559,128.1864406779661,34.03448275862069,30.933333333333334,27.161290322580644,453753.0,282517.0,7563.0,674,88.9431381225586,419.1646884272997,11.22106824925816
convnet_L4_F512_K3x3_W50,4,19893770,17747200010,ConvNet,50,1790.0,458.0,0.0,3.6610169491525424,95.9322033898305,56.30508474576271,25.0,50.0,42.0625,32.27450980392157,7507.389830508475,4652.610169491525,125.8135593220339,34.07407407407408,30.743589743589745,27.3,442936.0,274504.0,7423.0,379,158.1925177574157,724.2849604221636,19.58575197889182
convnet_L4_F512_K3x3_W60,4,25525770,25555968010,ConvNet,60,1815.406779661017,458.0,0.0,3.266949152542373,96.66101694915254,56.05084745762712,25.0,50.0,42.693548387096776,32.86363636363637,7823.305084745762,4960.135593220339,156.79661016949152,34.86842105263158,31.22222222222222,27.5,461575.0,292648.0,9251.0,332,180.3068923950195,881.4698795180723,27.8644578313253
convnet_L4_F512_K3x3_W70,4,32181770,34784512010,ConvNet,70,1844.0,458.0,0.0,2.7288135593220337,97.32203389830508,59.05084745762712,25.0,50.0,42.64814814814815,32.53846153846154,7726.915254237288,4809.661016949152,124.7457627118644,34.61764705882353,31.096774193548388,27.6,455888.0,283770.0,7360.0,229,261.3292908668518,1239.1703056768558,32.13973799126637
convnet_L4_F512_K3x3_W80,4,39861770,45432832010,ConvNet,80,1874.033898305085,458.0,0.0,3.01271186440678,96.91525423728814,65.08474576271186,25.0,50.0,42.57692307692308,32.68452380952381,7884.033898305085,4803.169491525424,142.94915254237287,34.810810810810814,31.27586206896552,27.5625,465158.0,283387.0,8434.0,196,304.5056581497192,1445.8520408163265,43.03061224489796
convnet_L4_F1024_K1x1_W60,4,50502666,13787664394,ConvNet,60,2103.966101694916,462.0,0.0,4.216101694915254,95.94915254237289,31.16949152542373,25.0,50.0,39.333333333333336,30.51630434782609,6138.3050847457625,3799.576271186441,141.42372881355934,32.206896551724135,29.107142857142858,25.64516129032258,362160.0,224175.0,8344.0,271,221.067988872528,827.2140221402213,30.789667896678967
convnet_L4_F1024_K1x1_W70,4,65453066,18279399434,ConvNet,70,2203.0,462.0,0.0,3.4703389830508478,94.08474576271186,31.57627118644068,25.0,50.0,39.07142857142857,29.982954545454547,6219.423728813559,3883.745762711864,150.57627118644066,31.884615384615383,28.692307692307693,25.210526315789476,366946.0,229141.0,8884.0,207,290.1425337791443,1106.961352657005,42.91787439613527
convnet_L4_F1024_K1x1_W80,4,82451466,23403761674,ConvNet,80,2351.0,462.0,0.0,2.860169491525424,96.55932203389833,31.71186440677966,25.0,50.0,39.435483870967744,30.378205128205128,6259.8983050847455,3928.0508474576272,129.67796610169492,32.10344827586207,28.846153846153847,25.517241379310345,369334.0,231755.0,7651.0,163,369.7079586982727,1421.8098159509202,46.938650306748464
convnet_L4_F1024_K1x1_W90,4,101497866,29160751114,ConvNet,90,2520.9655172413795,461.0,0.0,2.7155172413793105,97.6896551724138,32.13793103448276,25.0,50.0,39.588235294117645,30.203125,6292.310344827586,3956.586206896552,131.0,32.172413793103445,28.62962962962963,25.52,364954.0,229482.0,7598.0,131,458.7563848495483,1751.7709923664122,58.0
convnet_L4_F1024_K1x1_W100,4,122592266,35550367754,ConvNet,100,2711.830508474576,443.0,0.0,1.771186440677966,97.52542372881356,32.83050847457627,25.0,50.0,39.794117647058826,30.8936170212766,6232.8983050847455,3895.271186440678,133.22033898305085,31.352941176470587,29.32258064516129,25.75757575757576,367741.0,229821.0,7860.0,108,556.5836787223816,2127.972222222222,72.77777777777777
convnet_L4_F1024_K3x3_W20,4,32439306,11341414410,ConvNet,20,2271.593220338983,461.0,0.0,4.254237288135593,94.8813559322034,50.440677966101696,25.0,50.0,41.92424242424242,32.111111111111114,7372.796610169492,4646.372881355932,130.08474576271186,34.0,30.466666666666665,26.86206896551724,434995.0,274136.0,7675.0,490,122.7092742919921,559.4612244897959,15.66326530612245
convnet_L4_F1024_K3x3_W30,4,37559306,25518182410,ConvNet,30,2320.3898305084745,460.0,0.0,3.3220338983050848,94.8813559322034,54.66101694915254,25.0,50.0,42.875,32.69512195121951,7918.728813559322,5143.576271186441,135.84745762711864,34.666666666666664,31.258064516129032,27.454545454545453,467205.0,303471.0,8015.0,356,168.41162443161008,852.4466292134831,22.514044943820224
convnet_L4_F1024_K3x3_W40,4,44727306,45365657610,ConvNet,40,2378.3050847457625,460.0,0.0,2.402542372881356,96.42372881355932,57.49152542372882,25.0,50.0,43.44117647058823,33.04054054054054,8109.118644067797,5263.610169491525,120.864406779661,35.17857142857143,31.5,27.39130434782609,478438.0,310553.0,7131.0,193,311.1427474021911,1609.082901554404,36.94818652849741
convnet_L5_F512_K1x1_W100,5,63004682,12117106698,ConvNet,100,2198.93220338983,467.0,0.0,3.6186440677966094,96.44067796610167,31.11864406779661,25.0,50.0,39.07142857142857,30.36875,5707.220338983051,3383.762711864407,129.25423728813558,31.5,28.954545454545453,26.0,336726.0,199642.0,7626.0,247,242.92091369628898,808.2672064777328,30.874493927125506
convnet_L5_F512_K3x3_W40,5,17645578,15133900810,ConvNet,40,1798.7241379310344,466.0,0.0,4.237068965517241,91.1206896551724,59.172413793103445,25.0,50.0,42.95454545454545,33.203125,7606.637931034483,4779.741379310345,125.46551724137932,34.94117647058823,31.689655172413797,27.63636363636364,441185.0,277225.0,7277.0,532,111.92958831787101,521.0996240601504,13.678571428571429
convnet_L5_F512_K3x3_W50,5,22253578,23646720010,ConvNet,50,1815.0677966101696,466.0,0.0,2.5254237288135597,97.67796610169492,57.813559322033896,25.0,50.0,41.40625,33.0735294117647,6933.508474576272,3987.372881355932,125.45762711864408,33.75757575757576,31.46153846153846,27.875,409077.0,235255.0,7402.0,295,204.3103718757629,797.4745762711865,25.091525423728815
convnet_L5_F512_K3x3_W60,5,27885578,34051276810,ConvNet,60,1841.0677966101696,466.0,0.0,2.7245762711864407,95.44067796610167,60.20338983050848,25.0,50.0,43.42857142857143,33.58888888888889,7895.152542372882,4979.322033898305,130.23728813559322,35.30769230769231,32.07142857142857,28.07894736842105,465814.0,293780.0,7684.0,252,237.762746810913,1165.7936507936508,30.49206349206349
convnet_L5_F512_K3x3_W70,5,34541578,46347571210,ConvNet,70,1871.8620689655168,466.0,0.0,2.603448275862069,97.58620689655172,59.241379310344826,25.0,50.0,43.80769230769231,33.9030612244898,7881.758620689655,4981.568965517241,125.3103448275862,35.391304347826086,32.27272727272727,28.57575757575757,457142.0,288931.0,7268.0,179,333.8519644737243,1614.1396648044692,40.60335195530726
convnet_L5_F1024_K1x1_W50,5,41066506,13709533194,ConvNet,50,2067.271186440678,470.0,0.0,4.550847457627119,95.54237288135592,32.016949152542374,25.0,50.0,40.19230769230769,30.89130434782609,6318.440677966101,3972.64406779661,143.67796610169492,32.78125,29.346153846153847,26.03125,372788.0,234386.0,8477.0,289,207.5473952293396,811.0242214532872,29.33217993079585
convnet_L5_F1024_K1x1_W60,5,54378506,18933530634,ConvNet,60,2121.0,469.0,0.0,3.885593220338983,96.45762711864408,32.13559322033898,25.0,50.0,39.66666666666666,30.664772727272727,6399.9152542372885,4037.4406779661017,135.94915254237287,32.30434782608695,29.13793103448276,25.964285714285715,377595.0,238209.0,8021.0,212,283.4700155258178,1123.627358490566,37.83490566037736
convnet_L5_F1024_K1x1_W70,5,69738506,25000075274,ConvNet,70,2242.0,469.0,0.0,2.4915254237288136,93.1864406779661,32.389830508474574,25.0,50.0,40.3,30.816037735849054,6462.627118644068,4151.169491525424,124.03389830508476,32.43333333333333,29.26086956521739,25.807692307692307,381295.0,244919.0,7318.0,163,368.6568808555603,1502.5705521472394,44.895705521472394
convnet_L5_F1024_K1x1_W80,5,87146506,31909167114,ConvNet,80,2393.0,469.0,0.0,2.8389830508474576,97.72881355932203,32.25423728813559,25.0,50.0,40.43103448275862,30.62209302325581,6418.813559322034,4085.4406779661017,126.84745762711864,32.25,29.043478260869566,25.97058823529412,378710.0,241041.0,7484.0,127,473.1768822669983,1897.9606299212599,58.92913385826772
convnet_L5_F1024_K1x1_W90,5,106602506,39660806154,ConvNet,90,2560.9824561403507,469.0,0.0,2.521929824561404,98.03508771929825,33.26315789473684,25.0,50.0,39.64705882352941,30.57558139534884,6377.894736842105,4042.122807017544,134.140350877193,32.36363636363637,29.103448275862068,25.724137931034484,363540.0,230401.0,7646.0,103,586.3558602333069,2236.902912621359,74.23300970873787
convnet_L5_F1024_K1x1_W100,5,128106506,48254992394,ConvNet,100,2748.103448275862,457.0,0.0,1.7413793103448276,99.0,33.43103448275862,25.0,50.0,40.01724137931034,30.61842105263158,6343.5,4005.137931034483,122.60344827586206,32.526315789473685,29.23076923076923,25.892857142857142,367923.0,232298.0,7111.0,84,711.6896891593933,2765.4523809523807,84.6547619047619
convnet_L5_F1024_K3x3_W20,5,41877514,15116697610,ConvNet,20,2576.915254237288,468.0,0.0,2.9533898305084745,94.864406779661,50.57627118644068,25.0,50.0,41.76923076923077,32.16025641025641,7375.64406779661,4688.474576271186,134.05084745762713,33.93103448275862,30.384615384615383,26.705882352941178,435163.0,276620.0,7909.0,375,159.49322223663327,737.6533333333333,21.090666666666667
convnet_L5_F1024_K3x3_W30,5,46997514,34012569610,ConvNet,30,2620.7796610169494,468.0,0.0,3.2203389830508478,95.8135593220339,55.33898305084746,25.0,50.0,42.91176470588236,32.843023255813954,8088.203389830508,5255.016949152542,147.4915254237288,34.93939393939394,30.97142857142857,27.392857142857142,477204.0,310046.0,8702.0,274,218.6817955970764,1131.5547445255474,31.759124087591243
convnet_L2_F256_K4x4_W100,2,27695626,11066643722,ConvNet,100,1808.033898305085,378.0,0.0,2.766949152542373,93.15254237288136,26.06779661016949,25.0,50.0,41.196969696969695,31.51315789473684,6410.576271186441,4137.64406779661,128.6949152542373,33.51515151515152,30.0,26.91891891891892,378224.0,244121.0,7593.0,396,150.166323184967,616.4671717171717,19.174242424242426
