Model Name,Average Inference Time (seconds),Model Load Time (seconds),Allocation Time (seconds)
convnet_L2_F128_K1x1_1_K3x3_1_W100,0.03615176439285278,1.1920928955078125e-06,0.0006985664367675781
convnet_L2_F128_K1x1_1_K3x3_1_W80,0.02564835548400879,1.6689300537109375e-06,0.0006709098815917969
convnet_L2_F128_K1x1_1_K3x3_1_W85,0.027172143459320067,1.1920928955078125e-06,0.0006837844848632812
convnet_L2_F128_K1x1_1_K3x3_1_W90,0.030630857944488527,2.384185791015625e-06,0.0012264251708984375
convnet_L2_F128_K1x1_1_K3x3_1_W95,0.035738620758056644,1.430511474609375e-06,0.00070953369140625
convnet_L2_F128_K1x1_1_K4x4_1_W100,0.05321263313293457,1.430511474609375e-06,0.0006959438323974609
convnet_L2_F128_K1x1_1_K4x4_1_W65,0.022404263019561766,1.1920928955078125e-06,0.0006403923034667969
convnet_L2_F128_K1x1_1_K4x4_1_W70,0.028922955989837646,3.5762786865234375e-06,0.0008311271667480469
convnet_L2_F128_K1x1_1_K4x4_1_W75,0.030871200561523437,1.430511474609375e-06,0.0006740093231201172
convnet_L2_F128_K1x1_1_K4x4_1_W80,0.0364730429649353,3.5762786865234375e-06,0.0008444786071777344
convnet_L2_F128_K1x1_1_K4x4_1_W85,0.040014820098876955,3.0994415283203125e-06,0.0012660026550292969
convnet_L2_F128_K1x1_1_K4x4_1_W90,0.04484410285949707,2.86102294921875e-06,0.0008373260498046875
convnet_L2_F128_K1x1_1_K4x4_1_W95,0.04485555171966553,1.430511474609375e-06,0.0007498264312744141
convnet_L2_F128_K1x1_1_K5x5_1_W100,0.06746649503707886,2.6226043701171875e-06,0.0008976459503173828
convnet_L2_F128_K1x1_1_K5x5_1_W50,0.023933706283569337,2.384185791015625e-06,0.001397848129272461
convnet_L2_F128_K1x1_1_K5x5_1_W55,0.02290590763092041,1.430511474609375e-06,0.00069427490234375
convnet_L2_F128_K1x1_1_K5x5_1_W60,0.029505021572113037,1.6689300537109375e-06,0.0006878376007080078
convnet_L2_F128_K1x1_1_K5x5_1_W65,0.029065203666687012,9.5367431640625e-07,0.0006492137908935547
convnet_L2_F128_K1x1_1_K5x5_1_W70,0.035879671573638916,2.1457672119140625e-06,0.001478433609008789
convnet_L2_F128_K1x1_1_K5x5_1_W75,0.04094498872756958,2.6226043701171875e-06,0.0010433197021484375
convnet_L2_F128_K1x1_1_K5x5_1_W80,0.043945252895355225,1.6689300537109375e-06,0.0006456375122070312
convnet_L2_F128_K1x1_1_K5x5_1_W85,0.051397349834442135,1.430511474609375e-06,0.0006918907165527344
convnet_L2_F128_K1x1_1_K5x5_1_W90,0.05524755716323852,1.430511474609375e-06,0.0006945133209228516
convnet_L2_F128_K1x1_1_K5x5_1_W95,0.06314524412155151,1.6689300537109375e-06,0.0007188320159912109
convnet_L2_F128_K1x1_1_K6x6_1_W100,0.08447601079940796,1.1920928955078125e-06,0.0006821155548095703
convnet_L2_F128_K1x1_1_K6x6_1_W45,0.019787371158599854,2.86102294921875e-06,0.0016133785247802734
convnet_L2_F128_K1x1_1_K6x6_1_W50,0.026039876937866212,3.0994415283203125e-06,0.0008990764617919922
convnet_L2_F128_K1x1_1_K6x6_1_W55,0.031848347187042235,3.0994415283203125e-06,0.0013108253479003906
convnet_L2_F128_K1x1_1_K6x6_1_W60,0.03256441116333008,2.384185791015625e-06,0.0010662078857421875
convnet_L2_F128_K1x1_1_K6x6_1_W65,0.04176231145858764,1.1920928955078125e-06,0.0006728172302246094
convnet_L2_F128_K1x1_1_K6x6_1_W70,0.044316253662109374,1.430511474609375e-06,0.0006814002990722656
convnet_L2_F128_K1x1_1_K6x6_1_W75,0.054935595989227294,2.6226043701171875e-06,0.0012745857238769531
convnet_L2_F128_K1x1_1_K6x6_1_W80,0.056440205574035646,1.9073486328125e-06,0.0006227493286132812
convnet_L2_F128_K1x1_1_K6x6_1_W85,0.0645864725112915,1.430511474609375e-06,0.0007255077362060547
convnet_L2_F128_K1x1_1_K6x6_1_W90,0.0689892077445984,1.1920928955078125e-06,0.000690460205078125
convnet_L2_F128_K1x1_1_K6x6_1_W95,0.07796607971191406,1.6689300537109375e-06,0.0007078647613525391
convnet_L2_F128_K1x1_1_K7x7_1_W100,0.10409643650054931,2.1457672119140625e-06,0.001089334487915039
convnet_L2_F128_K1x1_1_K7x7_1_W40,0.022800962924957275,1.430511474609375e-06,0.0006899833679199219
convnet_L2_F128_K1x1_1_K7x7_1_W45,0.033521225452423094,1.430511474609375e-06,0.0006811618804931641
convnet_L2_F128_K1x1_1_K7x7_1_W50,0.03080862045288086,1.430511474609375e-06,0.0006687641143798828
convnet_L2_F128_K1x1_1_K7x7_1_W55,0.034762215614318845,3.337860107421875e-06,0.0010714530944824219
convnet_L2_F128_K1x1_1_K7x7_1_W60,0.038679132461547854,1.430511474609375e-06,0.0006644725799560547
convnet_L2_F128_K1x1_1_K7x7_1_W65,0.04604402780532837,2.6226043701171875e-06,0.0009679794311523438
convnet_L2_F128_K1x1_1_K7x7_1_W70,0.053305580615997314,1.1920928955078125e-06,0.0006852149963378906
convnet_L2_F128_K1x1_1_K7x7_1_W75,0.06230999708175659,3.337860107421875e-06,0.0006978511810302734
convnet_L2_F128_K1x1_1_K7x7_1_W80,0.0686567759513855,9.5367431640625e-07,0.0006361007690429688
convnet_L2_F128_K1x1_1_K7x7_1_W85,0.0772624683380127,1.1920928955078125e-06,0.0006763935089111328
convnet_L2_F128_K1x1_1_K7x7_1_W90,0.08503888368606567,2.86102294921875e-06,0.0016508102416992188
convnet_L2_F128_K1x1_1_K7x7_1_W95,0.09337404727935791,1.1920928955078125e-06,0.0007102489471435547
convnet_L2_F128_K2x2_1_K3x3_1_W100,0.03737980842590332,2.1457672119140625e-06,0.0009815692901611328
convnet_L2_F128_K2x2_1_K3x3_1_W80,0.02599831819534302,1.1920928955078125e-06,0.0006501674652099609
convnet_L2_F128_K2x2_1_K3x3_1_W85,0.02336351156234741,1.430511474609375e-06,0.0006768703460693359
convnet_L2_F128_K2x2_1_K3x3_1_W90,0.031847121715545657,1.6689300537109375e-06,0.0007004737854003906
convnet_L2_F128_K2x2_1_K3x3_1_W95,0.035614237785339356,1.1920928955078125e-06,0.0007021427154541016
convnet_L2_F128_K2x2_1_K4x4_1_W100,0.055863611698150635,1.430511474609375e-06,0.0007026195526123047
convnet_L2_F128_K2x2_1_K4x4_1_W60,0.0216961407661438,1.1920928955078125e-06,0.0006875991821289062
convnet_L2_F128_K2x2_1_K4x4_1_W65,0.027819764614105225,1.430511474609375e-06,0.0006668567657470703
convnet_L2_F128_K2x2_1_K4x4_1_W70,0.029506857395172118,1.1920928955078125e-06,0.0006854534149169922
convnet_L2_F128_K2x2_1_K4x4_1_W75,0.0345298433303833,3.814697265625e-06,0.0011243820190429688
convnet_L2_F128_K2x2_1_K4x4_1_W80,0.03770007371902466,1.6689300537109375e-06,0.0006482601165771484
convnet_L2_F128_K2x2_1_K4x4_1_W85,0.041619222164154056,2.86102294921875e-06,0.0013430118560791016
convnet_L2_F128_K2x2_1_K4x4_1_W90,0.04679970026016236,1.6689300537109375e-06,0.0006947517395019531
convnet_L2_F128_K2x2_1_K4x4_1_W95,0.05192694187164307,1.430511474609375e-06,0.0006935596466064453
convnet_L2_F128_K2x2_1_K5x5_1_W100,0.06920151472091675,1.430511474609375e-06,0.0006887912750244141
convnet_L2_F128_K2x2_1_K5x5_1_W50,0.021980123519897463,3.0994415283203125e-06,0.0010030269622802734
convnet_L2_F128_K2x2_1_K5x5_1_W55,0.023767449855804444,1.1920928955078125e-06,0.0006320476531982422
convnet_L2_F128_K2x2_1_K5x5_1_W60,0.032584598064422605,2.384185791015625e-06,0.0013577938079833984
convnet_L2_F128_K2x2_1_K5x5_1_W65,0.03308451652526855,1.1920928955078125e-06,0.0006580352783203125
convnet_L2_F128_K2x2_1_K5x5_1_W70,0.03829981803894043,1.430511474609375e-06,0.0006632804870605469
convnet_L2_F128_K2x2_1_K5x5_1_W75,0.04158623933792114,1.430511474609375e-06,0.0006914138793945312
convnet_L2_F128_K2x2_1_K5x5_1_W80,0.04785918712615967,2.86102294921875e-06,0.0014643669128417969
convnet_L2_F128_K2x2_1_K5x5_1_W85,0.05002909660339355,1.1920928955078125e-06,0.000701904296875
convnet_L2_F128_K2x2_1_K5x5_1_W90,0.05766876697540283,1.430511474609375e-06,0.0006880760192871094
convnet_L2_F128_K2x2_1_K5x5_1_W95,0.060557548999786374,1.430511474609375e-06,0.0007109642028808594
convnet_L2_F128_K2x2_1_K6x6_1_W100,0.09067497253417969,1.430511474609375e-06,0.0007278919219970703
convnet_L2_F128_K2x2_1_K6x6_1_W40,0.01906535863876343,1.6689300537109375e-06,0.0006721019744873047
convnet_L2_F128_K2x2_1_K6x6_1_W45,0.022410991191864012,1.1920928955078125e-06,0.0006628036499023438
convnet_L2_F128_K2x2_1_K6x6_1_W50,0.028022425174713136,1.1920928955078125e-06,0.0006697177886962891
convnet_L2_F128_K2x2_1_K6x6_1_W55,0.031613035202026366,2.86102294921875e-06,0.0011889934539794922
convnet_L2_F128_K2x2_1_K6x6_1_W60,0.03865766048431397,1.6689300537109375e-06,0.0006668567657470703
convnet_L2_F128_K2x2_1_K6x6_1_W65,0.04090175628662109,1.430511474609375e-06,0.0006642341613769531
convnet_L2_F128_K2x2_1_K6x6_1_W70,0.04519568920135498,1.430511474609375e-06,0.0007579326629638672
convnet_L2_F128_K2x2_1_K6x6_1_W75,0.05246047496795654,1.430511474609375e-06,0.0006964206695556641
convnet_L2_F128_K2x2_1_K6x6_1_W80,0.061991305351257325,1.430511474609375e-06,0.0006618499755859375
convnet_L2_F128_K2x2_1_K6x6_1_W85,0.06739137172698975,1.1920928955078125e-06,0.0007147789001464844
