model_name,file_name,num_inferences,total_time (s),load_time (s),alloc_time (s),inference_time (s),average_latency (s)
convnet_L2_F128_K1x1_1_K3x3_1_W100,convnet_L2_F128_K1x1_1_K3x3_1_W100.trt,1802,66.9109673500061,5.107997417449951,1.1920928955078125e-06,60.13260746002197,0.032703879406131994
convnet_L2_F128_K1x1_1_K3x3_1_W80,convnet_L2_F128_K1x1_1_K3x3_1_W80.trt,2616,67.5596113204956,5.469296932220459,9.5367431640625e-07,60.122188091278076,0.02251588623822647
convnet_L2_F128_K1x1_1_K3x3_1_W85,convnet_L2_F128_K1x1_1_K3x3_1_W85.trt,2058,67.55142998695374,5.438947916030884,7.152557373046875e-07,60.124953269958496,0.028560944850057855
convnet_L2_F128_K1x1_1_K3x3_1_W90,convnet_L2_F128_K1x1_1_K3x3_1_W90.trt,1949,67.68615221977234,5.6131980419158936,9.5367431640625e-07,60.14720964431763,0.030245891040627807
convnet_L2_F128_K1x1_1_K3x3_1_W95,convnet_L2_F128_K1x1_1_K3x3_1_W95.trt,1691,67.62004590034485,5.510171413421631,4.76837158203125e-07,60.15334701538086,0.034931169044047965
convnet_L2_F128_K1x1_1_K4x4_1_W100,convnet_L2_F128_K1x1_1_K4x4_1_W100.trt,1116,67.74927115440369,5.555101633071899,1.1920928955078125e-06,60.137742042541504,0.05315992310910242
convnet_L2_F128_K1x1_1_K4x4_1_W65,convnet_L2_F128_K1x1_1_K4x4_1_W65.trt,2472,67.59468913078308,5.4887309074401855,7.152557373046875e-07,60.136688232421875,0.023792674529899673
convnet_L2_F128_K1x1_1_K4x4_1_W70,convnet_L2_F128_K1x1_1_K4x4_1_W70.trt,1984,67.61411261558533,5.448246955871582,7.152557373046875e-07,60.147966384887695,0.02965605679538942
convnet_L2_F128_K1x1_1_K4x4_1_W75,convnet_L2_F128_K1x1_1_K4x4_1_W75.trt,1950,67.66016864776611,5.534395933151245,4.76837158203125e-07,60.14027786254883,0.030238197155487843
convnet_L2_F128_K1x1_1_K4x4_1_W80,convnet_L2_F128_K1x1_1_K4x4_1_W80.trt,1587,67.68750667572021,5.438530921936035,4.76837158203125e-07,60.142637729644775,0.03717278382578359
convnet_L2_F128_K1x1_1_K4x4_1_W85,convnet_L2_F128_K1x1_1_K4x4_1_W85.trt,1481,67.51100254058838,5.411350965499878,7.152557373046875e-07,60.14429759979248,0.03992376482060115
convnet_L2_F128_K1x1_1_K4x4_1_W90,convnet_L2_F128_K1x1_1_K4x4_1_W90.trt,1468,67.80624961853027,5.508369207382202,4.76837158203125e-07,60.14645266532898,0.04029431411291013
