Model Name,Layers,Total Parameters,Total MACs,Network Type,Input Size,Avrg_RAM,Avrg_SWAP,Avrg_IRAM,Avrg_CPU,Avrg_GPU,Avrg_EMC_FREQ,Avrg_APE,Avrg_PMIC,Avrg_AO,Avrg_THERMAL,Avrg_POM_5V_IN,Avrg_POM_5V_GPU,Avrg_POM_5V_CPU,Avrg_GPU_TEMP,Avrg_PLL,Avrg_CPU_TEMP,Total_POM_5V_IN,Total_POM_5V_GPU,Total_POM_5V_CPU,num_inferences,average_latency(ms),GPU_energy_per_inference,CPU_energy_per_inference
convnet_L3_F1024_K4x4_W10,3,35337226,5259390986,ConvNet,10,1793.0169491525423,357.0,0.0,3.906779661016949,89.96610169491525,10.76271186440678,25.0,50.0,41.196969696969695,31.477272727272727,5912.322033898305,4017.254237288136,130.74576271186442,29.942857142857143,26.807692307692307,33.24,348827.0,237018.0,7714.0,655,91.15118265151969,361.8595419847328,11.777099236641222
convnet_L4_F64_K4x4_W100,4,7122186,2126894986,ConvNet,100,1708.0,330.0,0.0,8.292372881355933,86.72881355932203,22.54237288135593,25.0,50.0,39.785714285714285,31.19117647058824,5692.423728813559,3481.983050847457,160.77966101694915,30.0,26.63157894736842,32.25,335853.0,205437.0,9486.0,1650,35.2606415748596,124.50727272727272,5.749090909090909
convnet_L4_F128_K3x3_W70,4,6718346,2193318410,ConvNet,70,1699.135593220339,355.0,0.0,9.991525423728811,79.0677966101695,47.32203389830509,25.0,50.0,38.65151515151515,30.345454545454544,5917.084745762712,3244.491525423729,167.5593220338983,29.07692307692308,26.09523809523809,31.6,349108.0,191425.0,9886.0,2021,31.494500637054397,94.71796140524494,4.8916378030677885
convnet_L4_F128_K3x3_W80,4,8638346,2864742410,ConvNet,80,1712.0677966101696,355.0,0.0,9.016949152542374,83.79661016949153,40.54237288135593,25.0,50.0,39.04285714285714,30.494444444444444,5799.169491525424,3366.6610169491523,165.135593220339,29.33333333333333,26.28125,31.68,342151.0,198633.0,9743.0,1902,30.3107714653015,104.43375394321767,5.122502628811777
convnet_L4_F128_K3x3_W90,4,10814346,3625689610,ConvNet,90,1723.051724137931,355.0,0.0,7.2155172413793105,85.93103448275862,50.5,25.0,50.0,39.5,30.664772727272727,6243.103448275862,3462.8275862068967,133.3448275862069,29.571428571428573,26.55555555555556,31.86206896551724,362100.0,200844.0,7734.0,1321,44.1437053680419,152.03936411809235,5.854655563966692
convnet_L4_F128_K3x3_W100,4,13246346,4476160010,ConvNet,100,1738.050847457627,355.0,0.0,6.305084745762712,85.33898305084746,52.49152542372882,25.0,50.0,38.741379310344826,30.21511627906977,6335.338983050848,3503.271186440678,142.72881355932202,29.192307692307693,26.28125,31.625,373785.0,206693.0,8421.0,1084,54.087693691253605,190.67619926199262,7.768450184501845
convnet_L4_F128_K2x2_W100,4,16254986,2375353610,ConvNet,100,1992.0,355.0,0.0,8.177966101694915,93.01694915254237,35.898305084745765,25.0,50.0,38.07142857142857,29.80952380952381,5587.033898305085,3045.3050847457625,166.47457627118644,28.90625,26.03125,31.103448275862068,329635.0,179673.0,9822.0,997,59.8600649833679,180.2136409227683,9.851554663991976
convnet_L4_F128_K4x4_W50,4,4525578,2230736650,ConvNet,50,1687.0169491525423,355.0,0.0,9.004237288135593,85.44067796610169,16.64406779661017,25.0,50.0,41.01428571428571,31.67934782608696,5811.169491525424,3765.864406779661,159.01694915254237,30.041666666666668,27.02439024390244,33.23529411764706,342859.0,222186.0,9382.0,1824,31.9473767280578,121.8125,5.143640350877193
convnet_L4_F128_K4x4_W60,4,6035978,3151978250,ConvNet,60,1693.033898305085,355.0,0.0,7.533898305084746,87.8135593220339,10.898305084745765,25.0,50.0,41.27777777777778,31.944444444444443,5966.508474576272,4063.71186440678,151.10169491525423,30.13636363636364,26.942857142857143,33.628571428571426,352024.0,239759.0,8915.0,1410,42.041862010955796,170.0418439716312,6.322695035460993
convnet_L4_F128_K4x4_W70,4,7802378,4232093450,ConvNet,70,1705.0,355.0,0.0,5.6991525423728815,89.20338983050847,18.59322033898305,25.0,50.0,41.4,31.828125,6192.864406779661,4132.423728813559,133.3728813559322,30.043478260869566,27.0,33.48837209302326,365379.0,243813.0,7869.0,1049,56.5984892845153,232.42421353670161,7.5014299332697805
convnet_L4_F128_K4x4_W80,4,9824778,5471082250,ConvNet,80,1712.966101694915,355.0,0.0,4.9491525423728815,91.40677966101696,19.372881355932204,25.0,50.0,41.64634146341464,32.06944444444444,6231.508474576272,4161.593220338983,133.20338983050848,30.225806451612904,27.0,33.911764705882355,367659.0,245534.0,7859.0,832,71.4772629737854,295.1129807692308,9.445913461538462
convnet_L4_F128_K4x4_W90,4,12103178,6868944650,ConvNet,90,1730.3898305084747,355.0,0.0,4.372881355932203,92.49152542372882,19.47457627118644,25.0,50.0,41.21428571428572,31.842391304347824,6288.847457627118,4199.220338983051,133.79661016949152,30.153846153846157,26.89655172413793,33.78125,371042.0,247754.0,7894.0,672,88.9288163185119,368.6815476190476,11.74702380952381
convnet_L4_F128_K4x4_W100,4,14637578,8425680650,ConvNet,100,1740.0,355.0,0.0,3.8813559322033897,92.67796610169492,20.389830508474574,25.0,50.0,42.11111111111112,32.32608695652174,6422.728813559322,4298.525423728814,128.8135593220339,30.653846153846157,27.28125,33.827586206896555,378941.0,253613.0,7600.0,557,106.5838432312011,455.31956912028727,13.644524236983843
convnet_L4_F256_K1x1_W100,4,30058250,2258756618,ConvNet,100,2045.2372881355927,355.0,0.0,7.135593220338983,94.98305084745763,30.0,25.0,50.0,37.23913043478261,29.275510204081638,4970.0,2636.64406779661,162.6271186440678,28.058823529411764,25.875,30.44,293230.0,155562.0,9595.0,739,80.0153160095214,210.50338294993233,12.983761840324764
convnet_L4_F256_K3x3_W40,4,5873418,2847948810,ConvNet,40,1698.0,354.0,0.0,9.690677966101696,85.23728813559322,42.30508474576271,25.0,50.0,41.388888888888886,32.442708333333336,6507.186440677966,4001.4406779661017,166.52542372881356,30.966666666666665,27.9,33.96296296296296,383924.0,236085.0,9825.0,2154,27.2129154205322,109.60306406685237,4.561281337047354
convnet_L4_F256_K3x3_W50,4,8177418,4449920010,ConvNet,50,1711.033898305085,354.0,0.0,6.639830508474576,86.67796610169492,50.6271186440678,25.0,50.0,40.96428571428572,32.22093023255814,6706.033898305085,3972.796610169492,140.94915254237287,30.83870967741936,27.5,33.65384615384615,395656.0,234395.0,8316.0,1218,51.5343260765075,192.44252873563218,6.827586206896552
convnet_L4_F256_K3x3_W60,4,10993418,6407884810,ConvNet,60,1727.050847457627,354.0,0.0,6.1440677966101696,88.22033898305085,45.644067796610166,25.0,50.0,41.7,32.26875,6799.864406779661,4231.474576271186,147.03389830508473,30.86206896551724,27.51515151515152,33.78378378378378,401192.0,249657.0,8675.0,1078,54.8135042190551,231.59276437847868,8.04730983302412
convnet_L4_F256_K3x3_W70,4,14321418,8721843210,ConvNet,70,1741.0,354.0,0.0,4.872881355932203,93.03389830508476,54.23728813559322,25.0,50.0,41.62820512820513,32.375,7110.949152542373,4285.169491525424,129.76271186440678,30.92,27.65714285714286,34.06896551724138,419546.0,252825.0,7656.0,753,79.57525014877311,335.7569721115538,10.167330677290837
convnet_L4_F256_K3x3_W80,4,18161418,11391795210,ConvNet,80,1757.0169491525423,354.0,0.0,4.593220338983051,92.1186440677966,58.13559322033898,25.0,50.0,41.78125,32.36702127659574,7187.322033898305,4316.169491525424,137.72881355932202,30.97058823529412,27.62962962962963,34.02857142857143,424052.0,254654.0,8126.0,656,91.5790486335754,388.1920731707317,12.387195121951219
convnet_L4_F256_K3x3_W90,4,22513418,14417740810,ConvNet,90,1783.627118644068,354.0,0.0,3.733050847457627,93.23728813559322,55.30508474576271,25.0,50.0,41.9,32.457317073170735,7211.966101694915,4322.864406779661,144.05084745762713,31.205882352941178,27.70967741935484,34.16129032258065,425506.0,255049.0,8499.0,479,124.1327810287475,532.4613778705636,17.74321503131524
convnet_L4_F256_K3x3_W100,4,27377418,17799680010,ConvNet,100,1803.033898305085,354.0,0.0,2.98728813559322,93.44067796610167,56.271186440677965,25.0,50.0,41.23076923076923,32.19886363636363,7110.813559322034,4238.542372881356,132.3050847457627,30.55555555555556,27.57692307692308,33.59375,419538.0,250074.0,7806.0,382,156.23230457305908,654.6439790575917,20.43455497382199
convnet_L4_F256_K2x2_W50,4,10631178,2764155402,ConvNet,50,1957.0,354.0,0.0,8.978813559322035,86.84745762711864,27.135593220338983,25.0,50.0,38.69444444444444,29.94186046511628,5674.9152542372885,3396.983050847457,165.57627118644066,28.8,25.870967741935484,31.615384615384617,334820.0,200422.0,9769.0,1110,54.3918561935424,180.56036036036036,8.800900900900901
convnet_L4_F256_K2x2_W60,4,14061578,3779062282,ConvNet,60,1974.0169491525423,354.0,0.0,8.063559322033898,88.62711864406779,28.52542372881356,25.0,50.0,38.983870967741936,30.07075471698113,5742.322033898305,3451.71186440678,153.4915254237288,28.689655172413797,25.743589743589745,31.48275862068965,338797.0,203651.0,9056.0,857,70.8906102180481,237.63243873978996,10.567094515752625
convnet_L4_F256_K2x2_W70,4,18003978,4952586762,ConvNet,70,1992.0169491525423,354.0,0.0,7.258474576271187,91.28813559322032,29.74576271186441,25.0,50.0,38.810344827586206,30.3031914893617,5892.64406779661,3556.813559322034,144.23728813559322,29.14814814814815,25.852941176470587,31.916666666666668,347666.0,209852.0,8510.0,674,87.33222007751459,311.35311572700294,12.626112759643917
convnet_L4_F256_K2x2_W80,4,22458378,6284728842,ConvNet,80,2010.0169491525423,354.0,0.0,5.521186440677966,91.47457627118644,30.440677966101696,25.0,50.0,39.46875,30.670212765957448,5979.728813559322,3642.9661016949153,138.52542372881356,29.51515151515152,26.03703703703704,31.96875,352804.0,214935.0,8173.0,547,110.1876306533813,392.9341864716636,14.941499085923217
convnet_L4_F256_K2x2_W90,4,27424778,7775488522,ConvNet,90,2031.2711864406776,354.0,0.0,4.906779661016949,93.98305084745763,20.372881355932204,25.0,50.0,39.016129032258064,30.925531914893615,5217.050847457627,3189.983050847457,153.59322033898306,29.5,26.5,31.678571428571427,307806.0,188209.0,9062.0,474,126.60923480987549,397.06540084388183,19.11814345991561
convnet_L4_F256_K2x2_W100,4,32903178,9424865802,ConvNet,100,2056.0,354.0,0.0,4.567796610169491,93.30508474576273,20.491525423728813,25.0,50.0,39.09375,30.329545454545453,5926.101694915255,3851.3898305084745,128.10169491525423,28.791666666666668,25.65625,32.13793103448276,349640.0,227232.0,7558.0,397,153.82658004760742,572.3727959697733,19.037783375314863
convnet_L4_F256_K4x4_W30,4,6118410,3443645962,ConvNet,30,1688.0,354.0,0.0,7.245762711864407,87.64406779661017,13.64406779661017,25.0,50.0,42.196969696969695,32.416666666666664,6064.406779661017,4108.576271186441,132.76271186440678,30.906976744186046,27.032258064516128,33.97222222222222,357800.0,242406.0,7833.0,1338,45.7994794845581,181.17040358744396,5.854260089686099
convnet_L4_F256_K4x4_W40,4,8115210,5846011402,ConvNet,40,1696.0,354.0,0.0,4.953389830508475,89.38983050847457,14.559322033898304,25.0,50.0,42.08620689655172,32.127906976744185,6282.559322033899,4283.423728813559,143.05084745762713,30.58620689655172,26.864864864864863,33.74193548387097,370671.0,252722.0,8440.0,845,69.9677324295044,299.0792899408284,9.988165680473372
convnet_L4_F256_K4x4_W50,4,10624010,8880696842,ConvNet,50,1710.4237288135594,334.1186440677966,0.0,3.961864406779661,95.23728813559322,15.47457627118644,25.0,50.0,42.35294117647059,32.135416666666664,6367.830508474576,4377.016949152542,123.96610169491524,30.703703703703702,26.90322580645161,34.0,375702.0,258244.0,7314.0,580,103.9519882202148,445.24827586206897,12.610344827586207
convnet_L4_F512_K1x1_W50,4,18013706,2495930378,ConvNet,50,1979.0,331.0,0.0,8.122881355932204,85.54237288135593,44.32203389830509,25.0,50.0,38.35714285714285,30.25,5680.813559322034,3047.898305084746,156.40677966101694,29.041666666666668,26.23809523809524,31.272727272727277,335168.0,179826.0,9228.0,900,66.1473894119262,199.80666666666667,10.253333333333334
convnet_L4_F512_K1x1_W60,4,24464906,3466037258,ConvNet,60,2006.033898305085,330.0,0.0,7.152542372881356,94.40677966101696,45.01694915254237,25.0,50.0,38.06410256410256,30.04878048780488,5777.067796610169,2994.254237288136,146.77966101694915,29.0,26.210526315789476,30.85185185185185,340847.0,176661.0,8660.0,705,84.66064214706421,250.58297872340427,12.28368794326241
convnet_L4_F512_K1x1_W70,4,31940106,4595171338,ConvNet,70,2039.0,330.0,0.0,5.622881355932203,93.67796610169492,32.86440677966102,25.0,50.0,38.76470588235294,29.976744186046517,5599.35593220339,3258.610169491525,149.6271186440678,28.928571428571427,26.03448275862069,31.45833333333333,330362.0,192258.0,8828.0,563,107.42187261581421,341.4884547069272,15.680284191829484
convnet_L4_F512_K1x1_W80,4,40439306,5883332618,ConvNet,80,2074.254237288136,330.0,0.0,4.6991525423728815,98.0677966101695,33.847457627118644,25.0,50.0,38.43333333333333,29.885416666666668,5502.237288135593,3152.6610169491523,149.88135593220338,28.8125,25.857142857142858,30.64102564102564,324632.0,186007.0,8843.0,441,134.9587273597717,421.7845804988662,20.052154195011337
convnet_L4_F512_K1x1_W90,4,49962506,7330521098,ConvNet,90,2114.0169491525426,330.0,0.0,4.906779661016949,94.66101694915254,32.016949152542374,25.0,50.0,38.42857142857143,29.93421052631579,5599.796610169492,3214.406779661017,144.1864406779661,28.580645161290324,25.952380952380956,30.7,330388.0,189650.0,8507.0,374,160.0738286972046,507.0855614973262,22.745989304812834
convnet_L4_F512_K1x1_W100,4,60509706,8936736778,ConvNet,100,2172.0169491525426,331.0,0.0,3.4237288135593222,92.67796610169492,46.49152542372882,25.0,50.0,38.63513513513514,30.25,5869.016949152542,3156.423728813559,144.59322033898306,29.310344827586206,26.40740740740741,31.08695652173913,346272.0,186229.0,8531.0,277,215.51958560943598,672.3068592057762,30.79783393501805
convnet_L4_F512_K3x3_W20,4,9141770,2839552010,ConvNet,20,1744.0,330.0,0.0,8.362068965517242,83.22413793103448,45.96551724137931,25.0,50.0,41.24074074074074,31.55,6786.275862068966,4159.310344827586,152.29310344827587,30.41176470588235,27.0,32.90909090909091,393604.0,241240.0,8833.0,1658,35.108330249786306,145.5006031363088,5.327503015681544
convnet_L4_F512_K3x3_W30,4,11701770,6388992010,ConvNet,30,1754.084745762712,330.0,0.0,6.703389830508475,86.86440677966101,52.983050847457626,25.0,50.0,42.25,32.744791666666664,7220.762711864407,4521.864406779661,135.66101694915255,31.34285714285714,27.846153846153847,33.875,426025.0,266790.0,8004.0,1198,49.142394065856905,222.69616026711185,6.681135225375626
convnet_L4_F512_K2x2_W20,4,8396810,2674496522,ConvNet,20,1937.0,330.0,0.0,8.258474576271187,85.64406779661017,22.322033898305083,25.0,50.0,39.20967741935484,30.5,5604.677966101695,3390.610169491525,158.57627118644066,29.12,26.0,31.766666666666666,330676.0,200046.0,9356.0,1079,55.1920199394226,185.3994439295644,8.670991658943466
convnet_L4_F512_K2x2_W30,4,12185610,4822152202,ConvNet,30,1955.3050847457628,330.0,0.0,6.533898305084746,87.9322033898305,17.54237288135593,25.0,50.0,40.564516129032256,31.14102564102564,6016.135593220339,4003.169491525424,147.4915254237288,29.72,26.24,32.666666666666664,354952.0,236187.0,8702.0,780,78.3991599082946,302.80384615384617,11.156410256410256
convnet_L4_F512_K2x2_W40,4,16998410,7601615882,ConvNet,40,1975.0677966101696,330.0,0.0,4.838983050847458,94.05084745762711,25.28813559322034,25.0,50.0,40.083333333333336,30.99404761904762,6096.372881355932,3827.0508474576272,131.47457627118644,29.741935483870968,26.642857142857142,32.29032258064516,359686.0,225796.0,7757.0,452,132.3179221153259,499.5486725663717,17.161504424778762
convnet_L4_F512_K4x4_W10,4,13613066,2139200522,ConvNet,10,1709.0169491525423,330.0,0.0,8.254237288135593,84.91525423728814,10.40677966101695,25.0,50.0,41.5,32.05263157894737,5752.406779661017,3856.9491525423728,139.5084745762712,30.9375,27.0,33.61538461538461,339392.0,227560.0,8231.0,1583,39.4679522514343,143.75236891977258,5.199620972836387
convnet_L4_F512_K4x4_W20,4,15558666,6679575562,ConvNet,20,1720.0,330.0,0.0,4.711864406779661,92.08474576271186,12.66101694915254,25.0,50.0,42.30555555555556,32.23809523809524,6371.271186440678,4420.9152542372885,135.16949152542372,30.785714285714285,26.71875,34.07407407407408,375905.0,260834.0,7975.0,718,82.9629683494567,363.2785515320334,11.107242339832869
convnet_L4_F1024_K1x1_W20,4,11181066,2146996234,ConvNet,20,1948.0,355.0,0.0,9.652542372881356,92.91525423728814,30.05084745762712,25.0,50.0,39.25,30.93103448275862,5503.237288135593,3068.898305084746,171.3728813559322,29.96551724137931,27.0,32.02857142857143,324691.0,181065.0,10111.0,1125,54.408464431762695,160.94666666666666,8.987555555555556
convnet_L4_F1024_K1x1_W30,4,17939466,4108222474,ConvNet,30,1976.0,355.0,0.0,7.279661016949152,89.72881355932203,27.52542372881356,25.0,50.0,40.067567567567565,31.09523809523809,5904.423728813559,3671.491525423729,147.76271186440678,29.90909090909091,26.848484848484848,32.733333333333334,348361.0,216618.0,8718.0,815,73.5385251045227,265.7889570552147,10.696932515337423
convnet_L4_F1024_K1x1_W40,4,26745866,6702075914,ConvNet,40,2014.830508474576,355.0,0.0,5.330508474576271,95.66101694915254,37.71186440677966,25.0,50.0,38.22222222222222,30.761111111111116,5427.779661016949,2738.813559322034,155.27118644067798,29.379310344827587,26.724137931034484,31.096774193548388,320239.0,161590.0,9161.0,473,126.576542854309,341.6279069767442,19.367864693446087
convnet_L4_F1024_K1x1_W50,4,37600266,9928556554,ConvNet,50,2058.3793103448274,355.0,0.0,4.112068965517241,99.0,41.689655172413794,25.0,50.0,38.15625,31.146341463414632,5751.758620689655,2833.5172413793102,135.9655172413793,29.541666666666668,26.928571428571427,31.0,333602.0,164344.0,7886.0,353,170.56892395019528,465.5637393767705,22.339943342776206
convnet_L4_F1024_K3x3_W10,4,29367306,2835353610,ConvNet,10,1772.915254237288,355.0,0.0,7.737288135593221,86.67796610169492,15.033898305084746,25.0,50.0,41.39473684210526,31.682926829268293,6204.016949152542,4104.474576271186,142.67796610169492,29.97142857142857,26.714285714285715,33.36363636363637,366037.0,242164.0,8418.0,1406,42.582848072052,172.23613086770982,5.987197724039829
convnet_L4_F1024_K2x2_W10,4,17555466,4626262026,ConvNet,10,1976.0,355.0,0.0,6.978813559322034,93.10169491525424,13.745762711864408,25.0,50.0,41.1578947368421,31.48837209302325,6028.8983050847455,4061.338983050848,153.88135593220338,30.0,26.818181818181817,33.291666666666664,355705.0,239619.0,9079.0,866,69.51358556747431,276.69630484988454,10.483833718244803
convnet_L4_F1024_K4x4_W10,4,52391946,8548202506,ConvNet,10,1931.033898305085,355.0,0.0,4.211864406779661,95.38983050847456,11.186440677966102,25.0,50.0,41.34848484848485,31.452380952380956,6167.983050847458,4191.881355932203,142.01694915254237,29.741935483870968,26.5,33.32258064516129,363911.0,247321.0,8379.0,451,132.501368522644,548.3835920177384,18.57871396895787
convnet_L5_F64_K4x4_W90,5,6041546,2326039626,ConvNet,90,1706.6610169491526,328.0,0.0,8.228813559322035,88.08474576271186,11.694915254237287,25.0,50.0,39.770270270270274,30.44117647058824,5518.423728813559,3699.423728813559,157.98305084745763,29.0,25.97222222222222,32.035714285714285,325587.0,218266.0,9321.0,1738,41.7658495903015,125.58457997698504,5.363060989643268
convnet_L5_F64_K4x4_W100,5,7321546,2850268746,ConvNet,100,1714.0,328.0,0.0,7.970338983050848,87.15254237288136,11.796610169491526,25.0,50.0,40.25757575757576,30.785714285714285,5656.406779661017,3739.203389830509,166.98305084745763,29.43478260869565,26.02777777777778,32.22727272727273,333728.0,220613.0,9852.0,1431,40.2108836174011,154.16701607267646,6.884696016771488
convnet_L5_F128_K3x3_W60,5,5201930,2142720010,ConvNet,60,1693.0,330.0,0.0,10.830508474576272,84.35593220338983,39.25423728813559,25.0,50.0,39.74242424242424,31.19270833333333,5995.64406779661,3537.898305084746,173.05084745762713,30.0,26.83783783783784,32.416666666666664,353743.0,208736.0,10210.0,2467,23.051109313964798,84.61126874746655,4.138629914876368
convnet_L5_F128_K3x3_W70,5,6865930,2916480010,ConvNet,70,1699.7118644067796,330.0,0.0,9.046610169491526,87.20338983050847,48.69491525423729,25.0,50.0,39.6875,31.039473684210527,6287.796610169492,3555.610169491525,162.3728813559322,29.94871794871795,26.825,32.21052631578947,370980.0,209781.0,9580.0,1723,34.5684432983398,121.75333720255368,5.560069645966338
convnet_L5_F128_K3x3_W80,5,8785930,3809280010,ConvNet,80,1710.0,330.0,0.0,8.279661016949152,86.83050847457628,53.3728813559322,25.0,50.0,39.78947368421053,31.22023809523809,6386.762711864407,3610.0338983050847,167.64406779661016,30.0,27.074074074074076,32.52,376819.0,212992.0,9891.0,1496,38.7311697006225,142.37433155080214,6.6116310160427805
convnet_L5_F128_K3x3_W90,5,10961930,4821120010,ConvNet,90,1723.0,330.0,0.0,6.601694915254237,93.03389830508476,52.1864406779661,25.0,50.0,40.293103448275865,31.63586956521739,6417.457627118644,3656.627118644068,146.11864406779662,30.296296296296298,27.185185185185187,33.03448275862069,378630.0,215741.0,8621.0,1128,53.2380533218383,191.25975177304966,7.6427304964539005
convnet_L5_F128_K3x3_W100,5,13393930,5952000010,ConvNet,100,1736.0,330.0,0.0,5.711206896551724,87.5,52.810344827586206,25.0,50.0,39.20967741935484,30.875,6555.379310344828,3741.1724137931033,127.36206896551724,29.695652173913043,26.53125,32.16216216216216,380212.0,216988.0,7387.0,900,65.170361995697,241.09777777777776,8.207777777777778
convnet_L5_F128_K2x2_W80,5,11816330,2177188490,ConvNet,80,1967.8135593220336,330.0,0.0,9.936440677966102,82.77966101694915,32.067796610169495,25.0,50.0,38.14705882352941,29.90853658536585,5415.423728813559,3000.966101694916,184.22033898305085,28.9375,25.97142857142857,31.13636363636364,319510.0,177057.0,10869.0,1142,53.9191269874572,155.04115586690017,9.517513134851137
convnet_L5_F128_K2x2_W90,5,14376330,2684350090,ConvNet,90,1977.5254237288136,330.0,0.0,8.59322033898305,85.40677966101696,32.32203389830509,25.0,50.0,38.13636363636363,29.92763157894737,5613.745762711865,3173.271186440678,172.0,28.96551724137931,25.93548387096774,31.10810810810811,331211.0,187223.0,10148.0,912,68.5973119735717,205.28837719298247,11.12719298245614
convnet_L5_F128_K2x2_W100,5,17192330,3244631690,ConvNet,100,1995.0,330.0,0.0,7.906779661016949,90.1864406779661,33.898305084745765,25.0,50.0,38.91176470588236,30.41860465116279,5701.593220338983,3236.423728813559,160.74576271186442,29.31578947368421,26.423076923076923,31.68,336394.0,190949.0,9484.0,810,73.3621549606323,235.7395061728395,11.708641975308643
convnet_L5_F128_K4x4_W50,5,4927370,3024248970,ConvNet,50,1682.2372881355932,330.0,0.0,7.843220338983051,88.28813559322033,15.542372881355933,25.0,50.0,41.40909090909091,32.01744186046512,6018.186440677966,4001.169491525424,157.84745762711864,30.40909090909091,26.97142857142857,33.714285714285715,355073.0,236069.0,9313.0,1453,42.6227855682373,162.47006194081212,6.40949759119064
convnet_L5_F128_K4x4_W60,5,6463370,4260242570,ConvNet,60,1695.033898305085,329.0,0.0,6.2923728813559325,86.49152542372882,16.54237288135593,25.0,50.0,41.30555555555556,31.920212765957448,6034.203389830508,4015.4745762711855,137.83050847457628,30.142857142857142,27.0,33.48275862068966,356018.0,236913.0,8132.0,1072,55.7108187675476,221.0009328358209,7.585820895522388
convnet_L5_F128_K4x4_W70,5,8255370,5707564170,ConvNet,70,1702.3898305084747,329.0,0.0,5.402542372881356,91.61016949152544,11.694915254237287,25.0,50.0,41.73529411764706,32.09782608695652,6196.3050847457625,4296.101694915255,136.08474576271186,30.3,27.0,33.94117647058823,365582.0,253470.0,8029.0,862,68.4575080871582,294.0487238979118,9.314385150812065
convnet_L5_F128_K4x4_W80,5,10303370,7366213770,ConvNet,80,1713.5762711864406,329.0,0.0,4.3940677966101696,90.83050847457628,18.084745762711865,25.0,50.0,41.39655172413793,32.22674418604651,6167.8983050847455,3995.898305084746,142.15254237288136,30.4,27.103448275862068,33.63333333333333,363906.0,235758.0,8387.0,647,90.9224295616149,364.38639876352397,12.9629057187017
convnet_L5_F128_K4x4_W90,5,12607370,9236191370,ConvNet,90,1726.0169491525423,329.0,0.0,4.101694915254237,93.77966101694916,18.135593220338983,25.0,50.0,41.741379310344826,32.27717391304348,6369.271186440678,4290.35593220339,145.20338983050848,30.61764705882353,27.19047619047619,34.41935483870968,375787.0,253131.0,8567.0,526,112.67728805541991,481.2376425855513,16.287072243346007
convnet_L5_F256_K1x1_W80,5,21000202,2020855818,ConvNet,80,2000.0,329.0,0.0,8.148305084745763,90.54237288135592,44.71186440677966,25.0,50.0,37.12857142857143,29.23809523809524,5477.745762711865,2748.254237288136,182.728813559322,28.09375,25.9375,30.3125,323187.0,162147.0,10781.0,858,70.5609846115112,188.9825174825175,12.565268065268064
convnet_L5_F256_K1x1_W90,5,25864202,2511730698,ConvNet,90,2025.0,329.0,0.0,7.860169491525424,89.94915254237289,29.11864406779661,25.0,50.0,37.21428571428572,29.11875,5114.6949152542375,2806.898305084746,170.8135593220339,28.03125,25.7,30.28125,301767.0,165607.0,10078.0,795,75.4998469352722,208.31069182389936,12.676729559748427
convnet_L5_F256_K1x1_W100,5,31240202,3055955978,ConvNet,100,2048.4745762711864,329.0,0.0,7.237288135593221,94.84745762711864,31.983050847457623,25.0,50.0,37.854838709677416,29.87244897959184,5225.64406779661,2834.745762711864,152.33898305084745,29.0,26.0,30.705882352941178,308313.0,167250.0,8988.0,618,96.4833211898803,270.63106796116506,14.54368932038835
convnet_L5_F256_K3x3_W30,5,4671498,2133043210,ConvNet,30,1695.0,329.0,0.0,11.635593220338984,78.47457627118644,44.42372881355932,25.0,50.0,41.05172413793103,31.75609756097561,6414.067796610169,3834.593220338983,177.08474576271186,30.625,27.647058823529413,33.29032258064516,378430.0,226241.0,10448.0,2860,19.159355163574197,79.10524475524475,3.653146853146853
convnet_L5_F256_K3x3_W40,5,6463498,3792076810,ConvNet,40,1704.0,329.0,0.0,8.724576271186441,84.32203389830508,50.08474576271186,25.0,50.0,41.28787878787879,31.95212765957447,6867.661016949152,4183.576271186441,159.79661016949152,30.67567567567568,27.647058823529413,33.7027027027027,405192.0,246831.0,9428.0,1678,36.2396073341369,147.0983313468415,5.618593563766389
convnet_L5_F256_K3x3_W50,5,8767498,5925120010,ConvNet,50,1715.6440677966102,329.0,0.0,6.241525423728813,89.67796610169492,47.22033898305085,25.0,50.0,41.66216216216216,32.13333333333333,6865.322033898305,4242.0,138.57627118644066,30.870967741935484,27.741935483870968,33.6551724137931,405054.0,250278.0,8176.0,1021,58.513936996459904,245.13026444662097,8.007835455435847
convnet_L5_F256_K3x3_W60,5,11583498,8532172810,ConvNet,60,1727.603448275862,329.0,0.0,5.495689655172414,92.10344827586206,54.51724137931034,25.0,50.0,41.983870967741936,32.369565217391305,7263.982758620689,4450.137931034483,128.24137931034485,31.06896551724138,28.0,34.035714285714285,421311.0,258108.0,7438.0,839,71.8244528770446,307.6376638855781,8.865315852205006
convnet_L5_F256_K3x3_W70,5,14911498,11613235210,ConvNet,70,1746.5593220338983,329.0,0.0,4.487288135593221,92.84745762711864,55.0,25.0,50.0,42.28787878787879,32.66,7230.491525423728,4423.457627118644,132.71186440677965,31.25925925925926,27.967741935483872,34.35294117647059,426599.0,260984.0,7830.0,607,97.8920125961303,429.95716639209223,12.899505766062603
