Model Name,Layers,Total Parameters,Total MACs,Network Type,Input Size,Avrg_RAM,Avrg_SWAP,Avrg_IRAM,Avrg_CPU,Avrg_GPU,Avrg_EMC_FREQ,Avrg_APE,Avrg_PMIC,Avrg_AO,Avrg_THERMAL,Avrg_POM_5V_IN,Avrg_POM_5V_GPU,Avrg_POM_5V_CPU,Avrg_GPU_TEMP,Avrg_PLL,Avrg_CPU_TEMP,Total_POM_5V_IN,Total_POM_5V_GPU,Total_POM_5V_CPU,num_inferences,average_latency(ms),GPU_energy_per_inference,CPU_energy_per_inference
convnet_L2_F256_K4x4_W60,2,10902026,4088227082,ConvNet,60,1711.0169491525423,358.0,0.0,5.177966101694915,92.35593220338984,21.16949152542373,25.0,50.0,39.36666666666667,30.302884615384617,5797.169491525424,3626.35593220339,131.72881355932202,28.92,25.791666666666668,31.653846153846157,342033.0,213955.0,7772.0,1002,58.2570672035217,213.52794411177643,7.756487025948104
convnet_L2_F256_K4x4_W70,2,14332426,5513650442,ConvNet,70,1722.0169491525423,358.0,0.0,3.9322033898305087,90.1186440677966,24.559322033898304,25.0,50.0,40.22413793103448,31.022222222222226,6217.016949152542,4017.152542372881,129.84745762711864,29.541666666666668,26.096774193548388,32.65384615384615,366804.0,237012.0,7661.0,776,76.996169090271,305.42783505154637,9.87242268041237
convnet_L2_F256_K4x4_W80,2,18274826,7151861002,ConvNet,80,1741.0,358.0,0.0,3.5720338983050848,92.94915254237289,22.305084745762716,25.0,50.0,40.24285714285714,30.859375,6096.4915254237285,3948.237288135593,126.59322033898304,29.35,26.03030303030303,32.74074074074074,359693.0,232946.0,7469.0,606,98.12793254852289,384.3993399339934,12.325082508250825
convnet_L2_F256_K4x4_W90,2,22729226,9002858762,ConvNet,90,1764.033898305085,358.0,0.0,4.0,92.71186440677968,22.35593220338983,25.0,50.0,40.614285714285714,31.15116279069768,6072.338983050848,3896.4406779661017,131.76271186440678,29.53125,25.95833333333333,33.19444444444444,358268.0,229890.0,7774.0,486,123.059446811676,473.0246913580247,15.995884773662551
convnet_L2_F512_K1x1_W90,2,45505034,2383403018,ConvNet,90,2096.0338983050847,358.0,0.0,5.322033898305085,88.7457627118644,27.220338983050848,25.0,50.0,35.36206896551724,27.696428571428573,4718.64406779661,2452.762711864407,138.10169491525423,27.0,24.0,28.774193548387096,278400.0,144713.0,8148.0,659,91.01816177368161,219.5948406676783,12.364188163884673
convnet_L2_F512_K1x1_W100,2,55642634,2917572618,ConvNet,100,2138.0,358.0,0.0,5.063559322033898,92.28813559322032,30.983050847457623,25.0,50.0,36.05882352941177,28.51063829787234,4899.762711864407,2559.8813559322034,139.47457627118644,27.766666666666666,25.0,29.59375,289086.0,151033.0,8229.0,514,117.4860191345214,293.83852140077823,16.009727626459146
convnet_L2_F512_K3x3_W30,2,6982154,2141337610,ConvNet,30,1701.0,358.0,0.0,9.516949152542374,80.35593220338983,48.03389830508475,25.0,50.0,38.88235294117647,30.225,6288.169491525424,3620.796610169492,156.6949152542373,29.041666666666668,26.0,31.565217391304348,371002.0,213627.0,9245.0,2516,24.8215866088867,84.90739268680446,3.674483306836248
convnet_L2_F512_K3x3_W40,2,10566154,3806822410,ConvNet,40,1719.0,358.0,0.0,6.776315789473684,90.03508771929825,54.89473684210526,25.0,50.0,39.63333333333333,30.822916666666668,6631.035087719299,3839.4736842105262,129.859649122807,29.8,26.61111111111111,32.10526315789474,377969.0,218850.0,7402.0,1483,40.0105047225952,147.57248819959543,4.991233985165206
convnet_L2_F512_K3x3_W50,2,15174154,5948160010,ConvNet,50,1736.0169491525423,357.0,0.0,4.788135593220339,88.2542372881356,53.71186440677966,25.0,50.0,40.08536585365854,31.25,6485.559322033899,3789.796610169492,129.03389830508473,29.92,27.05555555555556,32.7,382648.0,223598.0,7613.0,887,67.7112531661987,252.08342728297632,8.582863585118377
convnet_L2_F512_K3x3_W60,2,20806154,8565350410,ConvNet,60,1760.033898305085,357.0,0.0,4.296610169491525,91.77966101694916,58.11864406779661,25.0,50.0,40.766666666666666,31.61904761904762,6937.237288135593,4017.796610169492,140.5593220338983,30.535714285714285,27.344827586206897,33.32258064516129,409297.0,237050.0,8293.0,726,81.8244576454162,326.5151515151515,11.422865013774105
convnet_L2_F512_K2x2_W40,2,11889674,2243011082,ConvNet,40,1953.0,358.0,0.0,7.186440677966102,80.79661016949153,29.05084745762712,25.0,50.0,36.85135135135136,28.68125,5445.050847457627,3124.627118644068,144.32203389830508,27.60606060606061,24.666666666666668,29.89655172413793,321258.0,184353.0,8515.0,1029,57.719194889068596,179.15743440233237,8.275024295432459
convnet_L2_F512_K2x2_W50,2,17112074,3324693002,ConvNet,50,1974.0,358.0,0.0,5.7923728813559325,88.96610169491525,32.67796610169491,25.0,50.0,38.15384615384615,29.670454545454547,5913.576271186441,3519.576271186441,138.67796610169492,28.375,25.05263157894737,30.923076923076923,348901.0,207655.0,8182.0,863,69.0328812599182,240.6199304750869,9.48088064889919
convnet_L2_F512_K2x2_W60,2,23358474,4618547722,ConvNet,60,2000.677966101695,358.0,0.0,5.139830508474576,92.28813559322032,33.54237288135593,25.0,50.0,38.60526315789474,29.869318181818183,6027.983050847458,3586.322033898305,137.135593220339,28.666666666666668,25.47058823529412,31.40625,355651.0,211593.0,8091.0,627,95.5177307128906,337.4688995215311,12.904306220095695
convnet_L2_F512_K2x2_W70,2,30628874,6124575242,ConvNet,70,2031.0,358.0,0.0,4.266949152542373,93.77966101694916,21.28813559322034,25.0,50.0,39.285714285714285,30.05434782608696,5772.118644067797,3676.3898305084745,132.4915254237288,28.761904761904763,25.74074074074074,31.82758620689655,340555.0,216907.0,7817.0,518,116.1581373214721,418.7393822393822,15.09073359073359
convnet_L2_F512_K2x2_W80,2,38923274,7842775562,ConvNet,80,2067.101694915254,358.0,0.0,4.038135593220339,94.83050847457628,21.661016949152543,25.0,50.0,37.68918918918919,29.988636363636363,5321.050847457627,3108.6610169491523,138.52542372881356,28.424242424242426,25.65625,30.57692307692308,313942.0,183411.0,8173.0,412,145.78072309494019,445.17233009708735,19.8373786407767
convnet_L2_F512_K2x2_W90,2,48241674,9773148682,ConvNet,90,2109.0,358.0,0.0,3.7542372881355934,94.45762711864408,22.406779661016948,25.0,50.0,39.1,30.044444444444444,5919.542372881356,3736.9830508474574,131.59322033898306,28.724137931034484,25.8,31.91304347826087,349253.0,220482.0,7764.0,335,180.3174448013305,658.155223880597,23.176119402985076
convnet_L2_F512_K4x4_W20,2,6697994,2043832842,ConvNet,20,1684.0169491525423,357.0,0.0,8.51271186440678,81.50847457627118,12.745762711864408,25.0,50.0,41.31481481481482,31.64880952380953,5809.033898305085,3900.762711864407,146.28813559322035,30.0,27.0,33.083333333333336,342733.0,230145.0,8631.0,2037,29.2910265922546,112.98232695139912,4.237113402061856
convnet_L2_F512_K4x4_W30,2,9462794,4324844042,ConvNet,30,1697.0677966101696,357.0,0.0,5.216101694915254,93.35593220338984,14.559322033898304,25.0,50.0,40.9375,31.48780487804878,6097.322033898305,4084.64406779661,139.15254237288136,29.9375,26.516129032258064,33.0,359742.0,240994.0,8210.0,1067,57.464103698730405,225.86129334582944,7.694470477975632
convnet_L2_F512_K4x4_W40,2,13251594,7450860042,ConvNet,40,1710.0,357.0,0.0,3.4788135593220337,94.135593220339,18.372881355932204,25.0,50.0,41.4375,31.933333333333334,6580.084745762712,4473.203389830508,136.15254237288136,30.38235294117647,26.75757575757576,33.535714285714285,388225.0,263919.0,8033.0,661,91.6100096702575,399.27231467473524,12.152798789712557
convnet_L2_F1024_K1x1_W40,2,20878346,2059075594,ConvNet,40,2017.9661016949156,296.0,0.0,7.266949152542373,88.89830508474576,42.77966101694916,25.0,50.0,36.7258064516129,29.033783783783782,5307.135593220339,2741.71186440678,141.54237288135593,28.0,25.0,30.10810810810811,313121.0,161761.0,8351.0,1006,58.8407945632934,160.79622266401591,8.301192842942346
convnet_L2_F1024_K1x1_W50,2,30913546,3101569034,ConvNet,50,2058.9491525423728,296.0,0.0,5.800847457627119,86.35593220338983,26.610169491525426,25.0,50.0,36.770270270270274,28.578125,4973.186440677966,2831.0508474576272,128.61016949152545,27.46153846153846,24.90909090909091,30.043478260869566,293418.0,167032.0,7588.0,771,76.9414854049682,216.64332036316472,9.841763942931259
convnet_L2_F1024_K1x1_W60,2,42996746,4356849674,ConvNet,60,2104.864406779661,296.0,0.0,4.872881355932203,93.57627118644068,27.47457627118644,25.0,50.0,36.72857142857143,28.525,5240.4915254237285,2988.254237288136,136.72881355932202,27.3125,24.714285714285715,29.93103448275862,309189.0,176307.0,8067.0,568,105.5101776123046,310.39964788732397,14.202464788732394
convnet_L2_F1024_K1x1_W70,2,57127946,5824917514,ConvNet,70,2180.135593220339,296.0,0.0,3.805084745762712,93.01694915254237,28.10169491525424,25.0,50.0,36.75,27.884146341463413,5260.440677966101,3030.3898305084745,132.59322033898306,27.33333333333333,24.130434782608692,29.727272727272727,310366.0,178793.0,7823.0,429,139.7839140892028,416.76689976689977,18.235431235431236
convnet_L2_F1024_K1x1_W80,2,73307146,7505772554,ConvNet,80,2317.2203389830506,300.0,0.0,3.415254237288136,92.33898305084746,28.1864406779661,25.0,50.0,36.642857142857146,28.52659574468085,5159.237288135593,2961.271186440678,126.16949152542372,27.425,24.1,29.466666666666665,304395.0,174715.0,7444.0,335,179.8856997489929,521.5373134328358,22.22089552238806
convnet_L2_F1024_K1x1_W90,2,91534346,9399414794,ConvNet,90,2472.706896551724,308.0,0.0,3.284482758620689,96.1206896551724,28.32758620689655,25.0,50.0,36.53225806451613,27.67682926829268,5342.706896551724,3081.8275862068967,124.70689655172414,27.45945945945946,24.26086956521739,29.57575757575757,309877.0,178746.0,7233.0,269,223.3454346656799,664.4832713754647,26.888475836431226
convnet_L2_F1024_K3x3_W20,2,13562890,3790848010,ConvNet,20,1775.0677966101696,359.0,0.0,5.898305084745763,89.11864406779661,47.32203389830509,25.0,50.0,40.16666666666666,31.07777777777778,6756.796610169492,4130.254237288135,133.94915254237287,29.70967741935484,26.571428571428573,32.6578947368421,398651.0,243685.0,7903.0,1250,47.7625513076782,194.948,6.3224
convnet_L2_F1024_K3x3_W30,2,18682890,8529408010,ConvNet,30,1793.7068965517242,359.0,0.0,5.129310344827586,91.25862068965516,46.241379310344826,25.0,50.0,41.75,31.921875,7295.517241379311,4664.706896551724,127.58620689655172,30.387096774193548,26.766666666666666,33.666666666666664,423140.0,270553.0,7400.0,921,65.18115520477289,293.7600434310532,8.034744842562432
convnet_L2_F1024_K2x2_W20,2,11130890,2850006026,ConvNet,20,1946.949152542373,359.0,0.0,7.440677966101695,84.84745762711864,22.15254237288136,25.0,50.0,38.34375,29.625,5694.271186440678,3546.813559322034,140.9322033898305,28.2,25.09523809523809,31.307692307692307,335962.0,209262.0,8315.0,1162,51.6343259811401,180.08777969018934,7.155765920826162
convnet_L2_F1024_K2x2_W30,2,17479690,5464912906,ConvNet,30,1967.050847457627,359.0,0.0,4.457627118644068,97.32203389830508,20.372881355932204,25.0,50.0,37.79032258064516,29.99305555555556,5799.728813559322,3506.4406779661017,138.03389830508473,28.59259259259259,25.60606060606061,31.08333333333333,342184.0,206880.0,8144.0,588,101.5931224822998,351.83673469387753,13.850340136054422
convnet_L2_F1024_K2x2_W40,2,25876490,8923595786,ConvNet,40,2003.7966101694915,359.0,0.0,3.364406779661017,87.44067796610169,29.91525423728813,25.0,50.0,38.34615384615385,30.13953488372093,5813.474576271186,3352.4576271186443,132.5084745762712,28.6875,25.870967741935484,31.074074074074076,342995.0,197795.0,7818.0,355,168.7047100067138,557.169014084507,22.022535211267606
convnet_L2_F1024_K4x4_W10,2,18302986,2423612426,ConvNet,10,1727.0,359.0,0.0,5.838983050847458,90.76271186440678,11.47457627118644,25.0,50.0,40.5,31.34659090909091,5832.135593220339,3889.135593220339,137.9322033898305,29.9,26.19047619047619,32.95348837209303,344096.0,229459.0,8138.0,1228,48.969538211822496,186.8558631921824,6.627035830618892
convnet_L2_F1024_K4x4_W20,2,21784586,8147751946,ConvNet,20,1739.877192982456,359.0,0.0,3.771929824561404,95.91228070175438,12.964912280701755,25.0,50.0,41.74324324324324,31.61764705882353,6358.631578947368,4416.2807017543855,123.98245614035088,29.82857142857143,26.464285714285715,33.51724137931034,362442.0,251728.0,7067.0,630,99.41100358963011,399.56825396825394,11.217460317460317
convnet_L3_F128_K3x3_W90,3,10666762,2430259210,ConvNet,90,1721.033898305085,357.0,0.0,8.0,80.1864406779661,49.86440677966102,25.0,50.0,37.77586206896552,29.75581395348837,5845.423728813559,3049.084745762712,152.79661016949152,28.82608695652174,26.0,30.77777777777778,344880.0,179896.0,9015.0,1644,35.5601382255554,109.4257907542579,5.483576642335766
convnet_L3_F128_K3x3_W100,3,13098762,3000320010,ConvNet,100,1732.1016949152545,357.0,0.0,6.809322033898305,85.44067796610169,51.45762711864407,25.0,50.0,38.196969696969695,29.68452380952381,5924.084745762712,3126.4745762711864,139.38983050847455,28.93548387096774,26.03125,30.96551724137931,349521.0,184462.0,8224.0,1346,43.60689163208,137.0445765230312,6.109955423476968
convnet_L3_F128_K4x4_W60,3,5611146,2077549578,ConvNet,60,1689.5762711864406,356.0,0.0,8.207627118644067,86.7457627118644,19.42372881355932,25.0,50.0,39.42,30.46276595744681,5666.64406779661,3600.762711864407,147.4406779661017,29.0,26.0,31.96296296296296,334332.0,212445.0,8699.0,1764,32.6943945884704,120.43367346938776,4.93140589569161
convnet_L3_F128_K4x4_W70,3,7351946,2795703818,ConvNet,70,1698.0,356.0,0.0,6.849137931034483,88.27586206896552,19.74137931034483,25.0,50.0,39.52941176470589,30.214285714285715,5804.568965517241,3655.413793103448,134.05172413793105,28.933333333333334,25.85185185185185,31.88888888888889,336665.0,212014.0,7775.0,1342,43.8149356842041,157.98360655737704,5.7935916542473915
convnet_L3_F128_K4x4_W80,3,9348746,3620277258,ConvNet,80,1711.5254237288136,356.0,0.0,5.8559322033898304,85.94915254237289,21.372881355932204,25.0,50.0,39.74242424242424,30.61111111111111,5950.881355932203,3817.4406779661017,145.79661016949152,29.0,25.94117647058824,32.23529411764706,351102.0,225229.0,8602.0,1105,53.3509182929992,203.82714932126697,7.7846153846153845
convnet_L3_F128_K4x4_W90,3,11601546,4551269898,ConvNet,90,1722.0,356.0,0.0,5.245689655172414,88.44827586206897,22.17241379310345,25.0,50.0,40.40909090909091,30.882978723404257,6100.982758620689,3953.810344827586,133.56896551724137,29.56,26.041666666666668,32.464285714285715,353857.0,229321.0,7747.0,893,66.5793275833129,256.7984322508399,8.67525195968645
convnet_L3_F128_K4x4_W100,3,14110346,5588681738,ConvNet,100,1738.0169491525423,357.0,0.0,4.766949152542373,92.45762711864408,22.694915254237287,25.0,50.0,40.02777777777778,30.930232558139537,6155.271186440678,3961.593220338983,143.9322033898305,29.40740740740741,26.0,32.32258064516129,363161.0,233734.0,8492.0,746,79.92610454559319,313.3163538873995,11.383378016085791
convnet_L3_F256_K3x3_W50,3,7587338,2974720010,ConvNet,50,1702.0,356.0,0.0,7.52542372881356,90.76271186440678,49.40677966101695,25.0,50.0,39.73255813953488,30.848684210526315,6296.559322033899,3613.203389830509,144.9322033898305,29.96,26.90322580645161,32.06896551724138,371497.0,213179.0,8551.0,1606,38.129391670226994,132.73910336239103,5.324408468244084
convnet_L3_F256_K3x3_W60,3,10403338,4283596810,ConvNet,60,1717.8275862068965,356.0,0.0,7.280172413793103,89.65517241379311,52.12068965517241,25.0,50.0,39.875,31.15217391304348,6625.431034482759,3830.431034482759,138.32758620689654,29.83333333333333,26.818181818181817,32.57142857142857,384275.0,222165.0,8023.0,1341,43.928959369659395,165.6711409395973,5.982848620432513
convnet_L3_F256_K3x3_W70,3,13731338,5830451210,ConvNet,70,1733.0169491525423,356.0,0.0,5.491525423728813,91.79661016949152,53.25423728813559,25.0,50.0,40.5,31.22023809523809,6780.796610169492,3952.186440677966,147.47457627118644,29.96,27.096774193548388,32.90909090909091,400067.0,233179.0,8701.0,991,62.1139645576477,235.29667003027245,8.780020181634713
convnet_L3_F256_K3x3_W80,3,17571338,7615283210,ConvNet,80,1753.0,356.0,0.0,4.940677966101695,91.67796610169492,56.22033898305085,25.0,50.0,40.30645161290322,31.2875,6782.169491525424,3951.728813559322,124.66101694915254,29.9,27.192307692307693,32.8125,400148.0,233152.0,7355.0,849,70.02496957778929,274.61955241460544,8.663133097762072
convnet_L3_F256_K3x3_W90,3,21923338,9638092810,ConvNet,90,1769.084745762712,356.0,0.0,4.36864406779661,91.23728813559322,54.813559322033896,25.0,50.0,41.11764705882353,31.64583333333333,6865.169491525424,4017.745762711864,133.94915254237287,30.464285714285715,27.48275862068965,33.225806451612904,405045.0,237047.0,7903.0,630,94.4913911819458,376.2650793650794,12.544444444444444
convnet_L3_F256_K3x3_W100,3,26787338,11898880010,ConvNet,100,1792.0,356.0,0.0,3.906779661016949,92.59322033898304,56.11864406779661,25.0,50.0,39.8421052631579,30.75657894736842,6974.372881355932,4078.71186440678,132.08474576271186,29.392857142857142,26.384615384615383,32.03846153846154,411488.0,240644.0,7793.0,508,117.3836112022399,473.70866141732284,15.340551181102363
convnet_L3_F256_K2x2_W60,3,12716298,2417697802,ConvNet,60,1961.3559322033896,356.0,0.0,9.228813559322036,86.88135593220339,17.52542372881356,25.0,50.0,38.04545454545455,29.58510638297872,5210.762711864407,3179.64406779661,165.01694915254237,28.428571428571427,25.0,31.05,307435.0,187599.0,9736.0,1216,49.5763874053955,154.27549342105263,8.006578947368421
convnet_L3_F256_K2x2_W70,3,16505098,3186972682,ConvNet,70,1981.0,356.0,0.0,7.563559322033898,93.0,31.016949152542374,25.0,50.0,37.642857142857146,29.466666666666665,5620.169491525424,3200.237288135593,155.94915254237287,28.366666666666667,25.22222222222222,30.59259259259259,331590.0,188814.0,9201.0,879,69.6637630462646,214.80546075085323,10.467576791808874
convnet_L3_F256_K2x2_W80,3,20805898,4062385162,ConvNet,80,2000.0,356.0,0.0,6.3559322033898304,93.8135593220339,32.016949152542374,25.0,50.0,37.27142857142857,29.39444444444445,5451.779661016949,2990.2881355932204,149.0,28.33333333333333,25.192307692307693,30.23076923076923,321655.0,176427.0,8791.0,707,85.23625850677489,249.54314002828855,12.434229137199434
convnet_L3_F256_K2x2_W90,3,25618698,5043935242,ConvNet,90,2021.2881355932204,356.0,0.0,5.690677966101695,91.05084745762711,19.57627118644068,25.0,50.0,38.21875,29.6875,5557.118644067797,3466.3728813559323,139.91525423728814,28.653846153846157,25.366666666666667,31.321428571428573,327870.0,204516.0,8255.0,641,93.1162667274475,319.0577223088924,12.878315132605303
convnet_L3_F256_K2x2_W100,3,30943498,6131622922,ConvNet,100,2047.0,356.0,0.0,5.279661016949152,86.98305084745763,20.389830508474574,25.0,50.0,38.46774193548387,30.148936170212767,5166.35593220339,3095.0,147.83050847457628,28.96,25.939393939393938,31.25,304815.0,182605.0,8722.0,533,111.76308393478391,342.5984990619137,16.363977485928704
convnet_L3_F256_K4x4_W30,3,4898058,2231024650,ConvNet,30,1680.5762711864406,356.0,0.0,8.805084745762711,82.64406779661017,14.830508474576272,25.0,50.0,41.30645161290322,31.49537037037037,5728.542372881356,3759.9491525423728,154.91525423728814,29.97435897435897,27.0,32.96551724137931,337984.0,221837.0,9140.0,1916,32.77672290802,115.7813152400835,4.77035490605428
convnet_L3_F256_K4x4_W40,3,6843658,3815249930,ConvNet,40,1689.0677966101696,356.0,0.0,6.211864406779661,88.0677966101695,15.627118644067796,25.0,50.0,41.13636363636363,31.25,5956.169491525424,3937.745762711864,137.91525423728814,29.821428571428573,26.37037037037037,32.94444444444444,351414.0,232327.0,8137.0,1196,49.574851989745994,194.25334448160535,6.803511705685619
convnet_L3_F256_K4x4_W50,3,9301258,5822028810,ConvNet,50,1700.2203389830509,356.0,0.0,4.487288135593221,92.01694915254237,17.440677966101696,25.0,50.0,41.46875,31.44767441860465,6269.508474576272,4208.101694915255,131.10169491525423,29.964285714285715,26.647058823529413,33.333333333333336,369901.0,248278.0,7735.0,808,73.9681220054626,307.2747524752475,9.573019801980198
convnet_L3_F256_K4x4_W60,3,12270858,8251361290,ConvNet,60,1713.9322033898304,355.0,0.0,3.673728813559322,97.2542372881356,16.966101694915253,25.0,50.0,41.53703703703704,31.414772727272727,6299.525423728814,4258.067796610169,125.6271186440678,29.89189189189189,26.71875,33.5,371672.0,251226.0,7412.0,585,101.9858717918396,429.44615384615383,12.67008547008547
convnet_L3_F512_K1x1_W60,3,22830090,2250143754,ConvNet,60,2002.293103448276,356.0,0.0,7.181034482758621,91.01724137931036,46.08620689655172,25.0,50.0,37.125,28.980263157894736,5500.706896551724,2759.0,152.3448275862069,28.0,25.40909090909091,30.06896551724138,319041.0,160022.0,8836.0,891,68.2155132293701,179.59820426487093,9.916947250280584
convnet_L3_F512_K1x1_W70,3,30100490,2995595274,ConvNet,70,2034.2881355932204,356.0,0.0,6.351694915254237,83.61016949152543,31.47457627118644,25.0,50.0,37.60714285714285,28.722826086956523,5098.135593220339,2832.4576271186443,151.6271186440678,27.76,25.0,29.96296296296296,300790.0,167115.0,8946.0,715,87.6752018928527,233.72727272727272,12.511888111888112
convnet_L3_F512_K1x1_W80,3,38394890,3847542794,ConvNet,80,2070.0,356.0,0.0,5.512711864406779,96.67796610169492,29.74576271186441,25.0,50.0,36.36666666666667,28.82692307692308,4970.186440677966,2639.3050847457625,144.32203389830508,27.63888888888889,24.94117647058824,29.3125,293241.0,155719.0,8515.0,591,100.4796290397644,263.4839255499154,14.407783417935702
convnet_L3_F512_K1x1_W90,3,47713290,4805986314,ConvNet,90,2106.9310344827586,356.0,0.0,4.275862068965517,90.77586206896552,42.94827586206897,25.0,50.0,36.57692307692308,28.49324324324324,5484.46551724138,2700.5172413793102,135.22413793103448,27.57692307692308,25.16,29.47826086956522,318099.0,156630.0,7843.0,388,153.6632442474365,403.6855670103093,20.213917525773194
convnet_L3_F512_K1x1_W100,3,58055690,5870925834,ConvNet,100,2155.0,355.0,0.0,4.360169491525424,96.1186440677966,32.77966101694916,25.0,50.0,38.0,29.38942307692308,5406.830508474576,3020.169491525424,141.5084745762712,28.25,25.96969696969697,30.653846153846157,319003.0,178190.0,8349.0,378,157.491385936737,471.4021164021164,22.08730158730159
convnet_L3_F512_K3x3_W30,3,9341962,4265164810,ConvNet,30,1729.033898305085,355.0,0.0,7.77542372881356,86.72881355932203,50.644067796610166,25.0,50.0,41.42857142857143,32.041666666666664,6939.796610169492,4202.661016949152,143.33898305084745,30.517241379310345,27.24137931034483,33.60526315789474,409448.0,247957.0,8457.0,1618,37.6436805725097,153.24907292954265,5.226823238566131
convnet_L3_F512_K3x3_W40,3,12925962,7582515210,ConvNet,40,1746.033898305085,355.0,0.0,5.521186440677966,87.79661016949153,57.03389830508475,25.0,50.0,42.23529411764706,32.71111111111111,7355.237288135593,4504.745762711865,138.0677966101695,31.3125,27.916666666666668,34.23529411764706,433959.0,265780.0,8146.0,928,64.2184901237487,286.4008620689655,8.77801724137931
convnet_L3_F512_K2x2_W30,3,9892362,2970316810,ConvNet,30,1947.915254237288,355.0,0.0,8.483050847457626,84.10169491525424,24.8135593220339,25.0,50.0,39.36206896551724,30.33333333333333,5796.186440677966,3604.135593220339,154.05084745762713,28.892857142857142,26.0,31.5625,341975.0,212644.0,9089.0,1076,54.9392628669738,197.62453531598513,8.447026022304833
convnet_L3_F512_K2x2_W40,3,14397962,4763330570,ConvNet,40,1966.033898305085,355.0,0.0,5.317796610169491,89.10169491525424,26.6271186440678,25.0,50.0,39.22222222222222,30.14880952380953,5732.728813559322,3474.0169491525426,135.40677966101694,29.0,26.105263157894736,31.57575757575757,338231.0,204967.0,7989.0,602,98.8073778152465,340.4767441860465,13.27076411960133
convnet_L3_F512_K2x2_W50,3,19927562,6978334730,ConvNet,50,1987.0,355.0,0.0,4.576271186440678,95.0677966101695,27.271186440677965,25.0,50.0,39.66216216216216,30.78061224489796,6201.135593220339,3853.6949152542375,140.3050847457627,29.633333333333333,26.375,32.458333333333336,365867.0,227368.0,8278.0,489,123.1272721290588,464.9652351738241,16.92842535787321
convnet_L3_F512_K2x2_W60,3,26481162,9615329290,ConvNet,60,2017.8983050847455,355.0,0.0,4.262711864406779,95.1864406779661,21.45762711864407,25.0,50.0,40.95161290322581,31.244318181818183,6234.440677966101,4095.423728813559,131.89830508474577,29.933333333333334,26.464285714285715,33.12903225806452,367832.0,241630.0,7782.0,394,151.6755890846252,613.274111675127,19.751269035532996
convnet_L3_F512_K4x4_W20,3,11123210,4263120906,ConvNet,20,1703.0,355.0,0.0,5.642241379310345,94.79310344827586,12.672413793103448,25.0,50.0,42.5,32.87222222222222,6195.482758620689,4239.96551724138,130.6551724137931,30.96153846153846,27.8,34.774193548387096,359338.0,245918.0,7578.0,1060,56.0135054588317,231.99811320754716,7.149056603773585
convnet_L3_F512_K4x4_W30,3,13990410,8893331466,ConvNet,30,1717.0,355.0,0.0,3.669491525423729,95.44067796610167,13.457627118644067,25.0,50.0,42.92857142857143,33.11875,6415.457627118644,4440.728813559322,123.94915254237289,31.25,27.766666666666666,34.77777777777778,378512.0,262003.0,7313.0,586,101.81405305862421,447.10409556313994,12.479522184300341
convnet_L3_F1024_K1x1_W30,3,15374346,2591084554,ConvNet,30,1964.050847457627,357.0,0.0,7.728813559322034,88.33898305084746,38.72881355932204,25.0,50.0,38.73076923076923,30.056818181818183,5794.389830508475,3258.2033898305085,145.16949152542372,29.0,26.0,31.225806451612904,341869.0,192234.0,8565.0,1051,58.9878010749816,182.9058039961941,8.149381541389154
convnet_L3_F1024_K1x1_W40,3,23771146,4281872394,ConvNet,40,2004.0,357.0,0.0,6.419491525423729,90.28813559322032,28.016949152542374,25.0,50.0,38.88709677419355,29.966666666666665,5710.576271186441,3446.186440677966,139.5593220338983,28.95833333333333,25.897435897435894,31.30434782608696,336924.0,203325.0,8234.0,727,82.0268321037292,279.6767537826685,11.325997248968363
convnet_L3_F1024_K1x1_W50,3,34215946,6395367434,ConvNet,50,2041.084745762712,357.0,0.0,4.898305084745763,89.94915254237289,29.271186440677965,25.0,50.0,38.833333333333336,30.02173913043478,5776.745762711865,3510.5254237288136,139.6949152542373,28.73333333333333,25.897435897435894,31.294117647058822,340828.0,207121.0,8242.0,509,117.6418566703796,406.91748526522593,16.192534381139488
convnet_L3_F1024_K1x1_W60,3,46708746,8931569674,ConvNet,60,2092.9827586206898,357.0,0.0,4.478448275862069,94.1896551724138,30.06896551724138,25.0,50.0,38.67142857142857,30.371951219512194,5932.982758620689,3628.2586206896553,134.60344827586206,28.814814814814813,25.83870967741936,31.689655172413797,344113.0,210439.0,7807.0,371,161.2622475624084,567.22102425876,21.043126684636118
convnet_L3_F1024_K3x3_W20,3,23001098,7566131210,ConvNet,20,1970.033898305085,357.0,0.0,4.915254237288136,94.64406779661016,49.49152542372882,25.0,50.0,40.97058823529412,31.75,7250.71186440678,4474.3050847457625,142.864406779661,30.2,26.68,33.54838709677419,427792.0,263984.0,8429.0,704,84.8385834693908,374.97727272727275,11.973011363636363
convnet_L3_F1024_K2x2_W10,3,12100618,2594463754,ConvNet,10,1951.7586206896551,357.0,0.0,9.176724137931034,82.77586206896552,16.913793103448278,25.0,50.0,39.10606060606061,30.461111111111112,5751.931034482759,3693.879310344827,156.24137931034485,28.875,25.88235294117647,31.89655172413793,333612.0,214245.0,9062.0,1366,43.3508133888244,156.8411420204978,6.633967789165447
convnet_L3_F1024_K2x2_W20,3,17015818,6379966474,ConvNet,20,1972.0,357.0,0.0,5.622881355932203,87.45762711864407,15.71186440677966,25.0,50.0,40.09375,30.64864864864865,6049.8983050847455,4047.423728813559,125.15254237288136,29.035714285714285,25.86111111111111,32.233333333333334,356944.0,238798.0,7384.0,660,90.7831168174743,361.8151515151515,11.187878787878788
