RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,5%@204,14%@204,0%@204] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33C PMIC@50C GPU@31C AO@40C thermal@33C POM_5V_IN 7725/7725 POM_5V_GPU 4213/4213 POM_5V_CPU 121/121
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,24%@102,2%@204,0%@204] EMC_FREQ 40%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@32.75C POM_5V_IN 8131/7928 POM_5V_GPU 5224/4718 POM_5V_CPU 120/120
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@825,1%@825,6%@825,1%@825] EMC_FREQ 47%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@32.75C POM_5V_IN 8467/8107 POM_5V_GPU 5377/4938 POM_5V_CPU 161/134
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,0%@204,2%@204,0%@204] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@31.25C POM_5V_IN 7943/8066 POM_5V_GPU 5072/4971 POM_5V_CPU 120/130
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@1132,3%@1132,2%@1132,0%@1132] EMC_FREQ 56%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@44C thermal@32C POM_5V_IN 8493/8151 POM_5V_GPU 5520/5081 POM_5V_CPU 240/152
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [7%@825,34%@825,8%@825,6%@825] EMC_FREQ 58%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43.5C thermal@33.5C POM_5V_IN 8560/8219 POM_5V_GPU 5071/5079 POM_5V_CPU 200/160
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,24%@204,11%@204,5%@204] EMC_FREQ 59%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@43.5C thermal@33.75C POM_5V_IN 8956/8325 POM_5V_GPU 5524/5143 POM_5V_CPU 199/165
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,28%@204,4%@204,0%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@32C AO@43C thermal@33.75C POM_5V_IN 8453/8341 POM_5V_GPU 5040/5130 POM_5V_CPU 160/165
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,22%@204,7%@204,1%@204] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@32C AO@44C thermal@33.5C POM_5V_IN 8785/8390 POM_5V_GPU 5502/5171 POM_5V_CPU 119/160
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,18%@204,3%@204,0%@204] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@43C thermal@33.25C POM_5V_IN 7753/8326 POM_5V_GPU 4838/5138 POM_5V_CPU 120/156
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,1%@204,1%@204,0%@204] EMC_FREQ 62%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@32.5C AO@43.5C thermal@31.75C POM_5V_IN 8426/8335 POM_5V_GPU 5528/5173 POM_5V_CPU 120/152
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,0%@102,2%@102,0%@102] EMC_FREQ 62%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@32.25C POM_5V_IN 7753/8287 POM_5V_GPU 4878/5148 POM_5V_CPU 120/150
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,0%@102,1%@102,2%@102] EMC_FREQ 62%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@32C AO@44C thermal@32.25C POM_5V_IN 8426/8297 POM_5V_GPU 5528/5178 POM_5V_CPU 120/147
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,0%@102,2%@204,0%@204] EMC_FREQ 62%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@34C POM_5V_IN 7753/8258 POM_5V_GPU 4919/5159 POM_5V_CPU 120/145
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,0%@102,3%@102,2%@102] EMC_FREQ 62%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@32C AO@43.5C thermal@33.75C POM_5V_IN 8426/8270 POM_5V_GPU 5528/5184 POM_5V_CPU 120/144
RAM 1922/3964MB (lfb 82x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,0%@204,3%@204,0%@204] EMC_FREQ 62%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@32C AO@43.5C thermal@33.75C POM_5V_IN 7644/8230 POM_5V_GPU 4805/5160 POM_5V_CPU 121/142
