RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@102,1%@102,0%@102] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@31.5C PMIC@50C GPU@30C AO@38C thermal@31.25C POM_5V_IN 6717/6717 POM_5V_GPU 3645/3645 POM_5V_CPU 123/123
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@204,3%@204,1%@204] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@31.5C POM_5V_IN 8131/7424 POM_5V_GPU 5233/4439 POM_5V_CPU 120/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,6%@204,1%@204,0%@204] EMC_FREQ 45%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@31C POM_5V_IN 8064/7637 POM_5V_GPU 5193/4690 POM_5V_CPU 120/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,8%@102,0%@102] EMC_FREQ 50%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@34.5C PMIC@50C GPU@30.5C AO@41.5C thermal@32.25C POM_5V_IN 7766/7669 POM_5V_GPU 4886/4739 POM_5V_CPU 121/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,1%@102,5%@102,1%@204] EMC_FREQ 54%@1600 GR3D_FREQ 69%@921 APE 25 PLL@26.5C CPU@34C PMIC@50C GPU@30C AO@41C thermal@32.5C POM_5V_IN 7082/7552 POM_5V_GPU 4267/4644 POM_5V_CPU 121/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,4%@102,1%@102] EMC_FREQ 56%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32.5C PMIC@50C GPU@30C AO@38.5C thermal@31C POM_5V_IN 6491/7375 POM_5V_GPU 3328/4425 POM_5V_CPU 123/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,5%@102,2%@102,0%@102] EMC_FREQ 58%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@31C AO@40.5C thermal@32C POM_5V_IN 8144/7485 POM_5V_GPU 5048/4514 POM_5V_CPU 121/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,3%@102,1%@102] EMC_FREQ 59%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@42C thermal@32.75C POM_5V_IN 8064/7557 POM_5V_GPU 5193/4599 POM_5V_CPU 120/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [1%@204,4%@204,5%@204,0%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@32.75C POM_5V_IN 7616/7563 POM_5V_GPU 4772/4618 POM_5V_CPU 121/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,2%@204,3%@204,2%@204] EMC_FREQ 60%@1600 GR3D_FREQ 68%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 6213/7428 POM_5V_GPU 3528/4509 POM_5V_CPU 123/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,4%@102,4%@102,0%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@31C AO@39.5C thermal@31.25C POM_5V_IN 7518/7436 POM_5V_GPU 4355/4495 POM_5V_CPU 122/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,3%@102,4%@102,1%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@30.5C AO@42.5C thermal@32.25C POM_5V_IN 8171/7498 POM_5V_GPU 5265/4559 POM_5V_CPU 120/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,1%@102,6%@102,2%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@42.5C thermal@32.5C POM_5V_IN 7915/7530 POM_5V_GPU 5080/4599 POM_5V_CPU 120/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,2%@102,0%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@34C PMIC@50C GPU@31C AO@42C thermal@32.5C POM_5V_IN 7575/7533 POM_5V_GPU 4732/4608 POM_5V_CPU 121/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,3%@204,2%@204,1%@204] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@39.5C thermal@31.25C POM_5V_IN 6131/7439 POM_5V_GPU 3410/4529 POM_5V_CPU 123/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,1%@102,3%@102,1%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@42.5C thermal@32.25C POM_5V_IN 8171/7485 POM_5V_GPU 5224/4572 POM_5V_CPU 120/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,3%@102,4%@102,1%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@42.5C thermal@32.5C POM_5V_IN 8171/7525 POM_5V_GPU 5265/4613 POM_5V_CPU 120/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@204,3%@102,1%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@42.5C thermal@32C POM_5V_IN 7915/7547 POM_5V_GPU 5040/4636 POM_5V_CPU 120/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@102,6%@102,1%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@42C thermal@31.25C POM_5V_IN 7535/7546 POM_5V_GPU 4732/4641 POM_5V_CPU 121/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [1%@204,3%@204,5%@204,1%@204] EMC_FREQ 61%@1600 GR3D_FREQ 68%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@40C thermal@32.75C POM_5V_IN 6172/7478 POM_5V_GPU 3446/4582 POM_5V_CPU 123/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@102,3%@204,0%@204] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@41C thermal@33.25C POM_5V_IN 7955/7500 POM_5V_GPU 4853/4595 POM_5V_CPU 121/121
RAM 1855/3964MB (lfb 91x4MB) SWAP 373/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@102,5%@102,0%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@42.5C thermal@33.25C POM_5V_IN 8131/7529 POM_5V_GPU 5265/4625 POM_5V_CPU 120/121
