RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,1%@307,0%@307,3%@307] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31.5C POM_5V_IN 7245/7245 POM_5V_GPU 4429/4429 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,1%@102,0%@102,0%@102] EMC_FREQ 36%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@30C AO@41.5C thermal@31.5C POM_5V_IN 7465/7355 POM_5V_GPU 4739/4584 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,7%@204,0%@204,2%@204] EMC_FREQ 44%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@31.75C POM_5V_IN 7874/7528 POM_5V_GPU 4999/4722 POM_5V_CPU 120/120
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,6%@102,1%@102,2%@204] EMC_FREQ 49%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30.5C AO@40C thermal@31.75C POM_5V_IN 7709/7573 POM_5V_GPU 4625/4698 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,7%@102,1%@204,1%@204] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@39.5C thermal@31.5C POM_5V_IN 6327/7324 POM_5V_GPU 3569/4472 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,7%@102,2%@102,2%@102] EMC_FREQ 54%@1600 GR3D_FREQ 71%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30C AO@41C thermal@31.25C POM_5V_IN 7134/7292 POM_5V_GPU 4389/4458 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,3%@102,4%@204,2%@204] EMC_FREQ 56%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@31.25C POM_5V_IN 7547/7328 POM_5V_GPU 4732/4497 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,7%@102,0%@102,5%@102] EMC_FREQ 57%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@30.5C AO@42C thermal@31.25C POM_5V_IN 7874/7396 POM_5V_GPU 5040/4565 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,6%@204,0%@204,2%@204] EMC_FREQ 58%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30.5C AO@39.5C thermal@31.75C POM_5V_IN 7175/7372 POM_5V_GPU 4042/4507 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,3%@102,0%@102,5%@204] EMC_FREQ 59%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@34C PMIC@50C GPU@30C AO@41.5C thermal@31.75C POM_5V_IN 7245/7359 POM_5V_GPU 4463/4502 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,7%@102,2%@204,1%@204] EMC_FREQ 59%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@32.5C POM_5V_IN 7465/7369 POM_5V_GPU 4732/4523 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,2%@204,3%@204,5%@204] EMC_FREQ 59%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@32.5C POM_5V_IN 7766/7402 POM_5V_GPU 4926/4557 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,6%@102,3%@102,3%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@31C AO@40C thermal@32.5C POM_5V_IN 7326/7396 POM_5V_GPU 4199/4529 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,4%@204,3%@204,2%@204] EMC_FREQ 59%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@40C thermal@32.5C POM_5V_IN 6255/7314 POM_5V_GPU 3610/4463 POM_5V_CPU 123/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,7%@102,3%@102,2%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@32.25C POM_5V_IN 7437/7322 POM_5V_GPU 4585/4471 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,6%@102,1%@102,0%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@30.5C AO@42C thermal@32.5C POM_5V_IN 7766/7350 POM_5V_GPU 4967/4502 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [0%@102,6%@102,2%@102,2%@102] EMC_FREQ 59%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@31C AO@41.5C thermal@32.5C POM_5V_IN 7874/7381 POM_5V_GPU 4967/4530 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,6%@102,7%@204,1%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@31C AO@40C thermal@32.5C POM_5V_IN 6522/7333 POM_5V_GPU 3803/4489 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,7%@102,2%@102,0%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@32C POM_5V_IN 7204/7326 POM_5V_GPU 4463/4488 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,5%@102,1%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@42C thermal@32.25C POM_5V_IN 7506/7335 POM_5V_GPU 4691/4498 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,6%@102,1%@204,1%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@42.5C thermal@32.25C POM_5V_IN 7874/7361 POM_5V_GPU 5040/4524 POM_5V_CPU 120/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,6%@102,3%@102,2%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30.5C AO@39.5C thermal@31.25C POM_5V_IN 7175/7352 POM_5V_GPU 4042/4502 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,6%@102,3%@102,3%@102] EMC_FREQ 60%@1600 GR3D_FREQ 68%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@32C POM_5V_IN 7052/7339 POM_5V_GPU 4273/4492 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,6%@102,2%@102,0%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@31C AO@42C thermal@31.75C POM_5V_IN 7477/7345 POM_5V_GPU 4544/4494 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,9%@102,1%@102,0%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@42.5C thermal@32.25C POM_5V_IN 7616/7356 POM_5V_GPU 4853/4508 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,2%@102,0%@102,6%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31.5C AO@42.5C thermal@33C POM_5V_IN 7915/7377 POM_5V_GPU 5007/4528 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,2%@102,6%@102,1%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31C AO@39.5C thermal@33C POM_5V_IN 7145/7369 POM_5V_GPU 4001/4508 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,4%@102,4%@102] EMC_FREQ 60%@1600 GR3D_FREQ 69%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@41.5C thermal@33.25C POM_5V_IN 7012/7356 POM_5V_GPU 4314/4501 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,2%@204,2%@204,4%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@42C thermal@33.25C POM_5V_IN 7465/7360 POM_5V_GPU 4585/4504 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,1%@102,3%@102,4%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@32.75C POM_5V_IN 7834/7376 POM_5V_GPU 4999/4520 POM_5V_CPU 120/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,5%@102,3%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31.5C AO@41C thermal@32.75C POM_5V_IN 7587/7382 POM_5V_GPU 4429/4517 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,1%@204,2%@204,5%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@32.25C POM_5V_IN 6788/7364 POM_5V_GPU 4042/4503 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,5%@102,1%@102,7%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31C AO@42C thermal@32.75C POM_5V_IN 7506/7368 POM_5V_GPU 4618/4506 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,1%@102,2%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@42.5C thermal@32.5C POM_5V_IN 7616/7375 POM_5V_GPU 4772/4514 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,3%@102,2%@102,0%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@32.5C POM_5V_IN 7915/7391 POM_5V_GPU 5007/4528 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,2%@102,2%@102,0%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33C PMIC@50C GPU@31.5C AO@40C thermal@31.75C POM_5V_IN 6840/7375 POM_5V_GPU 3686/4505 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,0%@102,5%@102,0%@102] EMC_FREQ 60%@1600 GR3D_FREQ 86%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31.5C AO@42.5C thermal@32.5C POM_5V_IN 7245/7372 POM_5V_GPU 4463/4503 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,3%@102,5%@102,5%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@42.5C thermal@32.25C POM_5V_IN 7465/7374 POM_5V_GPU 4618/4506 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@102,2%@102,5%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@33C POM_5V_IN 7806/7385 POM_5V_GPU 4967/4518 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@102,4%@102,2%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@32C AO@40.5C thermal@33.5C POM_5V_IN 7477/7388 POM_5V_GPU 4396/4515 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,1%@102,2%@102,3%@204] EMC_FREQ 60%@1600 GR3D_FREQ 93%@921 APE 25 PLL@27.5C CPU@33.5C PMIC@50C GPU@31C AO@41C thermal@33.5C POM_5V_IN 6368/7363 POM_5V_GPU 3768/4497 POM_5V_CPU 122/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@102,4%@102,8%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@35C PMIC@50C GPU@31C AO@42.5C thermal@33.5C POM_5V_IN 7396/7364 POM_5V_GPU 4577/4499 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,4%@204,5%@204] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@43C thermal@33.5C POM_5V_IN 7725/7372 POM_5V_GPU 4926/4509 POM_5V_CPU 121/121
RAM 1808/3964MB (lfb 84x4MB) SWAP 357/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,3%@102,2%@102,4%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@34.5C PMIC@50C GPU@32C AO@42.5C thermal@33.5C POM_5V_IN 7887/7384 POM_5V_GPU 4926/4518 POM_5V_CPU 121/121
