RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,7%@204,1%@204,0%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@33C PMIC@50C GPU@30.5C AO@40.5C thermal@31.5C POM_5V_IN 6982/6982 POM_5V_GPU 4130/4130 POM_5V_CPU 122/122
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,0%@102,0%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31.5C AO@43.5C thermal@31.5C POM_5V_IN 8386/7684 POM_5V_GPU 5528/4829 POM_5V_CPU 120/121
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,4%@102,0%@102] EMC_FREQ 40%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43.5C thermal@32C POM_5V_IN 8239/7869 POM_5V_GPU 5457/5038 POM_5V_CPU 120/120
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,2%@204,4%@204,0%@204] EMC_FREQ 44%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31C AO@43C thermal@32.75C POM_5V_IN 7943/7887 POM_5V_GPU 5160/5068 POM_5V_CPU 120/120
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@102,1%@102,0%@102] EMC_FREQ 47%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31C AO@43.5C thermal@33C POM_5V_IN 7794/7868 POM_5V_GPU 5120/5079 POM_5V_CPU 120/120
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,38%@204,15%@204,4%@204] EMC_FREQ 49%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31C AO@42.5C thermal@33.25C POM_5V_IN 7384/7788 POM_5V_GPU 4334/4954 POM_5V_CPU 202/134
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,26%@204,10%@204,2%@204] EMC_FREQ 50%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@32.5C PMIC@50C GPU@30.5C AO@39.5C thermal@33.5C POM_5V_IN 6172/7557 POM_5V_GPU 3132/4694 POM_5V_CPU 165/138
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [22%@204,9%@204,4%@204,0%@204] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31.5C AO@43.5C thermal@33.5C POM_5V_IN 8745/7705 POM_5V_GPU 5382/4780 POM_5V_CPU 199/146
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [21%@204,10%@204,4%@204,0%@204] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@31.5C AO@43.5C thermal@33.75C POM_5V_IN 8706/7816 POM_5V_GPU 5342/4842 POM_5V_CPU 159/147
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,2%@102,26%@102,2%@102] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31.5C AO@43.5C thermal@31.75C POM_5V_IN 8560/7891 POM_5V_GPU 5351/4893 POM_5V_CPU 119/144
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@102,27%@102,4%@102] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@32C AO@43.5C thermal@32.5C POM_5V_IN 8426/7939 POM_5V_GPU 5208/4922 POM_5V_CPU 160/146
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,1%@204,2%@204,0%@204] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@32C AO@43.5C thermal@33.75C POM_5V_IN 7575/7909 POM_5V_GPU 4894/4919 POM_5V_CPU 121/143
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,1%@102,2%@102,0%@102] EMC_FREQ 52%@1600 GR3D_FREQ 71%@921 APE 25 PLL@28C CPU@34.5C PMIC@50C GPU@31C AO@42C thermal@33.5C POM_5V_IN 6090/7769 POM_5V_GPU 3774/4831 POM_5V_CPU 123/142
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,2%@102,0%@102,0%@102] EMC_FREQ 53%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@33.5C PMIC@50C GPU@31.5C AO@41C thermal@33.75C POM_5V_IN 6676/7691 POM_5V_GPU 3897/4764 POM_5V_CPU 123/140
RAM 1959/3964MB (lfb 79x4MB) SWAP 360/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@102,1%@102,0%@102] EMC_FREQ 53%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@32.5C AO@44C thermal@33.75C POM_5V_IN 8426/7740 POM_5V_GPU 5568/4818 POM_5V_CPU 120/139
