RAM 1835/3964MB (lfb 56x4MB) SWAP 321/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@614,5%@614,3%@614,1%@614] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@30.5C AO@42.5C thermal@31.25C POM_5V_IN 7315/7315 POM_5V_GPU 4625/4625 POM_5V_CPU 162/162
RAM 1835/3964MB (lfb 56x4MB) SWAP 321/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,6%@204,3%@204,3%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@31C AO@41.5C thermal@31.75C POM_5V_IN 7616/7465 POM_5V_GPU 4625/4625 POM_5V_CPU 122/142
RAM 1835/3964MB (lfb 56x4MB) SWAP 321/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,7%@102,3%@204,0%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@32.5C PMIC@50C GPU@31C AO@39.5C thermal@31.75C POM_5V_IN 5746/6892 POM_5V_GPU 3147/4132 POM_5V_CPU 165/149
RAM 1835/3964MB (lfb 56x4MB) SWAP 321/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,4%@204,2%@204,3%@204] EMC_FREQ 37%@1600 GR3D_FREQ 67%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31C AO@42C thermal@32.75C POM_5V_IN 6666/6835 POM_5V_GPU 4199/4149 POM_5V_CPU 122/142
RAM 1835/3964MB (lfb 56x4MB) SWAP 321/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@102,3%@102,5%@102] EMC_FREQ 40%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@33C POM_5V_IN 7563/6981 POM_5V_GPU 4926/4304 POM_5V_CPU 121/138
RAM 1835/3964MB (lfb 56x4MB) SWAP 321/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@102,5%@102,2%@102] EMC_FREQ 41%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33.5C PMIC@50C GPU@31C AO@40.5C thermal@32.75C POM_5V_IN 6900/6967 POM_5V_GPU 4089/4268 POM_5V_CPU 122/135
RAM 1835/3964MB (lfb 56x4MB) SWAP 321/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,3%@204,6%@204,7%@204] EMC_FREQ 42%@1600 GR3D_FREQ 89%@921 APE 25 PLL@28C CPU@33C PMIC@50C GPU@30C AO@40.5C thermal@33.25C POM_5V_IN 5308/6730 POM_5V_GPU 3142/4107 POM_5V_CPU 165/139
RAM 1835/3964MB (lfb 56x4MB) SWAP 321/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,1%@204,2%@204,6%@204] EMC_FREQ 43%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@34.5C PMIC@50C GPU@31C AO@42.5C thermal@33C POM_5V_IN 6553/6708 POM_5V_GPU 4083/4104 POM_5V_CPU 122/137
RAM 1835/3964MB (lfb 56x4MB) SWAP 321/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,3%@204,3%@204,8%@204] EMC_FREQ 44%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@35C PMIC@50C GPU@31.5C AO@43C thermal@32.5C POM_5V_IN 7303/6774 POM_5V_GPU 4699/4170 POM_5V_CPU 121/135
RAM 1835/3964MB (lfb 56x4MB) SWAP 321/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,4%@204,4%@204,1%@204] EMC_FREQ 44%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34.5C PMIC@50C GPU@31.5C AO@43C thermal@32C POM_5V_IN 7644/6861 POM_5V_GPU 4926/4246 POM_5V_CPU 121/134
RAM 1835/3964MB (lfb 56x4MB) SWAP 321/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,6%@204,2%@204,3%@204] EMC_FREQ 44%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@33C PMIC@50C GPU@31.5C AO@40.5C thermal@32C POM_5V_IN 6213/6802 POM_5V_GPU 3544/4182 POM_5V_CPU 123/133
