RAM 1798/3964MB (lfb 103x4MB) SWAP 374/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,4%@102,2%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@30.75C POM_5V_IN 5788/5788 POM_5V_GPU 3467/3467 POM_5V_CPU 123/123
RAM 1798/3964MB (lfb 103x4MB) SWAP 374/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,2%@102,4%@102,0%@102] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@38C thermal@31.5C POM_5V_IN 6337/6062 POM_5V_GPU 3909/3688 POM_5V_CPU 123/123
RAM 1798/3964MB (lfb 103x4MB) SWAP 374/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@102,5%@102,0%@102] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@29.5C AO@40.5C thermal@30C POM_5V_IN 7163/6429 POM_5V_GPU 5128/4168 POM_5V_CPU 122/122
RAM 1798/3964MB (lfb 103x4MB) SWAP 374/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@102,3%@102,0%@102] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@29.5C AO@42C thermal@31.5C POM_5V_IN 7245/6633 POM_5V_GPU 5120/4406 POM_5V_CPU 122/122
RAM 1798/3964MB (lfb 103x4MB) SWAP 374/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,1%@204,1%@204,3%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@29.5C AO@41.5C thermal@31.75C POM_5V_IN 7134/6733 POM_5V_GPU 5088/4542 POM_5V_CPU 122/122
RAM 1798/3964MB (lfb 103x4MB) SWAP 374/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,1%@102,4%@102,1%@102] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@29.5C AO@42C thermal@31.25C POM_5V_IN 7093/6793 POM_5V_GPU 5047/4626 POM_5V_CPU 122/122
RAM 1798/3964MB (lfb 103x4MB) SWAP 374/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,2%@204,6%@204,0%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@29.5C AO@41.5C thermal@30.25C POM_5V_IN 7023/6826 POM_5V_GPU 4932/4670 POM_5V_CPU 122/122
RAM 1798/3964MB (lfb 103x4MB) SWAP 374/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@102,4%@102,0%@102] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41.5C thermal@30.25C POM_5V_IN 6829/6826 POM_5V_GPU 4777/4683 POM_5V_CPU 163/127
RAM 1798/3964MB (lfb 103x4MB) SWAP 374/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,0%@204,4%@204,1%@204] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@34C PMIC@50C GPU@29.5C AO@41.5C thermal@31.75C POM_5V_IN 6747/6817 POM_5V_GPU 4614/4675 POM_5V_CPU 163/131
RAM 1799/3964MB (lfb 103x4MB) SWAP 374/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,3%@307,6%@307,1%@307] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@32C POM_5V_IN 6409/6776 POM_5V_GPU 4136/4621 POM_5V_CPU 164/134
RAM 1799/3964MB (lfb 103x4MB) SWAP 374/1982MB (cached 24MB) IRAM 0/252kB(lfb 252kB) CPU [1%@307,0%@307,5%@307,1%@307] EMC_FREQ 23%@1600 GR3D_FREQ 83%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@30C AO@39C thermal@30.5C POM_5V_IN 5903/6697 POM_5V_GPU 3544/4523 POM_5V_CPU 164/137
