Model Name,Layers,Total Parameters,Total MACs,Network Type,Input Size,Avrg_RAM,Avrg_SWAP,Avrg_IRAM,Avrg_CPU,Avrg_GPU,Avrg_EMC_FREQ,Avrg_APE,Avrg_PLL,Avrg_PMIC,Avrg_THERMAL,Avrg_POM_5V_IN,Avrg_POM_5V_GPU,Avrg_POM_5V_CPU,Avrg_CPU_TEMP,Avrg_GPU_TEMP,Avrg_AO,Total_POM_5V_IN,Total_POM_5V_GPU,Total_POM_5V_CPU,num_inferences,average_latency(ms),GPU_energy_per_inference,CPU_energy_per_inference
convnet_L2_F128_K1x1_1_K4x4_1_W90,2,10862474,2186807690,ConvNet,90,1866.1186440677968,214.0,0.0,7.9025423728813555,77.61016949152543,13.88135593220339,25.0,25.03448275862069,50.0,29.442307692307693,5224.050847457627,3272.542372881356,142.15254237288136,30.85185185185185,28.04,38.10606060606061,308219.0,193080.0,8387.0,1468,44.844102859497,131.5258855585831,5.713215258855586
convnet_L2_F128_K1x1_1_K4x4_1_W95,2,12059274,2433712650,ConvNet,95,1873.0,214.0,0.0,7.733050847457627,83.27118644067797,13.728813559322036,25.0,25.0,50.0,29.358695652173918,5024.8983050847455,3109.5254237288136,143.135593220339,30.57894736842105,28.0,37.68421052631579,296469.0,183462.0,8445.0,1310,44.8555517196655,140.0473282442748,6.4465648854961835
convnet_L2_F128_K1x1_1_K4x4_1_W100,2,13320074,2693820810,ConvNet,100,1878.0169491525423,214.0,0.0,6.389830508474576,84.64406779661017,27.322033898305083,25.0,24.90625,50.0,28.6,5305.3050847457625,2999.2033898305085,141.08474576271186,29.928571428571427,27.57575757575757,36.9375,313013.0,176953.0,8324.0,1116,53.2126331329345,158.5600358422939,7.458781362007168
convnet_L2_F128_K1x1_1_K5x5_1_W50,2,3610250,1028904458,ConvNet,50,1827.0,214.0,0.0,10.504237288135592,77.10169491525424,19.52542372881356,25.0,25.0,50.0,29.37244897959184,5120.423728813559,2987.864406779661,170.84745762711864,30.94117647058824,28.0,37.693548387096776,302105.0,176284.0,10080.0,2989,23.9337062835693,58.97758447641352,3.3723653395784545
convnet_L2_F128_K1x1_1_K5x5_1_W55,2,4282250,1244962698,ConvNet,55,1828.0,214.0,0.0,11.0,73.66101694915254,19.016949152542374,25.0,25.0,50.0,29.01428571428572,4975.237288135593,2932.4576271186443,167.135593220339,30.17391304347826,27.846153846153847,37.41176470588236,293539.0,173015.0,9861.0,2410,22.9059076309204,71.79045643153528,4.091701244813278
convnet_L2_F128_K1x1_1_K5x5_1_W60,2,5018250,1481596938,ConvNet,60,1832.050847457627,214.0,0.0,10.22457627118644,74.47457627118644,20.54237288135593,25.0,25.03703703703704,50.0,29.31875,5270.389830508475,3162.186440677966,163.64406779661016,30.83333333333333,27.96153846153846,37.85294117647059,310953.0,186569.0,9655.0,2083,29.505021572112998,89.56745079212673,4.635141622659625
convnet_L2_F128_K1x1_1_K5x5_1_W65,2,5818250,1738807178,ConvNet,65,1836.7457627118645,214.0,0.0,9.491525423728811,81.2542372881356,10.796610169491526,25.0,25.0,50.0,29.515625,4963.372881355932,3131.508474576271,162.20338983050848,30.95833333333333,28.0,38.388888888888886,292839.0,184759.0,9570.0,1944,29.065203666686998,95.0406378600823,4.922839506172839
convnet_L2_F128_K1x1_1_K5x5_1_W70,2,6682250,2016593418,ConvNet,70,1843.8135593220336,214.0,0.0,8.758474576271187,79.50847457627118,21.966101694915253,25.0,25.23076923076923,50.0,29.64375,5442.372881355932,3320.762711864407,153.67796610169492,31.26086956521739,28.0,38.12857142857143,321100.0,195925.0,9067.0,1632,35.8796715736389,120.05208333333333,5.5557598039215685
convnet_L2_F128_K1x1_1_K5x5_1_W75,2,7610250,2314955658,ConvNet,75,1846.9830508474577,214.0,0.0,7.991525423728813,83.03389830508475,21.440677966101696,25.0,25.185185185185187,50.0,29.635135135135137,5447.677966101695,3275.322033898305,150.27118644067798,31.3,28.19047619047619,38.34848484848485,321413.0,193244.0,8866.0,1467,40.9449887275695,131.72733469665985,6.043626448534424
convnet_L2_F128_K1x1_1_K5x5_1_W80,2,8602250,2633893898,ConvNet,80,1852.0,214.0,0.0,7.669491525423729,79.61016949152543,22.406779661016948,25.0,25.56,50.0,29.672619047619047,5496.661016949152,3340.898305084746,141.0677966101695,31.59375,28.06896551724138,38.7,324303.0,197113.0,8323.0,1342,43.945252895355196,146.8800298062593,6.20193740685544
convnet_L2_F128_K1x1_1_K5x5_1_W85,2,9658250,2973408138,ConvNet,85,1860.050847457627,214.0,0.0,6.559322033898305,84.03389830508475,23.79661016949153,25.0,25.77142857142857,50.0,30.14375,5626.864406779661,3397.2203389830506,147.5084745762712,31.566666666666663,28.5,38.55882352941177,331985.0,200436.0,8703.0,1174,51.3973498344421,170.7291311754685,7.413117546848381
convnet_L2_F128_K1x1_1_K5x5_1_W90,2,10778250,3333498378,ConvNet,90,1863.6949152542368,214.0,0.0,6.309322033898305,84.64406779661017,23.28813559322034,25.0,25.81578947368421,50.0,30.046875,5539.677966101695,3366.406779661017,135.4406779661017,31.33333333333333,28.36,38.89473684210526,326841.0,198618.0,7991.0,1078,55.247557163238504,184.24675324675326,7.412801484230056
convnet_L2_F128_K1x1_1_K5x5_1_W95,2,11962250,3714164618,ConvNet,95,1874.0,214.0,0.0,5.864406779661017,85.35593220338983,24.74576271186441,25.0,25.806451612903224,50.0,30.26829268292683,5814.966101694915,3601.71186440678,132.28813559322035,32.0,28.76923076923077,39.0,343083.0,212501.0,7805.0,971,63.14524412155149,218.8475798146241,8.038105046343976
