RAM 2197/3964MB (lfb 71x4MB) SWAP 323/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,7%@204,0%@204,1%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@29.5C AO@41.5C thermal@29.5C POM_5V_IN 6604/6604 POM_5V_GPU 4300/4300 POM_5V_CPU 122/122
RAM 2197/3964MB (lfb 71x4MB) SWAP 323/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,3%@102,7%@102,0%@204] EMC_FREQ 20%@1600 GR3D_FREQ 72%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@29.25C POM_5V_IN 5166/5885 POM_5V_GPU 2949/3624 POM_5V_CPU 166/144
RAM 2197/3964MB (lfb 71x4MB) SWAP 323/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,4%@204,1%@204,0%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@40.5C thermal@29.5C POM_5V_IN 6532/6100 POM_5V_GPU 4184/3811 POM_5V_CPU 123/137
RAM 2195/3964MB (lfb 71x4MB) SWAP 323/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,8%@204,24%@204,6%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29.5C AO@40C thermal@30C POM_5V_IN 5903/6051 POM_5V_GPU 3256/3672 POM_5V_CPU 164/143
RAM 2195/3964MB (lfb 71x4MB) SWAP 323/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [12%@102,3%@102,23%@102,7%@204] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32.5C PMIC@50C GPU@30.5C AO@40C thermal@30C POM_5V_IN 6758/6192 POM_5V_GPU 3891/3716 POM_5V_CPU 164/147
RAM 2195/3964MB (lfb 71x4MB) SWAP 323/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,4%@204,21%@204,6%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@30C POM_5V_IN 6286/6208 POM_5V_GPU 3533/3685 POM_5V_CPU 123/143
RAM 2196/3964MB (lfb 71x4MB) SWAP 323/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,1%@102,27%@102,8%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@29.5C AO@38C thermal@29.75C POM_5V_IN 5714/6137 POM_5V_GPU 2944/3579 POM_5V_CPU 124/140
RAM 2196/3964MB (lfb 71x4MB) SWAP 323/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,6%@204,28%@204,11%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@30C AO@41C thermal@29.75C POM_5V_IN 6747/6213 POM_5V_GPU 4001/3632 POM_5V_CPU 163/143
RAM 2196/3964MB (lfb 71x4MB) SWAP 323/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,6%@102,24%@102,4%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@30.5C PMIC@50C GPU@29.5C AO@38C thermal@29.75C POM_5V_IN 5249/6106 POM_5V_GPU 2541/3511 POM_5V_CPU 124/141
RAM 2196/3964MB (lfb 71x4MB) SWAP 323/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,4%@204,23%@204,8%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@41.5C thermal@30C POM_5V_IN 6870/6182 POM_5V_GPU 4036/3563 POM_5V_CPU 163/143
RAM 2196/3964MB (lfb 71x4MB) SWAP 323/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,2%@102,27%@102,6%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@30.5C PMIC@50C GPU@29.5C AO@38C thermal@30.25C POM_5V_IN 5166/6090 POM_5V_GPU 2458/3463 POM_5V_CPU 125/141
