RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [24%@710,4%@710,3%@710,5%@710] EMC_FREQ 10%@1600 GR3D_FREQ 95%@921 APE 25 PLL@28.5C CPU@34.5C PMIC@50C GPU@31.5C AO@41C thermal@31.75C POM_5V_IN 5746/5746 POM_5V_GPU 3431/3431 POM_5V_CPU 289/289
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,2%@204,4%@204,2%@204] EMC_FREQ 16%@1600 GR3D_FREQ 92%@921 APE 25 PLL@28.5C CPU@34.5C PMIC@50C GPU@31.5C AO@41.5C thermal@32.75C POM_5V_IN 5557/5651 POM_5V_GPU 3151/3291 POM_5V_CPU 248/268
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [25%@518,2%@518,2%@518,1%@518] EMC_FREQ 20%@1600 GR3D_FREQ 84%@921 APE 25 PLL@28.5C CPU@34C PMIC@50C GPU@31.5C AO@41.5C thermal@33C POM_5V_IN 5985/5762 POM_5V_GPU 3508/3363 POM_5V_CPU 248/261
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [25%@710,1%@710,4%@710,2%@710] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@34.5C PMIC@50C GPU@32C AO@42C thermal@33.25C POM_5V_IN 5788/5769 POM_5V_GPU 3467/3389 POM_5V_CPU 288/268
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [29%@307,5%@307,3%@307,3%@307] EMC_FREQ 24%@1600 GR3D_FREQ 86%@921 APE 25 PLL@28.5C CPU@34C PMIC@50C GPU@31.5C AO@41.5C thermal@32.75C POM_5V_IN 5870/5789 POM_5V_GPU 3390/3389 POM_5V_CPU 248/264
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [27%@518,3%@518,4%@518,2%@518] EMC_FREQ 25%@1600 GR3D_FREQ 89%@921 APE 25 PLL@28.5C CPU@34.5C PMIC@50C GPU@31C AO@42C thermal@33.25C POM_5V_IN 5755/5783 POM_5V_GPU 3467/3402 POM_5V_CPU 248/261
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [26%@307,3%@307,2%@307,2%@307] EMC_FREQ 26%@1600 GR3D_FREQ 94%@921 APE 25 PLL@29C CPU@34C PMIC@50C GPU@31C AO@41C thermal@32.75C POM_5V_IN 5515/5745 POM_5V_GPU 3229/3377 POM_5V_CPU 289/265
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [26%@307,5%@307,3%@307,3%@307] EMC_FREQ 27%@1600 GR3D_FREQ 83%@921 APE 25 PLL@28.5C CPU@34.5C PMIC@50C GPU@31.5C AO@42C thermal@33C POM_5V_IN 5903/5764 POM_5V_GPU 3591/3404 POM_5V_CPU 248/263
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [21%@204,9%@204,6%@204,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 82%@921 APE 25 PLL@29C CPU@34.5C PMIC@50C GPU@31.5C AO@41C thermal@33C POM_5V_IN 5755/5763 POM_5V_GPU 3234/3385 POM_5V_CPU 248/261
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@518,28%@518,3%@518,1%@518] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@34.5C PMIC@50C GPU@31.5C AO@41.5C thermal@32.5C POM_5V_IN 5672/5754 POM_5V_GPU 3390/3385 POM_5V_CPU 289/264
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@518,28%@518,2%@518,3%@518] EMC_FREQ 27%@1600 GR3D_FREQ 74%@921 APE 25 PLL@28.5C CPU@34.5C PMIC@50C GPU@31.5C AO@41.5C thermal@33C POM_5V_IN 5631/5743 POM_5V_GPU 3348/3382 POM_5V_CPU 248/262
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,26%@204,3%@204,2%@204] EMC_FREQ 27%@1600 GR3D_FREQ 87%@921 APE 25 PLL@28.5C CPU@34.5C PMIC@50C GPU@31.5C AO@42C thermal@33C POM_5V_IN 5912/5757 POM_5V_GPU 3472/3389 POM_5V_CPU 248/261
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,24%@204,3%@204,5%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@34C PMIC@50C GPU@31.5C AO@41.5C thermal@33C POM_5V_IN 5482/5736 POM_5V_GPU 3151/3371 POM_5V_CPU 248/260
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [18%@614,16%@614,3%@614,2%@614] EMC_FREQ 27%@1600 GR3D_FREQ 86%@921 APE 25 PLL@28.5C CPU@35C PMIC@50C GPU@31.5C AO@42C thermal@33.25C POM_5V_IN 5861/5745 POM_5V_GPU 3585/3386 POM_5V_CPU 247/259
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [28%@518,3%@518,4%@518,5%@518] EMC_FREQ 27%@1600 GR3D_FREQ 83%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@41.5C thermal@33.25C POM_5V_IN 5829/5750 POM_5V_GPU 3390/3386 POM_5V_CPU 289/261
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [26%@825,3%@825,2%@825,2%@825] EMC_FREQ 27%@1600 GR3D_FREQ 94%@921 APE 25 PLL@29C CPU@34.5C PMIC@50C GPU@32C AO@41.5C thermal@33.5C POM_5V_IN 6068/5770 POM_5V_GPU 3508/3394 POM_5V_CPU 289/263
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [28%@825,2%@825,6%@825,4%@825] EMC_FREQ 27%@1600 GR3D_FREQ 94%@921 APE 25 PLL@29C CPU@34.5C PMIC@50C GPU@32C AO@41.5C thermal@32.75C POM_5V_IN 5912/5778 POM_5V_GPU 3472/3399 POM_5V_CPU 289/264
RAM 1956/3964MB (lfb 90x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [25%@614,1%@614,1%@614,3%@614] EMC_FREQ 28%@1600 GR3D_FREQ 95%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@42C thermal@33.25C POM_5V_IN 5944/5788 POM_5V_GPU 3627/3411 POM_5V_CPU 247/263
