RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,7%@307,1%@307,0%@307] EMC_FREQ 6%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@30.5C AO@42C thermal@32.75C POM_5V_IN 5985/5985 POM_5V_GPU 4080/4080 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,10%@204,2%@204,2%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31C AO@42.5C thermal@33C POM_5V_IN 6450/6217 POM_5V_GPU 4519/4299 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,11%@102,2%@102,0%@102] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31C AO@43C thermal@33C POM_5V_IN 6213/6216 POM_5V_GPU 4355/4318 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,12%@102,2%@102,0%@102] EMC_FREQ 10%@1600 GR3D_FREQ 59%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@42.5C thermal@33.5C POM_5V_IN 5985/6158 POM_5V_GPU 4121/4268 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,10%@204,3%@204,1%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31C AO@42.5C thermal@33C POM_5V_IN 6109/6148 POM_5V_GPU 4121/4239 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,12%@102,3%@102,1%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31C AO@43C thermal@33C POM_5V_IN 6213/6159 POM_5V_GPU 4314/4251 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,13%@204,1%@204,0%@204] EMC_FREQ 11%@1600 GR3D_FREQ 77%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31C AO@42.5C thermal@33C POM_5V_IN 5985/6134 POM_5V_GPU 4039/4221 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,13%@204,1%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31C AO@43.5C thermal@33C POM_5V_IN 6337/6159 POM_5V_GPU 4437/4248 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,11%@102,2%@102,1%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@31C AO@43C thermal@33.25C POM_5V_IN 6141/6157 POM_5V_GPU 4279/4251 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,14%@307,2%@307,1%@307] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31.5C AO@42.5C thermal@33.25C POM_5V_IN 5953/6137 POM_5V_GPU 4004/4226 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,9%@204,3%@204,0%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31C AO@43C thermal@33.25C POM_5V_IN 6255/6147 POM_5V_GPU 4355/4238 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,15%@102,1%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 90%@921 APE 25 PLL@28C CPU@34.5C PMIC@50C GPU@31C AO@42.5C thermal@33C POM_5V_IN 6026/6137 POM_5V_GPU 4121/4228 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,12%@102,1%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31.5C AO@42C thermal@33C POM_5V_IN 5953/6123 POM_5V_GPU 4004/4211 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,11%@204,1%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31C AO@43.5C thermal@32.75C POM_5V_IN 6337/6138 POM_5V_GPU 4437/4227 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,9%@204,3%@204,0%@204] EMC_FREQ 11%@1600 GR3D_FREQ 72%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31C AO@42.5C thermal@33.5C POM_5V_IN 5985/6128 POM_5V_GPU 4121/4220 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,11%@102,1%@102,1%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@31C AO@42.5C thermal@33.25C POM_5V_IN 6347/6142 POM_5V_GPU 4197/4219 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,9%@102,2%@102,2%@102] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@43.5C thermal@33.25C POM_5V_IN 6296/6151 POM_5V_GPU 4437/4231 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,10%@204,2%@204,2%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@43C thermal@33.75C POM_5V_IN 6213/6154 POM_5V_GPU 4279/4234 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,8%@204,4%@204,3%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@34.5C PMIC@50C GPU@31C AO@42C thermal@33C POM_5V_IN 5944/6143 POM_5V_GPU 4045/4224 POM_5V_CPU 123/123
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@204,11%@204,2%@204,2%@204] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31C AO@43C thermal@33C POM_5V_IN 6870/6179 POM_5V_GPU 4532/4239 POM_5V_CPU 163/125
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [12%@204,12%@307,2%@307,3%@307] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31C AO@43C thermal@33.25C POM_5V_IN 6758/6207 POM_5V_GPU 4375/4246 POM_5V_CPU 163/126
RAM 1804/3964MB (lfb 87x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@403,9%@403,6%@403,2%@403] EMC_FREQ 12%@1600 GR3D_FREQ 82%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@32C AO@42.5C thermal@33.25C POM_5V_IN 6409/6216 POM_5V_GPU 4061/4237 POM_5V_CPU 164/128
