RAM 1721/3964MB (lfb 28x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@518,4%@518,6%@518,2%@518] EMC_FREQ 20%@1600 GR3D_FREQ 93%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30.25C POM_5V_IN 7030/7030 POM_5V_GPU 3814/3814 POM_5V_CPU 243/243
RAM 1721/3964MB (lfb 28x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@204,4%@204,21%@204,5%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@30.25C POM_5V_IN 6163/6596 POM_5V_GPU 3194/3504 POM_5V_CPU 163/203
RAM 1721/3964MB (lfb 28x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [21%@204,6%@204,21%@204,6%@204] EMC_FREQ 39%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@29.25C POM_5V_IN 6317/6503 POM_5V_GPU 3148/3385 POM_5V_CPU 163/189
RAM 1721/3964MB (lfb 28x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,4%@204,16%@204,1%@204] EMC_FREQ 44%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@28.5C AO@37.5C thermal@29.75C POM_5V_IN 6327/6459 POM_5V_GPU 3363/3379 POM_5V_CPU 123/173
RAM 1721/3964MB (lfb 28x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,4%@102,2%@102,0%@204] EMC_FREQ 47%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@38C thermal@29.5C POM_5V_IN 6553/6478 POM_5V_GPU 3604/3424 POM_5V_CPU 123/163
RAM 1721/3964MB (lfb 28x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@1479,4%@1479,2%@1479,1%@1479] EMC_FREQ 49%@1600 GR3D_FREQ 72%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@28.5C AO@40C thermal@30.25C POM_5V_IN 7071/6576 POM_5V_GPU 3935/3509 POM_5V_CPU 527/223
RAM 1721/3964MB (lfb 28x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@204,4%@204,1%@204,1%@204] EMC_FREQ 51%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@29C AO@38.5C thermal@29.75C POM_5V_IN 5581/6434 POM_5V_GPU 3132/3455 POM_5V_CPU 123/209
RAM 1721/3964MB (lfb 28x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [16%@102,3%@102,3%@102,0%@102] EMC_FREQ 51%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@38.5C thermal@30.25C POM_5V_IN 6553/6449 POM_5V_GPU 3604/3474 POM_5V_CPU 123/198
RAM 1721/3964MB (lfb 28x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,3%@204,0%@204,4%@204] EMC_FREQ 52%@1600 GR3D_FREQ 82%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@39.5C thermal@30C POM_5V_IN 6696/6476 POM_5V_GPU 3960/3528 POM_5V_CPU 122/190
RAM 1721/3964MB (lfb 28x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@102,2%@102,0%@102,2%@102] EMC_FREQ 53%@1600 GR3D_FREQ 68%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30C POM_5V_IN 6655/6494 POM_5V_GPU 3995/3574 POM_5V_CPU 122/183
RAM 1721/3964MB (lfb 28x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@204,3%@204,3%@204,1%@204] EMC_FREQ 53%@1600 GR3D_FREQ 65%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@28.5C AO@40C thermal@29.75C POM_5V_IN 6543/6499 POM_5V_GPU 3954/3609 POM_5V_CPU 163/181
