RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,13%@307,7%@307,1%@307] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@30.5C CPU@38C PMIC@50C GPU@34C AO@45.5C thermal@35.75C POM_5V_IN 8319/8319 POM_5V_GPU 5008/5008 POM_5V_CPU 160/160
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,15%@102,4%@102,1%@102] EMC_FREQ 55%@1600 GR3D_FREQ 74%@921 APE 25 PLL@30.5C CPU@37.5C PMIC@50C GPU@33.5C AO@45C thermal@35.5C POM_5V_IN 7644/7981 POM_5V_GPU 4401/4704 POM_5V_CPU 161/160
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,1%@204,10%@204,0%@204] EMC_FREQ 57%@1600 GR3D_FREQ 99%@921 APE 25 PLL@30.5C CPU@37.5C PMIC@50C GPU@34.5C AO@45.5C thermal@35.5C POM_5V_IN 7943/7968 POM_5V_GPU 5032/4813 POM_5V_CPU 161/160
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,0%@102,2%@102,0%@102] EMC_FREQ 58%@1600 GR3D_FREQ 99%@921 APE 25 PLL@30.5C CPU@38C PMIC@50C GPU@34C AO@46C thermal@36C POM_5V_IN 8091/7999 POM_5V_GPU 5152/4898 POM_5V_CPU 120/150
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,0%@204,3%@204,1%@204] EMC_FREQ 59%@1600 GR3D_FREQ 99%@921 APE 25 PLL@30.5C CPU@37.5C PMIC@50C GPU@34.5C AO@45C thermal@35.75C POM_5V_IN 8023/8004 POM_5V_GPU 5040/4926 POM_5V_CPU 161/152
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,9%@204,7%@204,3%@204] EMC_FREQ 60%@1600 GR3D_FREQ 78%@921 APE 25 PLL@30.5C CPU@37.5C PMIC@50C GPU@33.5C AO@44.5C thermal@35.75C POM_5V_IN 7089/7851 POM_5V_GPU 4159/4798 POM_5V_CPU 403/194
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,13%@102,5%@102,1%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@30.5C CPU@37.5C PMIC@50C GPU@34.5C AO@45.5C thermal@36C POM_5V_IN 8239/7906 POM_5V_GPU 4935/4818 POM_5V_CPU 120/183
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,5%@102,1%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@30.5C CPU@38C PMIC@50C GPU@34.5C AO@46C thermal@36C POM_5V_IN 8386/7966 POM_5V_GPU 5128/4856 POM_5V_CPU 120/175
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,13%@102,7%@102,0%@102] EMC_FREQ 60%@1600 GR3D_FREQ 99%@921 APE 25 PLL@30.5C CPU@37.5C PMIC@50C GPU@34.5C AO@46C thermal@36C POM_5V_IN 8306/8004 POM_5V_GPU 5008/4873 POM_5V_CPU 160/174
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,11%@1479,6%@1479,1%@1479] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@31C CPU@36C PMIC@50C GPU@34C AO@43.5C thermal@36C POM_5V_IN 6859/7889 POM_5V_GPU 3663/4752 POM_5V_CPU 244/181
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,11%@102,5%@102,1%@204] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@31C CPU@38C PMIC@50C GPU@34.5C AO@46C thermal@36.25C POM_5V_IN 8426/7938 POM_5V_GPU 5056/4780 POM_5V_CPU 120/175
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,10%@307,6%@307,2%@307] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@31C CPU@38C PMIC@50C GPU@34.5C AO@46C thermal@36.25C POM_5V_IN 8239/7963 POM_5V_GPU 5056/4803 POM_5V_CPU 160/174
RAM 2052/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,13%@102,4%@102,1%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@31C CPU@38.5C PMIC@50C GPU@34.5C AO@46C thermal@36.25C POM_5V_IN 8118/7975 POM_5V_GPU 4895/4810 POM_5V_CPU 160/173
RAM 2053/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,9%@102,7%@102,3%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@31C CPU@37C PMIC@50C GPU@34.5C AO@44C thermal@36.25C POM_5V_IN 7737/7958 POM_5V_GPU 4294/4773 POM_5V_CPU 162/172
RAM 2053/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,11%@204,7%@204,2%@204] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@31C CPU@38.5C PMIC@50C GPU@35C AO@46.5C thermal@36.5C POM_5V_IN 8493/7994 POM_5V_GPU 5200/4801 POM_5V_CPU 160/171
RAM 2053/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,12%@102,5%@102,2%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@31C CPU@38.5C PMIC@50C GPU@35C AO@46C thermal@36.5C POM_5V_IN 8239/8009 POM_5V_GPU 5016/4815 POM_5V_CPU 120/168
RAM 2053/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,11%@204,5%@204,2%@204] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@30.5C CPU@38.5C PMIC@50C GPU@35C AO@46C thermal@36.5C POM_5V_IN 8171/8018 POM_5V_GPU 4895/4819 POM_5V_CPU 160/167
RAM 2053/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [18%@204,4%@204,4%@204,0%@204] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@31C CPU@36.5C PMIC@50C GPU@35C AO@43.5C thermal@36.5C POM_5V_IN 7506/7990 POM_5V_GPU 4017/4775 POM_5V_CPU 121/165
RAM 2053/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,6%@102,1%@102,0%@102] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@31C CPU@38.5C PMIC@50C GPU@34.5C AO@46.5C thermal@36.75C POM_5V_IN 8573/8021 POM_5V_GPU 5160/4795 POM_5V_CPU 120/162
RAM 2053/3964MB (lfb 73x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,10%@102,5%@204,0%@204] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@31C CPU@38.5C PMIC@50C GPU@35C AO@46C thermal@36.5C POM_5V_IN 8279/8034 POM_5V_GPU 5056/4808 POM_5V_CPU 160/162
