RAM 2236/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@1479,4%@1479,10%@1479,0%@1479] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28C AO@37.5C thermal@28.5C POM_5V_IN 7204/7204 POM_5V_GPU 3704/3704 POM_5V_CPU 936/936
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,5%@204,5%@204,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@29.5C PMIC@50C GPU@27.5C AO@35.5C thermal@30.25C POM_5V_IN 4204/5080 POM_5V_GPU 1976/2742 POM_5V_CPU 126/143
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,5%@102,2%@102,0%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@36.5C thermal@29C POM_5V_IN 5524/5089 POM_5V_GPU 2990/2747 POM_5V_CPU 124/143
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,5%@102,0%@102] EMC_FREQ 32%@1600 GR3D_FREQ 94%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@28.5C AO@38C thermal@28.5C POM_5V_IN 5241/5092 POM_5V_GPU 3027/2752 POM_5V_CPU 124/143
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,5%@204,2%@204,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@29.5C PMIC@50C GPU@27.5C AO@35.5C thermal@29.5C POM_5V_IN 4324/5077 POM_5V_GPU 2102/2740 POM_5V_CPU 126/142
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,2%@102,3%@102,0%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28.5C AO@37.5C thermal@29C POM_5V_IN 6109/5097 POM_5V_GPU 3508/2754 POM_5V_CPU 124/142
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [10%@307,3%@307,5%@307,0%@307] EMC_FREQ 32%@1600 GR3D_FREQ 93%@921 APE 25 PLL@25.5C CPU@29C PMIC@50C GPU@27.5C AO@35.5C thermal@28.5C POM_5V_IN 3916/5075 POM_5V_GPU 1850/2738 POM_5V_CPU 125/142
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,4%@102,1%@102,1%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@28.5C AO@36C thermal@29.25C POM_5V_IN 4973/5073 POM_5V_GPU 2591/2735 POM_5V_CPU 125/141
RAM 2234/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,2%@204,1%@204,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@39C thermal@30C POM_5V_IN 6017/5090 POM_5V_GPU 3703/2752 POM_5V_CPU 164/142
RAM 2234/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,2%@102,4%@102,0%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@29.5C PMIC@50C GPU@28C AO@35.5C thermal@28.5C POM_5V_IN 3880/5069 POM_5V_GPU 1852/2737 POM_5V_CPU 126/142
RAM 2238/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@1479,9%@1479,8%@1479,3%@1479] EMC_FREQ 31%@1600 GR3D_FREQ 0%@921 APE 25 PLL@25.5C CPU@29C PMIC@50C GPU@27C AO@34.5C thermal@28.5C POM_5V_IN 3064/5035 POM_5V_GPU 553/2700 POM_5V_CPU 808/153
