RAM 2236/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@1479,4%@1479,10%@1479,0%@1479] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28C AO@37.5C thermal@28.5C POM_5V_IN 7204/7204 POM_5V_GPU 3704/3704 POM_5V_CPU 936/936
RAM 2236/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,15%@204,12%@204,0%@204] EMC_FREQ 20%@1600 GR3D_FREQ 66%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@37C thermal@29.75C POM_5V_IN 5116/6160 POM_5V_GPU 2699/3201 POM_5V_CPU 124/530
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,21%@204,10%@204,3%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@28C AO@35.5C thermal@29C POM_5V_IN 5166/5828 POM_5V_GPU 2416/2939 POM_5V_CPU 166/408
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [9%@307,29%@307,12%@307,5%@307] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@38.5C thermal@28.25C POM_5V_IN 6717/6050 POM_5V_GPU 3844/3165 POM_5V_CPU 163/347
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@403,26%@307,15%@307,4%@307] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@27.5C AO@36C thermal@28.25C POM_5V_IN 4646/5769 POM_5V_GPU 2044/2941 POM_5V_CPU 166/311
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,21%@204,7%@204,0%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@29.5C PMIC@50C GPU@28C AO@35.5C thermal@29.75C POM_5V_IN 4923/5628 POM_5V_GPU 2211/2819 POM_5V_CPU 167/287
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,21%@102,12%@102,1%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@38C thermal@28.5C POM_5V_IN 6676/5778 POM_5V_GPU 3721/2948 POM_5V_CPU 163/269
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,9%@307,8%@307,0%@307] EMC_FREQ 31%@1600 GR3D_FREQ 89%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@27.5C AO@36C thermal@28.25C POM_5V_IN 3964/5551 POM_5V_GPU 1850/2811 POM_5V_CPU 125/251
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,2%@204,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@28C AO@36C thermal@30C POM_5V_IN 5124/5504 POM_5V_GPU 2712/2800 POM_5V_CPU 125/237
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,1%@102,8%@102,3%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@38.5C thermal@29.25C POM_5V_IN 5432/5496 POM_5V_GPU 3266/2846 POM_5V_CPU 124/225
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,8%@102,0%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29C PMIC@50C GPU@28C AO@35C thermal@28.5C POM_5V_IN 4169/5376 POM_5V_GPU 1979/2767 POM_5V_CPU 126/216
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@102,6%@102,0%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@29C AO@36.5C thermal@29.25C POM_5V_IN 5838/5414 POM_5V_GPU 3229/2806 POM_5V_CPU 124/209
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,8%@102,0%@102] EMC_FREQ 32%@1600 GR3D_FREQ 64%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@37.5C thermal@30C POM_5V_IN 4840/5370 POM_5V_GPU 2745/2801 POM_5V_CPU 124/202
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,1%@102,6%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@28C AO@35.5C thermal@28.75C POM_5V_IN 4527/5310 POM_5V_GPU 2225/2760 POM_5V_CPU 125/197
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,3%@102,5%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@28.5C POM_5V_IN 5976/5354 POM_5V_GPU 3744/2825 POM_5V_CPU 123/192
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,1%@204,6%@204,1%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@29C PMIC@50C GPU@28C AO@35.5C thermal@28.5C POM_5V_IN 3838/5259 POM_5V_GPU 1852/2765 POM_5V_CPU 126/187
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,1%@204,8%@204,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@28.5C AO@36.5C thermal@29.5C POM_5V_IN 5482/5272 POM_5V_GPU 2990/2778 POM_5V_CPU 124/184
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,3%@204,5%@204,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 54%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@27.5C AO@37C thermal@30.25C POM_5V_IN 4485/5229 POM_5V_GPU 2423/2758 POM_5V_CPU 125/180
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,1%@102,0%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@29.5C PMIC@50C GPU@28.5C AO@36C thermal@29.25C POM_5V_IN 4931/5213 POM_5V_GPU 2549/2747 POM_5V_CPU 125/177
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,2%@102,2%@102,5%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28C AO@38.5C thermal@28.5C POM_5V_IN 5861/5245 POM_5V_GPU 3627/2791 POM_5V_CPU 123/175
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,2%@102,2%@102,3%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29C PMIC@50C GPU@28C AO@35.5C thermal@28.5C POM_5V_IN 4126/5192 POM_5V_GPU 1937/2750 POM_5V_CPU 126/172
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,1%@102,2%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@29C AO@36.5C thermal@29.5C POM_5V_IN 5557/5209 POM_5V_GPU 3032/2763 POM_5V_CPU 124/170
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [12%@204,1%@204,1%@204,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 58%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@27.5C AO@37.5C thermal@29.5C POM_5V_IN 4847/5193 POM_5V_GPU 2666/2759 POM_5V_CPU 124/168
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,2%@204,2%@204,1%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@28.5C AO@35.5C thermal@28.5C POM_5V_IN 4569/5167 POM_5V_GPU 2305/2740 POM_5V_CPU 125/166
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,3%@102,5%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@29.5C POM_5V_IN 6172/5207 POM_5V_GPU 3821/2783 POM_5V_CPU 123/165
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@403,2%@403,7%@403,0%@403] EMC_FREQ 32%@1600 GR3D_FREQ 86%@921 APE 25 PLL@25C CPU@29C PMIC@50C GPU@28C AO@35.5C thermal@29.75C POM_5V_IN 4006/5161 POM_5V_GPU 1852/2747 POM_5V_CPU 126/163
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,6%@102,3%@204,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@28C AO@36.5C thermal@29.75C POM_5V_IN 5283/5165 POM_5V_GPU 2870/2752 POM_5V_CPU 124/162
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,1%@102,6%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@28.75C POM_5V_IN 5200/5166 POM_5V_GPU 3068/2763 POM_5V_CPU 124/160
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,1%@204,6%@204,1%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@29.5C PMIC@50C GPU@28C AO@36C thermal@28.25C POM_5V_IN 4366/5139 POM_5V_GPU 2141/2742 POM_5V_CPU 126/159
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,3%@204,8%@204,1%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@28.5C AO@39C thermal@29.75C POM_5V_IN 6131/5172 POM_5V_GPU 3821/2778 POM_5V_CPU 123/158
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@102,4%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 86%@921 APE 25 PLL@25.5C CPU@29.5C PMIC@50C GPU@27.5C AO@35C thermal@29.5C POM_5V_IN 3759/5126 POM_5V_GPU 1771/2745 POM_5V_CPU 126/157
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,1%@204,5%@204,1%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@28.5C AO@37C thermal@28.75C POM_5V_IN 5399/5135 POM_5V_GPU 2953/2752 POM_5V_CPU 124/156
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,3%@102,4%@204,2%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@38.5C thermal@28.5C POM_5V_IN 5233/5138 POM_5V_GPU 3068/2761 POM_5V_CPU 124/155
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,4%@102,0%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@29.5C PMIC@50C GPU@28C AO@35.5C thermal@30C POM_5V_IN 4366/5115 POM_5V_GPU 2099/2742 POM_5V_CPU 84/153
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,1%@102,7%@102,3%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@37.5C thermal@29C POM_5V_IN 6182/5146 POM_5V_GPU 3627/2767 POM_5V_CPU 123/152
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,2%@307,6%@307,2%@307] EMC_FREQ 32%@1600 GR3D_FREQ 55%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@28C AO@36C thermal@28.5C POM_5V_IN 4000/5114 POM_5V_GPU 1934/2744 POM_5V_CPU 125/151
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,2%@204,7%@204,0%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@28.5C AO@36C thermal@29.25C POM_5V_IN 5083/5113 POM_5V_GPU 2712/2743 POM_5V_CPU 125/150
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,4%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@29.25C POM_5V_IN 5788/5131 POM_5V_GPU 3550/2764 POM_5V_CPU 123/150
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,5%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@29.5C PMIC@50C GPU@27.5C AO@35.5C thermal@29.5C POM_5V_IN 3843/5098 POM_5V_GPU 1852/2741 POM_5V_CPU 126/149
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,4%@102,6%@102,4%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@28C AO@36.5C thermal@28.5C POM_5V_IN 5482/5107 POM_5V_GPU 2990/2747 POM_5V_CPU 124/148
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,5%@102,5%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@28.75C POM_5V_IN 5358/5113 POM_5V_GPU 3188/2758 POM_5V_CPU 124/148
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@102,1%@102,2%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@29C PMIC@50C GPU@28C AO@35.5C thermal@30C POM_5V_IN 4288/5094 POM_5V_GPU 2060/2741 POM_5V_CPU 126/147
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@204,6%@204,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@29.25C POM_5V_IN 6182/5119 POM_5V_GPU 3627/2762 POM_5V_CPU 123/147
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,5%@102,8%@102,3%@102] EMC_FREQ 32%@1600 GR3D_FREQ 55%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@37.5C thermal@28.75C POM_5V_IN 4443/5104 POM_5V_GPU 2382/2753 POM_5V_CPU 125/146
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,1%@102,7%@102,0%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@28C AO@35.5C thermal@29.75C POM_5V_IN 4687/5094 POM_5V_GPU 2385/2745 POM_5V_CPU 125/146
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,3%@102,4%@102,2%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@39C thermal@29.5C POM_5V_IN 5985/5114 POM_5V_GPU 3703/2766 POM_5V_CPU 123/145
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,5%@102,5%@102,1%@102] EMC_FREQ 32%@1600 GR3D_FREQ 87%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@28C AO@35.5C thermal@28.75C POM_5V_IN 3795/5086 POM_5V_GPU 1771/2745 POM_5V_CPU 126/145
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,1%@102,7%@102,1%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@28C AO@36C thermal@29.5C POM_5V_IN 4931/5082 POM_5V_GPU 2549/2740 POM_5V_CPU 125/144
RAM 2237/3964MB (lfb 47x4MB) SWAP 255/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,5%@102,5%@102,2%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@29.5C POM_5V_IN 5861/5098 POM_5V_GPU 3585/2758 POM_5V_CPU 123/144
