RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [18%@518,3%@518,1%@518,6%@518] EMC_FREQ 10%@1600 GR3D_FREQ 80%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@31.5C AO@42C thermal@30C POM_5V_IN 6058/6058 POM_5V_GPU 3750/3750 POM_5V_CPU 205/205
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,2%@204,0%@204,1%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@31.5C AO@41.5C thermal@33.25C POM_5V_IN 5903/5980 POM_5V_GPU 3750/3750 POM_5V_CPU 206/205
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [28%@102,1%@102,3%@102,2%@102] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35.5C PMIC@50C GPU@32C AO@42C thermal@33.5C POM_5V_IN 5903/5954 POM_5V_GPU 3750/3750 POM_5V_CPU 206/205
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,1%@204,3%@204,3%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@41.5C thermal@33.5C POM_5V_IN 5985/5962 POM_5V_GPU 3709/3739 POM_5V_CPU 206/205
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [27%@204,3%@204,2%@204,3%@204] EMC_FREQ 22%@1600 GR3D_FREQ 73%@921 APE 25 PLL@29C CPU@35.5C PMIC@50C GPU@32C AO@42.5C thermal@33.75C POM_5V_IN 5861/5942 POM_5V_GPU 3709/3733 POM_5V_CPU 206/205
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,3%@204,1%@204,6%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35.5C PMIC@50C GPU@31.5C AO@41.5C thermal@33.5C POM_5V_IN 5903/5935 POM_5V_GPU 3514/3697 POM_5V_CPU 206/205
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [29%@204,3%@204,1%@204,2%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29.5C CPU@35.5C PMIC@50C GPU@32C AO@42.5C thermal@33.75C POM_5V_IN 5903/5930 POM_5V_GPU 3709/3698 POM_5V_CPU 165/200
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,3%@204,2%@204,3%@204] EMC_FREQ 24%@1600 GR3D_FREQ 72%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@42C thermal@34C POM_5V_IN 5861/5922 POM_5V_GPU 3668/3694 POM_5V_CPU 164/195
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [29%@204,3%@204,4%@204,4%@204] EMC_FREQ 24%@1600 GR3D_FREQ 73%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@42C thermal@33.5C POM_5V_IN 5746/5902 POM_5V_GPU 3550/3678 POM_5V_CPU 206/196
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [22%@307,6%@307,3%@307,2%@307] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@41.5C thermal@33.5C POM_5V_IN 5432/5855 POM_5V_GPU 3276/3638 POM_5V_CPU 165/193
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,4%@204,3%@204,2%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@34.5C PMIC@50C GPU@32C AO@41.5C thermal@33.25C POM_5V_IN 5515/5824 POM_5V_GPU 3354/3612 POM_5V_CPU 207/194
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [28%@204,2%@204,5%@204,4%@204] EMC_FREQ 24%@1600 GR3D_FREQ 73%@921 APE 25 PLL@29C CPU@35.5C PMIC@50C GPU@32C AO@42.5C thermal@33.25C POM_5V_IN 5746/5818 POM_5V_GPU 3591/3610 POM_5V_CPU 206/195
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [25%@614,4%@614,2%@614,0%@614] EMC_FREQ 25%@1600 GR3D_FREQ 73%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32.5C AO@42C thermal@33.75C POM_5V_IN 5705/5809 POM_5V_GPU 3472/3600 POM_5V_CPU 206/196
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [28%@204,5%@204,0%@204,2%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@41.5C thermal@33.5C POM_5V_IN 5548/5790 POM_5V_GPU 3312/3579 POM_5V_CPU 206/197
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [28%@204,4%@204,1%@204,3%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@42.5C thermal@33.5C POM_5V_IN 5861/5795 POM_5V_GPU 3715/3588 POM_5V_CPU 206/197
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [27%@204,4%@204,1%@204,5%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@42.5C thermal@33.5C POM_5V_IN 5903/5802 POM_5V_GPU 3715/3596 POM_5V_CPU 206/198
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,2%@204,4%@204,1%@204] EMC_FREQ 25%@1600 GR3D_FREQ 97%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@42C thermal@33.25C POM_5V_IN 5705/5796 POM_5V_GPU 3550/3593 POM_5V_CPU 206/198
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [27%@307,7%@307,3%@307,2%@307] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29.5C CPU@34.5C PMIC@50C GPU@32C AO@41.5C thermal@33.5C POM_5V_IN 5358/5772 POM_5V_GPU 3193/3571 POM_5V_CPU 207/199
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [24%@518,8%@518,8%@518,2%@518] EMC_FREQ 24%@1600 GR3D_FREQ 95%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@42C thermal@33.75C POM_5V_IN 5631/5764 POM_5V_GPU 3472/3566 POM_5V_CPU 206/199
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [24%@204,8%@204,1%@204,2%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@41.5C thermal@33.5C POM_5V_IN 5672/5759 POM_5V_GPU 3312/3553 POM_5V_CPU 207/199
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [13%@204,20%@204,14%@204,7%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@41.5C thermal@33.5C POM_5V_IN 5788/5761 POM_5V_GPU 3514/3551 POM_5V_CPU 165/198
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,24%@204,11%@204,3%@204] EMC_FREQ 24%@1600 GR3D_FREQ 70%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@42.5C thermal@33.25C POM_5V_IN 5515/5750 POM_5V_GPU 3472/3548 POM_5V_CPU 165/196
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,11%@204,24%@204,6%@204] EMC_FREQ 24%@1600 GR3D_FREQ 77%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32.5C AO@41.5C thermal@33.25C POM_5V_IN 5788/5751 POM_5V_GPU 3219/3533 POM_5V_CPU 206/197
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,20%@204,22%@204,8%@204] EMC_FREQ 24%@1600 GR3D_FREQ 64%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@41.5C thermal@33.5C POM_5V_IN 6131/5767 POM_5V_GPU 3615/3537 POM_5V_CPU 205/197
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,19%@204,18%@204,6%@204] EMC_FREQ 24%@1600 GR3D_FREQ 89%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@41.5C thermal@33.25C POM_5V_IN 6286/5788 POM_5V_GPU 3615/3540 POM_5V_CPU 164/196
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [24%@518,11%@518,5%@518,0%@518] EMC_FREQ 24%@1600 GR3D_FREQ 96%@921 APE 25 PLL@29C CPU@34.5C PMIC@50C GPU@32C AO@42C thermal@33.5C POM_5V_IN 5590/5780 POM_5V_GPU 3431/3536 POM_5V_CPU 206/196
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [12%@204,5%@204,27%@204,2%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@41.5C thermal@33.75C POM_5V_IN 5557/5772 POM_5V_GPU 3354/3529 POM_5V_CPU 165/195
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [12%@102,12%@204,21%@204,8%@204] EMC_FREQ 24%@1600 GR3D_FREQ 61%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32C AO@42.5C thermal@34C POM_5V_IN 5631/5767 POM_5V_GPU 3514/3528 POM_5V_CPU 165/194
RAM 1952/3964MB (lfb 68x4MB) SWAP 357/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [29%@204,5%@204,3%@204,2%@204] EMC_FREQ 24%@1600 GR3D_FREQ 82%@921 APE 25 PLL@29C CPU@35C PMIC@50C GPU@32.5C AO@42C thermal@34C POM_5V_IN 5631/5762 POM_5V_GPU 3390/3523 POM_5V_CPU 206/194
