RAM 1804/3964MB (lfb 84x4MB) SWAP 336/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,9%@204,5%@204,5%@204] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@36C PMIC@50C GPU@32.5C AO@44C thermal@33.25C POM_5V_IN 8091/8091 POM_5V_GPU 4983/4983 POM_5V_CPU 120/120
RAM 1804/3964MB (lfb 84x4MB) SWAP 336/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,15%@102,5%@102,2%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29C CPU@36C PMIC@50C GPU@32.5C AO@43C thermal@34.75C POM_5V_IN 7628/7859 POM_5V_GPU 4632/4807 POM_5V_CPU 121/120
RAM 1805/3964MB (lfb 84x4MB) SWAP 336/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,2%@204,6%@204,0%@204] EMC_FREQ 39%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29.5C CPU@37C PMIC@50C GPU@33C AO@45C thermal@34.5C POM_5V_IN 8091/7936 POM_5V_GPU 5305/4973 POM_5V_CPU 120/120
RAM 1804/3964MB (lfb 84x4MB) SWAP 336/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@102,4%@204,6%@204] EMC_FREQ 44%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29.5C CPU@36.5C PMIC@50C GPU@33C AO@44C thermal@34.75C POM_5V_IN 7685/7873 POM_5V_GPU 5007/4981 POM_5V_CPU 121/120
RAM 1804/3964MB (lfb 84x4MB) SWAP 336/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@102,2%@102,8%@204] EMC_FREQ 48%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29.5C CPU@35.5C PMIC@50C GPU@32.5C AO@43.5C thermal@34.5C POM_5V_IN 7052/7709 POM_5V_GPU 4511/4887 POM_5V_CPU 121/120
RAM 1804/3964MB (lfb 84x4MB) SWAP 336/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,3%@102,3%@102] EMC_FREQ 50%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29.5C CPU@37C PMIC@50C GPU@33C AO@45C thermal@34.5C POM_5V_IN 8091/7773 POM_5V_GPU 5345/4963 POM_5V_CPU 120/120
RAM 1804/3964MB (lfb 84x4MB) SWAP 336/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,2%@102,9%@102] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29.5C CPU@37C PMIC@50C GPU@33C AO@45C thermal@34.5C POM_5V_IN 7794/7776 POM_5V_GPU 5080/4980 POM_5V_CPU 120/120
RAM 1804/3964MB (lfb 84x4MB) SWAP 336/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,1%@204,3%@204,6%@204] EMC_FREQ 53%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29.5C CPU@36C PMIC@50C GPU@32.5C AO@43.5C thermal@35C POM_5V_IN 7052/7685 POM_5V_GPU 4477/4917 POM_5V_CPU 121/120
RAM 1804/3964MB (lfb 84x4MB) SWAP 336/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@204,3%@204,2%@204] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@30C CPU@37.5C PMIC@50C GPU@33.5C AO@45C thermal@34.75C POM_5V_IN 8131/7735 POM_5V_GPU 5345/4965 POM_5V_CPU 120/120
RAM 1804/3964MB (lfb 84x4MB) SWAP 336/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,1%@102,2%@102,2%@102] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@29.5C CPU@37C PMIC@50C GPU@33C AO@45C thermal@34.75C POM_5V_IN 7725/7734 POM_5V_GPU 5007/4969 POM_5V_CPU 121/120
RAM 1804/3964MB (lfb 84x4MB) SWAP 336/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@102,3%@102,3%@102] EMC_FREQ 55%@1600 GR3D_FREQ 99%@921 APE 25 PLL@30C CPU@36C PMIC@50C GPU@33C AO@44C thermal@34.75C POM_5V_IN 6941/7661 POM_5V_GPU 4436/4920 POM_5V_CPU 122/120
