RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@403,6%@403,3%@403,0%@403] EMC_FREQ 6%@1600 GR3D_FREQ 82%@768 APE 25 PLL@24C CPU@28.5C PMIC@50C GPU@26.5C AO@35.5C thermal@25.75C POM_5V_IN 4443/4443 POM_5V_GPU 2218/2218 POM_5V_CPU 208/208
RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,2%@204,16%@204,0%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@30.5C PMIC@50C GPU@27.5C AO@38C thermal@28C POM_5V_IN 5861/5152 POM_5V_GPU 3585/2901 POM_5V_CPU 123/165
RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,17%@102,0%@102] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27.5C AO@35.5C thermal@28.75C POM_5V_IN 4847/5050 POM_5V_GPU 2507/2770 POM_5V_CPU 125/152
RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,1%@204,14%@204,1%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28C AO@37.5C thermal@29C POM_5V_IN 6099/5312 POM_5V_GPU 3585/2973 POM_5V_CPU 165/155
RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,3%@307,17%@307,1%@307] EMC_FREQ 27%@1600 GR3D_FREQ 53%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27.5C AO@36.5C thermal@29C POM_5V_IN 4638/5177 POM_5V_GPU 2545/2888 POM_5V_CPU 166/157
RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,2%@204,13%@204,2%@204] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@28.25C POM_5V_IN 5976/5310 POM_5V_GPU 3709/3024 POM_5V_CPU 123/151
RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,1%@204,13%@204,4%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27.5C AO@36.5C thermal@29C POM_5V_IN 4646/5215 POM_5V_GPU 2587/2962 POM_5V_CPU 166/153
RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,3%@102,18%@102,5%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@28.75C POM_5V_IN 5861/5296 POM_5V_GPU 3585/3040 POM_5V_CPU 123/149
RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,1%@102,16%@102,2%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27.5C AO@36.5C thermal@28.5C POM_5V_IN 4729/5233 POM_5V_GPU 2465/2976 POM_5V_CPU 166/151
RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,16%@102,2%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@29.5C POM_5V_IN 6017/5311 POM_5V_GPU 3709/3049 POM_5V_CPU 164/152
RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,4%@204,16%@204,0%@204] EMC_FREQ 32%@1600 GR3D_FREQ 61%@921 APE 25 PLL@25C CPU@29.5C PMIC@50C GPU@27.5C AO@36.5C thermal@29C POM_5V_IN 4604/5247 POM_5V_GPU 2545/3003 POM_5V_CPU 125/150
RAM 2019/3964MB (lfb 77x4MB) SWAP 317/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,4%@204,10%@204,8%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@28.75C POM_5V_IN 5746/5288 POM_5V_GPU 3426/3038 POM_5V_CPU 165/151
