RAM 1687/3964MB (lfb 78x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@307,4%@307,5%@307,3%@307] EMC_FREQ 19%@1600 GR3D_FREQ 86%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@28C AO@38.5C thermal@27.5C POM_5V_IN 7384/7384 POM_5V_GPU 4179/4179 POM_5V_CPU 203/203
RAM 1687/3964MB (lfb 78x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,14%@102,10%@102,3%@102] EMC_FREQ 29%@1600 GR3D_FREQ 82%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@29C POM_5V_IN 6399/6891 POM_5V_GPU 3739/3959 POM_5V_CPU 164/183
RAM 1687/3964MB (lfb 78x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,27%@204,3%@204,7%@204] EMC_FREQ 34%@1600 GR3D_FREQ 69%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@29.25C POM_5V_IN 6017/6600 POM_5V_GPU 3497/3805 POM_5V_CPU 164/177
RAM 1687/3964MB (lfb 78x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,24%@102,5%@102,2%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28.5C AO@39C thermal@29.25C POM_5V_IN 6512/6578 POM_5V_GPU 4007/3855 POM_5V_CPU 164/173
RAM 1687/3964MB (lfb 78x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,20%@204,10%@204,4%@204] EMC_FREQ 41%@1600 GR3D_FREQ 68%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@29C POM_5V_IN 6296/6521 POM_5V_GPU 3497/3783 POM_5V_CPU 164/171
RAM 1687/3964MB (lfb 78x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,19%@204,6%@204,11%@204] EMC_FREQ 43%@1600 GR3D_FREQ 75%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@29.25C POM_5V_IN 6409/6502 POM_5V_GPU 3656/3762 POM_5V_CPU 164/170
RAM 1687/3964MB (lfb 78x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,26%@307,1%@307,4%@307] EMC_FREQ 44%@1600 GR3D_FREQ 66%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@38.5C thermal@29.5C POM_5V_IN 6058/6439 POM_5V_GPU 3656/3747 POM_5V_CPU 164/169
RAM 1687/3964MB (lfb 78x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,26%@204,2%@204,2%@204] EMC_FREQ 45%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@38.5C thermal@29.5C POM_5V_IN 6172/6405 POM_5V_GPU 3656/3735 POM_5V_CPU 164/168
RAM 1687/3964MB (lfb 78x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,25%@204,4%@204,2%@204] EMC_FREQ 46%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@39C thermal@29.25C POM_5V_IN 6255/6389 POM_5V_GPU 3733/3735 POM_5V_CPU 123/163
RAM 1687/3964MB (lfb 78x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,26%@204,2%@204,3%@204] EMC_FREQ 46%@1600 GR3D_FREQ 65%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@28.5C AO@38.5C thermal@29.25C POM_5V_IN 6223/6372 POM_5V_GPU 3539/3715 POM_5V_CPU 164/163
RAM 1687/3964MB (lfb 78x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,24%@102,0%@102,4%@102] EMC_FREQ 46%@1600 GR3D_FREQ 66%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@29.75C POM_5V_IN 6409/6375 POM_5V_GPU 3615/3706 POM_5V_CPU 164/163
