RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,3%@204,1%@204,0%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31.5C AO@43.5C thermal@32.75C POM_5V_IN 8306/8306 POM_5V_GPU 5128/5128 POM_5V_CPU 160/160
RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,11%@204,2%@204,2%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@32.5C AO@44C thermal@32.5C POM_5V_IN 8706/8506 POM_5V_GPU 5431/5279 POM_5V_CPU 119/139
RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,11%@204,6%@204,1%@204] EMC_FREQ 46%@1600 GR3D_FREQ 90%@921 APE 25 PLL@28.5C CPU@35C PMIC@50C GPU@31.5C AO@42.5C thermal@34C POM_5V_IN 7494/8168 POM_5V_GPU 4287/4948 POM_5V_CPU 121/133
RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,11%@204,8%@204,1%@204] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32C AO@44.5C thermal@34.25C POM_5V_IN 8640/8286 POM_5V_GPU 5391/5059 POM_5V_CPU 119/129
RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,15%@102,9%@102,1%@102] EMC_FREQ 56%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32.5C AO@43.5C thermal@33.75C POM_5V_IN 8785/8386 POM_5V_GPU 5382/5123 POM_5V_CPU 160/135
RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,12%@102,6%@102,3%@102] EMC_FREQ 58%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32C AO@44C thermal@33.25C POM_5V_IN 8346/8379 POM_5V_GPU 5048/5111 POM_5V_CPU 160/139
RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@710,12%@710,6%@710,2%@710] EMC_FREQ 59%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36.5C PMIC@50C GPU@32C AO@44.5C thermal@33.25C POM_5V_IN 8745/8431 POM_5V_GPU 5422/5155 POM_5V_CPU 159/142
RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,13%@204,6%@204,4%@204] EMC_FREQ 61%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@34C PMIC@50C GPU@32C AO@41.5C thermal@34C POM_5V_IN 8023/8380 POM_5V_GPU 4361/5056 POM_5V_CPU 121/139
RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,13%@204,3%@204,1%@204] EMC_FREQ 62%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32.5C AO@44C thermal@33.75C POM_5V_IN 8560/8400 POM_5V_GPU 5271/5080 POM_5V_CPU 120/137
RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,8%@102,4%@102,1%@102] EMC_FREQ 62%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32.5C AO@44.5C thermal@34.25C POM_5V_IN 8745/8435 POM_5V_GPU 5422/5114 POM_5V_CPU 119/135
RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,11%@204,4%@204,2%@204] EMC_FREQ 62%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@35.5C PMIC@50C GPU@32C AO@44C thermal@34.25C POM_5V_IN 7902/8386 POM_5V_GPU 4669/5073 POM_5V_CPU 120/134
RAM 1911/3964MB (lfb 71x4MB) SWAP 374/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,8%@204,3%@204,5%@204] EMC_FREQ 62%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36.5C PMIC@50C GPU@32.5C AO@44.5C thermal@33.75C POM_5V_IN 8560/8401 POM_5V_GPU 5351/5096 POM_5V_CPU 120/133
