RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@307,6%@307,7%@307,1%@307] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@31C PMIC@50C GPU@29.5C AO@38C thermal@31.75C POM_5V_IN 5241/5241 POM_5V_GPU 2492/2492 POM_5V_CPU 207/207
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,8%@204,3%@204,0%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@29.5C AO@37.5C thermal@30.5C POM_5V_IN 5083/5162 POM_5V_GPU 2670/2581 POM_5V_CPU 125/166
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,2%@102,0%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@30C AO@37.5C thermal@31.75C POM_5V_IN 5557/5293 POM_5V_GPU 3032/2731 POM_5V_CPU 124/152
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,1%@102,2%@102,2%@102] EMC_FREQ 36%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@39.5C thermal@32C POM_5V_IN 6574/5613 POM_5V_GPU 3821/3003 POM_5V_CPU 123/144
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [9%@1036,1%@1036,1%@1036,8%@1036] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@32C POM_5V_IN 7355/5962 POM_5V_GPU 4503/3303 POM_5V_CPU 365/188
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,9%@204,8%@204,2%@204] EMC_FREQ 40%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30.5C AO@41C thermal@30.75C POM_5V_IN 7396/6201 POM_5V_GPU 4382/3483 POM_5V_CPU 121/177
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,10%@204,5%@204,2%@204] EMC_FREQ 41%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@32C POM_5V_IN 7425/6375 POM_5V_GPU 4463/3623 POM_5V_CPU 121/169
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,13%@204,7%@204,1%@204] EMC_FREQ 41%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33.5C PMIC@50C GPU@30.5C AO@41C thermal@32C POM_5V_IN 7326/6494 POM_5V_GPU 4267/3703 POM_5V_CPU 121/163
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,14%@204,9%@204,3%@204] EMC_FREQ 42%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@30.25C POM_5V_IN 7315/6585 POM_5V_GPU 4341/3774 POM_5V_CPU 162/163
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,12%@204,3%@204,3%@204] EMC_FREQ 42%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30.5C AO@41C thermal@31.75C POM_5V_IN 7052/6632 POM_5V_GPU 4151/3812 POM_5V_CPU 162/163
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,10%@102,6%@102,1%@102] EMC_FREQ 42%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41C thermal@32C POM_5V_IN 6941/6660 POM_5V_GPU 4036/3832 POM_5V_CPU 122/159
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,12%@102,5%@102,2%@204] EMC_FREQ 43%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@31C AO@41C thermal@30.75C POM_5V_IN 7506/6730 POM_5V_GPU 4503/3888 POM_5V_CPU 121/156
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,12%@102,10%@102,2%@204] EMC_FREQ 43%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34.5C PMIC@50C GPU@31C AO@41.5C thermal@32C POM_5V_IN 7355/6778 POM_5V_GPU 4422/3929 POM_5V_CPU 121/153
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,10%@102,9%@102,1%@102] EMC_FREQ 43%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41C thermal@32.25C POM_5V_IN 7245/6812 POM_5V_GPU 4267/3953 POM_5V_CPU 162/154
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,13%@204,7%@204,2%@204] EMC_FREQ 43%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@31C AO@41.5C thermal@31C POM_5V_IN 7163/6835 POM_5V_GPU 4267/3974 POM_5V_CPU 122/151
RAM 2113/3964MB (lfb 66x4MB) SWAP 360/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,12%@204,6%@204,2%@204] EMC_FREQ 43%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@31C AO@41C thermal@32C POM_5V_IN 7063/6849 POM_5V_GPU 3954/3973 POM_5V_CPU 163/152
