RAM 2265/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@1479,10%@1479,6%@1479,1%@1479] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29.5C AO@37.5C thermal@30.75C POM_5V_IN 5283/5283 POM_5V_GPU 2454/2454 POM_5V_CPU 416/416
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,11%@204,5%@204,2%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@29C AO@37.5C thermal@30.75C POM_5V_IN 4889/5086 POM_5V_GPU 2256/2355 POM_5V_CPU 125/270
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,4%@204,4%@204,1%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@29.5C AO@37C thermal@31.5C POM_5V_IN 4653/4941 POM_5V_GPU 2092/2267 POM_5V_CPU 125/222
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [13%@204,5%@204,7%@204,0%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@30.5C PMIC@50C GPU@29C AO@37.5C thermal@32C POM_5V_IN 4527/4838 POM_5V_GPU 1928/2182 POM_5V_CPU 167/208
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [12%@307,5%@307,7%@307,1%@307] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@31C PMIC@50C GPU@29.5C AO@37C thermal@30.25C POM_5V_IN 4443/4759 POM_5V_GPU 1928/2131 POM_5V_CPU 167/200
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@307,6%@307,3%@307,0%@307] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@31.5C PMIC@50C GPU@29C AO@38C thermal@31.75C POM_5V_IN 4527/4720 POM_5V_GPU 2009/2111 POM_5V_CPU 167/194
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [12%@204,8%@204,5%@204,5%@204] EMC_FREQ 29%@1600 GR3D_FREQ 87%@921 APE 25 PLL@26.5C CPU@32C PMIC@50C GPU@29.5C AO@39.5C thermal@32C POM_5V_IN 5041/4766 POM_5V_GPU 2537/2172 POM_5V_CPU 207/196
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,15%@204,6%@204,8%@204] EMC_FREQ 29%@1600 GR3D_FREQ 50%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 5158/4815 POM_5V_GPU 2658/2232 POM_5V_CPU 165/192
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,11%@204,7%@204,3%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31.75C POM_5V_IN 5557/4897 POM_5V_GPU 3018/2320 POM_5V_CPU 165/189
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,14%@102,6%@102,2%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@40.5C thermal@32C POM_5V_IN 6017/5009 POM_5V_GPU 3374/2425 POM_5V_CPU 123/182
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,12%@204,6%@204,1%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@40.5C thermal@30.5C POM_5V_IN 6399/5135 POM_5V_GPU 3645/2536 POM_5V_CPU 163/180
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,10%@204,8%@204,1%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@41C thermal@30.5C POM_5V_IN 6758/5271 POM_5V_GPU 3797/2641 POM_5V_CPU 244/186
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,13%@204,5%@204,2%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@41.5C thermal@32C POM_5V_IN 6717/5382 POM_5V_GPU 3960/2742 POM_5V_CPU 122/181
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,10%@102,6%@204,3%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@32C POM_5V_IN 6870/5488 POM_5V_GPU 4164/2844 POM_5V_CPU 122/177
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,13%@102,4%@204,1%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@40.5C thermal@30.5C POM_5V_IN 6982/5588 POM_5V_GPU 4164/2932 POM_5V_CPU 122/173
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,12%@102,5%@102,2%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30C AO@41C thermal@31.75C POM_5V_IN 6870/5668 POM_5V_GPU 4042/3001 POM_5V_CPU 122/170
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,15%@204,6%@204,5%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@32C POM_5V_IN 6941/5743 POM_5V_GPU 4117/3067 POM_5V_CPU 163/169
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,13%@102,4%@204,3%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@30.5C POM_5V_IN 6982/5811 POM_5V_GPU 4199/3130 POM_5V_CPU 122/167
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,13%@204,3%@204,2%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@31.75C POM_5V_IN 6870/5867 POM_5V_GPU 4205/3186 POM_5V_CPU 122/164
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@102,2%@102,4%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@32.25C POM_5V_IN 6604/5904 POM_5V_GPU 4300/3242 POM_5V_CPU 122/162
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,2%@102,1%@102,1%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@31C POM_5V_IN 6645/5939 POM_5V_GPU 4341/3294 POM_5V_CPU 123/160
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,2%@102,2%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33.5C PMIC@50C GPU@30.5C AO@41C thermal@31.5C POM_5V_IN 6563/5968 POM_5V_GPU 4225/3336 POM_5V_CPU 123/158
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,3%@102,1%@102,1%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30.5C AO@41.5C thermal@32C POM_5V_IN 6327/5983 POM_5V_GPU 4067/3368 POM_5V_CPU 123/157
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,0%@102,0%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@32C POM_5V_IN 6409/6001 POM_5V_GPU 4143/3400 POM_5V_CPU 123/155
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,2%@102,2%@102,1%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@31.75C POM_5V_IN 6522/6022 POM_5V_GPU 4259/3435 POM_5V_CPU 123/154
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,1%@102,2%@102,3%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@30.25C POM_5V_IN 6563/6042 POM_5V_GPU 4266/3467 POM_5V_CPU 123/153
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,1%@102,4%@102,0%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30.5C AO@41C thermal@31.75C POM_5V_IN 6409/6056 POM_5V_GPU 4067/3489 POM_5V_CPU 123/152
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,0%@102,3%@102,1%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30.5C AO@41C thermal@31.75C POM_5V_IN 6255/6063 POM_5V_GPU 3985/3507 POM_5V_CPU 123/151
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,3%@102,2%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33.5C PMIC@50C GPU@30.5C AO@41.5C thermal@30C POM_5V_IN 6368/6074 POM_5V_GPU 4067/3526 POM_5V_CPU 123/150
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,3%@204,4%@204,0%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33.5C PMIC@50C GPU@30.5C AO@41.5C thermal@32.25C POM_5V_IN 6368/6083 POM_5V_GPU 4102/3545 POM_5V_CPU 123/149
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,4%@102,0%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@32C POM_5V_IN 6368/6093 POM_5V_GPU 4143/3564 POM_5V_CPU 123/148
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,4%@102,3%@102] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@30C POM_5V_IN 6409/6102 POM_5V_GPU 4225/3585 POM_5V_CPU 123/147
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,1%@102,3%@102,1%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@32.25C POM_5V_IN 6481/6114 POM_5V_GPU 4307/3607 POM_5V_CPU 123/146
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,3%@204,3%@204,1%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@32.25C POM_5V_IN 6532/6126 POM_5V_GPU 4225/3625 POM_5V_CPU 123/146
RAM 2263/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,1%@102,0%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@41C thermal@32.25C POM_5V_IN 6409/6134 POM_5V_GPU 4149/3640 POM_5V_CPU 123/145
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,1%@102,3%@102,4%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33C PMIC@50C GPU@31C AO@40.5C thermal@30.25C POM_5V_IN 6264/6138 POM_5V_GPU 3797/3644 POM_5V_CPU 124/145
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,1%@102,6%@102,1%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32.5C PMIC@50C GPU@30.5C AO@39.5C thermal@32C POM_5V_IN 5994/6134 POM_5V_GPU 3555/3642 POM_5V_CPU 124/144
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,1%@102,3%@102,2%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@32.5C PMIC@50C GPU@30.5C AO@39.5C thermal@32C POM_5V_IN 5524/6118 POM_5V_GPU 3156/3629 POM_5V_CPU 124/143
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,2%@204,2%@204,1%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@30.5C AO@39C thermal@30.25C POM_5V_IN 5324/6098 POM_5V_GPU 2995/3613 POM_5V_CPU 124/143
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,0%@102,3%@102,1%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@30C AO@38.5C thermal@32C POM_5V_IN 5049/6071 POM_5V_GPU 2754/3591 POM_5V_CPU 125/142
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,3%@102,3%@102,0%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@31.5C PMIC@50C GPU@30.5C AO@38.5C thermal@31.75C POM_5V_IN 4847/6041 POM_5V_GPU 2591/3567 POM_5V_CPU 125/142
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,3%@102,3%@102,2%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@32C PMIC@50C GPU@30C AO@38C thermal@30.5C POM_5V_IN 4611/6007 POM_5V_GPU 2389/3539 POM_5V_CPU 125/142
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,1%@204,4%@204,3%@204] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@30C AO@37.5C thermal@32C POM_5V_IN 4527/5973 POM_5V_GPU 2305/3510 POM_5V_CPU 125/141
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,0%@102,2%@102,4%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@30C AO@37.5C thermal@32.25C POM_5V_IN 4330/5936 POM_5V_GPU 2144/3479 POM_5V_CPU 126/141
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,3%@102,2%@102,3%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@30.5C PMIC@50C GPU@30C AO@37.5C thermal@30.5C POM_5V_IN 4211/5897 POM_5V_GPU 2021/3447 POM_5V_CPU 126/140
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,5%@102,2%@102,3%@102] EMC_FREQ 30%@1600 GR3D_FREQ 92%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@29.5C AO@37.5C thermal@30.5C POM_5V_IN 3759/5851 POM_5V_GPU 1813/3411 POM_5V_CPU 168/141
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,4%@204,4%@204,3%@204] EMC_FREQ 30%@1600 GR3D_FREQ 54%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@29.5C AO@38C thermal@32C POM_5V_IN 3964/5811 POM_5V_GPU 1892/3379 POM_5V_CPU 167/142
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,3%@403,3%@403,0%@403] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@32C PMIC@50C GPU@29.5C AO@38C thermal@32.25C POM_5V_IN 4120/5775 POM_5V_GPU 2099/3352 POM_5V_CPU 167/142
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@518,3%@518,4%@518,0%@518] EMC_FREQ 30%@1600 GR3D_FREQ 53%@921 APE 25 PLL@27.5C CPU@32C PMIC@50C GPU@29.5C AO@38.5C thermal@30.75C POM_5V_IN 4288/5745 POM_5V_GPU 2096/3327 POM_5V_CPU 167/143
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@518,1%@518,2%@518,0%@518] EMC_FREQ 30%@1600 GR3D_FREQ 55%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@29.5C AO@38.5C thermal@32C POM_5V_IN 4084/5712 POM_5V_GPU 1976/3300 POM_5V_CPU 167/143
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,2%@403,2%@403,3%@403] EMC_FREQ 30%@1600 GR3D_FREQ 70%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@29.5C AO@38.5C thermal@32.25C POM_5V_IN 4126/5681 POM_5V_GPU 2015/3274 POM_5V_CPU 167/144
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,2%@307,1%@307,4%@307] EMC_FREQ 30%@1600 GR3D_FREQ 48%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@30C AO@38.5C thermal@31.25C POM_5V_IN 4042/5649 POM_5V_GPU 1976/3249 POM_5V_CPU 167/144
RAM 2264/3964MB (lfb 66x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@307,2%@307,4%@307,3%@307] EMC_FREQ 30%@1600 GR3D_FREQ 98%@921 APE 25 PLL@27.5C CPU@31C PMIC@50C GPU@29.5C AO@38C thermal@32C POM_5V_IN 4000/5618 POM_5V_GPU 1934/3225 POM_5V_CPU 167/144
