RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@614,3%@614,1%@614,0%@614] EMC_FREQ 6%@1600 GR3D_FREQ 95%@921 APE 25 PLL@28C CPU@35.5C PMIC@50C GPU@31C AO@44C thermal@32.75C POM_5V_IN 6522/6522 POM_5V_GPU 4505/4505 POM_5V_CPU 245/245
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,2%@204,1%@204,0%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31.5C AO@44C thermal@33.5C POM_5V_IN 6296/6409 POM_5V_GPU 4437/4471 POM_5V_CPU 123/184
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,6%@204,3%@204,0%@204] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36C PMIC@50C GPU@31C AO@44C thermal@34C POM_5V_IN 6409/6409 POM_5V_GPU 4553/4498 POM_5V_CPU 123/163
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,2%@102,0%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28C CPU@36.5C PMIC@50C GPU@31.5C AO@44C thermal@33.75C POM_5V_IN 6481/6427 POM_5V_GPU 4628/4530 POM_5V_CPU 123/153
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,6%@102,1%@102,0%@102] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36.5C PMIC@50C GPU@32C AO@44C thermal@33.5C POM_5V_IN 6563/6454 POM_5V_GPU 4710/4566 POM_5V_CPU 122/147
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,6%@102,2%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36.5C PMIC@50C GPU@32C AO@44.5C thermal@34C POM_5V_IN 6635/6484 POM_5V_GPU 4751/4597 POM_5V_CPU 122/143
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,5%@102,2%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36.5C PMIC@50C GPU@32C AO@44.5C thermal@34.25C POM_5V_IN 6635/6505 POM_5V_GPU 4751/4619 POM_5V_CPU 122/140
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@102,1%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32C AO@44C thermal@34C POM_5V_IN 6635/6522 POM_5V_GPU 4751/4635 POM_5V_CPU 122/137
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,7%@204,2%@204,0%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32C AO@44.5C thermal@34C POM_5V_IN 6635/6534 POM_5V_GPU 4751/4648 POM_5V_CPU 122/136
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,4%@102,5%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36.5C PMIC@50C GPU@32C AO@43.5C thermal@33.75C POM_5V_IN 6645/6545 POM_5V_GPU 4594/4643 POM_5V_CPU 123/134
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,3%@204,4%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32C AO@43C thermal@34C POM_5V_IN 5829/6480 POM_5V_GPU 4045/4588 POM_5V_CPU 123/133
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,4%@102,4%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 71%@921 APE 25 PLL@28C CPU@35C PMIC@50C GPU@32.5C AO@43.5C thermal@34.25C POM_5V_IN 6099/6448 POM_5V_GPU 4279/4562 POM_5V_CPU 123/132
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,2%@102,7%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32C AO@44.5C thermal@33.75C POM_5V_IN 6255/6433 POM_5V_GPU 4396/4550 POM_5V_CPU 123/132
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,2%@204,5%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36.5C PMIC@50C GPU@31.5C AO@44C thermal@34C POM_5V_IN 6368/6429 POM_5V_GPU 4512/4547 POM_5V_CPU 123/131
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,3%@102,2%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36.5C PMIC@50C GPU@32C AO@44.5C thermal@34C POM_5V_IN 6491/6433 POM_5V_GPU 4594/4550 POM_5V_CPU 123/130
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,2%@102,5%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36.5C PMIC@50C GPU@32C AO@44.5C thermal@33.75C POM_5V_IN 6563/6441 POM_5V_GPU 4669/4557 POM_5V_CPU 122/130
RAM 1731/3964MB (lfb 73x4MB) SWAP 353/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,2%@102,3%@102,0%@102] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@28.5C CPU@36C PMIC@50C GPU@32C AO@45C thermal@34C POM_5V_IN 6604/6450 POM_5V_GPU 4751/4569 POM_5V_CPU 122/129
