RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@518,5%@518,12%@518,3%@518] EMC_FREQ 18%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@40C thermal@30C POM_5V_IN 6327/6327 POM_5V_GPU 3656/3656 POM_5V_CPU 164/164
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,3%@102,14%@204,3%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30C AO@41C thermal@30C POM_5V_IN 6829/6578 POM_5V_GPU 4083/3869 POM_5V_CPU 163/163
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,6%@204,12%@204,2%@204] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@41C thermal@32C POM_5V_IN 7093/6749 POM_5V_GPU 4158/3965 POM_5V_CPU 163/163
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,5%@102,13%@102,2%@102] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@33.5C PMIC@50C GPU@30C AO@41C thermal@32C POM_5V_IN 7204/6863 POM_5V_GPU 4348/4061 POM_5V_CPU 162/163
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,17%@102,3%@102,0%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30.5C AO@41C thermal@31C POM_5V_IN 7437/6978 POM_5V_GPU 4463/4141 POM_5V_CPU 121/154
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,15%@102,3%@102,3%@102] EMC_FREQ 35%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@42C thermal@32C POM_5V_IN 7355/7040 POM_5V_GPU 4503/4201 POM_5V_CPU 121/149
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,15%@204,6%@204,1%@204] EMC_FREQ 36%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@41.5C thermal@30.75C POM_5V_IN 7506/7107 POM_5V_GPU 4625/4262 POM_5V_CPU 162/150
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,5%@102,5%@102,1%@102] EMC_FREQ 37%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@34C PMIC@50C GPU@30.5C AO@42C thermal@31.75C POM_5V_IN 7023/7096 POM_5V_GPU 4566/4300 POM_5V_CPU 163/152
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,1%@102,6%@102,1%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@31C AO@41.5C thermal@32.25C POM_5V_IN 7052/7091 POM_5V_GPU 4640/4338 POM_5V_CPU 122/149
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,1%@204,7%@204,0%@204] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32.5C PMIC@50C GPU@30C AO@39C thermal@30.25C POM_5V_IN 6264/7009 POM_5V_GPU 3627/4266 POM_5V_CPU 123/146
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@102,6%@102,1%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31.5C PMIC@50C GPU@29.5C AO@38C thermal@32C POM_5V_IN 5124/6837 POM_5V_GPU 2754/4129 POM_5V_CPU 125/144
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,0%@102,6%@102,1%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@31C PMIC@50C GPU@29C AO@37.5C thermal@31.5C POM_5V_IN 4372/6632 POM_5V_GPU 2141/3963 POM_5V_CPU 125/142
RAM 2189/3964MB (lfb 69x4MB) SWAP 365/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [1%@518,3%@518,6%@518,1%@518] EMC_FREQ 38%@1600 GR3D_FREQ 55%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@29.5C AO@39C thermal@31.5C POM_5V_IN 4798/6491 POM_5V_GPU 2708/3867 POM_5V_CPU 166/144
