RAM 2195/3964MB (lfb 73x4MB) SWAP 341/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,13%@102,2%@102] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@29.5C AO@37.5C thermal@31C POM_5V_IN 6337/6337 POM_5V_GPU 3503/3503 POM_5V_CPU 123/123
RAM 2195/3964MB (lfb 73x4MB) SWAP 341/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,11%@204,2%@204,2%@204] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30C AO@41.5C thermal@31.5C POM_5V_IN 7286/6811 POM_5V_GPU 5120/4311 POM_5V_CPU 121/122
RAM 2195/3964MB (lfb 73x4MB) SWAP 341/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,0%@102,3%@102,0%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@30C AO@41.5C thermal@31.5C POM_5V_IN 7204/6942 POM_5V_GPU 5039/4554 POM_5V_CPU 122/122
RAM 2195/3964MB (lfb 73x4MB) SWAP 341/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,1%@102,1%@102,0%@102] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@30C AO@41.5C thermal@31.5C POM_5V_IN 7134/6990 POM_5V_GPU 5088/4687 POM_5V_CPU 122/122
RAM 2195/3964MB (lfb 73x4MB) SWAP 341/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,0%@204,1%@204,1%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@41.5C thermal@31.75C POM_5V_IN 7134/7019 POM_5V_GPU 5006/4751 POM_5V_CPU 122/122
RAM 2195/3964MB (lfb 73x4MB) SWAP 341/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,19%@204,3%@204,9%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@30C AO@41C thermal@32C POM_5V_IN 7656/7125 POM_5V_GPU 4861/4769 POM_5V_CPU 162/128
RAM 2195/3964MB (lfb 73x4MB) SWAP 341/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,20%@102,4%@102,4%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@32C POM_5V_IN 7052/7114 POM_5V_GPU 4518/4733 POM_5V_CPU 162/133
RAM 2195/3964MB (lfb 73x4MB) SWAP 341/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,21%@307,5%@307,4%@307] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@28.5C AO@37C thermal@31.25C POM_5V_IN 4687/6811 POM_5V_GPU 2173/4413 POM_5V_CPU 166/137
RAM 2195/3964MB (lfb 73x4MB) SWAP 341/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,18%@102,7%@102,0%@102] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@30C AO@39.5C thermal@31.25C POM_5V_IN 7104/6843 POM_5V_GPU 4287/4399 POM_5V_CPU 122/135
RAM 2195/3964MB (lfb 73x4MB) SWAP 341/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,24%@204,3%@204,0%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@30C AO@42C thermal@30.25C POM_5V_IN 7506/6910 POM_5V_GPU 5064/4465 POM_5V_CPU 121/134
RAM 2195/3964MB (lfb 73x4MB) SWAP 341/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,21%@102,4%@102,3%@102] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30.5C AO@42C thermal@29.5C POM_5V_IN 7506/6964 POM_5V_GPU 4942/4509 POM_5V_CPU 121/133
