RAM 1727/3964MB (lfb 81x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@307,7%@307,0%@307,0%@307] EMC_FREQ 7%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@27.5C AO@38.5C thermal@29.25C POM_5V_IN 5944/5944 POM_5V_GPU 3997/3997 POM_5V_CPU 164/164
RAM 1727/3964MB (lfb 81x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,10%@307,1%@518,0%@518] EMC_FREQ 9%@1600 GR3D_FREQ 66%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28C AO@39C thermal@29.75C POM_5V_IN 5985/5964 POM_5V_GPU 4039/4018 POM_5V_CPU 164/164
RAM 1727/3964MB (lfb 81x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [1%@307,12%@307,3%@307,0%@307] EMC_FREQ 11%@1600 GR3D_FREQ 65%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28C AO@39C thermal@29.75C POM_5V_IN 5985/5971 POM_5V_GPU 3997/4011 POM_5V_CPU 164/164
RAM 1727/3964MB (lfb 81x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,11%@102,2%@102,0%@102] EMC_FREQ 12%@1600 GR3D_FREQ 67%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28C AO@39.5C thermal@29.75C POM_5V_IN 6099/6003 POM_5V_GPU 4074/4026 POM_5V_CPU 123/153
RAM 1727/3964MB (lfb 81x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,10%@102,1%@102,1%@102] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28C AO@39.5C thermal@29.75C POM_5V_IN 6099/6022 POM_5V_GPU 4121/4045 POM_5V_CPU 123/147
RAM 1727/3964MB (lfb 81x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,11%@102,4%@102,1%@102] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@32C PMIC@50C GPU@28C AO@39.5C thermal@29.75C POM_5V_IN 6213/6054 POM_5V_GPU 4273/4083 POM_5V_CPU 123/143
RAM 1727/3964MB (lfb 81x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,10%@102,1%@102,3%@102] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@32.5C PMIC@50C GPU@28C AO@40C thermal@29.75C POM_5V_IN 6296/6088 POM_5V_GPU 4355/4122 POM_5V_CPU 123/140
RAM 1727/3964MB (lfb 81x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,12%@102,0%@102,1%@102] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@32.5C PMIC@50C GPU@28C AO@39.5C thermal@30C POM_5V_IN 6450/6133 POM_5V_GPU 4430/4160 POM_5V_CPU 123/138
RAM 1727/3964MB (lfb 81x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [1%@204,10%@204,2%@204,2%@204] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@30C POM_5V_IN 5903/6108 POM_5V_GPU 3962/4138 POM_5V_CPU 123/136
RAM 1727/3964MB (lfb 81x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,11%@204,0%@204,1%@204] EMC_FREQ 14%@1600 GR3D_FREQ 63%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28C AO@40C thermal@30C POM_5V_IN 6026/6100 POM_5V_GPU 4080/4132 POM_5V_CPU 123/135
RAM 1727/3964MB (lfb 81x4MB) SWAP 324/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,9%@102,1%@102,2%@102] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@32.5C PMIC@50C GPU@28C AO@40C thermal@30.25C POM_5V_IN 6213/6110 POM_5V_GPU 4273/4145 POM_5V_CPU 123/134
