RAM 1980/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@403,8%@403,1%@403,2%@403] EMC_FREQ 12%@1600 GR3D_FREQ 65%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@37.5C thermal@29C POM_5V_IN 5631/5631 POM_5V_GPU 3307/3307 POM_5V_CPU 124/124
RAM 1980/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,9%@204,3%@204,0%@204] EMC_FREQ 18%@1600 GR3D_FREQ 92%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@28.5C AO@37C thermal@29C POM_5V_IN 5557/5594 POM_5V_GPU 3147/3227 POM_5V_CPU 165/144
RAM 1980/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,8%@102,4%@102,6%@102] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@37C thermal@30C POM_5V_IN 6419/5869 POM_5V_GPU 3333/3262 POM_5V_CPU 164/151
RAM 1980/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,1%@102,1%@102] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@29C AO@37.5C thermal@29.25C POM_5V_IN 6223/5957 POM_5V_GPU 3668/3363 POM_5V_CPU 123/144
RAM 1980/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,9%@102,2%@102,0%@102] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@29C AO@37.5C thermal@30.25C POM_5V_IN 6182/6002 POM_5V_GPU 3627/3416 POM_5V_CPU 123/139
RAM 1980/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,4%@102,7%@102,3%@204] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@29C AO@37C thermal@30C POM_5V_IN 6099/6018 POM_5V_GPU 3550/3438 POM_5V_CPU 124/137
RAM 1980/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,3%@204,4%@204,4%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@29C AO@37C thermal@30.25C POM_5V_IN 6141/6036 POM_5V_GPU 3585/3459 POM_5V_CPU 123/135
RAM 1981/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,6%@102,3%@102,6%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@29C AO@37C thermal@30C POM_5V_IN 6182/6054 POM_5V_GPU 3214/3428 POM_5V_CPU 206/144
RAM 1981/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [12%@204,12%@204,22%@204,4%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@29.5C AO@37.5C thermal@29.5C POM_5V_IN 6635/6118 POM_5V_GPU 3569/3444 POM_5V_CPU 246/155
RAM 1981/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,6%@102,25%@204,6%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@29C AO@37.5C thermal@30.25C POM_5V_IN 6491/6156 POM_5V_GPU 3451/3445 POM_5V_CPU 164/156
RAM 1981/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,8%@204,20%@204,4%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@29C AO@37.5C thermal@29.5C POM_5V_IN 6223/6162 POM_5V_GPU 3585/3457 POM_5V_CPU 123/153
RAM 1981/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,2%@102,2%@102,6%@102] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@29.5C AO@37.5C thermal@30.75C POM_5V_IN 5953/6144 POM_5V_GPU 3224/3438 POM_5V_CPU 124/150
RAM 1981/3964MB (lfb 86x4MB) SWAP 340/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,6%@102,2%@102,5%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@29C AO@37.5C thermal@30.75C POM_5V_IN 5631/6105 POM_5V_GPU 3224/3421 POM_5V_CPU 124/148
