RAM 2199/3964MB (lfb 72x4MB) SWAP 379/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [10%@307,8%@307,8%@307,6%@307] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@29C AO@36.5C thermal@30.25C POM_5V_IN 5557/5557 POM_5V_GPU 2695/2695 POM_5V_CPU 290/290
RAM 2199/3964MB (lfb 72x4MB) SWAP 379/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,2%@204,8%@204,21%@102] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31C POM_5V_IN 7396/6476 POM_5V_GPU 4470/3582 POM_5V_CPU 162/226
RAM 2200/3964MB (lfb 72x4MB) SWAP 379/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [21%@102,7%@102,13%@102,6%@102] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@41C thermal@31.25C POM_5V_IN 7396/6783 POM_5V_GPU 4503/3889 POM_5V_CPU 121/191
RAM 2200/3964MB (lfb 72x4MB) SWAP 379/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [11%@102,9%@102,9%@102,1%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 6440/6697 POM_5V_GPU 4055/3930 POM_5V_CPU 122/173
RAM 2200/3964MB (lfb 72x4MB) SWAP 379/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,2%@102,10%@204,2%@204] EMC_FREQ 31%@1600 GR3D_FREQ 49%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29.5C AO@38.5C thermal@29.75C POM_5V_IN 4999/6357 POM_5V_GPU 2828/3710 POM_5V_CPU 124/163
RAM 2200/3964MB (lfb 72x4MB) SWAP 379/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [1%@102,0%@204,6%@204,1%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@29C AO@37C thermal@29.75C POM_5V_IN 5083/6145 POM_5V_GPU 2749/3550 POM_5V_CPU 125/157
RAM 2200/3964MB (lfb 72x4MB) SWAP 379/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,1%@102,9%@102,1%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30C AO@41C thermal@29.75C POM_5V_IN 7052/6274 POM_5V_GPU 4640/3705 POM_5V_CPU 122/152
RAM 2200/3964MB (lfb 72x4MB) SWAP 379/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,3%@102,4%@102,2%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30C AO@41C thermal@31C POM_5V_IN 6900/6352 POM_5V_GPU 4484/3803 POM_5V_CPU 122/148
RAM 2200/3964MB (lfb 72x4MB) SWAP 379/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,0%@102,2%@102,2%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30C AO@40.5C thermal@31.25C POM_5V_IN 6553/6375 POM_5V_GPU 4212/3848 POM_5V_CPU 122/145
RAM 2197/3964MB (lfb 72x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [17%@518,3%@518,2%@518,0%@518] EMC_FREQ 35%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29.5C AO@39.5C thermal@31.75C POM_5V_IN 5590/6296 POM_5V_GPU 3348/3798 POM_5V_CPU 124/143
RAM 2197/3964MB (lfb 72x4MB) SWAP 380/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,0%@204,3%@204,0%@204] EMC_FREQ 35%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30C PMIC@50C GPU@29C AO@37C thermal@30C POM_5V_IN 4646/6146 POM_5V_GPU 2343/3666 POM_5V_CPU 125/141
