RAM 1841/3964MB (lfb 17x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@710,18%@710,1%@710,0%@710] EMC_FREQ 5%@1600 GR3D_FREQ 93%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@27.5C AO@38.5C thermal@29C POM_5V_IN 5631/5631 POM_5V_GPU 3596/3596 POM_5V_CPU 289/289
RAM 1841/3964MB (lfb 17x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,23%@204,1%@204,3%@204] EMC_FREQ 7%@1600 GR3D_FREQ 87%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@37.5C thermal@29C POM_5V_IN 4923/5277 POM_5V_GPU 3120/3358 POM_5V_CPU 166/227
RAM 1841/3964MB (lfb 17x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,31%@204,1%@204,4%@204] EMC_FREQ 8%@1600 GR3D_FREQ 84%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27C AO@37.5C thermal@28.75C POM_5V_IN 4638/5064 POM_5V_GPU 2920/3212 POM_5V_CPU 166/207
RAM 1841/3964MB (lfb 17x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,33%@204,2%@204,5%@204] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@37.5C thermal@28.75C POM_5V_IN 4764/4989 POM_5V_GPU 2962/3149 POM_5V_CPU 166/196
RAM 1841/3964MB (lfb 17x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,33%@307,1%@307,5%@307] EMC_FREQ 9%@1600 GR3D_FREQ 56%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27C AO@37C thermal@28.75C POM_5V_IN 4680/4927 POM_5V_GPU 3004/3120 POM_5V_CPU 166/190
RAM 1841/3964MB (lfb 17x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,32%@102,0%@102,5%@102] EMC_FREQ 9%@1600 GR3D_FREQ 56%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27C AO@37.5C thermal@28.75C POM_5V_IN 4806/4907 POM_5V_GPU 2841/3073 POM_5V_CPU 166/186
RAM 1841/3964MB (lfb 17x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,31%@204,0%@204,4%@204] EMC_FREQ 9%@1600 GR3D_FREQ 57%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@37.5C thermal@28.75C POM_5V_IN 4923/4909 POM_5V_GPU 2879/3046 POM_5V_CPU 166/183
RAM 1841/3964MB (lfb 17x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,32%@102,1%@102,7%@102] EMC_FREQ 10%@1600 GR3D_FREQ 89%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@37C thermal@28.75C POM_5V_IN 4999/4920 POM_5V_GPU 3083/3050 POM_5V_CPU 166/181
RAM 1841/3964MB (lfb 17x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,29%@204,3%@204,3%@204] EMC_FREQ 10%@1600 GR3D_FREQ 96%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@38C thermal@29C POM_5V_IN 5041/4933 POM_5V_GPU 3239/3071 POM_5V_CPU 166/179
RAM 1841/3964MB (lfb 17x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@307,30%@307,2%@307,4%@307] EMC_FREQ 10%@1600 GR3D_FREQ 92%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@27.5C AO@37.5C thermal@29C POM_5V_IN 4923/4932 POM_5V_GPU 3083/3072 POM_5V_CPU 166/178
RAM 1841/3964MB (lfb 17x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,30%@204,0%@204,6%@204] EMC_FREQ 10%@1600 GR3D_FREQ 89%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@28C AO@38C thermal@29C POM_5V_IN 4999/4938 POM_5V_GPU 3203/3084 POM_5V_CPU 166/177
