RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,10%@102,4%@102,1%@204] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@28.5C PMIC@50C GPU@27C AO@34.5C thermal@26.5C POM_5V_IN 4527/4527 POM_5V_GPU 2305/2305 POM_5V_CPU 125/125
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,21%@204,6%@204,5%@204] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@28.5C PMIC@50C GPU@27C AO@34.5C thermal@27.5C POM_5V_IN 4408/4467 POM_5V_GPU 2225/2265 POM_5V_CPU 167/146
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,15%@307,2%@307,1%@102] EMC_FREQ 17%@1600 GR3D_FREQ 89%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@28C POM_5V_IN 5007/4647 POM_5V_GPU 2712/2414 POM_5V_CPU 167/153
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,16%@204,3%@204,4%@204] EMC_FREQ 19%@1600 GR3D_FREQ 68%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@26.5C AO@35C thermal@27.75C POM_5V_IN 4687/4657 POM_5V_GPU 2469/2427 POM_5V_CPU 125/146
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@102,7%@102,3%@102,3%@102] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@35C thermal@28C POM_5V_IN 4330/4591 POM_5V_GPU 2263/2394 POM_5V_CPU 167/150
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [17%@204,1%@204,5%@204,3%@204] EMC_FREQ 21%@1600 GR3D_FREQ 66%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@26.5C AO@35.5C thermal@28.25C POM_5V_IN 4889/4641 POM_5V_GPU 2632/2434 POM_5V_CPU 167/153
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [20%@102,2%@102,5%@102,2%@102] EMC_FREQ 21%@1600 GR3D_FREQ 68%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@35C thermal@28.25C POM_5V_IN 4771/4659 POM_5V_GPU 2511/2445 POM_5V_CPU 125/149
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [17%@102,1%@204,2%@204,0%@204] EMC_FREQ 22%@1600 GR3D_FREQ 66%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@26.5C AO@35C thermal@28.25C POM_5V_IN 4771/4673 POM_5V_GPU 2507/2453 POM_5V_CPU 167/151
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [16%@102,2%@204,2%@204,3%@204] EMC_FREQ 22%@1600 GR3D_FREQ 94%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@26.5C AO@36C thermal@28C POM_5V_IN 4999/4709 POM_5V_GPU 2795/2491 POM_5V_CPU 166/152
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [21%@204,2%@204,3%@204,2%@204] EMC_FREQ 22%@1600 GR3D_FREQ 72%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@35C thermal@28.25C POM_5V_IN 4646/4703 POM_5V_GPU 2427/2484 POM_5V_CPU 125/150
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [23%@204,3%@204,2%@204,3%@204] EMC_FREQ 22%@1600 GR3D_FREQ 64%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27.5C AO@35.5C thermal@28.25C POM_5V_IN 4889/4720 POM_5V_GPU 2591/2494 POM_5V_CPU 167/151
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [18%@102,3%@102,2%@102,0%@102] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@35.5C thermal@28.75C POM_5V_IN 4120/4670 POM_5V_GPU 2267/2475 POM_5V_CPU 125/149
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,1%@102,1%@102,1%@102] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@28.5C POM_5V_IN 4324/4643 POM_5V_GPU 2305/2462 POM_5V_CPU 167/150
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [20%@307,3%@307,5%@307,2%@307] EMC_FREQ 23%@1600 GR3D_FREQ 84%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27C AO@36C thermal@28.25C POM_5V_IN 4485/4632 POM_5V_GPU 2549/2468 POM_5V_CPU 166/151
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [13%@102,3%@204,5%@204,2%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@28.5C PMIC@50C GPU@26.5C AO@34.5C thermal@28C POM_5V_IN 4527/4625 POM_5V_GPU 2305/2457 POM_5V_CPU 167/152
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,3%@307,6%@307,4%@307] EMC_FREQ 23%@1600 GR3D_FREQ 85%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@35.5C thermal@27.75C POM_5V_IN 4204/4599 POM_5V_GPU 2305/2448 POM_5V_CPU 167/153
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,18%@204,3%@204,2%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27C AO@36C thermal@27.75C POM_5V_IN 4162/4573 POM_5V_GPU 2347/2442 POM_5V_CPU 125/152
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [21%@102,2%@102,3%@102,2%@102] EMC_FREQ 22%@1600 GR3D_FREQ 79%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27.5C AO@34.5C thermal@28.25C POM_5V_IN 4450/4566 POM_5V_GPU 2267/2432 POM_5V_CPU 125/150
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [19%@102,1%@102,2%@102,4%@102] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@26.5C AO@35C thermal@28.25C POM_5V_IN 4569/4566 POM_5V_GPU 2347/2427 POM_5V_CPU 125/149
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [20%@307,3%@204,3%@204,3%@204] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@35.5C thermal@28C POM_5V_IN 4401/4558 POM_5V_GPU 2469/2429 POM_5V_CPU 167/150
RAM 1949/3964MB (lfb 39x4MB) SWAP 223/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [20%@102,2%@102,2%@102,1%@102] EMC_FREQ 23%@1600 GR3D_FREQ 81%@921 APE 25 PLL@25C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@28.25C POM_5V_IN 4764/4568 POM_5V_GPU 2549/2435 POM_5V_CPU 125/148
