RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,13%@307,1%@307,3%@307] EMC_FREQ 5%@1600 GR3D_FREQ 83%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@28.5C POM_5V_IN 5912/5912 POM_5V_GPU 4004/4004 POM_5V_CPU 165/165
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,22%@102,3%@102,0%@204] EMC_FREQ 7%@1600 GR3D_FREQ 85%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5672/5792 POM_5V_GPU 3685/3844 POM_5V_CPU 165/165
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,25%@204,3%@204,2%@204] EMC_FREQ 8%@1600 GR3D_FREQ 85%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5985/5856 POM_5V_GPU 4121/3936 POM_5V_CPU 206/178
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,26%@204,4%@204,3%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29C AO@40C thermal@31.5C POM_5V_IN 5399/5742 POM_5V_GPU 3608/3854 POM_5V_CPU 165/175
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,26%@204,0%@204,4%@204] EMC_FREQ 9%@1600 GR3D_FREQ 67%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@39.5C thermal@31.25C POM_5V_IN 5598/5713 POM_5V_GPU 3685/3820 POM_5V_CPU 165/173
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,26%@204,2%@204,1%@204] EMC_FREQ 9%@1600 GR3D_FREQ 63%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5441/5667 POM_5V_GPU 3691/3799 POM_5V_CPU 124/165
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,27%@102,0%@102,5%@102] EMC_FREQ 9%@1600 GR3D_FREQ 81%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@40C thermal@31.5C POM_5V_IN 5838/5692 POM_5V_GPU 3803/3799 POM_5V_CPU 165/165
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,26%@204,5%@204,1%@204] EMC_FREQ 9%@1600 GR3D_FREQ 83%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5631/5684 POM_5V_GPU 3844/3805 POM_5V_CPU 165/165
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,28%@204,3%@204,3%@204] EMC_FREQ 9%@1600 GR3D_FREQ 65%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5441/5657 POM_5V_GPU 3685/3791 POM_5V_CPU 124/160
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,26%@102,1%@102,3%@102] EMC_FREQ 9%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@31.25C POM_5V_IN 5590/5650 POM_5V_GPU 3809/3793 POM_5V_CPU 165/160
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,14%@204,21%@204,6%@204] EMC_FREQ 9%@1600 GR3D_FREQ 91%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5515/5638 POM_5V_GPU 3732/3787 POM_5V_CPU 124/157
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,22%@102,7%@102,4%@102] EMC_FREQ 9%@1600 GR3D_FREQ 66%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@39.5C thermal@31C POM_5V_IN 5590/5634 POM_5V_GPU 3732/3783 POM_5V_CPU 165/158
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,28%@204,6%@204,3%@204] EMC_FREQ 9%@1600 GR3D_FREQ 67%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5557/5628 POM_5V_GPU 3809/3785 POM_5V_CPU 165/158
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,27%@204,4%@204,3%@204] EMC_FREQ 9%@1600 GR3D_FREQ 66%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30C AO@39.5C thermal@31.25C POM_5V_IN 5631/5628 POM_5V_GPU 3809/3786 POM_5V_CPU 165/159
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,26%@204,2%@204,3%@204] EMC_FREQ 9%@1600 GR3D_FREQ 76%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@30C AO@40C thermal@31.25C POM_5V_IN 5746/5636 POM_5V_GPU 3927/3796 POM_5V_CPU 165/159
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,30%@102,1%@204,5%@204] EMC_FREQ 9%@1600 GR3D_FREQ 81%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29C AO@40C thermal@31.5C POM_5V_IN 5755/5643 POM_5V_GPU 3726/3791 POM_5V_CPU 165/159
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,24%@204,3%@204,4%@204] EMC_FREQ 10%@1600 GR3D_FREQ 67%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5358/5627 POM_5V_GPU 3649/3783 POM_5V_CPU 124/157
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,27%@204,2%@204,2%@204] EMC_FREQ 9%@1600 GR3D_FREQ 69%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5640/5627 POM_5V_GPU 3685/3778 POM_5V_CPU 165/158
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,30%@204,2%@204,2%@204] EMC_FREQ 9%@1600 GR3D_FREQ 92%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5432/5617 POM_5V_GPU 3685/3773 POM_5V_CPU 165/158
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,24%@204,4%@204,8%@204] EMC_FREQ 9%@1600 GR3D_FREQ 68%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5358/5604 POM_5V_GPU 3649/3766 POM_5V_CPU 124/156
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,27%@102,3%@204,5%@204] EMC_FREQ 9%@1600 GR3D_FREQ 66%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5474/5598 POM_5V_GPU 3726/3764 POM_5V_CPU 165/157
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,22%@204,7%@204,6%@204] EMC_FREQ 9%@1600 GR3D_FREQ 87%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40.5C thermal@31.5C POM_5V_IN 5797/5607 POM_5V_GPU 3762/3764 POM_5V_CPU 165/157
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,23%@102,3%@102,7%@102] EMC_FREQ 10%@1600 GR3D_FREQ 91%@921 APE 25 PLL@26C CPU@33.5C PMIC@50C GPU@30C AO@40.5C thermal@31.25C POM_5V_IN 5797/5615 POM_5V_GPU 3886/3770 POM_5V_CPU 165/157
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,24%@204,4%@204,5%@204] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.5C POM_5V_IN 5515/5611 POM_5V_GPU 3768/3770 POM_5V_CPU 165/158
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,27%@204,1%@204,4%@204] EMC_FREQ 9%@1600 GR3D_FREQ 67%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@39.5C thermal@31.25C POM_5V_IN 5316/5599 POM_5V_GPU 3566/3761 POM_5V_CPU 124/156
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,15%@204,14%@204,8%@204] EMC_FREQ 9%@1600 GR3D_FREQ 69%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5358/5590 POM_5V_GPU 3519/3752 POM_5V_CPU 165/157
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,13%@204,12%@204,9%@204] EMC_FREQ 9%@1600 GR3D_FREQ 72%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.5C POM_5V_IN 5441/5584 POM_5V_GPU 3726/3751 POM_5V_CPU 124/155
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,13%@102,24%@102,3%@102] EMC_FREQ 9%@1600 GR3D_FREQ 70%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5714/5589 POM_5V_GPU 3691/3749 POM_5V_CPU 165/156
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,29%@204,6%@204,2%@204] EMC_FREQ 9%@1600 GR3D_FREQ 81%@921 APE 25 PLL@26C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5316/5579 POM_5V_GPU 3566/3743 POM_5V_CPU 165/156
RAM 1600/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,29%@204,4%@204,1%@204] EMC_FREQ 9%@1600 GR3D_FREQ 65%@921 APE 25 PLL@25.5C CPU@33C PMIC@50C GPU@29.5C AO@40C thermal@31.25C POM_5V_IN 5631/5581 POM_5V_GPU 3649/3739 POM_5V_CPU 165/156
