RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [14%@307,0%@307,3%@307,1%@307] EMC_FREQ 4%@1600 GR3D_FREQ 84%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28C AO@39C thermal@29.5C POM_5V_IN 5192/5192 POM_5V_GPU 3400/3400 POM_5V_CPU 165/165
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [23%@204,1%@204,1%@204,3%@204] EMC_FREQ 7%@1600 GR3D_FREQ 96%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 4999/5095 POM_5V_GPU 3203/3301 POM_5V_CPU 166/165
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [33%@204,2%@204,2%@204,2%@204] EMC_FREQ 9%@1600 GR3D_FREQ 75%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 4764/4985 POM_5V_GPU 3041/3214 POM_5V_CPU 166/165
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [31%@204,3%@204,4%@204,2%@204] EMC_FREQ 10%@1600 GR3D_FREQ 90%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28C AO@38.5C thermal@30C POM_5V_IN 5083/5009 POM_5V_GPU 3041/3171 POM_5V_CPU 166/165
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [33%@204,5%@204,5%@204,0%@204] EMC_FREQ 10%@1600 GR3D_FREQ 71%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 4840/4975 POM_5V_GPU 3120/3161 POM_5V_CPU 166/165
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [33%@102,4%@102,4%@102,0%@102] EMC_FREQ 10%@1600 GR3D_FREQ 85%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 4931/4968 POM_5V_GPU 2962/3127 POM_5V_CPU 166/165
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [32%@102,4%@102,3%@102,3%@204] EMC_FREQ 11%@1600 GR3D_FREQ 68%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38C thermal@29.75C POM_5V_IN 4680/4927 POM_5V_GPU 2999/3109 POM_5V_CPU 166/165
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [31%@204,7%@204,0%@204,3%@204] EMC_FREQ 11%@1600 GR3D_FREQ 82%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38C thermal@29.5C POM_5V_IN 5316/4975 POM_5V_GPU 3239/3125 POM_5V_CPU 166/165
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [33%@204,7%@204,5%@204,0%@204] EMC_FREQ 11%@1600 GR3D_FREQ 68%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@29.75C POM_5V_IN 4840/4960 POM_5V_GPU 3120/3125 POM_5V_CPU 166/165
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [29%@204,2%@204,4%@307,2%@307] EMC_FREQ 11%@1600 GR3D_FREQ 68%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@29.75C POM_5V_IN 4756/4940 POM_5V_GPU 3041/3116 POM_5V_CPU 124/161
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [29%@204,5%@204,1%@204,2%@204] EMC_FREQ 11%@1600 GR3D_FREQ 72%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@39C thermal@29.75C POM_5V_IN 4840/4931 POM_5V_GPU 3120/3116 POM_5V_CPU 166/162
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [31%@204,4%@204,4%@204,0%@204] EMC_FREQ 11%@1600 GR3D_FREQ 67%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28C AO@38.5C thermal@29.75C POM_5V_IN 4840/4923 POM_5V_GPU 3078/3113 POM_5V_CPU 166/162
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [19%@102,4%@102,19%@102,2%@102] EMC_FREQ 11%@1600 GR3D_FREQ 65%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@30C POM_5V_IN 4840/4917 POM_5V_GPU 2999/3104 POM_5V_CPU 166/162
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,5%@204,33%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 73%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 4798/4908 POM_5V_GPU 3161/3108 POM_5V_CPU 166/162
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,5%@204,30%@204,2%@204] EMC_FREQ 11%@1600 GR3D_FREQ 74%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 4798/4901 POM_5V_GPU 3083/3107 POM_5V_CPU 166/163
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,2%@307,27%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 94%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 4798/4894 POM_5V_GPU 3083/3105 POM_5V_CPU 166/163
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [12%@204,4%@204,21%@204,13%@204] EMC_FREQ 11%@1600 GR3D_FREQ 96%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@29.75C POM_5V_IN 4715/4884 POM_5V_GPU 3041/3101 POM_5V_CPU 166/163
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,3%@204,25%@204,7%@204] EMC_FREQ 11%@1600 GR3D_FREQ 66%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 4958/4888 POM_5V_GPU 3161/3105 POM_5V_CPU 166/163
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [11%@204,3%@204,20%@204,11%@204] EMC_FREQ 11%@1600 GR3D_FREQ 68%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@29.75C POM_5V_IN 4882/4887 POM_5V_GPU 3120/3105 POM_5V_CPU 166/163
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,2%@102,19%@102,17%@102] EMC_FREQ 11%@1600 GR3D_FREQ 62%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38.5C thermal@29.75C POM_5V_IN 4597/4873 POM_5V_GPU 2962/3098 POM_5V_CPU 166/163
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,4%@204,30%@204,3%@204] EMC_FREQ 11%@1600 GR3D_FREQ 69%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30C POM_5V_IN 4764/4868 POM_5V_GPU 3041/3095 POM_5V_CPU 166/163
RAM 1593/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,5%@102,31%@102,3%@102] EMC_FREQ 11%@1600 GR3D_FREQ 64%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@29.75C POM_5V_IN 4806/4865 POM_5V_GPU 2879/3086 POM_5V_CPU 166/164
