RAM 1823/3964MB (lfb 19x4MB) SWAP 215/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [2%@307,1%@307,16%@307,3%@307] EMC_FREQ 7%@1600 GR3D_FREQ 99%@691 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27C AO@36C thermal@28.25C POM_5V_IN 4240/4240 POM_5V_GPU 2267/2267 POM_5V_CPU 167/167
RAM 1823/3964MB (lfb 19x4MB) SWAP 215/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,3%@204,26%@204,3%@204] EMC_FREQ 10%@1600 GR3D_FREQ 78%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28C AO@37.5C thermal@28.25C POM_5V_IN 5474/4857 POM_5V_GPU 3436/2851 POM_5V_CPU 165/166
RAM 1823/3964MB (lfb 19x4MB) SWAP 215/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,4%@102,31%@204,0%@204] EMC_FREQ 13%@1600 GR3D_FREQ 84%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28.5C AO@38C thermal@29.75C POM_5V_IN 5598/5104 POM_5V_GPU 3436/3046 POM_5V_CPU 165/165
RAM 1823/3964MB (lfb 19x4MB) SWAP 215/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,4%@204,33%@204,2%@204] EMC_FREQ 14%@1600 GR3D_FREQ 61%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@29.5C POM_5V_IN 5249/5140 POM_5V_GPU 3078/3054 POM_5V_CPU 166/165
RAM 1823/3964MB (lfb 19x4MB) SWAP 215/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,6%@102,32%@102,1%@102] EMC_FREQ 15%@1600 GR3D_FREQ 73%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@38C thermal@29.5C POM_5V_IN 5241/5160 POM_5V_GPU 3115/3066 POM_5V_CPU 166/165
RAM 1823/3964MB (lfb 19x4MB) SWAP 215/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,5%@307,32%@307,4%@307] EMC_FREQ 15%@1600 GR3D_FREQ 83%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@29.5C POM_5V_IN 5124/5154 POM_5V_GPU 3198/3088 POM_5V_CPU 166/165
RAM 1823/3964MB (lfb 19x4MB) SWAP 215/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,2%@204,31%@204,1%@204] EMC_FREQ 16%@1600 GR3D_FREQ 65%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@37.5C thermal@29.25C POM_5V_IN 5358/5183 POM_5V_GPU 3239/3109 POM_5V_CPU 166/165
RAM 1823/3964MB (lfb 19x4MB) SWAP 215/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,3%@102,28%@102,4%@204] EMC_FREQ 17%@1600 GR3D_FREQ 85%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@38.5C thermal@29.25C POM_5V_IN 5474/5219 POM_5V_GPU 3395/3145 POM_5V_CPU 165/165
RAM 1823/3964MB (lfb 19x4MB) SWAP 215/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,3%@307,31%@307,3%@307] EMC_FREQ 17%@1600 GR3D_FREQ 83%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@38C thermal@29.75C POM_5V_IN 5083/5204 POM_5V_GPU 3120/3142 POM_5V_CPU 166/165
RAM 1823/3964MB (lfb 19x4MB) SWAP 215/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,4%@102,34%@102,1%@102] EMC_FREQ 17%@1600 GR3D_FREQ 64%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@29.25C POM_5V_IN 5124/5196 POM_5V_GPU 3036/3132 POM_5V_CPU 166/165
RAM 1823/3964MB (lfb 19x4MB) SWAP 215/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,2%@204,32%@204,3%@204] EMC_FREQ 17%@1600 GR3D_FREQ 81%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28C AO@38.5C thermal@29.5C POM_5V_IN 5399/5214 POM_5V_GPU 3395/3155 POM_5V_CPU 165/165
