RAM 1902/3964MB (lfb 17x4MB) SWAP 217/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,16%@403,2%@403,4%@403] EMC_FREQ 12%@1600 GR3D_FREQ 89%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@27C AO@37C thermal@26.25C POM_5V_IN 5349/5349 POM_5V_GPU 3064/3064 POM_5V_CPU 165/165
RAM 1902/3964MB (lfb 17x4MB) SWAP 217/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,18%@204,1%@204,2%@204] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27.5C AO@37C thermal@28C POM_5V_IN 5316/5332 POM_5V_GPU 3068/3066 POM_5V_CPU 165/165
RAM 1902/3964MB (lfb 17x4MB) SWAP 217/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,17%@102,1%@102,2%@102] EMC_FREQ 24%@1600 GR3D_FREQ 72%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@37.5C thermal@28.25C POM_5V_IN 5432/5365 POM_5V_GPU 3188/3106 POM_5V_CPU 124/151
RAM 1902/3964MB (lfb 17x4MB) SWAP 217/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,14%@204,1%@204,2%@204] EMC_FREQ 28%@1600 GR3D_FREQ 63%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@27C AO@37C thermal@28.25C POM_5V_IN 5714/5452 POM_5V_GPU 3229/3137 POM_5V_CPU 165/154
RAM 1902/3964MB (lfb 17x4MB) SWAP 217/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,17%@102,3%@102,5%@102] EMC_FREQ 30%@1600 GR3D_FREQ 78%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@27C AO@36.5C thermal@28.75C POM_5V_IN 5598/5481 POM_5V_GPU 3068/3123 POM_5V_CPU 124/148
RAM 1902/3964MB (lfb 17x4MB) SWAP 217/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,20%@204,3%@204,0%@204] EMC_FREQ 31%@1600 GR3D_FREQ 58%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27C AO@36.5C thermal@28.5C POM_5V_IN 5631/5506 POM_5V_GPU 3188/3134 POM_5V_CPU 124/144
RAM 1902/3964MB (lfb 17x4MB) SWAP 217/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,17%@204,7%@204,1%@204] EMC_FREQ 32%@1600 GR3D_FREQ 63%@921 APE 25 PLL@25C CPU@30C PMIC@50C GPU@27.5C AO@36.5C thermal@28.25C POM_5V_IN 5631/5524 POM_5V_GPU 3147/3136 POM_5V_CPU 165/147
RAM 1902/3964MB (lfb 17x4MB) SWAP 217/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,16%@102,2%@102,1%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@29.5C PMIC@50C GPU@27.5C AO@36C thermal@29.25C POM_5V_IN 5441/5514 POM_5V_GPU 2824/3097 POM_5V_CPU 124/144
RAM 1902/3964MB (lfb 17x4MB) SWAP 217/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,17%@102,1%@102,1%@102] EMC_FREQ 34%@1600 GR3D_FREQ 62%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@27C AO@37C thermal@28.5C POM_5V_IN 5631/5527 POM_5V_GPU 3229/3111 POM_5V_CPU 165/146
RAM 1902/3964MB (lfb 17x4MB) SWAP 217/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,17%@102,1%@102,2%@102] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30C PMIC@50C GPU@28C AO@36.5C thermal@29C POM_5V_IN 5324/5506 POM_5V_GPU 2782/3078 POM_5V_CPU 165/148
RAM 1902/3964MB (lfb 17x4MB) SWAP 217/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,15%@102,2%@102,2%@102] EMC_FREQ 34%@1600 GR3D_FREQ 77%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@27.5C AO@37.5C thermal@28.5C POM_5V_IN 5746/5528 POM_5V_GPU 3431/3110 POM_5V_CPU 124/146
