RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@518,4%@518,0%@518,0%@518] EMC_FREQ 6%@1600 GR3D_FREQ 94%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@38C thermal@29C POM_5V_IN 5041/5041 POM_5V_GPU 2953/2953 POM_5V_CPU 332/332
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,1%@204,3%@204,1%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@37.5C thermal@29.25C POM_5V_IN 4443/4742 POM_5V_GPU 2678/2815 POM_5V_CPU 167/249
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [22%@204,4%@204,3%@204,4%@204] EMC_FREQ 10%@1600 GR3D_FREQ 69%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@38C thermal@29.25C POM_5V_IN 4604/4696 POM_5V_GPU 2841/2824 POM_5V_CPU 125/208
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [25%@204,4%@204,3%@204,2%@204] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@37.5C thermal@29.25C POM_5V_IN 4806/4723 POM_5V_GPU 2800/2818 POM_5V_CPU 125/187
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,5%@204,2%@204,3%@204] EMC_FREQ 12%@1600 GR3D_FREQ 68%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@37.5C thermal@29.5C POM_5V_IN 4443/4667 POM_5V_GPU 2720/2798 POM_5V_CPU 125/174
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [26%@102,3%@102,0%@102,5%@204] EMC_FREQ 12%@1600 GR3D_FREQ 68%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@28C AO@37.5C thermal@29.25C POM_5V_IN 4317/4609 POM_5V_GPU 2636/2771 POM_5V_CPU 125/166
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [24%@204,5%@204,1%@204,1%@204] EMC_FREQ 13%@1600 GR3D_FREQ 84%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@37.5C thermal@29.25C POM_5V_IN 4847/4643 POM_5V_GPU 2841/2781 POM_5V_CPU 167/166
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,4%@204,7%@204,0%@204] EMC_FREQ 13%@1600 GR3D_FREQ 69%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@37.5C thermal@29.25C POM_5V_IN 4485/4623 POM_5V_GPU 2716/2773 POM_5V_CPU 167/166
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,6%@204,2%@204,2%@204] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@38C thermal@29C POM_5V_IN 4562/4616 POM_5V_GPU 2800/2776 POM_5V_CPU 125/162
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,6%@204,10%@204,2%@204] EMC_FREQ 13%@1600 GR3D_FREQ 87%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@37.5C thermal@29.5C POM_5V_IN 4646/4619 POM_5V_GPU 2837/2782 POM_5V_CPU 167/162
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [24%@102,2%@204,2%@204,1%@204] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@38C thermal@29.5C POM_5V_IN 4562/4614 POM_5V_GPU 2758/2780 POM_5V_CPU 166/162
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,11%@204,8%@204,0%@204] EMC_FREQ 13%@1600 GR3D_FREQ 89%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@37.5C thermal@29.5C POM_5V_IN 4847/4633 POM_5V_GPU 2841/2785 POM_5V_CPU 167/163
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [25%@403,4%@403,6%@403,4%@403] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@29.5C POM_5V_IN 5283/4683 POM_5V_GPU 3156/2813 POM_5V_CPU 291/173
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [25%@102,5%@102,2%@102,2%@102] EMC_FREQ 13%@1600 GR3D_FREQ 67%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@37.5C thermal@29.25C POM_5V_IN 4485/4669 POM_5V_GPU 2678/2803 POM_5V_CPU 167/172
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [25%@102,7%@102,21%@102,3%@102] EMC_FREQ 14%@1600 GR3D_FREQ 66%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28.5C AO@37.5C thermal@29.25C POM_5V_IN 5083/4696 POM_5V_GPU 2541/2786 POM_5V_CPU 166/172
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [24%@204,3%@204,4%@204,3%@204] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@38.5C thermal@29.75C POM_5V_IN 4722/4698 POM_5V_GPU 2920/2794 POM_5V_CPU 125/169
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [23%@204,4%@204,4%@204,2%@204] EMC_FREQ 14%@1600 GR3D_FREQ 88%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@37.5C thermal@29.25C POM_5V_IN 4965/4714 POM_5V_GPU 2962/2804 POM_5V_CPU 125/166
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [21%@102,3%@102,3%@102,1%@102] EMC_FREQ 14%@1600 GR3D_FREQ 69%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@37.5C thermal@29.5C POM_5V_IN 4729/4715 POM_5V_GPU 2595/2792 POM_5V_CPU 125/164
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,5%@204,1%@204,3%@204] EMC_FREQ 14%@1600 GR3D_FREQ 85%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28.5C AO@38C thermal@29.5C POM_5V_IN 4604/4709 POM_5V_GPU 2841/2795 POM_5V_CPU 125/162
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [26%@204,3%@204,2%@204,3%@204] EMC_FREQ 14%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@37.5C thermal@29.75C POM_5V_IN 4764/4711 POM_5V_GPU 2962/2803 POM_5V_CPU 125/160
RAM 1626/3964MB (lfb 16x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,17%@204,8%@204,5%@204] EMC_FREQ 14%@1600 GR3D_FREQ 71%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@37.5C thermal@29.5C POM_5V_IN 4847/4718 POM_5V_GPU 2800/2803 POM_5V_CPU 125/158
