RAM 1885/3964MB (lfb 60x4MB) SWAP 226/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [10%@403,1%@403,4%@403,2%@403] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@38C thermal@27C POM_5V_IN 5903/5903 POM_5V_GPU 3833/3833 POM_5V_CPU 164/164
RAM 1885/3964MB (lfb 60x4MB) SWAP 226/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@307,1%@307,3%@307,1%@307] EMC_FREQ 12%@1600 GR3D_FREQ 71%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@28.5C AO@38C thermal@30C POM_5V_IN 5829/5866 POM_5V_GPU 3715/3774 POM_5V_CPU 123/143
RAM 1885/3964MB (lfb 60x4MB) SWAP 226/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@204,4%@204,4%@204,1%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31C PMIC@50C GPU@28C AO@38.5C thermal@29.5C POM_5V_IN 5788/5840 POM_5V_GPU 3709/3752 POM_5V_CPU 165/150
RAM 1885/3964MB (lfb 60x4MB) SWAP 226/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@204,1%@204,4%@204,0%@204] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28C AO@39C thermal@29.75C POM_5V_IN 5976/5874 POM_5V_GPU 3909/3791 POM_5V_CPU 123/143
RAM 1885/3964MB (lfb 60x4MB) SWAP 226/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [13%@204,1%@204,3%@204,2%@204] EMC_FREQ 17%@1600 GR3D_FREQ 55%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28C AO@39C thermal@30C POM_5V_IN 6058/5910 POM_5V_GPU 4032/3839 POM_5V_CPU 123/139
RAM 1885/3964MB (lfb 60x4MB) SWAP 226/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@204,5%@204,5%@204,4%@204] EMC_FREQ 18%@1600 GR3D_FREQ 98%@921 APE 25 PLL@25C CPU@32.5C PMIC@50C GPU@28.5C AO@40C thermal@30C POM_5V_IN 6409/5993 POM_5V_GPU 4348/3924 POM_5V_CPU 123/136
RAM 1885/3964MB (lfb 60x4MB) SWAP 226/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@102,3%@102,0%@102,2%@102] EMC_FREQ 19%@1600 GR3D_FREQ 74%@921 APE 25 PLL@25C CPU@32.5C PMIC@50C GPU@28C AO@39.5C thermal@29.75C POM_5V_IN 6286/6035 POM_5V_GPU 4225/3967 POM_5V_CPU 123/134
RAM 1885/3964MB (lfb 60x4MB) SWAP 226/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [14%@102,3%@102,2%@204,1%@204] EMC_FREQ 19%@1600 GR3D_FREQ 65%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@30C POM_5V_IN 6213/6057 POM_5V_GPU 4190/3995 POM_5V_CPU 123/133
RAM 1885/3964MB (lfb 60x4MB) SWAP 226/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [18%@204,2%@204,3%@204,1%@204] EMC_FREQ 19%@1600 GR3D_FREQ 59%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@30C POM_5V_IN 6017/6053 POM_5V_GPU 3991/3994 POM_5V_CPU 123/132
RAM 1885/3964MB (lfb 60x4MB) SWAP 226/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [15%@204,3%@204,1%@204,3%@204] EMC_FREQ 19%@1600 GR3D_FREQ 62%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@30.5C POM_5V_IN 6017/6049 POM_5V_GPU 3950/3990 POM_5V_CPU 123/131
RAM 1885/3964MB (lfb 60x4MB) SWAP 226/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [17%@204,3%@204,2%@204,4%@204] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@38.5C thermal@30.5C POM_5V_IN 5705/6018 POM_5V_GPU 3632/3957 POM_5V_CPU 123/130
