RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,8%@307,0%@307,0%@307] EMC_FREQ 5%@1600 GR3D_FREQ 95%@921 APE 25 PLL@25C CPU@31.5C PMIC@50C GPU@28.5C AO@39.5C thermal@27C POM_5V_IN 5903/5903 POM_5V_GPU 4162/4162 POM_5V_CPU 123/123
RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,15%@102,4%@102,0%@102] EMC_FREQ 6%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@28.5C AO@39C thermal@30C POM_5V_IN 6141/6022 POM_5V_GPU 4327/4244 POM_5V_CPU 123/123
RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,17%@204,3%@204,5%@204] EMC_FREQ 7%@1600 GR3D_FREQ 69%@921 APE 25 PLL@24.5C CPU@32C PMIC@50C GPU@28.5C AO@39C thermal@30C POM_5V_IN 5705/5916 POM_5V_GPU 4004/4164 POM_5V_CPU 123/123
RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,18%@102,4%@102,6%@102] EMC_FREQ 7%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@40C thermal@30.25C POM_5V_IN 5788/5884 POM_5V_GPU 4128/4155 POM_5V_CPU 123/123
RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,18%@204,5%@204,2%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@32.5C PMIC@50C GPU@28.5C AO@39.5C thermal@30.25C POM_5V_IN 6141/5935 POM_5V_GPU 4169/4158 POM_5V_CPU 123/123
RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,15%@204,3%@204,1%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30C POM_5V_IN 5672/5891 POM_5V_GPU 3969/4126 POM_5V_CPU 124/123
RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,17%@204,2%@204,3%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@28.5C AO@39.5C thermal@30C POM_5V_IN 5705/5865 POM_5V_GPU 4045/4114 POM_5V_CPU 123/123
RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,17%@204,1%@204,0%@204] EMC_FREQ 8%@1600 GR3D_FREQ 87%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@30.25C POM_5V_IN 5672/5840 POM_5V_GPU 4004/4101 POM_5V_CPU 123/123
RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,16%@102,3%@102,1%@102] EMC_FREQ 8%@1600 GR3D_FREQ 66%@921 APE 25 PLL@25C CPU@32.5C PMIC@50C GPU@28.5C AO@40.5C thermal@30.75C POM_5V_IN 6058/5865 POM_5V_GPU 4320/4125 POM_5V_CPU 164/127
RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,18%@102,3%@102,2%@102] EMC_FREQ 8%@1600 GR3D_FREQ 92%@921 APE 25 PLL@25C CPU@32C PMIC@50C GPU@29C AO@39.5C thermal@30.5C POM_5V_IN 6131/5891 POM_5V_GPU 4362/4149 POM_5V_CPU 123/127
RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,16%@204,1%@204,2%@204] EMC_FREQ 8%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@32.5C PMIC@50C GPU@28.5C AO@39.5C thermal@30.5C POM_5V_IN 5903/5892 POM_5V_GPU 4080/4142 POM_5V_CPU 164/130
RAM 1588/3964MB (lfb 20x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,12%@204,4%@204,11%@204] EMC_FREQ 8%@1600 GR3D_FREQ 80%@921 APE 25 PLL@24.5C CPU@32.5C PMIC@50C GPU@29C AO@40.5C thermal@30.5C POM_5V_IN 6099/5909 POM_5V_GPU 4320/4157 POM_5V_CPU 123/129
