RAM 1604/3964MB (lfb 27x4MB) SWAP 214/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [16%@204,0%@307,2%@307,4%@204] EMC_FREQ 6%@1600 GR3D_FREQ 87%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30.5C AO@40.5C thermal@31.75C POM_5V_IN 5944/5944 POM_5V_GPU 3756/3756 POM_5V_CPU 165/165
RAM 1603/3964MB (lfb 27x4MB) SWAP 214/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [24%@204,2%@204,4%@204,4%@204] EMC_FREQ 8%@1600 GR3D_FREQ 78%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30C AO@41C thermal@31.75C POM_5V_IN 5672/5808 POM_5V_GPU 3762/3759 POM_5V_CPU 165/165
RAM 1604/3964MB (lfb 27x4MB) SWAP 214/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,31%@204,9%@204,3%@204] EMC_FREQ 10%@1600 GR3D_FREQ 81%@921 APE 25 PLL@26.5C CPU@33.5C PMIC@50C GPU@30C AO@40.5C thermal@32.25C POM_5V_IN 5515/5710 POM_5V_GPU 3602/3706 POM_5V_CPU 165/165
RAM 1604/3964MB (lfb 27x4MB) SWAP 214/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,30%@204,1%@204,2%@204] EMC_FREQ 11%@1600 GR3D_FREQ 68%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@40C thermal@32C POM_5V_IN 5399/5632 POM_5V_GPU 3483/3650 POM_5V_CPU 165/165
RAM 1604/3964MB (lfb 27x4MB) SWAP 214/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,28%@204,6%@204,1%@204] EMC_FREQ 11%@1600 GR3D_FREQ 85%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30C AO@40.5C thermal@32C POM_5V_IN 5590/5624 POM_5V_GPU 3638/3648 POM_5V_CPU 165/165
RAM 1604/3964MB (lfb 27x4MB) SWAP 214/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@307,29%@307,7%@307,4%@307] EMC_FREQ 12%@1600 GR3D_FREQ 65%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@40C thermal@31.75C POM_5V_IN 5441/5593 POM_5V_GPU 3483/3620 POM_5V_CPU 166/165
RAM 1604/3964MB (lfb 27x4MB) SWAP 214/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,30%@307,4%@307,2%@307] EMC_FREQ 12%@1600 GR3D_FREQ 81%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@40.5C thermal@32C POM_5V_IN 5399/5565 POM_5V_GPU 3483/3601 POM_5V_CPU 165/165
RAM 1604/3964MB (lfb 27x4MB) SWAP 214/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,31%@204,3%@204,4%@204] EMC_FREQ 12%@1600 GR3D_FREQ 67%@921 APE 25 PLL@26.5C CPU@33C PMIC@50C GPU@30C AO@40C thermal@32.25C POM_5V_IN 5158/5514 POM_5V_GPU 3322/3566 POM_5V_CPU 166/165
RAM 1604/3964MB (lfb 27x4MB) SWAP 214/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,30%@204,8%@204,6%@204] EMC_FREQ 12%@1600 GR3D_FREQ 82%@921 APE 25 PLL@27C CPU@34C PMIC@50C GPU@30.5C AO@40.5C thermal@31.5C POM_5V_IN 5474/5510 POM_5V_GPU 3602/3570 POM_5V_CPU 165/165
RAM 1604/3964MB (lfb 27x4MB) SWAP 214/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,33%@204,4%@204,3%@204] EMC_FREQ 12%@1600 GR3D_FREQ 62%@921 APE 25 PLL@27C CPU@33.5C PMIC@50C GPU@30C AO@40C thermal@31.75C POM_5V_IN 5241/5483 POM_5V_GPU 3322/3545 POM_5V_CPU 166/165
RAM 1604/3964MB (lfb 27x4MB) SWAP 214/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,24%@204,8%@204,7%@204] EMC_FREQ 12%@1600 GR3D_FREQ 80%@921 APE 25 PLL@27C CPU@33C PMIC@50C GPU@30C AO@40C thermal@31.75C POM_5V_IN 5241/5461 POM_5V_GPU 3405/3532 POM_5V_CPU 165/165
