RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@307,10%@307,2%@307,1%@307] EMC_FREQ 13%@1600 GR3D_FREQ 85%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@34.5C thermal@27.25C POM_5V_IN 5598/5598 POM_5V_GPU 3064/3064 POM_5V_CPU 124/124
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,17%@102,4%@204,0%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26C AO@35C thermal@27C POM_5V_IN 5358/5478 POM_5V_GPU 2985/3024 POM_5V_CPU 165/144
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,20%@102,2%@102,3%@102] EMC_FREQ 24%@1600 GR3D_FREQ 67%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@34C thermal@27.25C POM_5V_IN 5557/5504 POM_5V_GPU 3027/3025 POM_5V_CPU 124/137
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,20%@204,2%@204,4%@204] EMC_FREQ 27%@1600 GR3D_FREQ 64%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@34.5C thermal@27.25C POM_5V_IN 5324/5459 POM_5V_GPU 2865/2985 POM_5V_CPU 124/134
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,20%@204,3%@204,4%@204] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@27C AO@36C thermal@27.25C POM_5V_IN 5233/5414 POM_5V_GPU 3068/3001 POM_5V_CPU 124/132
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,21%@102,3%@102,3%@204] EMC_FREQ 30%@1600 GR3D_FREQ 80%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@35C thermal@27.75C POM_5V_IN 5441/5418 POM_5V_GPU 2944/2992 POM_5V_CPU 124/130
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,21%@204,4%@204,4%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@27.75C POM_5V_IN 5116/5375 POM_5V_GPU 2907/2980 POM_5V_CPU 124/129
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,20%@204,2%@204,2%@204] EMC_FREQ 32%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@35C thermal@27.75C POM_5V_IN 4958/5323 POM_5V_GPU 2787/2955 POM_5V_CPU 124/129
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,19%@204,3%@204,2%@204] EMC_FREQ 32%@1600 GR3D_FREQ 69%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26.5C AO@35.5C thermal@27.5C POM_5V_IN 5705/5365 POM_5V_GPU 3224/2985 POM_5V_CPU 124/128
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,22%@204,3%@204,4%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@36.5C thermal@27.25C POM_5V_IN 5432/5372 POM_5V_GPU 3188/3005 POM_5V_CPU 124/128
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,22%@102,3%@102,2%@102] EMC_FREQ 33%@1600 GR3D_FREQ 71%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@27.5C POM_5V_IN 5283/5364 POM_5V_GPU 2865/2993 POM_5V_CPU 124/127
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,17%@102,4%@102,1%@102] EMC_FREQ 33%@1600 GR3D_FREQ 68%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@35C thermal@27.75C POM_5V_IN 5590/5382 POM_5V_GPU 3064/2999 POM_5V_CPU 124/127
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,21%@102,2%@102,1%@102] EMC_FREQ 33%@1600 GR3D_FREQ 68%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@27.75C POM_5V_IN 5358/5381 POM_5V_GPU 2903/2991 POM_5V_CPU 124/127
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,16%@102,3%@102,1%@102] EMC_FREQ 33%@1600 GR3D_FREQ 75%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26C AO@35.5C thermal@28C POM_5V_IN 5041/5356 POM_5V_GPU 2865/2982 POM_5V_CPU 124/126
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,16%@102,5%@102,6%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@28C POM_5V_IN 5275/5351 POM_5V_GPU 2944/2980 POM_5V_CPU 124/126
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,18%@204,3%@204,6%@204] EMC_FREQ 33%@1600 GR3D_FREQ 74%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@26.5C AO@35C thermal@27.5C POM_5V_IN 5515/5361 POM_5V_GPU 3027/2982 POM_5V_CPU 124/126
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [9%@102,8%@204,16%@204,7%@204] EMC_FREQ 33%@1600 GR3D_FREQ 84%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@26.5C AO@35.5C thermal@28C POM_5V_IN 5788/5386 POM_5V_GPU 3183/2994 POM_5V_CPU 165/128
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,6%@204,14%@204,7%@204] EMC_FREQ 33%@1600 GR3D_FREQ 66%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@26C AO@36C thermal@28C POM_5V_IN 5316/5382 POM_5V_GPU 3151/3003 POM_5V_CPU 124/128
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,21%@204,2%@204,0%@204] EMC_FREQ 33%@1600 GR3D_FREQ 83%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26C AO@35.5C thermal@28C POM_5V_IN 5158/5370 POM_5V_GPU 2985/3002 POM_5V_CPU 124/128
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,19%@102,5%@102,2%@102] EMC_FREQ 33%@1600 GR3D_FREQ 68%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@27.5C POM_5V_IN 5441/5374 POM_5V_GPU 2861/2995 POM_5V_CPU 124/128
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,19%@102,3%@102,4%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@26C AO@35.5C thermal@27.75C POM_5V_IN 5399/5375 POM_5V_GPU 2824/2987 POM_5V_CPU 124/127
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,15%@102,10%@102,9%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26C AO@35.5C thermal@27.75C POM_5V_IN 5714/5390 POM_5V_GPU 2972/2986 POM_5V_CPU 165/129
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,21%@102,4%@102,23%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@27.75C POM_5V_IN 5590/5399 POM_5V_GPU 2811/2978 POM_5V_CPU 165/131
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,14%@102,6%@102,11%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@26.5C AO@35.5C thermal@28.25C POM_5V_IN 5116/5387 POM_5V_GPU 2903/2975 POM_5V_CPU 165/132
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,20%@204,3%@204,1%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@26.5C AO@36C thermal@28C POM_5V_IN 5275/5383 POM_5V_GPU 3068/2979 POM_5V_CPU 124/132
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,17%@204,3%@204,0%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26.5C AO@36C thermal@27.75C POM_5V_IN 5275/5379 POM_5V_GPU 3027/2981 POM_5V_CPU 124/131
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,20%@204,1%@204,0%@204] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@26.5C AO@36.5C thermal@28.25C POM_5V_IN 5432/5381 POM_5V_GPU 3183/2988 POM_5V_CPU 165/133
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [22%@204,1%@307,1%@307,3%@307] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@36C thermal@28.5C POM_5V_IN 5275/5377 POM_5V_GPU 2985/2988 POM_5V_CPU 165/134
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [20%@307,3%@307,3%@307,1%@307] EMC_FREQ 34%@1600 GR3D_FREQ 67%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@28.5C POM_5V_IN 5590/5384 POM_5V_GPU 3348/3000 POM_5V_CPU 124/133
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [21%@102,3%@102,2%@102,3%@102] EMC_FREQ 33%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@36C thermal@28.5C POM_5V_IN 5358/5383 POM_5V_GPU 2944/2999 POM_5V_CPU 124/133
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [20%@204,3%@204,3%@204,2%@204] EMC_FREQ 33%@1600 GR3D_FREQ 68%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@26C AO@36.5C thermal@28.25C POM_5V_IN 5358/5382 POM_5V_GPU 3105/3002 POM_5V_CPU 165/134
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [21%@102,4%@102,3%@102,3%@102] EMC_FREQ 33%@1600 GR3D_FREQ 72%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27C AO@35C thermal@28.25C POM_5V_IN 5598/5389 POM_5V_GPU 3027/3003 POM_5V_CPU 124/134
RAM 1641/3964MB (lfb 24x4MB) SWAP 215/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [23%@102,5%@102,4%@102,2%@102] EMC_FREQ 34%@1600 GR3D_FREQ 90%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27C AO@35C thermal@28.25C POM_5V_IN 5746/5400 POM_5V_GPU 3183/3008 POM_5V_CPU 124/133
