RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [1%@403,8%@403,1%@403,3%@403] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25C CPU@30.5C PMIC@50C GPU@28C AO@37C thermal@29C POM_5V_IN 5358/5358 POM_5V_GPU 2650/2650 POM_5V_CPU 165/165
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,11%@204,1%@204,3%@204] EMC_FREQ 31%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@28.5C AO@37.5C thermal@30C POM_5V_IN 6522/5940 POM_5V_GPU 3492/3071 POM_5V_CPU 123/144
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,12%@102,0%@102,1%@102] EMC_FREQ 38%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@30.5C PMIC@50C GPU@28C AO@37C thermal@30C POM_5V_IN 5399/5759 POM_5V_GPU 2529/2890 POM_5V_CPU 165/151
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,10%@102,1%@102,2%@102] EMC_FREQ 44%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@37.5C thermal@29C POM_5V_IN 6604/5970 POM_5V_GPU 3610/3070 POM_5V_CPU 123/144
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,12%@307,0%@307,1%@307] EMC_FREQ 47%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28C AO@38C thermal@30C POM_5V_IN 5746/5925 POM_5V_GPU 3049/3066 POM_5V_CPU 123/139
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,11%@204,1%@204,2%@204] EMC_FREQ 50%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@28C AO@37C thermal@30.25C POM_5V_IN 6068/5949 POM_5V_GPU 3054/3064 POM_5V_CPU 123/137
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,10%@102,0%@102,1%@102] EMC_FREQ 51%@1600 GR3D_FREQ 74%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@39.5C thermal@29.5C POM_5V_IN 6512/6029 POM_5V_GPU 3803/3169 POM_5V_CPU 122/134
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,10%@102,0%@102,2%@102] EMC_FREQ 52%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@31C PMIC@50C GPU@28.5C AO@37C thermal@29.5C POM_5V_IN 6026/6029 POM_5V_GPU 3013/3150 POM_5V_CPU 123/133
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,9%@102,1%@102,2%@102] EMC_FREQ 53%@1600 GR3D_FREQ 49%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29C AO@39C thermal@30.5C POM_5V_IN 6440/6075 POM_5V_GPU 3762/3218 POM_5V_CPU 122/132
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [2%@204,13%@204,0%@204,3%@204] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@28.5C AO@37C thermal@30C POM_5V_IN 5241/5991 POM_5V_GPU 2450/3141 POM_5V_CPU 124/131
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,10%@204,1%@204,0%@204] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@38.5C thermal@29.5C POM_5V_IN 6859/6070 POM_5V_GPU 3926/3212 POM_5V_CPU 122/130
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,14%@204,2%@204,1%@204] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@28.5C AO@36.5C thermal@30.75C POM_5V_IN 5672/6037 POM_5V_GPU 2732/3172 POM_5V_CPU 124/129
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,11%@102,2%@102,2%@102] EMC_FREQ 54%@1600 GR3D_FREQ 82%@921 APE 25 PLL@25.5C CPU@31.5C PMIC@50C GPU@29C AO@39.5C thermal@29.75C POM_5V_IN 6553/6076 POM_5V_GPU 3844/3224 POM_5V_CPU 122/129
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,6%@102,3%@102,2%@102] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@30.5C PMIC@50C GPU@28.5C AO@36.5C thermal@29.75C POM_5V_IN 5449/6032 POM_5V_GPU 2533/3174 POM_5V_CPU 124/128
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,10%@102,0%@102,2%@102] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32C PMIC@50C GPU@29C AO@38C thermal@30C POM_5V_IN 6563/6067 POM_5V_GPU 3569/3201 POM_5V_CPU 123/128
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,6%@102,2%@102,4%@102] EMC_FREQ 55%@1600 GR3D_FREQ 84%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@39.5C thermal@30.75C POM_5V_IN 6213/6076 POM_5V_GPU 3569/3224 POM_5V_CPU 122/128
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,7%@204,1%@204,4%@204] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@37.5C thermal@30C POM_5V_IN 6368/6093 POM_5V_GPU 3369/3232 POM_5V_CPU 123/127
RAM 1961/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,15%@204,14%@204,6%@204] EMC_FREQ 55%@1600 GR3D_FREQ 81%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@28.5C AO@39.5C thermal@30C POM_5V_IN 6706/6127 POM_5V_GPU 3628/3254 POM_5V_CPU 163/129
RAM 1961/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,3%@102,32%@102,9%@204] EMC_FREQ 55%@1600 GR3D_FREQ 60%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@28.5C AO@39C thermal@30.25C POM_5V_IN 6635/6154 POM_5V_GPU 3394/3261 POM_5V_CPU 163/131
RAM 1961/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,12%@204,19%@204,1%@204] EMC_FREQ 55%@1600 GR3D_FREQ 99%@921 APE 25 PLL@25.5C CPU@32.5C PMIC@50C GPU@29.5C AO@39C thermal@30.75C POM_5V_IN 7163/6204 POM_5V_GPU 3948/3296 POM_5V_CPU 122/131
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,12%@204,19%@204,5%@204] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@36.5C thermal@29.75C POM_5V_IN 6099/6199 POM_5V_GPU 2967/3280 POM_5V_CPU 123/130
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,5%@102,2%@102,5%@102] EMC_FREQ 55%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32.5C PMIC@50C GPU@29C AO@39C thermal@30.5C POM_5V_IN 6747/6224 POM_5V_GPU 3960/3311 POM_5V_CPU 122/130
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [11%@307,6%@307,0%@307,5%@307] EMC_FREQ 55%@1600 GR3D_FREQ 84%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@28.5C AO@37C thermal@30.5C POM_5V_IN 5316/6185 POM_5V_GPU 2695/3284 POM_5V_CPU 124/130
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@102,4%@102,2%@102] EMC_FREQ 55%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@29.5C AO@38.5C thermal@29.5C POM_5V_IN 6799/6210 POM_5V_GPU 3809/3306 POM_5V_CPU 123/129
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,3%@307,1%@204,8%@204] EMC_FREQ 55%@1600 GR3D_FREQ 72%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@28.5C AO@37.5C thermal@29.5C POM_5V_IN 5200/6170 POM_5V_GPU 2571/3277 POM_5V_CPU 124/129
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,7%@102,1%@102,4%@102] EMC_FREQ 55%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@32C PMIC@50C GPU@28.5C AO@38C thermal@30C POM_5V_IN 6368/6177 POM_5V_GPU 3410/3282 POM_5V_CPU 123/129
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,8%@102,1%@102,2%@102] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@37.5C thermal@30.75C POM_5V_IN 6068/6173 POM_5V_GPU 3013/3272 POM_5V_CPU 124/129
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,7%@102,1%@102,2%@102] EMC_FREQ 55%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31.5C PMIC@50C GPU@29C AO@37.5C thermal@30C POM_5V_IN 6409/6182 POM_5V_GPU 3369/3275 POM_5V_CPU 123/128
RAM 1960/3964MB (lfb 6x4MB) SWAP 214/1982MB (cached 23MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,7%@204,0%@204,6%@204] EMC_FREQ 54%@1600 GR3D_FREQ 99%@921 APE 25 PLL@26C CPU@31C PMIC@50C GPU@29.5C AO@37C thermal@29.5C POM_5V_IN 5358/6153 POM_5V_GPU 2571/3251 POM_5V_CPU 124/128
