RAM 1849/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@403,13%@403,10%@403,3%@403] EMC_FREQ 7%@1600 GR3D_FREQ 78%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@27.5C AO@37.5C thermal@28.5C POM_5V_IN 5672/5672 POM_5V_GPU 3519/3519 POM_5V_CPU 165/165
RAM 1849/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@307,24%@307,4%@307,4%@307] EMC_FREQ 11%@1600 GR3D_FREQ 75%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27C AO@37.5C thermal@28.5C POM_5V_IN 5548/5610 POM_5V_GPU 3596/3557 POM_5V_CPU 165/165
RAM 1849/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,32%@204,5%@204,2%@204] EMC_FREQ 13%@1600 GR3D_FREQ 73%@921 APE 25 PLL@24C CPU@30C PMIC@50C GPU@27.5C AO@37.5C thermal@28.5C POM_5V_IN 5075/5431 POM_5V_GPU 3198/3437 POM_5V_CPU 166/165
RAM 1849/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,31%@204,6%@204,4%@204] EMC_FREQ 14%@1600 GR3D_FREQ 98%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@37C thermal@28.75C POM_5V_IN 5200/5373 POM_5V_GPU 3276/3397 POM_5V_CPU 165/165
RAM 1850/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,31%@204,4%@204,2%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@37C thermal@28.75C POM_5V_IN 5041/5307 POM_5V_GPU 3161/3350 POM_5V_CPU 166/165
RAM 1850/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,31%@102,5%@204,6%@204] EMC_FREQ 16%@1600 GR3D_FREQ 87%@921 APE 25 PLL@24C CPU@30.5C PMIC@50C GPU@27.5C AO@37C thermal@29C POM_5V_IN 5208/5290 POM_5V_GPU 3156/3317 POM_5V_CPU 166/165
RAM 1850/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@102,31%@102,5%@102,4%@102] EMC_FREQ 16%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@30C PMIC@50C GPU@27C AO@36.5C thermal@29.25C POM_5V_IN 4965/5244 POM_5V_GPU 2958/3266 POM_5V_CPU 166/165
RAM 1850/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,32%@307,5%@307,4%@307] EMC_FREQ 16%@1600 GR3D_FREQ 54%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27C AO@37C thermal@29C POM_5V_IN 5515/5278 POM_5V_GPU 3400/3283 POM_5V_CPU 166/165
RAM 1850/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@307,30%@307,2%@307,6%@307] EMC_FREQ 16%@1600 GR3D_FREQ 55%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@37C thermal@28.75C POM_5V_IN 5158/5264 POM_5V_GPU 3239/3278 POM_5V_CPU 124/161
RAM 1850/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,32%@204,4%@204,3%@204] EMC_FREQ 16%@1600 GR3D_FREQ 55%@921 APE 25 PLL@24.5C CPU@30.5C PMIC@50C GPU@27.5C AO@37C thermal@29.25C POM_5V_IN 4999/5238 POM_5V_GPU 3120/3262 POM_5V_CPU 166/161
RAM 1850/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@102,30%@102,5%@102,3%@102] EMC_FREQ 17%@1600 GR3D_FREQ 97%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@28C AO@37C thermal@29C POM_5V_IN 5788/5288 POM_5V_GPU 3555/3288 POM_5V_CPU 165/161
RAM 1850/3964MB (lfb 21x4MB) SWAP 218/1982MB (cached 22MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,29%@204,1%@204,4%@307] EMC_FREQ 17%@1600 GR3D_FREQ 81%@921 APE 25 PLL@24.5C CPU@31C PMIC@50C GPU@27.5C AO@37.5C thermal@29C POM_5V_IN 5391/5296 POM_5V_GPU 3478/3304 POM_5V_CPU 165/162
