RAM 1652/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [18%@307,2%@307,2%@307,1%@307] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27C CPU@32C PMIC@50C GPU@29.5C AO@39.5C thermal@31C POM_5V_IN 5788/5788 POM_5V_GPU 3302/3302 POM_5V_CPU 206/206
RAM 1652/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [30%@204,4%@204,0%@204,6%@204] EMC_FREQ 21%@1600 GR3D_FREQ 85%@921 APE 25 PLL@27C CPU@32.5C PMIC@50C GPU@30C AO@39.5C thermal@31C POM_5V_IN 6099/5943 POM_5V_GPU 3338/3320 POM_5V_CPU 206/206
RAM 1652/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [11%@307,24%@307,3%@307,6%@307] EMC_FREQ 26%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@32.5C PMIC@50C GPU@30C AO@40C thermal@31.25C POM_5V_IN 5903/5930 POM_5V_GPU 3420/3353 POM_5V_CPU 247/219
RAM 1652/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,33%@204,3%@204,1%@204] EMC_FREQ 29%@1600 GR3D_FREQ 82%@921 APE 25 PLL@27C CPU@32.5C PMIC@50C GPU@30C AO@39.5C thermal@31.25C POM_5V_IN 6099/5972 POM_5V_GPU 3420/3370 POM_5V_CPU 206/216
RAM 1653/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@307,29%@307,4%@307,3%@307] EMC_FREQ 32%@1600 GR3D_FREQ 94%@921 APE 25 PLL@27.5C CPU@33C PMIC@50C GPU@30.5C AO@40.5C thermal@31.25C POM_5V_IN 6017/5981 POM_5V_GPU 3539/3403 POM_5V_CPU 205/214
RAM 1653/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@307,29%@307,4%@307,1%@307] EMC_FREQ 33%@1600 GR3D_FREQ 89%@921 APE 25 PLL@28C CPU@33C PMIC@50C GPU@30C AO@40.5C thermal@31.5C POM_5V_IN 5820/5954 POM_5V_GPU 3379/3399 POM_5V_CPU 206/212
RAM 1653/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,31%@204,2%@204,7%@204] EMC_FREQ 34%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@32.5C PMIC@50C GPU@30C AO@40C thermal@31.5C POM_5V_IN 5746/5924 POM_5V_GPU 3261/3379 POM_5V_CPU 206/211
RAM 1653/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,31%@204,3%@204,3%@204] EMC_FREQ 35%@1600 GR3D_FREQ 96%@921 APE 25 PLL@27.5C CPU@33C PMIC@50C GPU@30.5C AO@40C thermal@31.25C POM_5V_IN 6131/5950 POM_5V_GPU 3580/3404 POM_5V_CPU 206/211
RAM 1653/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,30%@204,4%@204,2%@204] EMC_FREQ 36%@1600 GR3D_FREQ 81%@921 APE 25 PLL@27.5C CPU@33C PMIC@50C GPU@30.5C AO@40.5C thermal@31.5C POM_5V_IN 5976/5953 POM_5V_GPU 3544/3420 POM_5V_CPU 247/215
RAM 1653/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,2%@204,30%@204,4%@204] EMC_FREQ 36%@1600 GR3D_FREQ 99%@921 APE 25 PLL@27.5C CPU@32.5C PMIC@50C GPU@30.5C AO@40C thermal@31.5C POM_5V_IN 5820/5939 POM_5V_GPU 3379/3416 POM_5V_CPU 247/218
RAM 1653/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,3%@204,31%@204,1%@204] EMC_FREQ 36%@1600 GR3D_FREQ 86%@921 APE 25 PLL@27.5C CPU@32.5C PMIC@50C GPU@30.5C AO@40C thermal@31.5C POM_5V_IN 6017/5946 POM_5V_GPU 3297/3405 POM_5V_CPU 247/220
RAM 1653/3964MB (lfb 74x4MB) SWAP 135/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,3%@204,28%@204,4%@204] EMC_FREQ 36%@1600 GR3D_FREQ 82%@921 APE 25 PLL@28C CPU@32.5C PMIC@50C GPU@30.5C AO@40C thermal@31.5C POM_5V_IN 5985/5950 POM_5V_GPU 3379/3403 POM_5V_CPU 206/219
