RAM 1635/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@307,33%@307,12%@307,8%@307] EMC_FREQ 8%@1600 GR3D_FREQ 81%@921 APE 25 PLL@23C CPU@28C PMIC@50C GPU@25.5C AO@34.5C thermal@26.5C POM_5V_IN 4859/4859 POM_5V_GPU 2732/2732 POM_5V_CPU 290/290
RAM 1635/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,42%@403,9%@403,5%@403] EMC_FREQ 12%@1600 GR3D_FREQ 77%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@25.5C AO@35C thermal@26.5C POM_5V_IN 4984/4921 POM_5V_GPU 2612/2672 POM_5V_CPU 290/290
RAM 1635/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@307,37%@403,8%@403,11%@403] EMC_FREQ 15%@1600 GR3D_FREQ 85%@921 APE 25 PLL@23C CPU@28C PMIC@50C GPU@26C AO@35C thermal@27C POM_5V_IN 4976/4939 POM_5V_GPU 2778/2707 POM_5V_CPU 290/290
RAM 1635/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@403,38%@403,7%@403,11%@403] EMC_FREQ 17%@1600 GR3D_FREQ 84%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26C AO@35C thermal@27C POM_5V_IN 4976/4948 POM_5V_GPU 2699/2705 POM_5V_CPU 290/290
RAM 1635/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@403,35%@403,11%@403,10%@403] EMC_FREQ 18%@1600 GR3D_FREQ 81%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26C AO@34.5C thermal@26.75C POM_5V_IN 4942/4947 POM_5V_GPU 2737/2711 POM_5V_CPU 290/290
RAM 1635/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [11%@307,40%@403,7%@403,6%@403] EMC_FREQ 19%@1600 GR3D_FREQ 82%@921 APE 25 PLL@23C CPU@28C PMIC@50C GPU@26C AO@34.5C thermal@27C POM_5V_IN 4942/4946 POM_5V_GPU 2699/2709 POM_5V_CPU 290/290
RAM 1635/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [12%@403,39%@403,11%@403,7%@403] EMC_FREQ 19%@1600 GR3D_FREQ 79%@921 APE 25 PLL@23C CPU@28C PMIC@50C GPU@26C AO@35C thermal@27.25C POM_5V_IN 4984/4951 POM_5V_GPU 2616/2696 POM_5V_CPU 290/290
RAM 1635/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@403,36%@403,9%@403,7%@403] EMC_FREQ 20%@1600 GR3D_FREQ 82%@921 APE 25 PLL@23C CPU@28C PMIC@50C GPU@26C AO@34.5C thermal@27C POM_5V_IN 4984/4955 POM_5V_GPU 2695/2696 POM_5V_CPU 290/290
RAM 1635/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [36%@403,14%@403,8%@403,11%@403] EMC_FREQ 20%@1600 GR3D_FREQ 88%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26C AO@35C thermal@27.25C POM_5V_IN 5059/4967 POM_5V_GPU 2815/2709 POM_5V_CPU 331/294
RAM 1635/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [38%@518,8%@518,9%@518,8%@518] EMC_FREQ 20%@1600 GR3D_FREQ 87%@921 APE 25 PLL@23C CPU@29C PMIC@50C GPU@26C AO@34.5C thermal@27.25C POM_5V_IN 5018/4972 POM_5V_GPU 2815/2719 POM_5V_CPU 331/298
RAM 1635/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [41%@518,5%@518,7%@518,10%@518] EMC_FREQ 20%@1600 GR3D_FREQ 80%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26C AO@35C thermal@27C POM_5V_IN 5093/4983 POM_5V_GPU 2774/2724 POM_5V_CPU 372/304
