RAM 1667/3964MB (lfb 80x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [17%@518,2%@518,4%@518,5%@518] EMC_FREQ 7%@1600 GR3D_FREQ 94%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.25C POM_5V_IN 5366/5366 POM_5V_GPU 3338/3338 POM_5V_CPU 288/288
RAM 1667/3964MB (lfb 80x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [31%@204,5%@204,4%@204,2%@204] EMC_FREQ 10%@1600 GR3D_FREQ 95%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@36C thermal@27.75C POM_5V_IN 5093/5229 POM_5V_GPU 3100/3219 POM_5V_CPU 248/268
RAM 1667/3964MB (lfb 80x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [35%@307,4%@307,2%@307,3%@307] EMC_FREQ 12%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 5292/5250 POM_5V_GPU 3302/3246 POM_5V_CPU 247/261
RAM 1667/3964MB (lfb 80x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [36%@307,4%@307,2%@307,3%@307] EMC_FREQ 13%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 5134/5221 POM_5V_GPU 3183/3230 POM_5V_CPU 248/257
RAM 1667/3964MB (lfb 80x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [32%@204,2%@204,7%@307,6%@307] EMC_FREQ 14%@1600 GR3D_FREQ 84%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 5752/5327 POM_5V_GPU 3209/3226 POM_5V_CPU 246/255
RAM 1667/3964MB (lfb 80x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [35%@204,3%@204,5%@204,3%@204] EMC_FREQ 15%@1600 GR3D_FREQ 94%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 5333/5328 POM_5V_GPU 3142/3212 POM_5V_CPU 206/247
RAM 1667/3964MB (lfb 80x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [34%@204,3%@204,1%@204,4%@204] EMC_FREQ 15%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@37C thermal@28C POM_5V_IN 5093/5294 POM_5V_GPU 3142/3202 POM_5V_CPU 248/247
RAM 1667/3964MB (lfb 80x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [35%@204,4%@204,3%@204,4%@204] EMC_FREQ 16%@1600 GR3D_FREQ 84%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@28C POM_5V_IN 5292/5294 POM_5V_GPU 3105/3190 POM_5V_CPU 248/247
RAM 1667/3964MB (lfb 80x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [30%@307,4%@307,4%@307,2%@307] EMC_FREQ 16%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@27C AO@36.5C thermal@27.5C POM_5V_IN 5292/5294 POM_5V_GPU 3219/3193 POM_5V_CPU 247/247
RAM 1667/3964MB (lfb 80x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [36%@204,3%@204,4%@204,0%@204] EMC_FREQ 16%@1600 GR3D_FREQ 82%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@26.5C AO@36.5C thermal@28C POM_5V_IN 5134/5278 POM_5V_GPU 3100/3184 POM_5V_CPU 248/247
RAM 1667/3964MB (lfb 80x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [33%@204,3%@204,5%@204,2%@204] EMC_FREQ 16%@1600 GR3D_FREQ 85%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 5292/5279 POM_5V_GPU 3100/3176 POM_5V_CPU 248/247
