RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [17%@102,3%@102,5%@102,5%@102] EMC_FREQ 9%@1600 GR3D_FREQ 98%@921 APE 25 PLL@24C CPU@28C PMIC@50C GPU@26C AO@35.5C thermal@27C POM_5V_IN 4795/4795 POM_5V_GPU 2641/2641 POM_5V_CPU 206/206
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [22%@307,7%@307,2%@307,2%@307] EMC_FREQ 13%@1600 GR3D_FREQ 89%@921 APE 25 PLL@24C CPU@28C PMIC@50C GPU@26C AO@36C thermal@27.25C POM_5V_IN 4637/4716 POM_5V_GPU 2604/2622 POM_5V_CPU 206/206
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,31%@204,3%@204,4%@204] EMC_FREQ 15%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@28.5C PMIC@50C GPU@26.5C AO@35.5C thermal@27.75C POM_5V_IN 4953/4795 POM_5V_GPU 2724/2656 POM_5V_CPU 206/206
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,29%@403,2%@403,4%@403] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 4904/4822 POM_5V_GPU 2839/2702 POM_5V_CPU 205/205
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@204,26%@204,4%@204,4%@204] EMC_FREQ 18%@1600 GR3D_FREQ 83%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.75C POM_5V_IN 4987/4855 POM_5V_GPU 2765/2714 POM_5V_CPU 206/205
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@307,28%@307,2%@403,3%@403] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@26.5C AO@36.5C thermal@28C POM_5V_IN 4829/4850 POM_5V_GPU 2802/2729 POM_5V_CPU 206/205
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,27%@204,2%@204,4%@204] EMC_FREQ 19%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@26.5C AO@35.5C thermal@27.75C POM_5V_IN 4713/4831 POM_5V_GPU 2683/2722 POM_5V_CPU 206/205
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,27%@204,2%@204,4%@204] EMC_FREQ 20%@1600 GR3D_FREQ 90%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.75C POM_5V_IN 5028/4855 POM_5V_GPU 2802/2732 POM_5V_CPU 206/205
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,28%@204,3%@204,3%@204] EMC_FREQ 20%@1600 GR3D_FREQ 85%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 5020/4874 POM_5V_GPU 2999/2762 POM_5V_CPU 205/205
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@403,29%@403,3%@403,5%@403] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@26.5C AO@36.5C thermal@27.5C POM_5V_IN 4945/4881 POM_5V_GPU 2839/2769 POM_5V_CPU 246/209
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@307,23%@307,7%@307,10%@307] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@27C AO@36.5C thermal@28C POM_5V_IN 4912/4883 POM_5V_GPU 2843/2776 POM_5V_CPU 206/209
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,23%@204,3%@204,5%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@28C POM_5V_IN 4671/4866 POM_5V_GPU 2641/2765 POM_5V_CPU 247/212
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,28%@102,3%@102,7%@204] EMC_FREQ 20%@1600 GR3D_FREQ 82%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@27C AO@36.5C thermal@28C POM_5V_IN 5028/4878 POM_5V_GPU 2962/2780 POM_5V_CPU 206/212
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,27%@204,4%@204,3%@204] EMC_FREQ 20%@1600 GR3D_FREQ 83%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@36C thermal@28C POM_5V_IN 5061/4891 POM_5V_GPU 2921/2790 POM_5V_CPU 206/211
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,26%@204,4%@204,5%@204] EMC_FREQ 21%@1600 GR3D_FREQ 81%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@37C thermal@28C POM_5V_IN 4945/4895 POM_5V_GPU 2921/2799 POM_5V_CPU 205/211
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,31%@403,1%@403,1%@403] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@37C thermal@27.75C POM_5V_IN 4829/4891 POM_5V_GPU 2802/2799 POM_5V_CPU 205/210
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,29%@204,2%@204,5%@204] EMC_FREQ 21%@1600 GR3D_FREQ 90%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@28.25C POM_5V_IN 4720/4881 POM_5V_GPU 2683/2792 POM_5V_CPU 247/212
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,27%@204,4%@204,5%@204] EMC_FREQ 21%@1600 GR3D_FREQ 81%@921 APE 25 PLL@24C CPU@28.5C PMIC@50C GPU@26.5C AO@36.5C thermal@28C POM_5V_IN 5028/4889 POM_5V_GPU 2802/2792 POM_5V_CPU 206/212
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@204,29%@204,3%@204,2%@204] EMC_FREQ 21%@1600 GR3D_FREQ 78%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@27C AO@36.5C thermal@28C POM_5V_IN 5102/4900 POM_5V_GPU 2885/2797 POM_5V_CPU 206/212
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [8%@102,27%@102,10%@102,5%@204] EMC_FREQ 21%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@27C AO@36.5C thermal@28C POM_5V_IN 4720/4891 POM_5V_GPU 2604/2788 POM_5V_CPU 206/211
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,30%@204,6%@204,0%@204] EMC_FREQ 21%@1600 GR3D_FREQ 84%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@35.5C thermal@28C POM_5V_IN 5028/4897 POM_5V_GPU 2765/2787 POM_5V_CPU 206/211
RAM 1684/3964MB (lfb 117x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,28%@204,3%@204,1%@204] EMC_FREQ 21%@1600 GR3D_FREQ 79%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@27C AO@37C thermal@28.25C POM_5V_IN 5020/4903 POM_5V_GPU 2958/2794 POM_5V_CPU 246/213
