RAM 1637/3964MB (lfb 78x4MB) SWAP 96/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@307,35%@307,7%@307,9%@307] EMC_FREQ 7%@1600 GR3D_FREQ 81%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@34.5C thermal@27C POM_5V_IN 4749/4749 POM_5V_GPU 2537/2537 POM_5V_CPU 291/291
RAM 1637/3964MB (lfb 78x4MB) SWAP 96/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [11%@518,38%@518,5%@518,6%@518] EMC_FREQ 12%@1600 GR3D_FREQ 77%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@27C AO@35.5C thermal@28C POM_5V_IN 4984/4866 POM_5V_GPU 2579/2558 POM_5V_CPU 332/311
RAM 1637/3964MB (lfb 78x4MB) SWAP 96/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [22%@518,32%@518,9%@518,8%@518] EMC_FREQ 15%@1600 GR3D_FREQ 86%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@27C AO@35.5C thermal@28C POM_5V_IN 4950/4894 POM_5V_GPU 2575/2563 POM_5V_CPU 290/304
RAM 1637/3964MB (lfb 78x4MB) SWAP 96/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@403,39%@403,12%@403,6%@403] EMC_FREQ 17%@1600 GR3D_FREQ 82%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@27C AO@36C thermal@28C POM_5V_IN 4908/4897 POM_5V_GPU 2616/2576 POM_5V_CPU 332/311
RAM 1637/3964MB (lfb 78x4MB) SWAP 96/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [13%@403,38%@403,6%@403,5%@403] EMC_FREQ 18%@1600 GR3D_FREQ 88%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@27C AO@36C thermal@28C POM_5V_IN 4901/4898 POM_5V_GPU 2741/2609 POM_5V_CPU 290/307
RAM 1637/3964MB (lfb 78x4MB) SWAP 96/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [11%@403,40%@403,8%@403,7%@403] EMC_FREQ 19%@1600 GR3D_FREQ 84%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27C AO@35.5C thermal@28.25C POM_5V_IN 4992/4914 POM_5V_GPU 2658/2617 POM_5V_CPU 332/311
RAM 1638/3964MB (lfb 78x4MB) SWAP 96/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [11%@518,38%@518,13%@518,6%@518] EMC_FREQ 20%@1600 GR3D_FREQ 85%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27.5C AO@36C thermal@28.25C POM_5V_IN 5142/4946 POM_5V_GPU 2658/2623 POM_5V_CPU 331/314
RAM 1638/3964MB (lfb 78x4MB) SWAP 96/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [12%@518,39%@518,10%@518,5%@518] EMC_FREQ 20%@1600 GR3D_FREQ 83%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@36.5C thermal@28.25C POM_5V_IN 4984/4951 POM_5V_GPU 2778/2642 POM_5V_CPU 331/316
RAM 1638/3964MB (lfb 78x4MB) SWAP 96/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [12%@403,34%@403,8%@403,7%@403] EMC_FREQ 21%@1600 GR3D_FREQ 84%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@36C thermal@28.25C POM_5V_IN 4984/4954 POM_5V_GPU 2741/2653 POM_5V_CPU 332/317
RAM 1638/3964MB (lfb 78x4MB) SWAP 96/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [11%@403,6%@403,8%@518,46%@518] EMC_FREQ 21%@1600 GR3D_FREQ 88%@921 APE 25 PLL@24.5C CPU@29.5C PMIC@50C GPU@27C AO@36C thermal@28C POM_5V_IN 4901/4949 POM_5V_GPU 2699/2658 POM_5V_CPU 332/319
RAM 1638/3964MB (lfb 78x4MB) SWAP 96/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@518,7%@518,10%@518,39%@518] EMC_FREQ 21%@1600 GR3D_FREQ 84%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@27C AO@36C thermal@28.25C POM_5V_IN 5101/4963 POM_5V_GPU 2737/2665 POM_5V_CPU 373/324
