RAM 1666/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@403,14%@403,1%@403,3%@403] EMC_FREQ 11%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@34.5C thermal@27C POM_5V_IN 5637/5637 POM_5V_GPU 3209/3209 POM_5V_CPU 164/164
RAM 1666/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,22%@204,1%@204,4%@204] EMC_FREQ 18%@1600 GR3D_FREQ 91%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26C AO@35.5C thermal@27C POM_5V_IN 5217/5427 POM_5V_GPU 2976/3092 POM_5V_CPU 165/164
RAM 1667/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,21%@102,3%@102,4%@102] EMC_FREQ 22%@1600 GR3D_FREQ 94%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@34.5C thermal@27C POM_5V_IN 5522/5458 POM_5V_GPU 3013/3066 POM_5V_CPU 206/178
RAM 1667/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,23%@204,2%@204,6%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26C AO@35C thermal@27C POM_5V_IN 5018/5348 POM_5V_GPU 2774/2993 POM_5V_CPU 165/175
RAM 1667/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,28%@204,3%@204,5%@204] EMC_FREQ 27%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26C AO@35C thermal@27C POM_5V_IN 5176/5314 POM_5V_GPU 2732/2940 POM_5V_CPU 165/173
RAM 1667/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,23%@204,5%@204,2%@204] EMC_FREQ 28%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26C AO@35C thermal@27C POM_5V_IN 4935/5250 POM_5V_GPU 2774/2913 POM_5V_CPU 165/171
RAM 1667/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@102,27%@102,2%@102,1%@102] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@28C PMIC@50C GPU@26C AO@34.5C thermal@27C POM_5V_IN 4976/5211 POM_5V_GPU 2732/2887 POM_5V_CPU 165/170
RAM 1667/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,25%@102,4%@102,5%@204] EMC_FREQ 29%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@35C thermal@27.25C POM_5V_IN 5416/5237 POM_5V_GPU 2848/2882 POM_5V_CPU 165/170
RAM 1667/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,25%@204,5%@204,4%@102] EMC_FREQ 30%@1600 GR3D_FREQ 71%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26C AO@35.5C thermal@27.25C POM_5V_IN 5374/5252 POM_5V_GPU 3054/2901 POM_5V_CPU 165/169
RAM 1667/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,26%@204,5%@204,5%@204] EMC_FREQ 30%@1600 GR3D_FREQ 74%@921 APE 25 PLL@23C CPU@28C PMIC@50C GPU@26C AO@35.5C thermal@27C POM_5V_IN 5093/5236 POM_5V_GPU 2894/2900 POM_5V_CPU 165/169
RAM 1667/3964MB (lfb 37x4MB) SWAP 108/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,28%@102,6%@102,3%@102] EMC_FREQ 30%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@35C thermal@27.5C POM_5V_IN 4976/5212 POM_5V_GPU 2774/2889 POM_5V_CPU 165/168
