RAM 1849/3964MB (lfb 36x4MB) SWAP 1/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@307,5%@307,13%@307,2%@307] EMC_FREQ 12%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@27C PMIC@50C GPU@25.5C AO@34C thermal@27.75C POM_5V_IN 4818/4818 POM_5V_GPU 2405/2405 POM_5V_CPU 165/165
RAM 1849/3964MB (lfb 36x4MB) SWAP 1/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [10%@204,10%@204,5%@204,0%@204] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@27.5C PMIC@50C GPU@25.5C AO@34.5C thermal@27.75C POM_5V_IN 5366/5092 POM_5V_GPU 2650/2527 POM_5V_CPU 124/144
RAM 1849/3964MB (lfb 36x4MB) SWAP 1/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,9%@204,5%@204,7%@204] EMC_FREQ 20%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23C CPU@28.5C PMIC@50C GPU@26.5C AO@35.5C thermal@26.5C POM_5V_IN 5637/5273 POM_5V_GPU 3045/2700 POM_5V_CPU 123/137
RAM 1849/3964MB (lfb 36x4MB) SWAP 1/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,10%@102,3%@102,16%@102] EMC_FREQ 22%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.75C POM_5V_IN 6613/5608 POM_5V_GPU 3773/2968 POM_5V_CPU 122/133
RAM 1849/3964MB (lfb 36x4MB) SWAP 1/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,10%@102,2%@204,13%@204] EMC_FREQ 23%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26.5C AO@37.5C thermal@27.5C POM_5V_IN 6115/5709 POM_5V_GPU 3866/3147 POM_5V_CPU 122/131
RAM 1849/3964MB (lfb 36x4MB) SWAP 1/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@102,6%@204,3%@204,2%@204] EMC_FREQ 24%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@27C AO@38C thermal@27.5C POM_5V_IN 5992/5756 POM_5V_GPU 3907/3274 POM_5V_CPU 122/129
RAM 1849/3964MB (lfb 36x4MB) SWAP 1/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [4%@204,6%@204,2%@204,7%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26.5C AO@37.5C thermal@28.25C POM_5V_IN 6002/5791 POM_5V_GPU 3791/3348 POM_5V_CPU 122/128
RAM 1849/3964MB (lfb 36x4MB) SWAP 1/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,5%@102,1%@102,6%@102] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@30C PMIC@50C GPU@26.5C AO@37.5C thermal@27C POM_5V_IN 5889/5804 POM_5V_GPU 3715/3394 POM_5V_CPU 122/127
RAM 1849/3964MB (lfb 36x4MB) SWAP 1/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [2%@102,5%@102,4%@102,2%@102] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@27C AO@37.5C thermal@28.25C POM_5V_IN 5734/5796 POM_5V_GPU 3639/3421 POM_5V_CPU 122/127
RAM 1849/3964MB (lfb 36x4MB) SWAP 1/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@102,7%@102,4%@102,5%@102] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@37.5C thermal@27.75C POM_5V_IN 5587/5775 POM_5V_GPU 3440/3423 POM_5V_CPU 122/126
RAM 1849/3964MB (lfb 36x4MB) SWAP 1/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@102,9%@204,2%@204,2%@204] EMC_FREQ 25%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 5275/5729 POM_5V_GPU 3127/3396 POM_5V_CPU 123/126
