RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [17%@403,3%@403,2%@403,2%@403] EMC_FREQ 7%@1600 GR3D_FREQ 86%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26C AO@36C thermal@26.75C POM_5V_IN 4927/4927 POM_5V_GPU 2935/2935 POM_5V_CPU 206/206
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [28%@403,4%@403,1%@403,4%@403] EMC_FREQ 10%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28C PMIC@50C GPU@26.5C AO@36.5C thermal@27.25C POM_5V_IN 4927/4927 POM_5V_GPU 2935/2935 POM_5V_CPU 206/206
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [29%@204,3%@204,6%@204,1%@204] EMC_FREQ 13%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@28.5C PMIC@50C GPU@26C AO@36C thermal@27.5C POM_5V_IN 4810/4888 POM_5V_GPU 2857/2909 POM_5V_CPU 207/206
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [9%@204,25%@204,3%@204,2%@204] EMC_FREQ 14%@1600 GR3D_FREQ 89%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26.5C AO@36C thermal@27.5C POM_5V_IN 5160/4956 POM_5V_GPU 3018/2936 POM_5V_CPU 206/206
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@1479,26%@1479,5%@1479,4%@1479] EMC_FREQ 15%@1600 GR3D_FREQ 90%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26C AO@37C thermal@27.25C POM_5V_IN 5275/5019 POM_5V_GPU 3086/2966 POM_5V_CPU 370/239
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,31%@204,3%@204,2%@204] EMC_FREQ 16%@1600 GR3D_FREQ 83%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 5043/5023 POM_5V_GPU 3013/2974 POM_5V_CPU 206/233
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [6%@204,25%@204,6%@204,2%@204] EMC_FREQ 16%@1600 GR3D_FREQ 83%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 5043/5026 POM_5V_GPU 3054/2985 POM_5V_CPU 247/235
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,29%@204,2%@204,0%@204] EMC_FREQ 17%@1600 GR3D_FREQ 84%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 5160/5043 POM_5V_GPU 3132/3003 POM_5V_CPU 206/231
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [7%@204,24%@204,3%@204,4%@204] EMC_FREQ 17%@1600 GR3D_FREQ 78%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.75C POM_5V_IN 5002/5038 POM_5V_GPU 3054/3009 POM_5V_CPU 206/228
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [33%@204,5%@204,3%@204,2%@204] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26C AO@36C thermal@27.5C POM_5V_IN 4735/5008 POM_5V_GPU 2778/2986 POM_5V_CPU 207/226
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [28%@204,2%@204,4%@204,0%@204] EMC_FREQ 17%@1600 GR3D_FREQ 77%@921 APE 25 PLL@23.5C CPU@29.5C PMIC@50C GPU@26C AO@37C thermal@27.5C POM_5V_IN 4961/5003 POM_5V_GPU 3013/2988 POM_5V_CPU 206/224
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [29%@102,1%@102,7%@204,0%@204] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@23.5C CPU@29C PMIC@50C GPU@26.5C AO@36C thermal@27.75C POM_5V_IN 4735/4981 POM_5V_GPU 2778/2971 POM_5V_CPU 207/223
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [5%@204,26%@204,2%@204,2%@204] EMC_FREQ 17%@1600 GR3D_FREQ 81%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.25C POM_5V_IN 5085/4989 POM_5V_GPU 2939/2968 POM_5V_CPU 207/222
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [12%@307,17%@307,14%@307,13%@307] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26.5C AO@36.5C thermal@27.5C POM_5V_IN 4927/4985 POM_5V_GPU 2935/2966 POM_5V_CPU 206/220
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [3%@403,26%@403,1%@403,5%@403] EMC_FREQ 17%@1600 GR3D_FREQ 96%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@27C AO@36.5C thermal@27.75C POM_5V_IN 4968/4983 POM_5V_GPU 2935/2964 POM_5V_CPU 248/222
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [28%@204,5%@204,2%@204,2%@403] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29.5C PMIC@50C GPU@27C AO@37C thermal@28C POM_5V_IN 4927/4980 POM_5V_GPU 2935/2962 POM_5V_CPU 206/221
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [24%@403,6%@403,6%@403,3%@403] EMC_FREQ 17%@1600 GR3D_FREQ 85%@921 APE 25 PLL@24.5C CPU@29C PMIC@50C GPU@26.5C AO@37C thermal@28C POM_5V_IN 4961/4979 POM_5V_GPU 2972/2962 POM_5V_CPU 247/223
RAM 1680/3964MB (lfb 100x4MB) SWAP 0/1982MB (cached 0MB) IRAM 0/252kB(lfb 252kB) CPU [26%@403,5%@403,3%@403,2%@403] EMC_FREQ 17%@1600 GR3D_FREQ 99%@921 APE 25 PLL@24C CPU@29C PMIC@50C GPU@26C AO@36.5C thermal@27.75C POM_5V_IN 4810/4969 POM_5V_GPU 2857/2957 POM_5V_CPU 207/222
